"",BBK01.OXA8X9,BBK01.OXA8X9_FLAGS
1976-07,27.909,
1976-08,26.584,
1976-09,30.636,
1976-10,25.983,
1976-11,32.751,
1976-12,30.734,
1977-01,30.299,
1977-02,31.537,
1977-03,29.234,
1977-04,29.135,
1977-05,29.196,
1977-06,37.385,
1977-07,32.665,
1977-08,32.267,
1977-09,33.051,
1977-10,32.599,
1977-11,36.511,
1977-12,32.341,
1978-01,32.854,
1978-02,35.913,
1978-03,33.243,
1978-04,33.323,
1978-05,34.445,
1978-06,37.527,
1978-07,34.451,
1978-08,33.093,
1978-09,35.201,
1978-10,33.782,
1978-11,38.455,
1978-12,36.038,
1979-01,33.794,
1979-02,38.262,
1979-03,35.601,
1979-04,36.054,
1979-05,36.153,
1979-06,37.721,
1979-07,36.137,
1979-08,30.281,
1979-09,35.800,
1979-10,32.868,
1979-11,38.347,
1979-12,38.315,
1980-01,35.317,
1980-02,35.185,
1980-03,41.483,
1980-04,38.902,
1980-05,37.761,
1980-06,47.322,
1980-07,39.781,
1980-08,37.271,
1980-09,42.003,
1980-10,39.504,
1980-11,43.714,
1980-12,41.181,
1981-01,41.588,
1981-02,38.113,
1981-03,40.745,
1981-04,35.845,
1981-05,41.979,
1981-06,45.966,
1981-07,40.963,
1981-08,42.004,
1981-09,41.386,
1981-10,42.262,
1981-11,47.600,
1981-12,38.398,
1982-01,45.011,
1982-02,44.341,
1982-03,42.835,
1982-04,43.880,
1982-05,40.862,
1982-06,47.799,
1982-07,43.074,
1982-08,45.526,
1982-09,45.166,
1982-10,46.886,
1982-11,50.068,
1982-12,42.486,
1983-01,47.140,
1983-02,47.052,
1983-03,46.698,
1983-04,45.785,
1983-05,48.217,
1983-06,54.221,
1983-07,44.258,
1983-08,44.372,
1983-09,46.065,
1983-10,45.436,
1983-11,50.524,
1983-12,44.474,
1984-01,46.017,
1984-02,46.523,
1984-03,49.006,
1984-04,45.339,
1984-05,46.905,
1984-06,50.451,
1984-07,47.565,
1984-08,45.851,
1984-09,54.938,
1984-10,49.634,
1984-11,52.704,
1984-12,52.046,
1985-01,52.244,
1985-02,52.910,
1985-03,49.113,
1985-04,53.054,
1985-05,48.784,
1985-06,53.862,
1985-07,48.981,
1985-08,45.395,
1985-09,53.267,
1985-10,50.783,
1985-11,54.305,
1985-12,55.060,
1986-01,51.167,
1986-02,58.922,
1986-03,58.398,
1986-04,59.843,
1986-05,58.778,
1986-06,64.469,
1986-07,54.939,
1986-08,51.526,
1986-09,54.717,
1986-10,57.968,
1986-11,66.220,
1986-12,58.802,
1987-01,60.297,
1987-02,54.479,
1987-03,60.287,
1987-04,57.021,
1987-05,58.703,
1987-06,64.833,
1987-07,53.488,
1987-08,56.887,
1987-09,58.611,
1987-10,58.340,
1987-11,63.449,
1987-12,49.285,
1988-01,57.860,
1988-02,60.271,
1988-03,55.617,
1988-04,56.072,
1988-05,59.247,
1988-06,66.781,
1988-07,60.351,
1988-08,57.922,
1988-09,59.561,
1988-10,65.336,
1988-11,71.146,
1988-12,57.808,
1989-01,61.740,
1989-02,62.130,
1989-03,56.789,
1989-04,63.167,
1989-05,69.637,
1989-06,66.866,
1989-07,69.717,
1989-08,63.091,
1989-09,63.568,
1989-10,66.579,
1989-11,76.836,
1989-12,64.658,
1990-01,66.168,
1990-02,82.554,
1990-03,68.977,
1990-04,70.715,
1990-05,67.363,
1990-06,210.407,
1990-07,193.325,
1990-08,182.758,
1990-09,119.636,
1990-10,119.306,
1990-11,121.732,
1990-12,113.181,
1991-01,106.909,
1991-02,108.261,
1991-03,99.131,
1991-04,95.025,
1991-05,93.569,
1991-06,105.688,
1991-07,90.639,
1991-08,84.230,
1991-09,94.035,
1991-10,83.576,
1991-11,96.174,
1991-12,88.308,
1992-01,94.315,
1992-02,94.022,
1992-03,100.803,
1992-04,89.706,
1992-05,95.373,
1992-06,100.782,
1992-07,87.539,
1992-08,94.726,
1992-09,109.797,
1992-10,107.333,
1992-11,123.395,
1992-12,92.310,
1993-01,106.426,
1993-02,111.815,
1993-03,108.115,
1993-04,101.078,
1993-05,106.488,
1993-06,115.721,
1993-07,107.196,
1993-08,106.138,
1993-09,115.737,
1993-10,116.028,
1993-11,125.662,
1993-12,107.435,
1994-01,132.941,
1994-02,134.880,
1994-03,119.782,
1994-04,115.437,
1994-05,122.932,
1994-06,127.791,
1994-07,121.615,
1994-08,118.962,
1994-09,113.195,
1994-10,113.526,
1994-11,127.270,
1994-12,102.547,
1995-01,115.906,
1995-02,121.041,
1995-03,113.672,
1995-04,124.188,
1995-05,123.499,
1995-06,125.654,
1995-07,117.293,
1995-08,116.591,
1995-09,126.492,
1995-10,119.512,
1995-11,135.686,
1995-12,125.072,
1996-01,130.660,
1996-02,126.337,
1996-03,123.823,
1996-04,132.224,
1996-05,121.273,
1996-06,136.085,
1996-07,123.010,
1996-08,116.121,
1996-09,142.136,
1996-10,137.372,
1996-11,151.020,
1996-12,142.866,
1997-01,143.743,
1997-02,154.938,
1997-03,150.652,
1997-04,146.790,
1997-05,149.441,
1997-06,177.348,
1997-07,165.116,
1997-08,150.413,
1997-09,164.098,
1997-10,168.759,
1997-11,185.943,
1997-12,157.851,
1998-01,184.957,
1998-02,190.135,
1998-03,204.421,
1998-04,179.169,
1998-05,197.632,
1998-06,228.000,
1998-07,194.996,
1998-08,214.305,
1998-09,221.119,
1998-10,218.155,
1998-11,241.721,
1998-12,185.131,
1999-01,305.307,
1999-02,247.718,
1999-03,241.430,
1999-04,232.474,
1999-05,228.172,
1999-06,239.042,
1999-07,193.407,
1999-08,205.533,
1999-09,215.934,
1999-10,193.813,
1999-11,221.751,
1999-12,180.034,
2000-01,234.121,
2000-02,223.107,
2000-03,237.042,
2000-04,243.481,
2000-05,232.360,
2000-06,239.070,
2000-07,210.780,
2000-08,229.629,
2000-09,242.397,
2000-10,238.411,
2000-11,263.870,
2000-12,227.171,
2001-01,257.903,
2001-02,274.219,
2001-03,288.446,
2001-04,282.293,
2001-05,274.468,
2001-06,278.455,
2001-07,248.689,
2001-08,226.107,
2001-09,281.762,
2001-10,257.908,
2001-11,267.069,
2001-12,215.027,
2002-01,246.099,
2002-02,242.592,
2002-03,248.036,
2002-04,246.617,
2002-05,232.730,
2002-06,266.012,
2002-07,239.490,
2002-08,207.091,
2002-09,265.771,
2002-10,246.131,
2002-11,282.519,
2002-12,229.141,
2003-01,247.356,
2003-02,252.212,
2003-03,275.672,
2003-04,279.059,
2003-05,274.341,
2003-06,293.598,
2003-07,247.134,
2003-08,228.891,
2003-09,260.277,
2003-10,251.186,
2003-11,249.279,
2003-12,211.850,
2004-01,280.700,
2004-02,256.725,
2004-03,276.337,
2004-04,270.876,
2004-05,248.334,
2004-06,258.560,
2004-07,249.514,
2004-08,229.156,
2004-09,253.050,
2004-10,248.448,
2004-11,289.344,
2004-12,206.708,
2005-01,285.091,
2005-02,261.795,
2005-03,280.759,
2005-04,317.754,
2005-05,319.326,
2005-06,299.641,
2005-07,263.834,
2005-08,271.777,
2005-09,267.515,
2005-10,263.720,
2005-11,276.494,
2005-12,223.435,
2006-01,262.073,
2006-02,252.026,
2006-03,254.961,
2006-04,279.226,
2006-05,297.065,
2006-06,281.921,
2006-07,269.193,
2006-08,264.943,
2006-09,290.637,
2006-10,268.636,
2006-11,306.860,
2006-12,293.503,
2007-01,300.900,
2007-02,305.784,
2007-03,336.235,
2007-04,344.072,
2007-05,350.155,
2007-06,348.389,
2007-07,341.448,
2007-08,313.959,
2007-09,355.945,
2007-10,340.865,
2007-11,348.636,
2007-12,286.830,
2008-01,342.042,
2008-02,339.581,
2008-03,372.381,
2008-04,348.661,
2008-05,363.969,
2008-06,365.500,
2008-07,321.290,
2008-08,296.156,
2008-09,409.678,
2008-10,405.516,
2008-11,410.259,
2008-12,356.634,
2009-01,408.075,
2009-02,410.749,
2009-03,405.062,
2009-04,381.804,
2009-05,336.062,
2009-06,364.577,
2009-07,347.071,
2009-08,340.929,
2009-09,348.810,
2009-10,352.565,
2009-11,386.427,
2009-12,342.498,
2010-01,396.336,
2010-02,403.986,
2010-03,407.774,
2010-04,411.118,
2010-05,450.562,
2010-06,471.985,
2010-07,446.524,
2010-08,463.012,
2010-09,432.118,
2010-10,438.634,
2010-11,464.244,
2010-12,394.007,
2011-01,431.977,
2011-02,418.098,
2011-03,380.500,
2011-04,397.791,
2011-05,393.191,
2011-06,373.307,
2011-07,370.665,
2011-08,379.781,
2011-09,437.775,
2011-10,436.192,
2011-11,466.379,
2011-12,357.439,
2012-01,464.180,
2012-02,498.565,
2012-03,504.142,
2012-04,499.821,
2012-05,548.084,
2012-06,493.446,
2012-07,530.503,
2012-08,513.712,
2012-09,498.469,
2012-10,496.505,
2012-11,489.555,
2012-12,422.361,
2013-01,443.933,
2013-02,435.813,
2013-03,409.646,
2013-04,432.668,
2013-05,419.696,
2013-06,394.519,
2013-07,399.461,
2013-08,394.576,
2013-09,419.470,
2013-10,408.874,
2013-11,437.006,
2013-12,348.111,
2014-01,418.056,
2014-02,409.711,
2014-03,406.367,
2014-04,402.768,
2014-05,408.834,
2014-06,438.798,
2014-07,454.740,
2014-08,418.363,
2014-09,448.316,
2014-10,438.015,
2014-11,457.115,
2014-12,404.862,Provisional value
