"",BBFN1.M.DE.N.1.L.W1.S1P.H1.T.N000.Z06.BGA.X001.D,BBFN1.M.DE.N.1.L.W1.S1P.H1.T.N000.Z06.BGA.X001.D_FLAGS
1995-02,12.227,
1995-03,13.102,
1995-04,12.955,
1995-05,13.275,
1995-06,13.331,
1995-07,13.020,
1995-08,12.840,
1995-09,13.968,
1995-10,14.155,
1995-11,14.546,
1995-12,15.006,
1996-01,14.397,
1996-02,13.948,
1996-03,13.954,
1996-04,13.821,
1996-05,14.166,
1996-06,14.653,
1996-07,14.147,
1996-08,13.430,
1996-09,14.475,
1996-10,14.578,
1996-11,14.651,
1996-12,15.740,
1997-01,14.444,
1997-02,14.247,
1997-03,15.014,
1997-04,15.472,
1997-05,15.593,
1997-06,15.983,
1997-07,15.606,
1997-08,14.928,
1997-09,16.435,
1997-10,16.703,
1997-11,17.809,
1997-12,18.242,
1998-01,17.410,
1998-02,17.377,
1998-03,18.489,
1998-04,18.237,
1998-05,17.830,
1998-06,18.301,
1998-07,17.930,
1998-08,16.973,
1998-09,20.015,
1998-10,18.940,
1998-11,18.471,
1998-12,19.808,
1999-01,15.910,
1999-02,14.528,
1999-03,14.847,
1999-04,15.138,
1999-05,15.096,
1999-06,15.127,
1999-07,15.259,
1999-08,15.496,
1999-09,15.747,
1999-10,16.238,
1999-11,16.142,
1999-12,17.985,
2000-01,17.596,
2000-02,17.791,
2000-03,19.242,
2000-04,19.090,
2000-05,19.230,
2000-06,20.212,
2000-07,20.604,
2000-08,21.121,
2000-09,22.161,
2000-10,22.793,
2000-11,23.988,
2000-12,22.521,
2001-01,21.363,
2001-02,20.948,
2001-03,21.547,
2001-04,20.986,
2001-05,21.113,
2001-06,22.166,
2001-07,20.739,
2001-08,20.558,
2001-09,21.719,
2001-10,21.976,
2001-11,22.052,
2001-12,24.603,
2002-01,20.640,
2002-02,19.738,
2002-03,20.419,
2002-04,20.124,
2002-05,19.331,
2002-06,19.660,
2002-07,19.147,
2002-08,18.915,
2002-09,20.211,
2002-10,20.627,
2002-11,21.020,
2002-12,22.801,
2003-01,20.054,
2003-02,19.511,
2003-03,20.305,
2003-04,19.232,
2003-05,17.467,
2003-06,18.076,
2003-07,18.686,
2003-08,18.677,
2003-09,18.547,
2003-10,19.013,
2003-11,18.247,
2003-12,19.657,
2004-01,17.530,
2004-02,17.305,
2004-03,18.772,
2004-04,17.748,
2004-05,18.051,
2004-06,18.292,
2004-07,18.152,
2004-08,17.862,
2004-09,18.754,
2004-10,18.306,
2004-11,18.465,
2004-12,19.124,
2005-01,17.329,
2005-02,17.170,
2005-03,18.323,
2005-04,17.750,
2005-05,18.323,
2005-06,19.624,
2005-07,20.452,
2005-08,21.937,
2005-09,22.270,
2005-10,21.974,
2005-11,22.190,
2005-12,24.327,
2006-01,23.160,
2006-02,22.649,
2006-03,22.701,
2006-04,21.635,
2006-05,20.955,
2006-06,22.307,
2006-07,21.920,
2006-08,21.300,
2006-09,22.255,
2006-10,22.830,
2006-11,22.940,
2006-12,24.503,
2007-01,22.083,
2007-02,21.891,
2007-03,23.108,
2007-04,22.645,
2007-05,21.643,
2007-06,22.353,
2007-07,21.004,
2007-08,21.148,
2007-09,23.480,
2007-10,23.383,
2007-11,23.262,
2007-12,24.019,
2008-01,21.908,
2008-02,22.315,
2008-03,22.877,
2008-04,22.114,
2008-05,22.953,
2008-06,22.526,
2008-07,22.319,
2008-08,21.292,
2008-09,21.933,
2008-10,22.357,
2008-11,21.532,
2008-12,21.611,
2009-01,19.307,
2009-02,18.615,
2009-03,18.819,
2009-04,17.725,
2009-05,17.830,
2009-06,19.175,
2009-07,18.907,
2009-08,18.469,
2009-09,19.410,
2009-10,19.138,
2009-11,20.094,
2009-12,20.766,
2010-01,19.477,
2010-02,19.779,
2010-03,21.375,
2010-04,20.897,
2010-05,22.220,
2010-06,23.364,
2010-07,23.232,
2010-08,22.863,
2010-09,24.564,
2010-10,23.405,
2010-11,23.848,
2010-12,26.787,
2011-01,24.884,
2011-02,24.315,
2011-03,24.416,
2011-04,24.320,
2011-05,23.774,
2011-06,24.254,
2011-07,24.891,
2011-08,23.922,
2011-09,26.255,
2011-10,26.599,
2011-11,25.530,
2011-12,27.457,
2012-01,24.479,
2012-02,25.192,
2012-03,25.030,
2012-04,24.258,
2012-05,25.187,
2012-06,25.761,
2012-07,25.165,
2012-08,23.588,
2012-09,24.554,
2012-10,24.971,
2012-11,27.395,
2012-12,23.443,
2013-01,22.218,
2013-02,22.604,
2013-03,23.207,
2013-04,21.936,
2013-05,21.786,
2013-06,22.475,
2013-07,21.510,
2013-08,21.269,
2013-09,23.216,
2013-10,23.429,
2013-11,22.685,
2013-12,24.707,
2014-01,23.761,
2014-02,23.103,
2014-03,23.884,
2014-04,23.384,
2014-05,23.775,
2014-06,25.352,
2014-07,24.899,
2014-08,24.949,
2014-09,27.094,
2014-10,26.888,
2014-11,26.289,
2014-12,29.261,
"","General: From January 1999, excluding national currencies of the euro-area member states.",
