"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.F5___ES._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.D.F5___ES._Z._T._X.N_FLAGS
2005-03,1076.463,
2005-04,1992.311,
2005-05,2725.032,
2005-06,1481.838,
2005-07,367.962,
2005-08,281.914,
2005-09,1399.423,
2005-10,5353.093,
2005-11,2589.792,
2005-12,2874.676,
2006-01,4720.090,
2006-02,2026.893,
2006-03,629.648,
2006-04,-118.097,
2006-05,6815.604,
2006-06,5123.268,
2006-07,1330.802,
2006-08,1573.391,
2006-09,22660.499,
2006-10,5988.892,
2006-11,5716.699,
2006-12,17399.896,
2007-01,-4543.570,
2007-02,4592.327,
2007-03,4220.935,
2007-04,3929.367,
2007-05,7305.479,
2007-06,2587.855,
2007-07,2914.611,
2007-08,2554.119,
2007-09,-3867.688,
2007-10,16368.785,
2007-11,973.748,
2007-12,8296.408,
2008-01,10852.646,
2008-02,5152.998,
2008-03,3923.475,
2008-04,6228.768,
2008-05,5045.133,
2008-06,8305.370,
2008-07,4839.872,
2008-08,1438.723,
2008-09,1619.441,
2008-10,1681.697,
2008-11,7980.029,
2008-12,-10383.717,
2009-01,11271.125,
2009-02,3485.805,
2009-03,3543.695,
2009-04,9217.013,
2009-05,3319.777,
2009-06,2963.726,
2009-07,3054.627,
2009-08,2588.847,
2009-09,3946.617,
2009-10,438.844,
2009-11,-1220.165,
2009-12,2558.716,
2010-01,6771.325,
2010-02,8193.469,
2010-03,3983.449,
2010-04,2389.133,
2010-05,1283.324,
2010-06,6687.753,
2010-07,-1872.745,
2010-08,5541.155,
2010-09,886.909,
2010-10,3493.630,
2010-11,3752.966,
2010-12,13375.269,
2011-01,5649.516,
2011-02,892.268,
2011-03,2979.307,
2011-04,2128.282,
2011-05,3942.450,
2011-06,6567.748,
2011-07,-2416.508,
2011-08,2419.074,
2011-09,5922.171,
2011-10,-1576.377,
2011-11,2548.301,
2011-12,4346.870,
2012-01,5853.002,
2012-02,4237.603,
2012-03,3279.581,
2012-04,1856.076,
2012-05,4004.815,
2012-06,-2834.680,
2012-07,5552.061,
2012-08,4094.177,
2012-09,1651.610,
2012-10,2817.325,
2012-11,993.626,
2012-12,4030.082,
2013-01,6743.264,
2013-02,-1237.283,
2013-03,568.059,
2013-04,3509.222,
2013-05,1409.582,
2013-06,796.824,
2013-07,668.295,
2013-08,1298.203,
2013-09,527.897,
2013-10,2604.474,
2013-11,-5501.727,
2013-12,300.907,
2014-01,4777.090,
2014-02,2204.754,Provisional value
2014-03,976.995,Provisional value
2014-04,1330.059,Provisional value
2014-05,9272.481,Provisional value
2014-06,-238.404,Provisional value
2014-07,1490.367,Provisional value
2014-08,1471.151,Provisional value
2014-09,1200.873,
2014-10,-1207.250,
2014-11,4660.804,
2014-12,12645.306,Provisional value
