"",BBDE1.M.DE.Y.GUA1.A2P320000.F.V.I10.A,BBDE1.M.DE.Y.GUA1.A2P320000.F.V.I10.A_FLAGS
2009-05,87.0,
2009-06,88.5,
2009-07,86.5,
2009-08,86.4,
2009-09,93.1,
2009-10,88.6,
2009-11,89.2,
2009-12,89.5,
2010-01,89.6,
2010-02,90.8,
2010-03,92.8,
2010-04,94.4,
2010-05,99.8,
2010-06,100.3,
2010-07,96.7,
2010-08,99.2,
2010-09,100.4,
2010-10,106.8,
2010-11,106.6,
2010-12,110.0,
2011-01,106.9,
2011-02,106.0,
2011-03,106.8,
2011-04,107.2,
2011-05,107.7,
2011-06,107.0,
2011-07,112.1,
2011-08,112.3,
2011-09,111.3,
2011-10,113.1,
2011-11,111.1,
2011-12,109.1,
2012-01,111.5,
2012-02,114.7,
2012-03,114.1,
2012-04,111.1,
2012-05,114.1,
2012-06,112.1,
2012-07,114.5,
2012-08,115.6,
2012-09,112.3,
2012-10,109.9,
2012-11,108.7,
2012-12,111.0,
2013-01,107.6,
2013-02,110.4,
2013-03,114.5,
2013-04,115.6,
2013-05,111.7,
2013-06,113.3,
2013-07,110.3,
2013-08,115.6,
2013-09,114.9,
2013-10,113.3,
2013-11,118.5,
2013-12,117.0,
2014-01,120.7,
2014-02,117.9,
2014-03,117.3,
2014-04,116.1,
2014-05,117.0,
2014-06,118.4,
2014-07,119.7,
2014-08,118.7,
2014-09,118.3,
2014-10,121.0,
2014-11,122.0,
2014-12,119.1,Provisional value
