"",BBDE1.M.DE.Y.AEA1.N2C280000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C280000.F.V.I10.A_FLAGS
1998-12,67.4,
1999-01,63.8,
1999-02,62.7,
1999-03,62.5,
1999-04,64.5,
1999-05,64.1,
1999-06,65.1,
1999-07,64.9,
1999-08,66.4,
1999-09,67.7,
1999-10,67.1,
1999-11,70.0,
1999-12,68.0,
2000-01,70.3,
2000-02,74.3,
2000-03,74.3,
2000-04,75.8,
2000-05,77.1,
2000-06,75.7,
2000-07,79.0,
2000-08,80.7,
2000-09,78.0,
2000-10,77.6,
2000-11,79.7,
2000-12,77.2,
2001-01,77.4,
2001-02,77.1,
2001-03,77.3,
2001-04,73.0,
2001-05,76.9,
2001-06,73.1,
2001-07,73.7,
2001-08,71.8,
2001-09,73.8,
2001-10,72.9,
2001-11,68.7,
2001-12,76.7,
2002-01,72.2,
2002-02,72.7,
2002-03,73.1,
2002-04,73.9,
2002-05,74.1,
2002-06,77.1,
2002-07,72.8,
2002-08,74.3,
2002-09,75.1,
2002-10,73.2,
2002-11,76.7,
2002-12,73.3,
2003-01,76.3,
2003-02,74.6,
2003-03,74.8,
2003-04,74.5,
2003-05,72.0,
2003-06,74.4,
2003-07,76.4,
2003-08,72.5,
2003-09,77.1,
2003-10,80.5,
2003-11,81.6,
2003-12,83.5,
2004-01,79.7,
2004-02,80.4,
2004-03,86.1,
2004-04,84.3,
2004-05,86.3,
2004-06,83.8,
2004-07,85.9,
2004-08,83.4,
2004-09,82.7,
2004-10,80.8,
2004-11,82.0,
2004-12,84.8,
2005-01,88.1,
2005-02,86.0,
2005-03,83.8,
2005-04,85.6,
2005-05,86.9,
2005-06,88.6,
2005-07,90.4,
2005-08,90.5,
2005-09,92.0,
2005-10,96.2,
2005-11,95.6,
2005-12,93.2,
2006-01,98.9,
2006-02,93.1,
2006-03,95.0,
2006-04,100.6,
2006-05,103.5,
2006-06,101.2,
2006-07,104.1,
2006-08,107.1,
2006-09,105.1,
2006-10,109.6,
2006-11,107.8,
2006-12,108.1,
2007-01,115.2,
2007-02,118.5,
2007-03,121.8,
2007-04,112.8,
2007-05,126.7,
2007-06,121.6,
2007-07,123.6,
2007-08,122.5,
2007-09,121.6,
2007-10,126.5,
2007-11,125.0,
2007-12,129.2,
2008-01,126.6,
2008-02,128.2,
2008-03,127.6,
2008-04,130.7,
2008-05,120.1,
2008-06,118.7,
2008-07,116.4,
2008-08,126.2,
2008-09,119.1,
2008-10,105.0,
2008-11,96.5,
2008-12,80.3,
2009-01,75.3,
2009-02,70.2,
2009-03,72.6,
2009-04,67.2,
2009-05,66.4,
2009-06,71.9,
2009-07,72.4,
2009-08,73.3,
2009-09,80.7,
2009-10,78.8,
2009-11,86.3,
2009-12,84.1,
2010-01,81.9,
2010-02,90.8,
2010-03,90.7,
2010-04,93.6,
2010-05,97.1,
2010-06,99.7,
2010-07,100.1,
2010-08,101.4,
2010-09,106.0,
2010-10,103.7,
2010-11,113.2,
2010-12,116.0,
2011-01,117.2,
2011-02,122.5,
2011-03,114.4,
2011-04,117.7,
2011-05,116.8,
2011-06,117.8,
2011-07,119.2,
2011-08,113.5,
2011-09,109.7,
2011-10,110.9,
2011-11,112.1,
2011-12,110.1,
2012-01,108.6,
2012-02,108.4,
2012-03,110.0,
2012-04,109.1,
2012-05,118.3,
2012-06,110.2,
2012-07,110.8,
2012-08,105.6,
2012-09,113.4,
2012-10,111.3,
2012-11,106.7,
2012-12,114.4,
2013-01,109.3,
2013-02,108.9,
2013-03,114.8,
2013-04,110.7,
2013-05,113.0,
2013-06,112.2,
2013-07,109.8,
2013-08,114.8,
2013-09,116.3,
2013-10,113.0,
2013-11,115.4,
2013-12,112.5,
2014-01,116.2,
2014-02,113.4,
2014-03,112.8,
2014-04,115.9,
2014-05,111.4,
2014-06,117.8,
2014-07,116.2,
2014-08,117.6,
2014-09,123.1,
2014-10,116.0,
2014-11,115.2,
2014-12,121.8,Provisional value
