"",BBDE1.M.DE.Y.BAA1.N2C150000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C150000.G.C.I10.A_FLAGS
2000-05,137.5,
2000-06,124.9,
2000-07,136.2,
2000-08,134.3,
2000-09,137.9,
2000-10,134.2,
2000-11,128.9,
2000-12,123.7,
2001-01,127.4,
2001-02,128.8,
2001-03,129.7,
2001-04,122.2,
2001-05,128.6,
2001-06,121.3,
2001-07,113.7,
2001-08,128.9,
2001-09,125.2,
2001-10,124.4,
2001-11,122.4,
2001-12,123.4,
2002-01,125.9,
2002-02,127.0,
2002-03,123.7,
2002-04,125.1,
2002-05,124.1,
2002-06,129.8,
2002-07,112.5,
2002-08,123.7,
2002-09,114.7,
2002-10,111.6,
2002-11,115.2,
2002-12,112.4,
2003-01,112.7,
2003-02,109.2,
2003-03,108.0,
2003-04,107.9,
2003-05,103.7,
2003-06,102.4,
2003-07,106.0,
2003-08,99.7,
2003-09,102.2,
2003-10,105.0,
2003-11,107.7,
2003-12,107.0,
2004-01,108.6,
2004-02,102.5,
2004-03,103.1,
2004-04,103.8,
2004-05,104.4,
2004-06,104.9,
2004-07,104.3,
2004-08,97.1,
2004-09,91.9,
2004-10,97.4,
2004-11,97.9,
2004-12,95.7,
2005-01,97.8,
2005-02,99.5,
2005-03,98.3,
2005-04,93.6,
2005-05,91.3,
2005-06,87.8,
2005-07,99.6,
2005-08,86.4,
2005-09,85.6,
2005-10,86.0,
2005-11,84.7,
2005-12,94.5,
2006-01,83.7,
2006-02,92.4,
2006-03,85.1,
2006-04,89.8,
2006-05,86.3,
2006-06,86.3,
2006-07,90.0,
2006-08,91.3,
2006-09,89.2,
2006-10,88.3,
2006-11,88.5,
2006-12,90.3,
2007-01,81.5,
2007-02,97.8,
2007-03,106.4,
2007-04,95.3,
2007-05,104.1,
2007-06,104.4,
2007-07,100.7,
2007-08,99.6,
2007-09,103.1,
2007-10,99.6,
2007-11,99.8,
2007-12,98.1,
2008-01,95.2,
2008-02,97.5,
2008-03,95.6,
2008-04,94.7,
2008-05,87.5,
2008-06,95.5,
2008-07,85.3,
2008-08,95.6,
2008-09,87.0,
2008-10,86.4,
2008-11,85.1,
2008-12,74.7,
2009-01,87.1,
2009-02,85.5,
2009-03,88.1,
2009-04,94.0,
2009-05,92.3,
2009-06,93.0,
2009-07,94.1,
2009-08,75.9,
2009-09,94.6,
2009-10,99.6,
2009-11,101.2,
2009-12,97.8,
2010-01,101.2,
2010-02,96.0,
2010-03,98.4,
2010-04,98.3,
2010-05,97.5,
2010-06,101.2,
2010-07,100.1,
2010-08,96.3,
2010-09,99.3,
2010-10,100.2,
2010-11,100.6,
2010-12,102.6,
2011-01,105.4,
2011-02,106.3,
2011-03,104.9,
2011-04,103.9,
2011-05,110.6,
2011-06,103.0,
2011-07,109.0,
2011-08,107.1,
2011-09,105.7,
2011-10,107.1,
2011-11,105.9,
2011-12,97.6,
2012-01,100.2,
2012-02,99.2,
2012-03,96.6,
2012-04,96.7,
2012-05,98.5,
2012-06,94.6,
2012-07,98.9,
2012-08,97.8,
2012-09,96.6,
2012-10,93.1,
2012-11,92.8,
2012-12,97.4,
2013-01,92.2,
2013-02,96.6,
2013-03,98.7,
2013-04,97.8,
2013-05,87.7,
2013-06,98.8,
2013-07,95.9,
2013-08,94.5,
2013-09,99.4,
2013-10,98.2,
2013-11,99.3,
2013-12,102.5,
2014-01,103.7,
2014-02,104.3,
2014-03,104.2,
2014-04,110.0,
2014-05,109.8,
2014-06,108.0,
2014-07,114.4,
2014-08,112.2,
2014-09,112.8,
2014-10,118.5,Provisional value
2014-11,118.6,Provisional value
2014-12,113.9,Provisional value
