"",BBFB1.M.N.DE.W1.S1.S1.T.AI.FA.D.F5___ES._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.AI.FA.D.F5___ES._Z._T._X.N_FLAGS
2006-07,6520.695,
2006-08,9628.024,
2006-09,24779.472,
2006-10,6416.435,
2006-11,7454.610,
2006-12,31914.639,
2007-01,12442.172,
2007-02,8286.554,
2007-03,5396.914,
2007-04,4366.198,
2007-05,12022.355,
2007-06,19380.586,
2007-07,17527.480,
2007-08,4376.636,
2007-09,27704.624,
2007-10,24822.153,
2007-11,9022.742,
2007-12,45019.913,
2008-01,15172.570,
2008-02,5970.942,
2008-03,10363.527,
2008-04,11711.582,
2008-05,6393.147,
2008-06,11861.678,
2008-07,7999.624,
2008-08,3812.888,
2008-09,4525.126,
2008-10,3325.299,
2008-11,11481.160,
2008-12,51233.618,
2009-01,14473.504,
2009-02,4301.294,
2009-03,7486.591,
2009-04,10589.122,
2009-05,5000.679,
2009-06,10030.310,
2009-07,4236.247,
2009-08,4980.940,
2009-09,13180.565,
2009-10,4976.748,
2009-11,7726.453,
2009-12,20688.427,
2010-01,8649.992,
2010-02,11036.548,
2010-03,5571.134,
2010-04,4506.090,
2010-05,3182.102,
2010-06,8556.469,
2010-07,6071.992,
2010-08,6698.112,
2010-09,5222.178,
2010-10,6820.291,
2010-11,5952.214,
2010-12,27335.367,
2011-01,6524.886,
2011-02,2135.319,
2011-03,7119.811,
2011-04,5263.937,
2011-05,4525.407,
2011-06,8782.791,
2011-07,5173.268,
2011-08,2777.894,
2011-09,12074.319,
2011-10,4010.422,
2011-11,3808.390,
2011-12,22128.546,
2012-01,6926.469,
2012-02,5141.716,
2012-03,4547.866,
2012-04,3697.757,
2012-05,4740.082,
2012-06,9721.318,
2012-07,7303.417,
2012-08,9611.501,
2012-09,4224.584,
2012-10,4756.094,
2012-11,3161.649,
2012-12,11348.450,
2013-01,8013.323,
2013-02,2487.593,
2013-03,7557.990,
2013-04,5070.364,
2013-05,12025.011,
2013-06,2622.513,
2013-07,2310.058,
2013-08,1586.416,
2013-09,2183.906,
2013-10,3219.573,
2013-11,4430.597,
2013-12,9473.381,
2014-01,5381.554,
2014-02,3884.121,Provisional value
2014-03,1965.193,Provisional value
2014-04,3878.025,Provisional value
2014-05,9880.771,Provisional value
2014-06,1887.351,Provisional value
2014-07,3468.386,Provisional value
2014-08,2154.110,Provisional value
2014-09,4486.082,
2014-10,2896.844,
2014-11,6911.775,
2014-12,18505.393,Provisional value
