"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC23._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC23._Z._Z._Z._T._X.N_FLAGS
2001-09,170.270,
2001-10,195.611,
2001-11,177.437,
2001-12,261.760,
2002-01,153.507,
2002-02,216.002,
2002-03,168.973,
2002-04,217.565,
2002-05,246.734,
2002-06,234.091,
2002-07,237.670,
2002-08,269.359,
2002-09,214.426,
2002-10,319.585,
2002-11,273.221,
2002-12,242.849,
2003-01,218.622,
2003-02,173.868,
2003-03,202.758,
2003-04,211.150,
2003-05,187.774,
2003-06,194.565,
2003-07,257.432,
2003-08,209.084,
2003-09,245.068,
2003-10,218.877,
2003-11,189.502,
2003-12,225.493,
2004-01,187.342,
2004-02,162.116,
2004-03,177.720,
2004-04,151.856,
2004-05,198.729,
2004-06,196.044,
2004-07,210.207,
2004-08,183.013,
2004-09,205.812,
2004-10,216.641,
2004-11,216.163,
2004-12,248.101,
2005-01,141.220,
2005-02,144.671,
2005-03,198.003,
2005-04,180.263,
2005-05,169.629,
2005-06,238.435,
2005-07,234.213,
2005-08,247.834,
2005-09,228.620,
2005-10,220.752,
2005-11,247.446,
2005-12,262.871,
2006-01,170.370,
2006-02,197.334,
2006-03,254.236,
2006-04,230.762,
2006-05,264.921,
2006-06,264.809,
2006-07,279.107,
2006-08,290.867,
2006-09,267.131,
2006-10,252.467,
2006-11,301.393,
2006-12,267.044,
2007-01,188.280,
2007-02,217.424,
2007-03,242.498,
2007-04,186.969,
2007-05,221.228,
2007-06,248.150,
2007-07,292.033,
2007-08,248.595,
2007-09,236.108,
2007-10,244.812,
2007-11,224.398,
2007-12,237.855,
2008-01,211.809,
2008-02,229.811,
2008-03,205.499,
2008-04,230.272,
2008-05,244.142,
2008-06,257.678,
2008-07,249.729,
2008-08,246.577,
2008-09,307.027,
2008-10,325.919,
2008-11,280.730,
2008-12,296.351,
2009-01,202.744,
2009-02,248.251,
2009-03,300.364,
2009-04,246.793,
2009-05,294.572,
2009-06,354.985,
2009-07,299.516,
2009-08,292.359,
2009-09,289.866,
2009-10,267.818,
2009-11,294.133,
2009-12,257.195,
2010-01,215.283,
2010-02,216.958,
2010-03,242.301,
2010-04,265.289,
2010-05,248.857,
2010-06,285.145,
2010-07,332.209,
2010-08,306.457,
2010-09,303.438,
2010-10,307.241,
2010-11,299.446,
2010-12,281.415,
2011-01,271.019,
2011-02,245.171,
2011-03,282.483,
2011-04,257.610,
2011-05,286.206,
2011-06,281.085,
2011-07,303.052,
2011-08,318.309,
2011-09,283.209,
2011-10,304.688,
2011-11,314.159,
2011-12,288.949,
2012-01,271.855,
2012-02,231.445,
2012-03,274.330,
2012-04,266.568,
2012-05,311.957,
2012-06,314.474,
2012-07,319.264,
2012-08,339.939,
2012-09,303.151,
2012-10,346.120,
2012-11,328.666,
2012-12,286.705,
2013-01,321.339,
2013-02,280.355,
2013-03,316.149,
2013-04,321.618,
2013-05,354.379,
2013-06,346.262,
2013-07,376.904,
2013-08,367.970,
2013-09,395.310,
2013-10,374.619,
2013-11,331.294,
2013-12,302.640,
2014-01,319.559,
2014-02,267.583,Provisional value
2014-03,291.095,Provisional value
2014-04,293.415,Provisional value
2014-05,300.235,Provisional value
2014-06,351.802,Provisional value
2014-07,346.228,Provisional value
2014-08,325.309,Provisional value
2014-09,337.421,
2014-10,377.924,
2014-11,311.787,
2014-12,297.962,Provisional value
