"",BBDE1.M.DE.Y.AEA1.N2C290000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C290000.F.C.I10.A_FLAGS
1999-02,67.9,
1999-03,69.8,
1999-04,70.2,
1999-05,70.1,
1999-06,71.9,
1999-07,72.3,
1999-08,77.3,
1999-09,72.7,
1999-10,74.4,
1999-11,74.5,
1999-12,76.0,
2000-01,72.4,
2000-02,77.4,
2000-03,76.6,
2000-04,79.7,
2000-05,79.6,
2000-06,79.7,
2000-07,82.2,
2000-08,81.2,
2000-09,82.5,
2000-10,81.9,
2000-11,85.0,
2000-12,84.5,
2001-01,84.2,
2001-02,87.7,
2001-03,84.1,
2001-04,85.2,
2001-05,85.5,
2001-06,86.8,
2001-07,84.6,
2001-08,89.9,
2001-09,83.9,
2001-10,82.0,
2001-11,82.7,
2001-12,83.2,
2002-01,86.2,
2002-02,81.6,
2002-03,85.7,
2002-04,84.9,
2002-05,87.0,
2002-06,86.7,
2002-07,87.1,
2002-08,95.5,
2002-09,88.4,
2002-10,87.7,
2002-11,89.4,
2002-12,84.2,
2003-01,89.0,
2003-02,90.6,
2003-03,84.3,
2003-04,85.2,
2003-05,86.1,
2003-06,83.1,
2003-07,85.3,
2003-08,87.2,
2003-09,86.2,
2003-10,86.8,
2003-11,87.5,
2003-12,88.0,
2004-01,87.2,
2004-02,88.6,
2004-03,89.7,
2004-04,93.5,
2004-05,93.9,
2004-06,91.7,
2004-07,92.2,
2004-08,89.1,
2004-09,92.3,
2004-10,92.4,
2004-11,90.5,
2004-12,96.4,
2005-01,89.8,
2005-02,88.3,
2005-03,94.2,
2005-04,91.6,
2005-05,91.7,
2005-06,98.7,
2005-07,96.6,
2005-08,94.3,
2005-09,100.1,
2005-10,100.3,
2005-11,102.6,
2005-12,95.5,
2006-01,102.2,
2006-02,101.6,
2006-03,101.5,
2006-04,102.8,
2006-05,104.4,
2006-06,102.3,
2006-07,102.2,
2006-08,103.1,
2006-09,106.8,
2006-10,102.4,
2006-11,104.4,
2006-12,104.0,
2007-01,106.4,
2007-02,112.8,
2007-03,108.4,
2007-04,106.6,
2007-05,110.3,
2007-06,111.3,
2007-07,111.4,
2007-08,110.3,
2007-09,111.1,
2007-10,115.2,
2007-11,112.0,
2007-12,119.2,
2008-01,109.8,
2008-02,111.5,
2008-03,109.5,
2008-04,110.4,
2008-05,106.0,
2008-06,106.4,
2008-07,95.9,
2008-08,100.8,
2008-09,93.5,
2008-10,81.7,
2008-11,74.9,
2008-12,70.4,
2009-01,66.8,
2009-02,70.8,
2009-03,76.9,
2009-04,75.7,
2009-05,83.2,
2009-06,85.9,
2009-07,80.9,
2009-08,91.0,
2009-09,89.9,
2009-10,86.8,
2009-11,88.4,
2009-12,88.6,
2010-01,89.8,
2010-02,90.3,
2010-03,94.4,
2010-04,101.7,
2010-05,100.4,
2010-06,99.0,
2010-07,100.6,
2010-08,104.7,
2010-09,101.5,
2010-10,103.0,
2010-11,105.9,
2010-12,104.2,
2011-01,108.4,
2011-02,107.8,
2011-03,105.5,
2011-04,103.0,
2011-05,103.7,
2011-06,107.6,
2011-07,104.9,
2011-08,105.9,
2011-09,106.5,
2011-10,105.9,
2011-11,105.0,
2011-12,104.1,
2012-01,105.6,
2012-02,106.7,
2012-03,106.0,
2012-04,108.8,
2012-05,105.7,
2012-06,107.6,
2012-07,106.8,
2012-08,104.4,
2012-09,102.7,
2012-10,103.9,
2012-11,106.6,
2012-12,105.9,
2013-01,104.1,
2013-02,105.6,
2013-03,108.7,
2013-04,108.4,
2013-05,109.7,
2013-06,112.7,
2013-07,107.6,
2013-08,113.0,
2013-09,111.2,
2013-10,108.5,
2013-11,113.3,
2013-12,115.8,
2014-01,117.3,
2014-02,115.6,
2014-03,115.6,
2014-04,114.9,
2014-05,114.0,
2014-06,115.5,
2014-07,117.1,
2014-08,108.8,
2014-09,113.6,
2014-10,122.4,
2014-11,121.1,
2014-12,123.1,Provisional value
