"",BBFB1.M.N.DE.W1.S1.S1.T.B.SC2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.B.SC2._Z._Z._Z._T._X.N_FLAGS
1997-11,-128.650,
1997-12,254.502,
1998-01,-62.770,
1998-02,84.587,
1998-03,138.972,
1998-04,1.674,
1998-05,124.569,
1998-06,60.978,
1998-07,93.438,
1998-08,35.296,
1998-09,46.198,
1998-10,74.672,
1998-11,26.023,
1998-12,206.211,
1999-01,-40.966,
1999-02,86.657,
1999-03,165.976,
1999-04,32.068,
1999-05,182.087,
1999-06,19.148,
1999-07,123.549,
1999-08,138.570,
1999-09,17.346,
1999-10,96.794,
1999-11,48.827,
1999-12,229.438,
2000-01,18.707,
2000-02,111.767,
2000-03,144.235,
2000-04,5.622,
2000-05,115.279,
2000-06,-25.537,
2000-07,69.224,
2000-08,79.077,
2000-09,47.656,
2000-10,98.217,
2000-11,-0.667,
2000-12,222.132,
2001-01,-48.708,
2001-02,44.044,
2001-03,159.869,
2001-04,-11.919,
2001-05,142.350,
2001-06,-21.466,
2001-07,73.243,
2001-08,57.919,
2001-09,50.185,
2001-10,123.878,
2001-11,-1.615,
2001-12,246.360,
2002-01,-115.481,
2002-02,-120.200,
2002-03,-102.104,
2002-04,70.160,
2002-05,-83.353,
2002-06,235.246,
2002-07,-20.618,
2002-08,-165.488,
2002-09,111.644,
2002-10,138.005,
2002-11,5.087,
2002-12,218.074,
2003-01,-267.028,
2003-02,-183.378,
2003-03,138.553,
2003-04,20.169,
2003-05,-87.158,
2003-06,197.680,
2003-07,-173.804,
2003-08,-124.183,
2003-09,-136.645,
2003-10,-173.926,
2003-11,19.253,
2003-12,76.797,
2004-01,-172.916,
2004-02,-111.570,
2004-03,92.246,
2004-04,107.737,
2004-05,-157.065,
2004-06,276.480,
2004-07,-153.857,
2004-08,1.872,
2004-09,-195.890,
2004-10,5.284,
2004-11,16.065,
2004-12,122.091,
2005-01,-174.543,
2005-02,-121.077,
2005-03,-31.384,
2005-04,-107.079,
2005-05,-51.648,
2005-06,-19.418,
2005-07,56.117,
2005-08,49.599,
2005-09,25.629,
2005-10,65.164,
2005-11,113.618,
2005-12,33.925,
2006-01,-199.253,
2006-02,-90.866,
2006-03,-243.245,
2006-04,66.969,
2006-05,39.391,
2006-06,-44.765,
2006-07,64.826,
2006-08,-50.519,
2006-09,-176.836,
2006-10,-2.449,
2006-11,-88.037,
2006-12,-79.166,
2007-01,-208.972,
2007-02,-223.378,
2007-03,-57.504,
2007-04,171.677,
2007-05,-210.551,
2007-06,-113.724,
2007-07,-139.369,
2007-08,-205.455,
2007-09,19.681,
2007-10,-112.244,
2007-11,-126.423,
2007-12,-145.539,
2008-01,-272.286,
2008-02,-132.377,
2008-03,-254.686,
2008-04,-128.442,
2008-05,-222.257,
2008-06,-175.135,
2008-07,-161.578,
2008-08,-345.398,
2008-09,-253.728,
2008-10,-291.963,
2008-11,-410.515,
2008-12,-117.051,
2009-01,-142.736,
2009-02,16.236,
2009-03,-11.488,
2009-04,29.035,
2009-05,75.287,
2009-06,13.556,
2009-07,40.641,
2009-08,37.174,
2009-09,-1.192,
2009-10,-27.229,
2009-11,0.151,
2009-12,-85.399,
2010-01,-120.197,
2010-02,-93.654,
2010-03,-142.886,
2010-04,-34.558,
2010-05,-2.521,
2010-06,-85.607,
2010-07,-23.367,
2010-08,-68.158,
2010-09,-146.567,
2010-10,-106.364,
2010-11,-223.623,
2010-12,-203.233,
2011-01,-309.525,
2011-02,-274.678,
2011-03,-190.575,
2011-04,-130.150,
2011-05,-134.362,
2011-06,-197.891,
2011-07,-133.393,
2011-08,-333.054,
2011-09,-240.545,
2011-10,-249.387,
2011-11,-293.529,
2011-12,-197.338,
2012-01,-421.851,
2012-02,-300.823,
2012-03,-241.719,
2012-04,-103.197,
2012-05,-161.837,
2012-06,-120.572,
2012-07,-165.018,
2012-08,-383.415,
2012-09,-223.870,
2012-10,-330.267,
2012-11,-317.562,
2012-12,-221.415,
2013-01,-827.674,
2013-02,-579.912,
2013-03,-695.148,
2013-04,-586.100,
2013-05,-646.305,
2013-06,-513.249,
2013-07,-756.184,
2013-08,-392.026,
2013-09,-508.550,
2013-10,-781.951,
2013-11,-721.151,
2013-12,-616.693,
2014-01,-810.574,
2014-02,-656.953,Provisional value
2014-03,-636.075,Provisional value
2014-04,-717.601,Provisional value
2014-05,-556.439,Provisional value
2014-06,-607.249,Provisional value
2014-07,-731.619,Provisional value
2014-08,-588.636,Provisional value
2014-09,-770.206,
2014-10,-850.410,
2014-11,-657.978,
2014-12,-738.071,Provisional value
