"",BBK01.TS5310O,BBK01.TS5310O_FLAGS
2013-06,104.28758,
2013-07,104.38261,
2013-08,104.43788,
2013-09,104.32445,
2013-10,104.56843,
2013-11,104.52835,
2013-12,104.62538,
2014-01,104.72579,
2014-02,104.82410,
2014-03,104.89786,
2014-04,104.90449,
2014-05,105.36716,
2014-06,105.51438,
2014-07,105.69260,
2014-08,105.66090,
2014-09,105.91200,
2014-10,105.91605,
2014-11,106.08635,
2014-12,106.15440,Provisional value
2015-01,106.42073,
"",General: 1 Statistical changes have been eliminated.,
