"",BBDE1.M.DE.Y.AEB1.N2C280000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C280000.F.C.I10.A_FLAGS
2001-03,115.2,
2001-04,112.0,
2001-05,110.0,
2001-06,106.6,
2001-07,108.6,
2001-08,109.2,
2001-09,108.3,
2001-10,105.3,
2001-11,102.1,
2001-12,102.4,
2002-01,103.6,
2002-02,104.7,
2002-03,105.6,
2002-04,103.1,
2002-05,101.5,
2002-06,107.6,
2002-07,103.6,
2002-08,105.1,
2002-09,105.3,
2002-10,102.6,
2002-11,108.2,
2002-12,105.9,
2003-01,104.1,
2003-02,103.8,
2003-03,101.2,
2003-04,101.7,
2003-05,102.4,
2003-06,98.2,
2003-07,103.3,
2003-08,100.0,
2003-09,102.9,
2003-10,110.0,
2003-11,113.6,
2003-12,105.7,
2004-01,107.3,
2004-02,105.9,
2004-03,109.9,
2004-04,110.1,
2004-05,108.5,
2004-06,107.7,
2004-07,107.1,
2004-08,105.5,
2004-09,105.1,
2004-10,106.1,
2004-11,105.9,
2004-12,108.0,
2005-01,103.7,
2005-02,103.9,
2005-03,103.3,
2005-04,107.6,
2005-05,107.3,
2005-06,112.3,
2005-07,110.3,
2005-08,111.1,
2005-09,113.8,
2005-10,114.6,
2005-11,117.4,
2005-12,115.9,
2006-01,116.3,
2006-02,110.7,
2006-03,111.5,
2006-04,119.1,
2006-05,126.7,
2006-06,120.6,
2006-07,120.9,
2006-08,125.0,
2006-09,124.7,
2006-10,127.3,
2006-11,127.1,
2006-12,129.8,
2007-01,135.7,
2007-02,131.9,
2007-03,138.8,
2007-04,133.6,
2007-05,138.1,
2007-06,132.0,
2007-07,137.3,
2007-08,136.3,
2007-09,135.7,
2007-10,139.7,
2007-11,138.1,
2007-12,144.1,
2008-01,140.7,
2008-02,141.5,
2008-03,144.0,
2008-04,145.4,
2008-05,135.0,
2008-06,137.0,
2008-07,134.0,
2008-08,139.2,
2008-09,132.3,
2008-10,121.0,
2008-11,106.8,
2008-12,95.4,
2009-01,85.0,
2009-02,74.4,
2009-03,75.1,
2009-04,72.5,
2009-05,75.1,
2009-06,77.1,
2009-07,77.9,
2009-08,80.0,
2009-09,81.4,
2009-10,83.3,
2009-11,85.3,
2009-12,85.1,
2010-01,83.7,
2010-02,95.1,
2010-03,91.7,
2010-04,95.8,
2010-05,98.8,
2010-06,102.9,
2010-07,101.3,
2010-08,102.3,
2010-09,105.6,
2010-10,102.8,
2010-11,106.1,
2010-12,109.0,
2011-01,114.6,
2011-02,118.0,
2011-03,112.6,
2011-04,118.0,
2011-05,115.0,
2011-06,114.2,
2011-07,123.4,
2011-08,119.7,
2011-09,111.6,
2011-10,111.6,
2011-11,112.3,
2011-12,108.0,
2012-01,107.4,
2012-02,106.6,
2012-03,107.8,
2012-04,105.0,
2012-05,113.5,
2012-06,107.5,
2012-07,106.3,
2012-08,104.9,
2012-09,101.6,
2012-10,106.1,
2012-11,101.4,
2012-12,110.0,
2013-01,105.8,
2013-02,106.0,
2013-03,107.9,
2013-04,103.8,
2013-05,104.4,
2013-06,105.5,
2013-07,107.3,
2013-08,108.2,
2013-09,111.2,
2013-10,108.9,
2013-11,116.3,
2013-12,102.2,
2014-01,109.3,
2014-02,109.6,
2014-03,111.3,
2014-04,114.1,
2014-05,106.3,
2014-06,105.0,
2014-07,106.2,
2014-08,115.6,
2014-09,108.7,
2014-10,106.9,
2014-11,106.8,
2014-12,109.3,Provisional value
