"",BBDE1.M.DE.Y.BAA1.N2C140000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C140000.G.C.I10.A_FLAGS
1998-08,325.3,
1998-09,333.1,
1998-10,339.7,
1998-11,333.4,
1998-12,337.8,
1999-01,340.7,
1999-02,323.5,
1999-03,307.9,
1999-04,289.4,
1999-05,317.2,
1999-06,322.4,
1999-07,303.2,
1999-08,286.0,
1999-09,268.3,
1999-10,271.1,
1999-11,275.0,
1999-12,283.0,
2000-01,281.9,
2000-02,263.4,
2000-03,273.7,
2000-04,276.4,
2000-05,287.3,
2000-06,267.4,
2000-07,267.8,
2000-08,270.6,
2000-09,283.1,
2000-10,303.9,
2000-11,261.2,
2000-12,264.1,
2001-01,263.0,
2001-02,271.8,
2001-03,291.9,
2001-04,271.0,
2001-05,259.2,
2001-06,258.7,
2001-07,252.8,
2001-08,253.4,
2001-09,238.9,
2001-10,246.3,
2001-11,237.7,
2001-12,235.5,
2002-01,242.5,
2002-02,249.4,
2002-03,221.2,
2002-04,221.0,
2002-05,210.6,
2002-06,218.3,
2002-07,213.4,
2002-08,218.3,
2002-09,215.3,
2002-10,207.4,
2002-11,210.2,
2002-12,198.9,
2003-01,192.7,
2003-02,206.9,
2003-03,201.6,
2003-04,191.5,
2003-05,188.5,
2003-06,199.4,
2003-07,202.5,
2003-08,198.6,
2003-09,194.2,
2003-10,169.9,
2003-11,191.7,
2003-12,193.9,
2004-01,183.6,
2004-02,180.5,
2004-03,187.1,
2004-04,186.6,
2004-05,192.0,
2004-06,195.6,
2004-07,181.4,
2004-08,181.0,
2004-09,180.5,
2004-10,163.8,
2004-11,179.5,
2004-12,174.5,
2005-01,185.3,
2005-02,174.1,
2005-03,174.3,
2005-04,168.6,
2005-05,172.8,
2005-06,167.7,
2005-07,165.9,
2005-08,175.3,
2005-09,158.1,
2005-10,156.4,
2005-11,160.5,
2005-12,157.6,
2006-01,156.9,
2006-02,151.9,
2006-03,149.0,
2006-04,153.9,
2006-05,149.3,
2006-06,148.5,
2006-07,146.5,
2006-08,145.4,
2006-09,147.6,
2006-10,146.6,
2006-11,143.6,
2006-12,141.2,
2007-01,136.7,
2007-02,140.9,
2007-03,147.5,
2007-04,147.6,
2007-05,132.6,
2007-06,133.0,
2007-07,136.0,
2007-08,134.0,
2007-09,134.0,
2007-10,137.0,
2007-11,130.9,
2007-12,128.1,
2008-01,129.2,
2008-02,130.4,
2008-03,122.3,
2008-04,116.8,
2008-05,113.9,
2008-06,112.2,
2008-07,112.7,
2008-08,113.6,
2008-09,113.9,
2008-10,111.4,
2008-11,101.9,
2008-12,110.2,
2009-01,96.3,
2009-02,101.7,
2009-03,101.1,
2009-04,99.9,
2009-05,103.8,
2009-06,100.2,
2009-07,100.2,
2009-08,101.1,
2009-09,99.6,
2009-10,97.5,
2009-11,100.1,
2009-12,99.9,
2010-01,101.7,
2010-02,92.3,
2010-03,103.3,
2010-04,99.8,
2010-05,101.4,
2010-06,91.8,
2010-07,97.1,
2010-08,103.1,
2010-09,104.0,
2010-10,102.4,
2010-11,100.4,
2010-12,98.6,
2011-01,96.9,
2011-02,99.1,
2011-03,98.4,
2011-04,102.2,
2011-05,102.1,
2011-06,100.5,
2011-07,101.3,
2011-08,100.6,
2011-09,97.0,
2011-10,100.7,
2011-11,89.7,
2011-12,94.7,
2012-01,91.8,
2012-02,92.3,
2012-03,90.9,
2012-04,86.3,
2012-05,93.8,
2012-06,93.2,
2012-07,89.1,
2012-08,87.8,
2012-09,87.9,
2012-10,84.1,
2012-11,84.0,
2012-12,93.0,
2013-01,88.7,
2013-02,84.0,
2013-03,86.5,
2013-04,86.0,
2013-05,85.7,
2013-06,85.9,
2013-07,88.8,
2013-08,90.5,
2013-09,85.6,
2013-10,88.2,
2013-11,89.2,
2013-12,85.1,
2014-01,95.4,
2014-02,94.0,
2014-03,89.5,
2014-04,93.2,
2014-05,91.1,
2014-06,98.8,
2014-07,93.0,
2014-08,97.6,
2014-09,85.5,
2014-10,88.2,Provisional value
2014-11,84.3,Provisional value
2014-12,89.5,Provisional value
