"",BBFB1.M.N.DE.W1.S1.S1.T.D.SJ1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SJ1._Z._Z._Z._T._X.N_FLAGS
2009-05,514.585,
2009-06,586.456,
2009-07,471.924,
2009-08,579.130,
2009-09,574.533,
2009-10,441.835,
2009-11,616.566,
2009-12,777.731,
2010-01,707.605,
2010-02,700.934,
2010-03,541.170,
2010-04,459.596,
2010-05,539.379,
2010-06,675.968,
2010-07,497.776,
2010-08,556.408,
2010-09,561.516,
2010-10,472.758,
2010-11,659.342,
2010-12,1057.560,
2011-01,619.646,
2011-02,627.201,
2011-03,519.060,
2011-04,616.157,
2011-05,600.007,
2011-06,622.844,
2011-07,645.488,
2011-08,619.443,
2011-09,559.944,
2011-10,612.079,
2011-11,826.417,
2011-12,1032.735,
2012-01,827.000,
2012-02,647.750,
2012-03,723.295,
2012-04,694.978,
2012-05,686.358,
2012-06,694.998,
2012-07,776.091,
2012-08,814.262,
2012-09,673.920,
2012-10,731.524,
2012-11,761.845,
2012-12,1064.979,
2013-01,1015.287,
2013-02,776.902,
2013-03,721.748,
2013-04,965.021,
2013-05,753.633,
2013-06,779.030,
2013-07,892.164,
2013-08,778.514,
2013-09,974.944,
2013-10,889.362,
2013-11,1071.623,
2013-12,1371.872,
2014-01,1025.454,
2014-02,799.537,Provisional value
2014-03,918.749,Provisional value
2014-04,918.688,Provisional value
2014-05,828.081,Provisional value
2014-06,968.211,Provisional value
2014-07,911.254,Provisional value
2014-08,790.980,Provisional value
2014-09,989.429,
2014-10,1042.142,
2014-11,970.120,
2014-12,1508.289,Provisional value
