"",BBDE1.M.DE.Y.AEB1.N2C290000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C290000.F.V.I10.A_FLAGS
2008-06,99.8,
2008-07,92.5,
2008-08,94.7,
2008-09,92.3,
2008-10,83.8,
2008-11,76.1,
2008-12,74.9,
2009-01,80.9,
2009-02,89.7,
2009-03,93.3,
2009-04,87.9,
2009-05,91.5,
2009-06,89.7,
2009-07,83.5,
2009-08,98.4,
2009-09,91.7,
2009-10,88.2,
2009-11,89.7,
2009-12,88.1,
2010-01,89.6,
2010-02,88.3,
2010-03,97.0,
2010-04,101.3,
2010-05,98.7,
2010-06,100.2,
2010-07,99.7,
2010-08,103.9,
2010-09,99.4,
2010-10,106.1,
2010-11,105.3,
2010-12,105.5,
2011-01,108.6,
2011-02,108.0,
2011-03,104.8,
2011-04,103.2,
2011-05,104.3,
2011-06,105.9,
2011-07,107.6,
2011-08,105.1,
2011-09,104.6,
2011-10,104.5,
2011-11,105.5,
2011-12,104.7,
2012-01,108.3,
2012-02,106.7,
2012-03,101.4,
2012-04,108.1,
2012-05,104.5,
2012-06,104.0,
2012-07,103.8,
2012-08,100.3,
2012-09,101.1,
2012-10,96.9,
2012-11,99.7,
2012-12,100.0,
2013-01,98.6,
2013-02,99.2,
2013-03,104.6,
2013-04,103.2,
2013-05,99.9,
2013-06,106.3,
2013-07,103.1,
2013-08,112.6,
2013-09,107.7,
2013-10,108.2,
2013-11,108.7,
2013-12,109.3,
2014-01,108.0,
2014-02,110.4,
2014-03,107.4,
2014-04,109.5,
2014-05,111.1,
2014-06,107.5,
2014-07,112.8,
2014-08,102.4,
2014-09,102.9,
2014-10,120.1,
2014-11,114.1,
2014-12,117.0,Provisional value
