"",BBK01.OUO177,BBK01.OUO177_FLAGS
1993-09,8.546,
1993-10,9.014,
1993-11,8.883,
1993-12,9.437,
1994-01,9.521,
1994-02,9.139,
1994-03,10.048,
1994-04,9.612,
1994-05,9.927,
1994-06,9.449,
1994-07,10.524,
1994-08,10.493,
1994-09,9.326,
1994-10,9.134,
1994-11,9.437,
1994-12,8.965,
1995-01,8.788,
1995-02,8.394,
1995-03,8.456,
1995-04,7.722,
1995-05,8.046,
1995-06,7.198,
1995-07,7.126,
1995-08,7.544,
1995-09,7.067,
1995-10,7.058,
1995-11,6.621,
1995-12,6.789,
1996-01,6.723,
1996-02,6.372,
1996-03,6.494,
1996-04,6.693,
1996-05,6.842,
1996-06,6.402,
1996-07,6.381,
1996-08,6.136,
1996-09,5.704,
1996-10,5.696,
1996-11,5.597,
1996-12,5.861,
1997-01,5.628,
1997-02,5.553,
1997-03,5.622,
1997-04,5.626,
1997-05,5.784,
1997-06,5.537,
1997-07,6.052,
1997-08,6.236,
1997-09,5.859,
1997-10,6.177,
1997-11,6.026,
1997-12,6.130,
1998-01,5.890,
1998-02,6.112,
1998-03,5.636,
1998-04,5.456,
1998-05,5.476,
1998-06,5.458,
1998-07,5.515,
1998-08,5.958,
1998-09,5.546,
1998-10,5.439,
1998-11,5.482,
1998-12,6.014,
1999-01,7.364,
1999-02,8.242,
1999-03,8.944,
1999-04,9.082,
1999-05,8.966,
1999-06,8.182,
1999-07,8.759,
1999-08,8.539,
1999-09,8.359,
1999-10,8.721,
1999-11,8.525,
1999-12,8.227,
2000-01,8.264,
2000-02,10.521,
2000-03,10.113,
2000-04,10.446,
2000-05,11.358,
2000-06,10.628,
2000-07,10.289,
2000-08,10.979,
2000-09,10.206,
2000-10,11.218,
2000-11,11.418,
2000-12,12.216,
2001-01,12.411,
2001-02,12.970,
2001-03,12.813,
2001-04,13.037,
2001-05,13.677,
2001-06,13.173,
2001-07,12.758,
2001-08,13.038,
2001-09,11.995,
2001-10,12.232,
2001-11,11.575,
2001-12,11.521,
2002-01,10.220,
2002-02,10.317,
2002-03,10.314,
2002-04,10.851,
2002-05,13.914,
2002-06,11.940,
2002-07,11.529,
2002-08,12.115,
2002-09,12.147,
2002-10,11.924,
2002-11,10.238,
2002-12,11.481,
2003-01,10.284,
2003-02,10.425,
2003-03,10.097,
2003-04,10.597,
2003-05,10.483,
2003-06,10.301,
2003-07,8.886,
2003-08,8.189,
2003-09,7.661,
2003-10,7.545,
2003-11,7.553,
2003-12,7.733,
2004-01,8.142,
2004-02,8.980,
2004-03,8.751,
2004-04,8.199,
2004-05,9.249,
2004-06,9.009,
2004-07,9.279,
2004-08,11.062,
2004-09,10.464,
2004-10,11.068,
2004-11,9.934,
2004-12,8.522,
2005-01,8.918,
2005-02,10.623,
2005-03,10.203,
2005-04,11.196,
2005-05,12.315,
2005-06,12.333,
2005-07,12.550,
2005-08,12.231,
2005-09,13.611,
2005-10,12.266,
2005-11,10.974,
2005-12,23.408,
2006-01,24.521,
2006-02,24.343,
2006-03,25.516,
2006-04,26.130,
2006-05,26.436,
2006-06,26.074,
2006-07,29.908,
2006-08,34.576,
2006-09,37.473,
2006-10,37.603,
2006-11,38.313,
2006-12,39.093,
2007-01,44.696,
2007-02,44.573,
2007-03,45.098,
2007-04,43.948,
2007-05,47.240,
2007-06,48.358,
2007-07,49.624,
2007-08,58.060,
2007-09,61.297,
2007-10,61.511,
2007-11,64.595,
2007-12,72.983,
2008-01,72.512,
2008-02,73.769,
2008-03,73.835,
2008-04,78.986,
2008-05,82.055,
2008-06,81.785,
2008-07,85.133,
2008-08,87.188,
2008-09,88.464,
2008-10,86.497,
2008-11,84.409,
2008-12,84.327,
2009-01,74.070,
2009-02,72.800,
2009-03,66.158,
2009-04,91.878,
2009-05,80.579,
2009-06,83.209,
2009-07,80.724,
2009-08,73.130,
2009-09,62.707,
2009-10,59.357,
2009-11,59.533,
2009-12,58.222,
2010-01,52.562,
2010-02,54.306,
2010-03,54.816,
2010-04,55.131,
2010-05,55.968,
2010-06,56.749,
2010-07,61.570,
2010-08,55.770,
2010-09,54.853,
2010-10,53.787,
2010-11,52.493,
2010-12,53.810,
2011-01,54.417,
2011-02,54.928,
2011-03,56.563,
2011-04,58.346,
2011-05,62.572,
2011-06,63.824,
2011-07,66.420,
2011-08,71.838,
2011-09,71.508,
2011-10,70.185,
2011-11,71.993,
2011-12,74.793,
2012-01,69.498,
2012-02,69.657,
2012-03,69.456,
2012-04,73.097,
2012-05,74.468,
2012-06,75.214,
2012-07,74.160,
2012-08,73.902,
2012-09,76.513,
2012-10,71.190,
2012-11,71.169,
2012-12,61.511,
2013-01,60.832,
2013-02,64.167,
2013-03,67.670,
2013-04,68.424,
2013-05,68.277,
2013-06,68.981,
2013-07,62.731,
2013-08,45.794,
2013-09,44.901,
2013-10,43.185,
2013-11,44.189,
2013-12,44.799,
2014-01,42.916,
2014-02,42.419,
2014-03,42.855,
2014-04,41.321,
2014-05,43.734,
2014-06,44.991,
2014-07,46.131,
2014-08,46.375,
2014-09,44.166,
2014-10,41.490,
2014-11,41.151,
2014-12,37.750,Provisional value
"","General: Up to 1998, excluding fixed-term deposits with maturities of less than 1 month and including liabilities vis-à-vis domestic building and loan associations and money market funds. Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"".",
