"",BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D1.F4.T._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.L.FA.D1.F4.T._T._X.N_FLAGS
1997-09,4132.636,
1997-10,-6340.953,
1997-11,2412.977,
1997-12,4117.875,
1998-01,445.813,
1998-02,5416.162,
1998-03,15607.432,
1998-04,1358.191,
1998-05,7617.205,
1998-06,-6753.532,
1998-07,-8858.799,
1998-08,-5927.208,
1998-09,6582.968,
1998-10,-6427.202,
1998-11,3957.734,
1998-12,3154.937,
1999-01,3373.811,
1999-02,2023.059,
1999-03,5057.070,
1999-04,4434.834,
1999-05,3108.876,
1999-06,4497.596,
1999-07,-7816.576,
1999-08,-655.048,
1999-09,1433.144,
1999-10,7097.099,
1999-11,360.352,
1999-12,7769.524,
2000-01,-2165.245,
2000-02,2246.373,
2000-03,9012.875,
2000-04,7671.985,
2000-05,13133.530,
2000-06,9056.399,
2000-07,-9542.912,
2000-08,13747.365,
2000-09,13264.581,
2000-10,624.311,
2000-11,2926.854,
2000-12,34453.365,
2001-01,3313.266,
2001-02,7932.087,
2001-03,-2295.281,
2001-04,-955.638,
2001-05,1886.156,
2001-06,837.006,
2001-07,202.077,
2001-08,4943.490,
2001-09,7729.938,
2001-10,335.735,
2001-11,-11625.594,
2001-12,8644.458,
2002-01,1765.937,
2002-02,2719.423,
2002-03,-7016.627,
2002-04,7158.956,
2002-05,-5461.801,
2002-06,-10690.702,
2002-07,-5031.316,
2002-08,24.077,
2002-09,4346.517,
2002-10,2288.485,
2002-11,-1079.157,
2002-12,1971.647,
2003-01,7392.491,
2003-02,-841.795,
2003-03,123.111,
2003-04,1934.818,
2003-05,2246.042,
2003-06,15.292,
2003-07,3373.567,
2003-08,-1708.965,
2003-09,-4659.719,
2003-10,-9886.214,
2003-11,2413.582,
2003-12,-16654.688,
2004-01,-1795.997,
2004-02,-15578.502,
2004-03,-11335.947,
2004-04,-1355.284,
2004-05,968.129,
2004-06,4153.311,
2004-07,2481.410,
2004-08,-1297.557,
2004-09,-1391.345,
2004-10,-4540.557,
2004-11,-764.119,
2004-12,-4400.941,
2005-01,3820.490,
2005-02,-947.624,
2005-03,1345.271,
2005-04,-6274.187,
2005-05,-917.654,
2005-06,2820.312,
2005-07,365.419,
2005-08,-232.167,
2005-09,2739.554,
2005-10,5434.053,
2005-11,-1356.737,
2005-12,-1351.747,
2006-01,-4494.289,
2006-02,4219.227,
2006-03,81.660,
2006-04,-42.693,
2006-05,3498.081,
2006-06,-1854.755,
2006-07,459.667,
2006-08,-213.675,
2006-09,2640.801,
2006-10,-2443.356,
2006-11,2166.585,
2006-12,2418.928,
2007-01,2490.230,
2007-02,1133.700,
2007-03,-42.970,
2007-04,2230.132,
2007-05,1038.002,
2007-06,-1066.594,
2007-07,-11559.316,
2007-08,1540.045,
2007-09,-1556.799,
2007-10,702.597,
2007-11,-1158.700,
2007-12,4277.631,
2008-01,-8849.575,
2008-02,-928.857,
2008-03,2550.972,
2008-04,2188.538,
2008-05,-330.633,
2008-06,1846.863,
2008-07,-3571.067,
2008-08,2148.137,
2008-09,919.254,
2008-10,10855.054,
2008-11,1613.473,
2008-12,-1950.482,
2009-01,-974.870,
2009-02,-61.534,
2009-03,964.242,
2009-04,2175.954,
2009-05,5859.128,
2009-06,1754.432,
2009-07,-2465.430,
2009-08,1768.297,
2009-09,3747.511,
2009-10,350.209,
2009-11,-349.139,
2009-12,2486.133,
2010-01,2660.926,
2010-02,-74.777,
2010-03,-2834.188,
2010-04,-851.643,
2010-05,4101.637,
2010-06,-2071.785,
2010-07,-1781.403,
2010-08,241.133,
2010-09,515.022,
2010-10,684.371,
2010-11,3180.690,
2010-12,3685.905,
2011-01,470.256,
2011-02,-1836.362,
2011-03,1902.143,
2011-04,1037.817,
2011-05,1506.477,
2011-06,818.227,
2011-07,1426.558,
2011-08,1698.902,
2011-09,2279.122,
2011-10,2494.048,
2011-11,6117.596,
2011-12,4867.954,
2012-01,-1974.600,
2012-02,-2227.389,
2012-03,666.536,
2012-04,32.934,
2012-05,2896.095,
2012-06,3777.424,
2012-07,707.779,
2012-08,-4555.324,
2012-09,2001.982,
2012-10,3421.730,
2012-11,-3160.488,
2012-12,-258.303,
2013-01,-2059.217,
2013-02,-1535.669,
2013-03,1056.321,
2013-04,685.394,
2013-05,1545.712,
2013-06,-277.940,
2013-07,-15947.513,
2013-08,1732.615,
2013-09,14536.581,
2013-10,6280.709,
2013-11,80.327,
2013-12,281.688,
2014-01,-1723.213,
2014-02,580.145,Provisional value
2014-03,-1078.512,Provisional value
2014-04,-1846.423,Provisional value
2014-05,935.531,Provisional value
2014-06,2554.934,Provisional value
2014-07,-389.234,Provisional value
2014-08,895.147,Provisional value
2014-09,-9084.576,
2014-10,72.343,
2014-11,840.649,
2014-12,-11226.968,Provisional value
