"",BBFB1.M.N.DE.W1.S1.S1.T.D.D1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.D1._Z._Z._Z._T._X.N_FLAGS
2006-06,660.800,
2006-07,719.313,
2006-08,719.366,
2006-09,719.133,
2006-10,555.809,
2006-11,558.084,
2006-12,671.950,
2007-01,419.186,
2007-02,418.858,
2007-03,420.349,
2007-04,626.447,
2007-05,626.171,
2007-06,627.218,
2007-07,766.776,
2007-08,766.296,
2007-09,766.254,
2007-10,565.367,
2007-11,566.995,
2007-12,685.022,
2008-01,424.408,
2008-02,424.216,
2008-03,425.884,
2008-04,636.305,
2008-05,635.672,
2008-06,636.149,
2008-07,759.540,
2008-08,758.930,
2008-09,759.120,
2008-10,562.801,
2008-11,565.435,
2008-12,683.885,
2009-01,477.062,
2009-02,477.110,
2009-03,476.760,
2009-04,696.657,
2009-05,696.212,
2009-06,696.743,
2009-07,831.461,
2009-08,831.005,
2009-09,830.973,
2009-10,604.271,
2009-11,607.234,
2009-12,738.956,
2010-01,482.483,
2010-02,482.192,
2010-03,482.517,
2010-04,699.619,
2010-05,699.730,
2010-06,700.405,
2010-07,854.244,
2010-08,854.075,
2010-09,853.596,
2010-10,611.630,
2010-11,615.302,
2010-12,745.745,
2011-01,475.519,
2011-02,474.736,
2011-03,474.823,
2011-04,720.790,
2011-05,720.917,
2011-06,721.527,
2011-07,908.047,
2011-08,908.434,
2011-09,908.081,
2011-10,736.394,
2011-11,737.811,
2011-12,875.673,
2012-01,550.200,
2012-02,550.312,
2012-03,550.196,
2012-04,759.516,
2012-05,760.438,
2012-06,761.387,
2012-07,933.440,
2012-08,934.982,
2012-09,933.650,
2012-10,761.746,
2012-11,765.285,
2012-12,916.919,
2013-01,735.917,
2013-02,710.165,
2013-03,744.827,
2013-04,1024.519,
2013-05,1008.020,
2013-06,1000.240,
2013-07,1127.057,
2013-08,1078.587,
2013-09,1105.717,
2013-10,913.482,
2013-11,909.975,
2013-12,1166.829,
2014-01,746.417,
2014-02,745.738,Provisional value
2014-03,742.892,Provisional value
2014-04,1028.545,Provisional value
2014-05,1009.106,Provisional value
2014-06,1043.825,Provisional value
2014-07,1137.524,Provisional value
2014-08,1120.276,Provisional value
2014-09,1123.874,
2014-10,948.343,
2014-11,980.581,
2014-12,1184.663,Provisional value
