"",BBDE1.M.DE.Y.AEA1.N2C300000.F.C.I10.A,BBDE1.M.DE.Y.AEA1.N2C300000.F.C.I10.A_FLAGS
2010-06,125.6,
2010-07,79.8,
2010-08,129.3,
2010-09,96.0,
2010-10,85.9,
2010-11,140.6,
2010-12,99.1,
2011-01,101.8,
2011-02,124.2,
2011-03,79.7,
2011-04,147.2,
2011-05,255.7,
2011-06,183.2,
2011-07,98.3,
2011-08,129.4,
2011-09,82.1,
2011-10,128.7,
2011-11,91.6,
2011-12,140.8,
2012-01,74.6,
2012-02,77.9,
2012-03,165.6,
2012-04,95.3,
2012-05,93.1,
2012-06,90.7,
2012-07,84.6,
2012-08,96.5,
2012-09,68.3,
2012-10,157.5,
2012-11,96.0,
2012-12,93.9,
2013-01,116.8,
2013-02,146.8,
2013-03,130.1,
2013-04,110.8,
2013-05,75.1,
2013-06,177.9,
2013-07,163.6,
2013-08,87.0,
2013-09,182.7,
2013-10,169.9,
2013-11,153.8,
2013-12,139.7,
2014-01,123.5,
2014-02,153.0,
2014-03,110.1,
2014-04,179.6,
2014-05,210.4,
2014-06,77.0,
2014-07,206.0,
2014-08,102.3,
2014-09,102.9,
2014-10,120.8,
2014-11,106.3,
2014-12,137.7,Provisional value
