"",BBEX3.D.RON.EUR.BB.AC.000,BBEX3.D.RON.EUR.BB.AC.000_FLAGS
2011-05-04,4.1100,
2011-05-05,4.1105,
2011-05-06,4.1188,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,4.0998,
2011-05-10,4.0888,
2011-05-11,4.0918,
2011-05-12,4.1155,
2011-05-13,4.1150,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,4.1060,
2011-05-17,4.1115,
2011-05-18,4.1191,
2011-05-19,4.1163,
2011-05-20,4.1125,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,4.1205,
2011-05-24,4.1218,
2011-05-25,4.1345,
2011-05-26,4.1340,
2011-05-27,4.1320,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,4.1235,
2011-05-31,4.1280,
2011-06-01,4.1305,
2011-06-02,4.1355,
2011-06-03,4.1319,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,4.1375,
2011-06-07,4.1540,
2011-06-08,4.1748,
2011-06-09,4.1630,
2011-06-10,4.1560,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,4.1868,
2011-06-14,4.1725,
2011-06-15,4.1720,
2011-06-16,4.2405,
2011-06-17,4.2270,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,4.2710,
2011-06-21,4.2355,
2011-06-22,4.2371,
2011-06-23,4.2260,
2011-06-24,4.2240,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,4.2220,
2011-06-28,4.2105,
2011-06-29,4.2105,
2011-06-30,4.2435,
2011-07-01,4.2396,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,4.2237,
2011-07-05,4.1805,
2011-07-06,4.2105,
2011-07-07,4.2068,
2011-07-08,4.2010,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,4.2298,
2011-07-12,4.2828,
2011-07-13,4.2955,
2011-07-14,4.2743,
2011-07-15,4.2633,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,4.2688,
2011-07-19,4.2580,
2011-07-20,4.2475,
2011-07-21,4.2560,
2011-07-22,4.2305,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,4.2485,
2011-07-26,4.2280,
2011-07-27,4.2308,
2011-07-28,4.2505,
2011-07-29,4.2418,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,4.2215,
2011-08-02,4.2388,
2011-08-03,4.2193,
2011-08-04,4.2122,
2011-08-05,4.2418,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,4.2430,
2011-08-09,4.2625,
2011-08-10,4.2643,
2011-08-11,4.3005,
2011-08-12,4.2835,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,4.2620,
2011-08-16,4.2758,
2011-08-17,4.2466,
2011-08-18,4.2600,
2011-08-19,4.2678,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,4.2635,
2011-08-23,4.2574,
2011-08-24,4.2570,
2011-08-25,4.2520,
2011-08-26,4.2445,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,4.2384,
2011-08-30,4.2163,
2011-08-31,4.2321,
2011-09-01,4.2330,
2011-09-02,4.2405,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,4.2473,
2011-09-06,4.2540,
2011-09-07,4.2358,
2011-09-08,4.2515,
2011-09-09,4.2600,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,4.2823,
2011-09-13,4.2803,
2011-09-14,4.2890,
2011-09-15,4.2960,
2011-09-16,4.2680,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,4.2875,
2011-09-20,4.2850,
2011-09-21,4.3030,
2011-09-22,4.3055,
2011-09-23,4.3115,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,4.2963,
2011-09-27,4.3033,
2011-09-28,4.3260,
2011-09-29,4.3310,
2011-09-30,4.3575,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,4.3001,
2011-10-04,4.3270,
2011-10-05,4.3145,
2011-10-06,4.3133,
2011-10-07,4.3115,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,4.3123,
2011-10-11,4.3290,
2011-10-12,4.3131,
2011-10-13,4.3203,
2011-10-14,4.3288,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,4.3320,
2011-10-18,4.3525,
2011-10-19,4.3389,
2011-10-20,4.3331,
2011-10-21,4.3304,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,4.3240,
2011-10-25,4.3236,
2011-10-26,4.3288,
2011-10-27,4.3323,
2011-10-28,4.3115,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,4.3348,
2011-11-01,4.3528,
2011-11-02,4.3480,
2011-11-03,4.3523,
2011-11-04,4.3566,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,4.3523,
2011-11-08,4.3565,
2011-11-09,4.3550,
2011-11-10,4.3500,
2011-11-11,4.3472,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,4.3505,
2011-11-15,4.3495,
2011-11-16,4.3645,
2011-11-17,4.3638,
2011-11-18,4.3643,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,4.3628,
2011-11-22,4.3573,
2011-11-23,4.3548,
2011-11-24,4.3570,
2011-11-25,4.3653,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,4.3660,
2011-11-29,4.3518,
2011-11-30,4.3535,
2011-12-01,4.3550,
2011-12-02,4.3578,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,4.3542,
2011-12-06,4.3540,
2011-12-07,4.3455,
2011-12-08,4.3375,
2011-12-09,4.3428,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,4.3491,
2011-12-13,4.3485,
2011-12-14,4.3450,
2011-12-15,4.3408,
2011-12-16,4.3345,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,4.3075,
2011-12-20,4.3165,
2011-12-21,4.3063,
2011-12-22,4.3000,
2011-12-23,4.2960,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,4.2900,
2011-12-28,4.2863,
2011-12-29,4.3025,
2011-12-30,4.3233,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,4.3325,
2012-01-03,4.3185,
2012-01-04,4.3215,
2012-01-05,4.3390,
2012-01-06,4.3460,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,4.3563,
2012-01-10,4.3620,
2012-01-11,4.3670,
2012-01-12,4.3490,
2012-01-13,4.3345,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,4.3140,
2012-01-17,4.3344,
2012-01-18,4.3530,
2012-01-19,4.3438,
2012-01-20,4.3440,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,4.3423,
2012-01-24,4.3430,
2012-01-25,4.3492,
2012-01-26,4.3408,
2012-01-27,4.3457,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,4.3380,
2012-01-31,4.3418,
2012-02-01,4.3467,
2012-02-02,4.3510,
2012-02-03,4.3485,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,4.3420,
2012-02-07,4.3523,
2012-02-08,4.3505,
2012-02-09,4.3535,
2012-02-10,4.3540,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,4.3458,
2012-02-14,4.3488,
2012-02-15,4.3470,
2012-02-16,4.3555,
2012-02-17,4.3545,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,4.3525,
2012-02-21,4.3565,
2012-02-22,4.3592,
2012-02-23,4.3583,
2012-02-24,4.3525,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,4.3510,
2012-02-28,4.3480,
2012-02-29,4.3486,
2012-03-01,4.3505,
2012-03-02,4.3508,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,4.3503,
2012-03-06,4.3538,
2012-03-07,4.3580,
2012-03-08,4.3558,
2012-03-09,4.3555,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,4.3553,
2012-03-13,4.3623,
2012-03-14,4.3655,
2012-03-15,4.3792,
2012-03-16,4.3823,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,4.3788,
2012-03-20,4.3788,
2012-03-21,4.3755,
2012-03-22,4.3730,
2012-03-23,4.3723,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,4.3640,
2012-03-27,4.3725,
2012-03-28,4.3733,
2012-03-29,4.3807,
2012-03-30,4.3820,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,4.3823,
2012-04-03,4.3775,
2012-04-04,4.3750,
2012-04-05,4.3728,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,4.3707,
2012-04-11,4.3743,
2012-04-12,4.3745,
2012-04-13,4.3760,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,4.3730,
2012-04-17,4.3753,
2012-04-18,4.3788,
2012-04-19,4.3750,
2012-04-20,4.3753,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,4.3855,
2012-04-24,4.3818,
2012-04-25,4.3765,
2012-04-26,4.3775,
2012-04-27,4.3878,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,4.4095,
2012-05-01,.,No value available
2012-05-02,4.4268,
2012-05-03,4.4060,
2012-05-04,4.4048,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,4.4060,
2012-05-08,4.4043,
2012-05-09,4.4210,
2012-05-10,4.4190,
2012-05-11,4.4378,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,4.4406,
2012-05-15,4.4425,
2012-05-16,4.4400,
2012-05-17,4.4447,
2012-05-18,4.4435,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,4.4440,
2012-05-22,4.4543,
2012-05-23,4.4600,
2012-05-24,4.4680,
2012-05-25,4.4685,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,4.4680,
2012-05-29,4.4653,
2012-05-30,4.4675,
2012-05-31,4.4729,
2012-06-01,4.4722,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,4.4730,
2012-06-05,4.4660,
2012-06-06,4.4631,
2012-06-07,4.4658,
2012-06-08,4.4648,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,4.4618,
2012-06-12,4.4630,
2012-06-13,4.4616,
2012-06-14,4.4578,
2012-06-15,4.4632,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,4.4670,
2012-06-19,4.4638,
2012-06-20,4.4636,
2012-06-21,4.4660,
2012-06-22,4.4733,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,4.4678,
2012-06-26,4.4510,
2012-06-27,4.4470,
2012-06-28,4.4510,
2012-06-29,4.4513,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,4.4503,
2012-07-03,4.4530,
2012-07-04,4.4764,
2012-07-05,4.4865,
2012-07-06,4.5360,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,4.5340,
2012-07-10,4.5253,
2012-07-11,4.5255,
2012-07-12,4.5385,
2012-07-13,4.5615,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,4.5650,
2012-07-17,4.5673,
2012-07-18,4.5653,
2012-07-19,4.5750,
2012-07-20,4.5995,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,4.6240,
2012-07-24,4.6388,
2012-07-25,4.6093,
2012-07-26,4.6230,
2012-07-27,4.6110,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,4.5635,
2012-07-31,4.5800,
2012-08-01,4.5938,
2012-08-02,4.6188,
2012-08-03,4.6470,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,4.5798,
2012-08-07,4.5435,
2012-08-08,4.5499,
2012-08-09,4.5443,
2012-08-10,4.5345,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,4.5315,
2012-08-14,4.5275,
2012-08-15,4.4808,
2012-08-16,4.4895,
2012-08-17,4.4914,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,4.4958,
2012-08-21,4.4855,
2012-08-22,4.4930,
2012-08-23,4.4930,
2012-08-24,4.4825,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,4.4680,
2012-08-28,4.4563,
2012-08-29,4.4775,
2012-08-30,4.4568,
2012-08-31,4.4633,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,4.4921,
2012-09-04,4.4915,
2012-09-05,4.4883,
2012-09-06,4.4828,
2012-09-07,4.4805,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,4.4768,
2012-09-11,4.4848,
2012-09-12,4.5010,
2012-09-13,4.5093,
2012-09-14,4.5030,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,4.4885,
2012-09-18,4.5069,
2012-09-19,4.5043,
2012-09-20,4.5128,
2012-09-21,4.5173,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,4.5183,
2012-09-25,4.5105,
2012-09-26,4.5178,
2012-09-27,4.5185,
2012-09-28,4.5383,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,4.5223,
2012-10-02,4.5241,
2012-10-03,4.5337,
2012-10-04,4.5480,
2012-10-05,4.5782,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,4.5723,
2012-10-09,4.5675,
2012-10-10,4.5710,
2012-10-11,4.5703,
2012-10-12,4.5648,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,4.5740,
2012-10-16,4.5783,
2012-10-17,4.5777,
2012-10-18,4.5803,
2012-10-19,4.5833,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,4.5770,
2012-10-23,4.5785,
2012-10-24,4.5765,
2012-10-25,4.5660,
2012-10-26,4.5598,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,4.5486,
2012-10-30,4.5403,
2012-10-31,4.5420,
2012-11-01,4.5340,
2012-11-02,4.5275,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,4.5240,
2012-11-06,4.5190,
2012-11-07,4.5163,
2012-11-08,4.5203,
2012-11-09,4.5287,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,4.5293,
2012-11-13,4.5375,
2012-11-14,4.5430,
2012-11-15,4.5383,
2012-11-16,4.5333,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,4.5363,
2012-11-20,4.5370,
2012-11-21,4.5345,
2012-11-22,4.5323,
2012-11-23,4.5373,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,4.5276,
2012-11-27,4.5050,
2012-11-28,4.5156,
2012-11-29,4.5100,
2012-11-30,4.5148,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,4.5234,
2012-12-04,4.5343,
2012-12-05,4.5445,
2012-12-06,4.5418,
2012-12-07,4.5385,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,4.5375,
2012-12-11,4.5443,
2012-12-12,4.5268,
2012-12-13,4.4915,
2012-12-14,4.4720,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,4.4647,
2012-12-18,4.4700,
2012-12-19,4.4755,
2012-12-20,4.4743,
2012-12-21,4.4473,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,4.4181,
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,4.4215,
2012-12-28,4.4385,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,4.4445,
2013-01-01,.,No value available
2013-01-02,4.4363,
2013-01-03,4.4203,
2013-01-04,4.4276,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,4.4223,
2013-01-08,4.4110,
2013-01-09,4.4088,
2013-01-10,4.3757,
2013-01-11,4.3792,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,4.3848,
2013-01-15,4.3905,
2013-01-16,4.3388,
2013-01-17,4.3279,
2013-01-18,4.3398,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,4.3603,
2013-01-22,4.3572,
2013-01-23,4.3755,
2013-01-24,4.3685,
2013-01-25,4.3633,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,4.3963,
2013-01-29,4.3835,
2013-01-30,4.3848,
2013-01-31,4.3843,
2013-02-01,4.3750,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,4.3720,
2013-02-05,4.3767,
2013-02-06,4.3895,
2013-02-07,4.4103,
2013-02-08,4.3970,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,4.4003,
2013-02-12,4.4075,
2013-02-13,4.3868,
2013-02-14,4.3871,
2013-02-15,4.3885,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,4.3861,
2013-02-19,4.3786,
2013-02-20,4.3785,
2013-02-21,4.3795,
2013-02-22,4.3784,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,4.3773,
2013-02-26,4.3780,
2013-02-27,4.3712,
2013-02-28,4.3588,
2013-03-01,4.3640,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,4.3650,
2013-03-05,4.3635,
2013-03-06,4.3578,
2013-03-07,4.3550,
2013-03-08,4.3587,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,4.3718,
2013-03-12,4.3740,
2013-03-13,4.3890,
2013-03-14,4.3981,
2013-03-15,4.3931,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,4.4153,
2013-03-19,4.4060,
2013-03-20,4.4238,
2013-03-21,4.4180,
2013-03-22,4.4283,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,4.4150,
2013-03-26,4.4170,
2013-03-27,4.4135,
2013-03-28,4.4193,
2013-03-29,.,No value available
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,4.4185,
2013-04-03,4.4208,
2013-04-04,4.4251,
2013-04-05,4.4215,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,4.4075,
2013-04-09,4.4087,
2013-04-10,4.3890,
2013-04-11,4.3940,
2013-04-12,4.3890,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,4.3816,
2013-04-16,4.3763,
2013-04-17,4.3698,
2013-04-18,4.3729,
2013-04-19,4.3683,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,4.3573,
2013-04-23,4.3498,
2013-04-24,4.3495,
2013-04-25,4.3493,
2013-04-26,4.3397,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,4.3225,
2013-04-30,4.3264,
2013-05-01,.,No value available
2013-05-02,4.3215,
2013-05-03,4.3031,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,4.3135,
2013-05-07,4.3160,
2013-05-08,4.3123,
2013-05-09,4.3253,
2013-05-10,4.3298,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,4.3239,
2013-05-14,4.3315,
2013-05-15,4.3355,
2013-05-16,4.3342,
2013-05-17,4.3370,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,4.3473,
2013-05-21,4.3493,
2013-05-22,4.3479,
2013-05-23,4.3655,
2013-05-24,4.3550,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,4.3443,
2013-05-28,4.3258,
2013-05-29,4.3460,
2013-05-30,4.3438,
2013-05-31,4.3843,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,4.4080,
2013-06-04,4.3960,
2013-06-05,4.4258,
2013-06-06,4.4871,
2013-06-07,4.5503,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,4.5235,
2013-06-11,4.5113,
2013-06-12,4.4910,
2013-06-13,4.4715,
2013-06-14,4.4588,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,4.4508,
2013-06-18,4.4998,
2013-06-19,4.4978,
2013-06-20,4.5260,
2013-06-21,4.5350,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,4.5408,
2013-06-25,4.4697,
2013-06-26,4.4500,
2013-06-27,4.4523,
2013-06-28,4.4603,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,4.4488,
2013-07-02,4.4430,
2013-07-03,4.4480,
2013-07-04,4.4340,
2013-07-05,4.4408,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,4.4483,
2013-07-09,4.4478,
2013-07-10,4.4333,
2013-07-11,4.4275,
2013-07-12,4.4227,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,4.4236,
2013-07-16,4.4360,
2013-07-17,4.4457,
2013-07-18,4.4338,
2013-07-19,4.4258,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,4.4216,
2013-07-23,4.4158,
2013-07-24,4.3903,
2013-07-25,4.3885,
2013-07-26,4.3891,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,4.4010,
2013-07-30,4.3888,
2013-07-31,4.4065,
2013-08-01,4.4230,
2013-08-02,4.4385,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,4.4220,
2013-08-06,4.4053,
2013-08-07,4.4330,
2013-08-08,4.4540,
2013-08-09,4.4382,
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,4.4241,
2013-08-13,4.4261,
2013-08-14,4.4315,
2013-08-15,4.4420,
2013-08-16,4.4460,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,4.4610,
2013-08-20,4.4455,
2013-08-21,4.4420,
2013-08-22,4.4440,
2013-08-23,4.4423,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,4.4300,
2013-08-27,4.4435,
2013-08-28,4.4513,
2013-08-29,4.4405,
2013-08-30,4.4320,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,4.4238,
2013-09-03,4.4320,
2013-09-04,4.4570,
2013-09-05,4.4693,
2013-09-06,4.4735,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,4.4709,
2013-09-10,4.4598,
2013-09-11,4.4676,
2013-09-12,4.4825,
2013-09-13,4.4671,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,4.4588,
2013-09-17,4.4808,
2013-09-18,4.4715,
2013-09-19,4.4503,
2013-09-20,4.4618,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,4.4683,
2013-09-24,4.4735,
2013-09-25,4.4645,
2013-09-26,4.4660,
2013-09-27,4.4692,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,4.4620,
2013-10-01,4.4485,
2013-10-02,4.4500,
2013-10-03,4.4371,
2013-10-04,4.4285,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,4.4274,
2013-10-08,4.4357,
2013-10-09,4.4658,
2013-10-10,4.4592,
2013-10-11,4.4476,
2013-10-12,.,No value available
2013-10-13,.,No value available
2013-10-14,4.4618,
2013-10-15,4.4515,
2013-10-16,4.4503,
2013-10-17,4.4518,
2013-10-18,4.4509,
2013-10-19,.,No value available
2013-10-20,.,No value available
2013-10-21,4.4423,
2013-10-22,4.4370,
2013-10-23,4.4319,
2013-10-24,4.4485,
2013-10-25,4.4511,
2013-10-26,.,No value available
2013-10-27,.,No value available
2013-10-28,4.4385,
2013-10-29,4.4420,
2013-10-30,4.4288,
2013-10-31,4.4360,
2013-11-01,4.4393,
2013-11-02,.,No value available
2013-11-03,.,No value available
2013-11-04,4.4385,
2013-11-05,4.4418,
2013-11-06,4.4346,
2013-11-07,4.4285,
2013-11-08,4.4423,
2013-11-09,.,No value available
2013-11-10,.,No value available
2013-11-11,4.4535,
2013-11-12,4.4555,
2013-11-13,4.4638,
2013-11-14,4.4523,
2013-11-15,4.4513,
2013-11-16,.,No value available
2013-11-17,.,No value available
2013-11-18,4.4466,
2013-11-19,4.4488,
2013-11-20,4.4465,
2013-11-21,4.4518,
2013-11-22,4.4490,
2013-11-23,.,No value available
2013-11-24,.,No value available
2013-11-25,4.4473,
2013-11-26,4.4448,
2013-11-27,4.4376,
2013-11-28,4.4361,
2013-11-29,4.4385,
2013-11-30,.,No value available
2013-12-01,.,No value available
2013-12-02,4.4360,
2013-12-03,4.4617,
2013-12-04,4.4721,
2013-12-05,4.4660,
2013-12-06,4.4610,
2013-12-07,.,No value available
2013-12-08,.,No value available
2013-12-09,4.4482,
2013-12-10,4.4525,
2013-12-11,4.4535,
2013-12-12,4.4538,
2013-12-13,4.4573,
2013-12-14,.,No value available
2013-12-15,.,No value available
2013-12-16,4.4570,
2013-12-17,4.4673,
2013-12-18,4.4723,
2013-12-19,4.4813,
2013-12-20,4.4780,
2013-12-21,.,No value available
2013-12-22,.,No value available
2013-12-23,4.4810,
2013-12-24,4.4660,
2013-12-25,.,No value available
2013-12-26,.,No value available
2013-12-27,4.4625,
2013-12-28,.,No value available
2013-12-29,.,No value available
2013-12-30,4.4707,
2013-12-31,4.4710,
2014-01-01,.,No value available
2014-01-02,4.4955,
2014-01-03,4.4879,
2014-01-04,.,No value available
2014-01-05,.,No value available
2014-01-06,4.4932,
2014-01-07,4.4965,
2014-01-08,4.4926,
2014-01-09,4.5340,
2014-01-10,4.5450,
2014-01-11,.,No value available
2014-01-12,.,No value available
2014-01-13,4.5240,
2014-01-14,4.5280,
2014-01-15,4.5234,
2014-01-16,4.5303,
2014-01-17,4.5330,
2014-01-18,.,No value available
2014-01-19,.,No value available
2014-01-20,4.5360,
2014-01-21,4.5365,
2014-01-22,4.5266,
2014-01-23,4.5293,
2014-01-24,4.5425,
2014-01-25,.,No value available
2014-01-26,.,No value available
2014-01-27,4.5372,
2014-01-28,4.5340,
2014-01-29,4.5193,
2014-01-30,4.5110,
2014-01-31,4.4943,
2014-02-01,.,No value available
2014-02-02,.,No value available
2014-02-03,4.4938,
2014-02-04,4.4482,
2014-02-05,4.4546,
2014-02-06,4.4705,
2014-02-07,4.4825,
2014-02-08,.,No value available
2014-02-09,.,No value available
2014-02-10,4.4748,
2014-02-11,4.4768,
2014-02-12,4.4823,
2014-02-13,4.4943,
2014-02-14,4.4850,
2014-02-15,.,No value available
2014-02-16,.,No value available
2014-02-17,4.4899,
2014-02-18,4.4903,
2014-02-19,4.5008,
2014-02-20,4.5246,
2014-02-21,4.5222,
2014-02-22,.,No value available
2014-02-23,.,No value available
2014-02-24,4.5098,
2014-02-25,4.5137,
2014-02-26,4.5180,
2014-02-27,4.5015,
2014-02-28,4.5018,
2014-03-01,.,No value available
2014-03-02,.,No value available
2014-03-03,4.5167,
2014-03-04,4.5183,
2014-03-05,4.5097,
2014-03-06,4.4990,
2014-03-07,4.4973,
2014-03-08,.,No value available
2014-03-09,.,No value available
2014-03-10,4.4984,
2014-03-11,4.4998,
2014-03-12,4.5121,
2014-03-13,4.5059,
2014-03-14,4.5118,
2014-03-15,.,No value available
2014-03-16,.,No value available
2014-03-17,4.5078,
2014-03-18,4.5050,
2014-03-19,4.4915,
2014-03-20,4.4935,
2014-03-21,4.4848,
2014-03-22,.,No value available
2014-03-23,.,No value available
2014-03-24,4.4768,
2014-03-25,4.4663,
2014-03-26,4.4717,
2014-03-27,4.4742,
2014-03-28,4.4603,
2014-03-29,.,No value available
2014-03-30,.,No value available
2014-03-31,4.4592,
2014-04-01,4.4654,
2014-04-02,4.4665,
2014-04-03,4.4753,
2014-04-04,4.4559,
2014-04-05,.,No value available
2014-04-06,.,No value available
2014-04-07,4.4655,
2014-04-08,4.4555,
2014-04-09,4.4629,
