"",BBDE1.M.DE.Y.AEB1.N2C250000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C250000.F.V.I10.A_FLAGS
2009-09,89.5,
2009-10,90.0,
2009-11,92.9,
2009-12,89.1,
2010-01,85.9,
2010-02,91.3,
2010-03,93.0,
2010-04,99.3,
2010-05,103.4,
2010-06,102.3,
2010-07,101.2,
2010-08,101.4,
2010-09,102.7,
2010-10,104.1,
2010-11,105.2,
2010-12,103.8,
2011-01,107.4,
2011-02,111.7,
2011-03,112.3,
2011-04,117.2,
2011-05,117.1,
2011-06,119.1,
2011-07,117.3,
2011-08,115.9,
2011-09,115.5,
2011-10,115.6,
2011-11,113.8,
2011-12,112.0,
2012-01,113.0,
2012-02,111.3,
2012-03,111.5,
2012-04,113.7,
2012-05,113.9,
2012-06,111.8,
2012-07,110.7,
2012-08,111.9,
2012-09,108.7,
2012-10,109.9,
2012-11,107.1,
2012-12,112.6,
2013-01,113.2,
2013-02,113.1,
2013-03,110.1,
2013-04,110.9,
2013-05,110.3,
2013-06,111.9,
2013-07,111.9,
2013-08,112.2,
2013-09,113.4,
2013-10,111.5,
2013-11,113.8,
2013-12,112.8,
2014-01,116.6,
2014-02,115.8,
2014-03,117.2,
2014-04,117.0,
2014-05,111.8,
2014-06,111.2,
2014-07,114.1,
2014-08,114.2,
2014-09,110.7,
2014-10,112.4,
2014-11,110.5,
2014-12,116.0,Provisional value
