"",BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.A.FA.O.F._Z._T._X.N_FLAGS
2008-09,81381.389,
2008-10,-12605.352,
2008-11,-26035.720,
2008-12,-26531.506,
2009-01,-25101.807,
2009-02,-16985.077,
2009-03,-18330.861,
2009-04,30027.351,
2009-05,-24279.863,
2009-06,23909.374,
2009-07,-48034.617,
2009-08,-1839.929,
2009-09,-27547.598,
2009-10,4437.517,
2009-11,3754.635,
2009-12,-5805.361,
2010-01,-17480.283,
2010-02,20156.874,
2010-03,15062.913,
2010-04,76855.959,
2010-05,99893.417,
2010-06,-97840.024,
2010-07,19582.413,
2010-08,48418.053,
2010-09,-13897.259,
2010-10,-41671.054,
2010-11,39192.800,
2010-12,-25339.172,
2011-01,-3852.794,
2011-02,41521.649,
2011-03,-42192.967,
2011-04,52414.884,
2011-05,31269.847,
2011-06,-36262.567,
2011-07,8286.057,
2011-08,100909.855,
2011-09,50680.541,
2011-10,3679.954,
2011-11,31614.750,
2011-12,-104320.186,
2012-01,80628.371,
2012-02,37914.660,
2012-03,68978.724,
2012-04,34254.101,
2012-05,57560.566,
2012-06,-3508.885,
2012-07,5831.277,
2012-08,6377.015,
2012-09,-38939.078,
2012-10,28951.205,
2012-11,-3538.977,
2012-12,-112647.380,
2013-01,-24010.444,
2013-02,15850.697,
2013-03,-34548.891,
2013-04,30435.992,
2013-05,-32052.068,
2013-06,-10390.846,
2013-07,-38834.980,
2013-08,-12687.056,
2013-09,-7543.494,
2013-10,26381.942,
2013-11,5010.714,
2013-12,-100329.943,
2014-01,40299.950,
2014-02,2199.595,Provisional value
2014-03,-22058.606,Provisional value
2014-04,17879.903,Provisional value
2014-05,23938.541,Provisional value
2014-06,-5154.811,Provisional value
2014-07,11900.433,Provisional value
2014-08,16270.124,Provisional value
2014-09,-6477.694,
2014-10,4153.420,
2014-11,41441.992,
2014-12,-94012.354,Provisional value
