"",BBEX3.D.BRL.EUR.BB.AC.000,BBEX3.D.BRL.EUR.BB.AC.000_FLAGS
2000-09-14,1.5925,
2000-09-15,1.5839,
2000-09-16,.,No value available
2000-09-17,.,No value available
2000-09-18,1.5722,
2000-09-19,1.5865,
2000-09-20,1.5685,
2000-09-21,1.5786,
2000-09-22,1.6562,
2000-09-23,.,No value available
2000-09-24,.,No value available
2000-09-25,1.6159,
2000-09-26,1.6196,
2000-09-27,1.6388,
2000-09-28,1.6335,
2000-09-29,1.6141,
2000-09-30,.,No value available
2000-10-01,.,No value available
2000-10-02,1.6226,
2000-10-03,1.6225,
2000-10-04,1.6181,
2000-10-05,1.6285,
2000-10-06,1.6070,
2000-10-07,.,No value available
2000-10-08,.,No value available
2000-10-09,1.6147,
2000-10-10,1.6164,
2000-10-11,1.6247,
2000-10-12,1.6090,
2000-10-13,1.6189,
2000-10-14,.,No value available
2000-10-15,.,No value available
2000-10-16,1.5907,
2000-10-17,1.5824,
2000-10-18,1.6031,
2000-10-19,1.5741,
2000-10-20,1.5890,
2000-10-21,.,No value available
2000-10-22,.,No value available
2000-10-23,1.5838,
2000-10-24,1.5875,
2000-10-25,1.6053,
2000-10-26,1.5935,
2000-10-27,1.6003,
2000-10-28,.,No value available
2000-10-29,.,No value available
2000-10-30,1.6264,
2000-10-31,1.6072,
2000-11-01,1.6321,
2000-11-02,1.6587,
2000-11-03,1.6788,
2000-11-04,.,No value available
2000-11-05,.,No value available
2000-11-06,1.6888,
2000-11-07,1.6792,
2000-11-08,1.6664,
2000-11-09,1.6768,
2000-11-10,1.6982,
2000-11-11,.,No value available
2000-11-12,.,No value available
2000-11-13,1.6878,
2000-11-14,1.6702,
2000-11-15,1.6779,
2000-11-16,1.6694,
2000-11-17,1.6724,
2000-11-18,.,No value available
2000-11-19,.,No value available
2000-11-20,1.6479,
2000-11-21,1.6086,
2000-11-22,1.6308,
2000-11-23,1.6340,
2000-11-24,1.6474,
2000-11-25,.,No value available
2000-11-26,.,No value available
2000-11-27,1.6424,
2000-11-28,1.6951,
2000-11-29,1.6958,
2000-11-30,1.7042,
2000-12-01,1.7295,
2000-12-02,.,No value available
2000-12-03,.,No value available
2000-12-04,1.7696,
2000-12-05,1.7338,
2000-12-06,1.7303,
2000-12-07,1.7667,
2000-12-08,1.7492,
2000-12-09,.,No value available
2000-12-10,.,No value available
2000-12-11,1.7291,
2000-12-12,1.7279,
2000-12-13,1.7212,
2000-12-14,1.7370,
2000-12-15,1.7672,
2000-12-16,.,No value available
2000-12-17,.,No value available
2000-12-18,1.7515,
2000-12-19,1.7432,
2000-12-20,1.7724,
2000-12-21,1.7958,
2000-12-22,1.8050,
2000-12-23,.,No value available
2000-12-24,.,No value available
2000-12-25,.,No value available
2000-12-26,.,No value available
2000-12-27,1.8252,
2000-12-28,1.8175,
2000-12-29,1.8149,
2000-12-30,.,No value available
2000-12-31,.,No value available
2001-01-01,.,No value available
2001-01-02,1.8276,
2001-01-03,1.8545,
2001-01-04,1.8306,
2001-01-05,1.8589,
2001-01-06,.,No value available
2001-01-07,.,No value available
2001-01-08,1.8548,
2001-01-09,1.8312,
2001-01-10,1.8297,
2001-01-11,1.8560,
2001-01-12,1.8656,
2001-01-13,.,No value available
2001-01-14,.,No value available
2001-01-15,1.8352,
2001-01-16,1.8368,
2001-01-17,1.8322,
2001-01-18,1.8371,
2001-01-19,1.8380,
2001-01-20,.,No value available
2001-01-21,.,No value available
2001-01-22,1.8190,
2001-01-23,1.8428,
2001-01-24,1.8258,
2001-01-25,1.8031,
2001-01-26,1.8244,
2001-01-27,.,No value available
2001-01-28,.,No value available
2001-01-29,1.8170,
2001-01-30,1.8173,
2001-01-31,1.8321,
2001-02-01,1.8607,
2001-02-02,1.8746,
2001-02-03,.,No value available
2001-02-04,.,No value available
2001-02-05,1.8751,
2001-02-06,1.8630,
2001-02-07,1.8692,
2001-02-08,1.8403,
2001-02-09,1.8385,
2001-02-10,.,No value available
2001-02-11,.,No value available
2001-02-12,1.8409,
2001-02-13,1.8360,
2001-02-14,1.8278,
2001-02-15,1.7994,
2001-02-16,1.8149,
2001-02-17,.,No value available
2001-02-18,.,No value available
2001-02-19,1.8468,
2001-02-20,1.8181,
2001-02-21,1.8466,
2001-02-22,1.8429,
2001-02-23,1.8531,
2001-02-24,.,No value available
2001-02-25,.,No value available
2001-02-26,1.8488,
2001-02-27,1.8660,
2001-02-28,1.8824,
2001-03-01,1.8941,
2001-03-02,1.9115,
2001-03-03,.,No value available
2001-03-04,.,No value available
2001-03-05,1.8819,
2001-03-06,1.8725,
2001-03-07,1.8935,
2001-03-08,1.8951,
2001-03-09,1.9321,
2001-03-10,.,No value available
2001-03-11,.,No value available
2001-03-12,1.9035,
2001-03-13,1.9011,
2001-03-14,1.9048,
2001-03-15,1.8858,
2001-03-16,1.9028,
2001-03-17,.,No value available
2001-03-18,.,No value available
2001-03-19,1.9175,
2001-03-20,1.9100,
2001-03-21,1.8901,
2001-03-22,1.8978,
2001-03-23,1.9272,
2001-03-24,.,No value available
2001-03-25,.,No value available
2001-03-26,1.9402,
2001-03-27,1.9068,
2001-03-28,1.8779,
2001-03-29,1.8781,
2001-03-30,1.9011,
2001-03-31,.,No value available
2001-04-01,.,No value available
2001-04-02,1.8882,
2001-04-03,1.9154,
2001-04-04,1.9694,
2001-04-05,1.9605,
2001-04-06,1.9243,
2001-04-07,.,No value available
2001-04-08,.,No value available
2001-04-09,1.9510,
2001-04-10,1.9299,
2001-04-11,1.8891,
2001-04-12,1.9054,
2001-04-13,.,No value available
2001-04-14,.,No value available
2001-04-15,.,No value available
2001-04-16,.,No value available
2001-04-17,1.9283,
2001-04-18,1.9290,
2001-04-19,1.9212,
2001-04-20,1.9659,
2001-04-21,.,No value available
2001-04-22,.,No value available
2001-04-23,2.0119,
2001-04-24,2.0239,
2001-04-25,2.0404,
2001-04-26,2.0622,
2001-04-27,2.0266,
2001-04-28,.,No value available
2001-04-29,.,No value available
2001-04-30,1.9549,
2001-05-01,.,No value available
2001-05-02,1.9609,
2001-05-03,1.9889,
2001-05-04,1.9742,
2001-05-05,.,No value available
2001-05-06,.,No value available
2001-05-07,1.9711,
2001-05-08,1.9625,
2001-05-09,1.9777,
2001-05-10,2.0028,
2001-05-11,1.9796,
2001-05-12,.,No value available
2001-05-13,.,No value available
2001-05-14,1.9983,
2001-05-15,2.0314,
2001-05-16,2.0631,
2001-05-17,2.0349,
2001-05-18,2.0165,
2001-05-19,.,No value available
2001-05-20,.,No value available
2001-05-21,2.0200,
2001-05-22,2.0096,
2001-05-23,1.9983,
2001-05-24,2.0181,
2001-05-25,2.0210,
2001-05-26,.,No value available
2001-05-27,.,No value available
2001-05-28,1.9885,
2001-05-29,1.9997,
2001-05-30,2.0068,
2001-05-31,1.9854,
2001-06-01,2.0106,
2001-06-02,.,No value available
2001-06-03,.,No value available
2001-06-04,2.0240,
2001-06-05,2.0185,
2001-06-06,2.0311,
2001-06-07,2.0204,
2001-06-08,2.0022,
2001-06-09,.,No value available
2001-06-10,.,No value available
2001-06-11,2.0080,
2001-06-12,2.0170,
2001-06-13,2.0578,
2001-06-14,2.0580,
2001-06-15,2.0992,
2001-06-16,.,No value available
2001-06-17,.,No value available
2001-06-18,2.0693,
2001-06-19,2.1104,
2001-06-20,2.1108,
2001-06-21,2.1004,
2001-06-22,2.0199,
2001-06-23,.,No value available
2001-06-24,.,No value available
2001-06-25,1.9762,
2001-06-26,1.9810,
2001-06-27,2.0115,
2001-06-28,1.9456,
2001-06-29,1.9618,
2001-06-30,.,No value available
2001-07-01,.,No value available
2001-07-02,1.9573,
2001-07-03,1.9790,
2001-07-04,1.9869,
2001-07-05,2.0360,
2001-07-06,2.0721,
2001-07-07,.,No value available
2001-07-08,.,No value available
2001-07-09,2.0746,
2001-07-10,2.0914,
2001-07-11,2.1786,
2001-07-12,2.1921,
2001-07-13,2.1796,
2001-07-14,.,No value available
2001-07-15,.,No value available
2001-07-16,2.2118,
2001-07-17,2.1954,
2001-07-18,2.1131,
2001-07-19,2.1999,
2001-07-20,2.1984,
2001-07-21,.,No value available
2001-07-22,.,No value available
2001-07-23,2.1239,
2001-07-24,2.1021,
2001-07-25,2.1780,
2001-07-26,2.1648,
2001-07-27,2.1731,
2001-07-28,.,No value available
2001-07-29,.,No value available
2001-07-30,2.1479,
2001-07-31,2.1244,
2001-08-01,2.1814,
2001-08-02,2.1979,
2001-08-03,2.1933,
2001-08-04,.,No value available
2001-08-05,.,No value available
2001-08-06,2.2048,
2001-08-07,2.1530,
2001-08-08,2.1522,
2001-08-09,2.1871,
2001-08-10,2.2141,
2001-08-11,.,No value available
2001-08-12,.,No value available
2001-08-13,2.2140,
2001-08-14,2.2532,
2001-08-15,2.2942,
2001-08-16,2.2755,
2001-08-17,2.2863,
2001-08-18,.,No value available
2001-08-19,.,No value available
2001-08-20,2.3042,
2001-08-21,2.2980,
2001-08-22,2.3501,
2001-08-23,2.2980,
2001-08-24,2.3030,
2001-08-25,.,No value available
2001-08-26,.,No value available
2001-08-27,2.3143,
2001-08-28,2.3125,
2001-08-29,2.3332,
2001-08-30,2.3142,
2001-08-31,2.3179,
2001-09-01,.,No value available
2001-09-02,.,No value available
2001-09-03,2.3266,
2001-09-04,2.3013,
2001-09-05,2.2805,
2001-09-06,2.2819,
2001-09-07,2.3115,
2001-09-08,.,No value available
2001-09-09,.,No value available
2001-09-10,2.3348,
2001-09-11,2.3266,
2001-09-12,2.4134,
2001-09-13,2.4353,
2001-09-14,2.4873,
2001-09-15,.,No value available
2001-09-16,.,No value available
2001-09-17,2.4922,
2001-09-18,2.4679,
2001-09-19,2.4943,
2001-09-20,2.5083,
2001-09-21,2.5843,
2001-09-22,.,No value available
2001-09-23,.,No value available
2001-09-24,2.5952,
2001-09-25,2.4628,
2001-09-26,2.5085,
2001-09-27,2.5203,
2001-09-28,2.4400,
2001-09-29,.,No value available
2001-09-30,.,No value available
2001-10-01,2.4375,
2001-10-02,2.4590,
2001-10-03,2.4907,
2001-10-04,2.4926,
2001-10-05,2.5089,
2001-10-06,.,No value available
2001-10-07,.,No value available
2001-10-08,2.5780,
2001-10-09,2.5477,
2001-10-10,2.5407,
2001-10-11,2.5122,
2001-10-12,2.5140,
2001-10-13,.,No value available
2001-10-14,.,No value available
2001-10-15,2.5335,
2001-10-16,2.4934,
2001-10-17,2.4495,
2001-10-18,2.4749,
2001-10-19,2.4930,
2001-10-20,.,No value available
2001-10-21,.,No value available
2001-10-22,2.4464,
2001-10-23,2.4088,
2001-10-24,2.4348,
2001-10-25,2.4445,
2001-10-26,2.4345,
2001-10-27,.,No value available
2001-10-28,.,No value available
2001-10-29,2.4507,
2001-10-30,2.4663,
2001-10-31,2.4563,
2001-11-01,2.4325,
2001-11-02,2.4207,
2001-11-03,.,No value available
2001-11-04,.,No value available
2001-11-05,2.3684,
2001-11-06,2.3263,
2001-11-07,2.3603,
2001-11-08,2.2973,
2001-11-09,2.2691,
2001-11-10,.,No value available
2001-11-11,.,No value available
2001-11-12,2.2677,
2001-11-13,2.2330,
2001-11-14,2.2241,
2001-11-15,2.2455,
2001-11-16,2.2488,
2001-11-17,.,No value available
2001-11-18,.,No value available
2001-11-19,2.2145,
2001-11-20,2.2382,
2001-11-21,2.2351,
2001-11-22,2.2289,
2001-11-23,2.2124,
2001-11-24,.,No value available
2001-11-25,.,No value available
2001-11-26,2.2023,
2001-11-27,2.1618,
2001-11-28,2.1932,
2001-11-29,2.2253,
2001-11-30,2.2614,
2001-12-01,.,No value available
2001-12-02,.,No value available
2001-12-03,2.2111,
2001-12-04,2.1601,
2001-12-05,2.1611,
2001-12-06,2.1756,
2001-12-07,2.1382,
2001-12-08,.,No value available
2001-12-09,.,No value available
2001-12-10,2.1008,
2001-12-11,2.0863,
2001-12-12,2.0973,
2001-12-13,2.1423,
2001-12-14,2.1499,
2001-12-15,.,No value available
2001-12-16,.,No value available
2001-12-17,2.1306,
2001-12-18,2.1120,
2001-12-19,2.0697,
2001-12-20,2.0791,
2001-12-21,2.0752,
2001-12-22,.,No value available
2001-12-23,.,No value available
2001-12-24,2.0565,
2001-12-25,.,No value available
2001-12-26,.,No value available
2001-12-27,2.0505,
2001-12-28,2.0465,
2001-12-29,.,No value available
2001-12-30,.,No value available
2001-12-31,.,No value available
2002-01-01,.,No value available
2002-01-02,2.0862,
2002-01-03,2.0729,
2002-01-04,2.0666,
2002-01-05,.,No value available
2002-01-06,.,No value available
2002-01-07,2.0953,
2002-01-08,2.0834,
2002-01-09,2.1178,
2002-01-10,2.1248,
2002-01-11,2.1642,
2002-01-12,.,No value available
2002-01-13,.,No value available
2002-01-14,2.1491,
2002-01-15,2.1236,
2002-01-16,2.1064,
2002-01-17,2.0826,
2002-01-18,2.0911,
2002-01-19,.,No value available
2002-01-20,.,No value available
2002-01-21,2.0971,
2002-01-22,2.0876,
2002-01-23,2.1048,
2002-01-24,2.1124,
2002-01-25,2.0839,
2002-01-26,.,No value available
2002-01-27,.,No value available
2002-01-28,2.0742,
2002-01-29,2.0879,
2002-01-30,2.1056,
2002-01-31,2.0893,
2002-02-01,2.0883,
2002-02-02,.,No value available
2002-02-03,.,No value available
2002-02-04,2.0923,
2002-02-05,2.0987,
2002-02-06,2.0937,
2002-02-07,2.1214,
2002-02-08,2.1557,
2002-02-09,.,No value available
2002-02-10,.,No value available
2002-02-11,2.1558,
2002-02-12,2.1502,
2002-02-13,2.1448,
2002-02-14,2.1107,
2002-02-15,2.1236,
2002-02-16,.,No value available
2002-02-17,.,No value available
2002-02-18,2.1147,
2002-02-19,2.1122,
2002-02-20,2.1259,
2002-02-21,2.1074,
2002-02-22,2.1258,
2002-02-23,.,No value available
2002-02-24,.,No value available
2002-02-25,2.1020,
2002-02-26,2.0798,
2002-02-27,2.0684,
2002-02-28,2.0217,
2002-03-01,2.0526,
2002-03-02,.,No value available
2002-03-03,.,No value available
2002-03-04,2.0282,
2002-03-05,2.0151,
2002-03-06,2.0474,
2002-03-07,2.0753,
2002-03-08,2.0893,
2002-03-09,.,No value available
2002-03-10,.,No value available
2002-03-11,2.0454,
2002-03-12,2.0557,
2002-03-13,2.0376,
2002-03-14,2.0577,
2002-03-15,2.0915,
2002-03-16,.,No value available
2002-03-17,.,No value available
2002-03-18,2.0560,
2002-03-19,2.0682,
2002-03-20,2.0554,
2002-03-21,2.0702,
2002-03-22,2.0602,
2002-03-23,.,No value available
2002-03-24,.,No value available
2002-03-25,2.0733,
2002-03-26,2.0597,
2002-03-27,2.0522,
2002-03-28,2.0288,
2002-03-29,.,No value available
2002-03-30,.,No value available
2002-03-31,.,No value available
2002-04-01,.,No value available
2002-04-02,2.0243,
2002-04-03,2.0234,
2002-04-04,2.0396,
2002-04-05,2.0188,
2002-04-06,.,No value available
2002-04-07,.,No value available
2002-04-08,2.0010,
2002-04-09,2.0094,
2002-04-10,2.0090,
2002-04-11,1.9934,
2002-04-12,2.0176,
2002-04-13,.,No value available
2002-04-14,.,No value available
2002-04-15,2.0262,
2002-04-16,2.0458,
2002-04-17,2.0575,
2002-04-18,2.0666,
2002-04-19,2.0660,
2002-04-20,.,No value available
2002-04-21,.,No value available
2002-04-22,2.0717,
2002-04-23,2.0778,
2002-04-24,2.1007,
2002-04-25,2.1144,
2002-04-26,2.1131,
2002-04-27,.,No value available
2002-04-28,.,No value available
2002-04-29,2.1436,
2002-04-30,2.1281,
2002-05-01,.,No value available
2002-05-02,2.1325,
2002-05-03,2.1781,
2002-05-04,.,No value available
2002-05-05,.,No value available
2002-05-06,2.2000,
2002-05-07,2.2073,
2002-05-08,2.2102,
2002-05-09,2.2073,
2002-05-10,2.2549,
2002-05-11,.,No value available
2002-05-12,.,No value available
2002-05-13,2.2467,
2002-05-14,2.2821,
2002-05-15,2.2656,
2002-05-16,2.2924,
2002-05-17,2.2569,
2002-05-18,.,No value available
2002-05-19,.,No value available
2002-05-20,2.2715,
2002-05-21,2.2859,
2002-05-22,2.2983,
2002-05-23,2.3266,
2002-05-24,2.3227,
2002-05-25,.,No value available
2002-05-26,.,No value available
2002-05-27,2.3150,
2002-05-28,2.3350,
2002-05-29,2.3486,
2002-05-30,2.3550,
2002-05-31,2.3580,
2002-06-01,.,No value available
2002-06-02,.,No value available
2002-06-03,2.3478,
2002-06-04,2.4055,
2002-06-05,2.4416,
2002-06-06,2.4441,
2002-06-07,2.5152,
2002-06-08,.,No value available
2002-06-09,.,No value available
2002-06-10,2.4934,
2002-06-11,2.4815,
2002-06-12,2.5732,
2002-06-13,2.5755,
2002-06-14,2.6074,
2002-06-15,.,No value available
2002-06-16,.,No value available
2002-06-17,2.5596,
2002-06-18,2.5223,
2002-06-19,2.5996,
2002-06-20,2.5959,
2002-06-21,2.7010,
2002-06-22,.,No value available
2002-06-23,.,No value available
2002-06-24,2.7703,
2002-06-25,2.6990,
2002-06-26,2.8006,
2002-06-27,2.8104,
2002-06-28,2.8159,
2002-06-29,.,No value available
2002-06-30,.,No value available
2002-07-01,2.7945,
2002-07-02,2.8486,
2002-07-03,2.8319,
2002-07-04,2.8009,
2002-07-05,2.7862,
2002-07-06,.,No value available
2002-07-07,.,No value available
2002-07-08,2.8309,
2002-07-09,2.8449,
2002-07-10,2.8160,
2002-07-11,2.7958,
2002-07-12,2.7644,
2002-07-13,.,No value available
2002-07-14,.,No value available
2002-07-15,2.8027,
2002-07-16,2.8872,
2002-07-17,2.8894,
2002-07-18,2.9158,
2002-07-19,2.9007,
2002-07-20,.,No value available
2002-07-21,.,No value available
2002-07-22,2.8896,
2002-07-23,2.8764,
2002-07-24,2.8955,
2002-07-25,2.9479,
2002-07-26,2.9964,
2002-07-27,.,No value available
2002-07-28,.,No value available
2002-07-29,2.9613,
2002-07-30,3.2008,
2002-07-31,3.2724,
2002-08-01,3.3752,
2002-08-02,3.0606,
2002-08-03,.,No value available
2002-08-04,.,No value available
2002-08-05,2.9562,
2002-08-06,3.0669,
2002-08-07,3.0112,
2002-08-08,2.7995,
2002-08-09,2.8698,
2002-08-10,.,No value available
2002-08-11,.,No value available
2002-08-12,2.9829,
2002-08-13,3.0916,
2002-08-14,3.1194,
2002-08-15,3.1329,
2002-08-16,3.1446,
2002-08-17,.,No value available
2002-08-18,.,No value available
2002-08-19,3.0602,
2002-08-20,3.0385,
2002-08-21,3.0293,
2002-08-22,3.0092,
2002-08-23,3.0400,
2002-08-24,.,No value available
2002-08-25,.,No value available
2002-08-26,3.0180,
2002-08-27,3.0231,
2002-08-28,3.0854,
2002-08-29,3.0966,
2002-08-30,3.0030,
2002-08-31,.,No value available
2002-09-01,.,No value available
2002-09-02,2.9542,
2002-09-03,3.0335,
2002-09-04,3.0786,
2002-09-05,3.1371,
2002-09-06,3.1301,
2002-09-07,.,No value available
2002-09-08,.,No value available
2002-09-09,3.0905,
2002-09-10,3.0266,
2002-09-11,3.0563,
2002-09-12,3.0286,
2002-09-13,3.0965,
2002-09-14,.,No value available
2002-09-15,.,No value available
2002-09-16,3.0598,
2002-09-17,3.1012,
2002-09-18,3.1995,
2002-09-19,3.2906,
2002-09-20,3.3756,
2002-09-21,.,No value available
2002-09-22,.,No value available
2002-09-23,3.3425,
2002-09-24,3.4987,
2002-09-25,3.6859,
2002-09-26,3.5902,
2002-09-27,3.7576,
2002-09-28,.,No value available
2002-09-29,.,No value available
2002-09-30,3.8972,
2002-10-01,3.7008,
2002-10-02,3.5554,
2002-10-03,3.6197,
2002-10-04,3.6451,
2002-10-05,.,No value available
2002-10-06,.,No value available
2002-10-07,3.4671,
2002-10-08,3.5672,
2002-10-09,3.7269,
2002-10-10,3.8197,
2002-10-11,3.8689,
2002-10-12,.,No value available
2002-10-13,.,No value available
2002-10-14,3.7616,
2002-10-15,3.8161,
2002-10-16,3.7573,
2002-10-17,3.8474,
2002-10-18,3.8210,
2002-10-19,.,No value available
2002-10-20,.,No value available
2002-10-21,3.7725,
2002-10-22,3.8759,
2002-10-23,3.8025,
2002-10-24,3.8076,
2002-10-25,3.7197,
2002-10-26,.,No value available
2002-10-27,.,No value available
2002-10-28,3.6865,
2002-10-29,3.7782,
2002-10-30,3.6932,
2002-10-31,3.6161,
2002-11-01,3.6305,
2002-11-02,.,No value available
2002-11-03,.,No value available
2002-11-04,3.5311,
2002-11-05,3.5816,
2002-11-06,3.5704,
2002-11-07,3.6227,
2002-11-08,3.5698,
2002-11-09,.,No value available
2002-11-10,.,No value available
2002-11-11,3.5390,
2002-11-12,3.5536,
2002-11-13,3.6552,
2002-11-14,3.7123,
2002-11-15,3.7077,
2002-11-16,.,No value available
2002-11-17,.,No value available
2002-11-18,3.6254,
2002-11-19,3.5893,
2002-11-20,3.5342,
2002-11-21,3.5099,
2002-11-22,3.5655,
2002-11-23,.,No value available
2002-11-24,.,No value available
2002-11-25,3.5146,
2002-11-26,3.5438,
2002-11-27,3.5576,
2002-11-28,3.5732,
2002-11-29,3.6030,
2002-11-30,.,No value available
2002-12-01,.,No value available
2002-12-02,3.5636,
2002-12-03,3.6464,
2002-12-04,3.6991,
2002-12-05,3.7481,
2002-12-06,3.7713,
2002-12-07,.,No value available
2002-12-08,.,No value available
