"",BBFB1.M.N.DE.W1.S1.S1.T.AD.FA.P.F3.L.XDC._X.N,BBFB1.M.N.DE.W1.S1.S1.T.AD.FA.P.F3.L.XDC._X.N_FLAGS
1997-05,7125.745,
1997-06,7941.393,
1997-07,13144.662,
1997-08,7782.445,
1997-09,8653.489,
1997-10,12088.180,
1997-11,8099.222,
1997-12,7070.544,
1998-01,8755.666,
1998-02,14746.784,
1998-03,12772.330,
1998-04,12075.293,
1998-05,8829.513,
1998-06,12099.030,
1998-07,16063.156,
1998-08,10901.207,
1998-09,6875.022,
1998-10,7343.864,
1998-11,10158.097,
1998-12,8244.011,
1999-01,40376.570,
1999-02,38689.589,
1999-03,43337.509,
1999-04,43389.110,
1999-05,57718.155,
1999-06,54062.696,
1999-07,54165.449,
1999-08,42993.014,
1999-09,51783.660,
1999-10,50104.819,
1999-11,56079.262,
1999-12,41037.826,
2000-01,58071.110,
2000-02,56215.006,
2000-03,67584.339,
2000-04,50704.358,
2000-05,68710.670,
2000-06,65831.692,
2000-07,57005.652,
2000-08,63131.476,
2000-09,76225.781,
2000-10,68780.228,
2000-11,86193.078,
2000-12,74695.645,
2001-01,124680.049,
2001-02,114758.236,
2001-03,109487.584,
2001-04,90059.557,
2001-05,89703.865,
2001-06,97331.723,
2001-07,87196.386,
2001-08,85771.620,
2001-09,92518.202,
2001-10,116941.548,
2001-11,122368.804,
2001-12,73429.378,
2002-01,109237.694,
2002-02,99870.359,
2002-03,96907.272,
2002-04,91059.801,
2002-05,91170.497,
2002-06,86530.279,
2002-07,112845.419,
2002-08,104960.866,
2002-09,118809.586,
2002-10,137972.909,
2002-11,106434.824,
2002-12,93769.758,
2003-01,128199.282,
2003-02,104301.122,
2003-03,141316.998,
2003-04,113090.418,
2003-05,126737.476,
2003-06,126035.029,
2003-07,149330.295,
2003-08,113752.770,
2003-09,125541.633,
2003-10,122059.144,
2003-11,94435.038,
2003-12,86575.686,
2004-01,129646.713,
2004-02,112421.076,
2004-03,144221.365,
2004-04,127427.169,
2004-05,114670.835,
2004-06,108394.575,
2004-07,109467.571,
2004-08,107208.375,
2004-09,132067.077,
2004-10,130430.757,
2004-11,138676.187,
2004-12,126665.526,
2005-01,143008.861,
2005-02,133624.997,
2005-03,130825.467,
2005-04,118479.081,
2005-05,126631.569,
2005-06,158374.619,
2005-07,118334.030,
2005-08,94105.628,
2005-09,120218.197,
2005-10,131448.409,
2005-11,128317.735,
2005-12,114691.231,
2006-01,117661.388,
2006-02,120040.472,
2006-03,130038.867,
2006-04,108575.528,
2006-05,121420.770,
2006-06,106223.209,
2006-07,106644.724,
2006-08,95624.530,
2006-09,114750.413,
2006-10,117871.782,
2006-11,116239.206,
2006-12,96053.686,
2007-01,118467.211,
2007-02,104943.814,
2007-03,122468.085,
2007-04,101530.217,
2007-05,103096.296,
2007-06,119574.870,
2007-07,116414.578,
2007-08,98861.546,
2007-09,97734.887,
2007-10,110728.188,
2007-11,99964.693,
2007-12,75680.582,
2008-01,129881.193,
2008-02,117792.565,
2008-03,84884.569,
2008-04,94874.942,
2008-05,87712.215,
2008-06,91820.429,
2008-07,85940.237,
2008-08,57100.354,
2008-09,90950.825,
2008-10,81181.587,
2008-11,61793.006,
2008-12,65922.463,
2009-01,76579.595,
2009-02,78503.491,
2009-03,88832.101,
2009-04,90089.181,
2009-05,91858.000,
2009-06,82552.992,
2009-07,114434.596,
2009-08,67569.990,
2009-09,91199.983,
2009-10,102445.009,
2009-11,89684.118,
2009-12,75660.169,
2010-01,111717.278,
2010-02,112436.386,
2010-03,122589.314,
2010-04,111497.474,
2010-05,94529.474,
2010-06,96239.663,
2010-07,84350.497,
2010-08,70934.770,
2010-09,113399.541,
2010-10,88740.290,
2010-11,95789.915,
2010-12,61069.826,
2011-01,103082.584,
2011-02,103064.575,
2011-03,123532.910,
2011-04,97180.594,
2011-05,93895.038,
2011-06,115485.005,
2011-07,91969.525,
2011-08,86592.291,
2011-09,98670.092,
2011-10,78211.661,
2011-11,83274.064,
2011-12,65728.705,
2012-01,93592.773,
2012-02,108581.524,
2012-03,169154.480,
2012-04,147272.494,
2012-05,98435.098,
2012-06,109465.140,
2012-07,176871.036,
2012-08,84686.712,
2012-09,108443.054,
2012-10,111540.725,
2012-11,92454.481,
2012-12,140300.482,
2013-01,137258.205,
2013-02,126070.194,
2013-03,119495.749,
2013-04,126138.882,
2013-05,127506.318,
2013-06,115819.457,
2013-07,114219.255,
2013-08,82630.419,
2013-09,116757.535,
2013-10,136303.245,
2013-11,111343.059,
2013-12,95019.788,
2014-01,152471.530,
2014-02,144048.116,Provisional value
2014-03,150157.940,Provisional value
2014-04,138986.234,Provisional value
2014-05,153926.774,Provisional value
2014-06,133753.008,Provisional value
2014-07,123998.212,Provisional value
2014-08,80257.443,Provisional value
2014-09,127038.245,
2014-10,113505.022,
2014-11,97404.349,
2014-12,73542.124,Provisional value
