"",BBK01.TVD402,BBK01.TVD402_FLAGS
2012-12,3648,
2013-01,-4209,
2013-02,6,
2013-03,1902,
2013-04,-1256,
2013-05,283,
2013-06,-172,
2013-07,-623,
2013-08,1224,
2013-09,-1040,
2013-10,625,
2013-11,-623,
2013-12,3426,
2014-01,-3812,
2014-02,205,
2014-03,-568,
2014-04,965,
2014-05,-91,
2014-06,-540,
2014-07,51,
2014-08,506,
2014-09,-219,
2014-10,131,
2014-11,196,
2014-12,3579,
2015-01,-3768,
