"",BBK01.OXA8Y5,BBK01.OXA8Y5_FLAGS
1984-02,92.834,
1984-03,90.625,
1984-04,94.483,
1984-05,93.430,
1984-06,94.119,
1984-07,93.757,
1984-08,91.934,
1984-09,93.456,
1984-10,93.585,
1984-11,101.893,
1984-12,105.084,
1985-01,96.038,
1985-02,95.932,
1985-03,93.769,
1985-04,94.979,
1985-05,95.954,
1985-06,97.764,
1985-07,97.492,
1985-08,96.904,
1985-09,99.979,
1985-10,100.306,
1985-11,108.823,
1985-12,112.818,
1986-01,103.807,
1986-02,104.394,
1986-03,105.073,
1986-04,107.658,
1986-05,108.335,
1986-06,112.286,
1986-07,110.419,
1986-08,109.894,
1986-09,112.180,
1986-10,112.107,
1986-11,123.217,
1986-12,122.611,
1987-01,114.040,
1987-02,114.619,
1987-03,114.563,
1987-04,115.780,
1987-05,119.661,
1987-06,123.452,
1987-07,120.068,
1987-08,123.597,
1987-09,122.970,
1987-10,123.759,
1987-11,135.845,
1987-12,129.609,
1988-01,123.766,
1988-02,128.507,
1988-03,122.682,
1988-04,126.610,
1988-05,131.779,
1988-06,134.614,
1988-07,132.678,
1988-08,132.591,
1988-09,130.255,
1988-10,134.210,
1988-11,145.485,
1988-12,141.834,
1989-01,136.511,
1989-02,137.392,
1989-03,133.103,
1989-04,133.906,
1989-05,136.217,
1989-06,137.140,
1989-07,139.121,
1989-08,136.056,
1989-09,135.719,
1989-10,139.473,
1989-11,150.312,
1989-12,152.483,
1990-01,141.753,
1990-02,143.441,
1990-03,137.896,
1990-04,143.135,
1990-05,143.629,
1990-06,177.148,
1990-07,175.967,
1990-08,178.828,
1990-09,179.566,
1990-10,178.047,
1990-11,188.464,
1990-12,213.022,
1991-01,191.961,
1991-02,197.573,
1991-03,187.977,
1991-04,188.274,
1991-05,188.862,
1991-06,194.447,
1991-07,194.729,
1991-08,190.920,
1991-09,193.609,
1991-10,192.825,
1991-11,208.721,
1991-12,215.432,
1992-01,199.565,
1992-02,197.349,
1992-03,196.968,
1992-04,199.002,
1992-05,200.299,
1992-06,208.396,
1992-07,200.263,
1992-08,203.369,
1992-09,214.573,
1992-10,212.895,
1992-11,234.498,
1992-12,235.314,
1993-01,213.793,
1993-02,216.792,
1993-03,215.052,
1993-04,215.929,
1993-05,217.520,
1993-06,228.679,
1993-07,226.639,
1993-08,229.449,
1993-09,227.037,
1993-10,228.870,
1993-11,253.932,
1993-12,257.814,
1994-01,244.349,
1994-02,242.989,
1994-03,234.314,
1994-04,241.058,
1994-05,244.256,
1994-06,248.609,
1994-07,244.134,
1994-08,244.975,
1994-09,246.550,
1994-10,251.146,
1994-11,268.655,
1994-12,271.738,
1995-01,249.503,
1995-02,249.224,
1995-03,242.500,
1995-04,246.263,
1995-05,251.605,
1995-06,254.221,
1995-07,253.923,
1995-08,252.835,
1995-09,255.427,
1995-10,260.631,
1995-11,280.434,
1995-12,292.572,
1996-01,273.491,
1996-02,276.224,
1996-03,274.725,
1996-04,279.278,
1996-05,278.410,
1996-06,285.034,
1996-07,284.221,
1996-08,283.060,
1996-09,292.746,
1996-10,296.248,
1996-11,316.775,
1996-12,342.808,
1997-01,308.139,
1997-02,310.632,
1997-03,308.970,
1997-04,311.627,
1997-05,315.017,
1997-06,324.892,
1997-07,323.580,
1997-08,321.337,
1997-09,325.100,
1997-10,324.701,
1997-11,343.939,
1997-12,353.605,
1998-01,331.186,
1998-02,335.219,
1998-03,339.703,
1998-04,346.457,
1998-05,346.897,
1998-06,355.032,
1998-07,345.283,
1998-08,356.780,
1998-09,358.901,
1998-10,367.530,
1998-11,391.840,
1998-12,402.941,
1999-01,402.245,
1999-02,406.321,
1999-03,399.236,
1999-04,405.351,
1999-05,418.249,
1999-06,428.629,
1999-07,421.509,
1999-08,424.334,
1999-09,431.438,
1999-10,429.536,
1999-11,456.778,
1999-12,444.187,
2000-01,456.362,
2000-02,464.965,
2000-03,467.791,
2000-04,479.982,
2000-05,472.067,
2000-06,462.057,
2000-07,456.242,
2000-08,449.527,
2000-09,449.397,
2000-10,452.294,
2000-11,474.773,
2000-12,478.851,
2001-01,469.841,
2001-02,481.159,
2001-03,483.345,
2001-04,499.032,
2001-05,508.739,
2001-06,510.730,
2001-07,503.333,
2001-08,501.155,
2001-09,516.871,
2001-10,520.702,
2001-11,549.719,
2001-12,560.436,
2002-01,547.513,
2002-02,545.928,
2002-03,544.176,
2002-04,551.685,
2002-05,558.727,
2002-06,574.453,
2002-07,570.167,
2002-08,561.929,
2002-09,582.036,
2002-10,581.343,
2002-11,614.988,
2002-12,609.120,
2003-01,600.919,
2003-02,604.788,
2003-03,622.223,
2003-04,625.650,
2003-05,635.325,
2003-06,652.725,
2003-07,635.934,
2003-08,637.993,
2003-09,648.737,
2003-10,649.138,
2003-11,672.898,
2003-12,656.213,
2004-01,677.050,
2004-02,691.241,
2004-03,697.176,
2004-04,700.979,
2004-05,705.540,
2004-06,704.030,
2004-07,691.689,
2004-08,696.272,
2004-09,714.303,
2004-10,702.322,
2004-11,735.261,
2004-12,683.484,
2005-01,733.045,
2005-02,744.114,
2005-03,741.113,
2005-04,749.432,
2005-05,754.371,
2005-06,759.650,
2005-07,760.450,
2005-08,759.748,
2005-09,772.600,
2005-10,773.541,
2005-11,805.695,
2005-12,779.031,
2006-01,804.083,
2006-02,794.667,
2006-03,803.609,
2006-04,803.371,
2006-05,830.289,
2006-06,831.155,
2006-07,814.696,
2006-08,821.363,
2006-09,810.656,
2006-10,799.278,
2006-11,826.038,
2006-12,829.784,
2007-01,834.421,
2007-02,839.358,
2007-03,837.653,
2007-04,848.057,
2007-05,872.082,
2007-06,880.270,
2007-07,870.499,
2007-08,861.139,
2007-09,876.745,
2007-10,860.920,
2007-11,898.241,
2007-12,855.915,
2008-01,885.236,
2008-02,879.030,
2008-03,886.819,
2008-04,877.567,
2008-05,876.943,
2008-06,894.294,
2008-07,868.874,
2008-08,875.717,
2008-09,885.846,
2008-10,916.427,
2008-11,936.511,
2008-12,926.799,
2009-01,1008.169,
2009-02,1012.564,
2009-03,1017.731,
2009-04,1032.564,
2009-05,1037.850,
2009-06,1058.551,
2009-07,1066.732,
2009-08,1062.949,
2009-09,1081.838,
2009-10,1117.829,
2009-11,1130.800,
2009-12,1107.564,
2010-01,1147.477,
2010-02,1148.510,
2010-03,1132.456,
2010-04,1181.699,
2010-05,1205.576,
2010-06,1200.753,
2010-07,1197.119,
2010-08,1209.391,
2010-09,1187.596,
2010-10,1199.469,
2010-11,1243.929,
2010-12,1189.222,
2011-01,1236.461,
2011-02,1231.699,
2011-03,1202.449,
2011-04,1232.812,
2011-05,1235.474,
2011-06,1226.128,
2011-07,1233.399,
2011-08,1241.069,
2011-09,1261.871,Provisional value
2011-10,1277.447,
2011-11,1299.145,
2011-12,1260.560,
2012-01,1284.271,
2012-02,1293.299,
2012-03,1303.565,
2012-04,1313.004,
2012-05,1331.984,
2012-06,1343.327,
2012-07,1350.779,
2012-08,1365.721,
2012-09,1385.679,
2012-10,1411.415,
2012-11,1437.854,
2012-12,1413.760,
2013-01,1442.541,
2013-02,1459.081,
2013-03,1446.359,
2013-04,1466.910,
2013-05,1495.596,
2013-06,1496.343,
2013-07,1501.170,
2013-08,1502.245,
2013-09,1502.511,
2013-10,1517.063,
2013-11,1540.040,
2013-12,1528.015,
2014-01,1543.147,
2014-02,1551.285,
2014-03,1546.216,
2014-04,1565.599,
2014-05,1586.733,
2014-06,1587.052,
2014-07,1602.270,
2014-08,1599.789,
2014-09,1609.884,
2014-10,1631.999,
2014-11,1650.036,
2014-12,1630.830,Provisional value
