"",BBFB1.M.N.DE.W1.S1.S1.T.D.IN1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.IN1._Z._Z._Z._T._X.N_FLAGS
2004-05,11242.767,
2004-06,10914.275,
2004-07,9775.995,
2004-08,9830.482,
2004-09,10247.027,
2004-10,9681.417,
2004-11,10313.048,
2004-12,10764.631,
2005-01,11351.503,
2005-02,10983.215,
2005-03,11103.483,
2005-04,14400.995,
2005-05,13619.779,
2005-06,12064.271,
2005-07,11801.085,
2005-08,11865.578,
2005-09,12055.543,
2005-10,11615.416,
2005-11,12149.000,
2005-12,12585.557,
2006-01,12295.582,
2006-02,11823.528,
2006-03,12777.999,
2006-04,13744.594,
2006-05,19378.443,
2006-06,13705.200,
2006-07,13048.155,
2006-08,13310.661,
2006-09,13451.615,
2006-10,13385.701,
2006-11,14004.243,
2006-12,14672.496,
2007-01,16755.214,
2007-02,15621.558,
2007-03,15756.394,
2007-04,20329.358,
2007-05,26256.209,
2007-06,16832.781,
2007-07,16789.136,
2007-08,16165.148,
2007-09,15539.634,
2007-10,15247.487,
2007-11,15494.267,
2007-12,15163.489,
2008-01,15884.525,
2008-02,13849.171,
2008-03,13802.463,
2008-04,19251.217,
2008-05,21627.129,
2008-06,13605.836,
2008-07,12941.743,
2008-08,11975.638,
2008-09,11723.805,
2008-10,11175.069,
2008-11,11330.548,
2008-12,11506.012,
2009-01,11571.244,
2009-02,9581.199,
2009-03,9303.446,
2009-04,14539.108,
2009-05,16898.637,
2009-06,9356.185,
2009-07,9204.879,
2009-08,9059.095,
2009-09,9133.305,
2009-10,9020.678,
2009-11,9227.051,
2009-12,10006.189,
2010-01,10538.235,
2010-02,10398.266,
2010-03,10747.979,
2010-04,14999.254,
2010-05,18556.227,
2010-06,12420.030,
2010-07,11664.296,
2010-08,11519.861,
2010-09,11639.804,
2010-10,11495.660,
2010-11,11593.804,
2010-12,12446.779,
2011-01,12319.878,
2011-02,10766.028,
2011-03,10885.402,
2011-04,14264.100,
2011-05,22920.169,
2011-06,11815.528,
2011-07,11344.626,
2011-08,10971.387,
2011-09,11069.974,
2011-10,10766.014,
2011-11,11010.696,
2011-12,11448.782,
2012-01,12118.401,
2012-02,10200.250,
2012-03,10564.124,
2012-04,15697.543,
2012-05,18144.206,
2012-06,11224.568,
2012-07,10964.804,
2012-08,10381.958,
2012-09,10586.692,
2012-10,10351.152,
2012-11,10300.614,
2012-12,10736.773,
2013-01,11362.165,
2013-02,9981.308,
2013-03,10220.010,
2013-04,15603.208,
2013-05,14822.883,
2013-06,11466.782,
2013-07,10621.013,
2013-08,10136.364,
2013-09,11119.039,
2013-10,10067.145,
2013-11,9835.129,
2013-12,10311.673,
2014-01,10940.465,
2014-02,9542.701,Provisional value
2014-03,9601.185,Provisional value
2014-04,13415.813,Provisional value
2014-05,19598.886,Provisional value
2014-06,11956.661,Provisional value
2014-07,10543.348,Provisional value
2014-08,9955.816,Provisional value
2014-09,9761.535,
2014-10,9604.258,
2014-11,9480.978,
2014-12,10066.986,Provisional value
