"",BBDE1.M.DE.Y.BAA1.N2C300000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C300000.G.C.I10.A_FLAGS
2007-10,100.4,
2007-11,103.0,
2007-12,101.1,
2008-01,104.9,
2008-02,104.9,
2008-03,105.4,
2008-04,106.3,
2008-05,106.3,
2008-06,106.6,
2008-07,108.9,
2008-08,108.1,
2008-09,109.5,
2008-10,109.7,
2008-11,108.4,
2008-12,111.6,
2009-01,108.5,
2009-02,108.0,
2009-03,108.0,
2009-04,106.2,
2009-05,108.3,
2009-06,106.0,
2009-07,105.5,
2009-08,104.2,
2009-09,104.0,
2009-10,103.8,
2009-11,101.3,
2009-12,102.2,
2010-01,99.9,
2010-02,99.3,
2010-03,100.4,
2010-04,101.5,
2010-05,96.4,
2010-06,98.2,
2010-07,95.7,
2010-08,99.8,
2010-09,100.6,
2010-10,100.6,
2010-11,100.7,
2010-12,102.2,
2011-01,107.4,
2011-02,109.9,
2011-03,114.3,
2011-04,112.4,
2011-05,114.0,
2011-06,109.4,
2011-07,112.4,
2011-08,114.1,
2011-09,114.8,
2011-10,114.4,
2011-11,117.4,
2011-12,115.2,
2012-01,116.2,
2012-02,117.6,
2012-03,118.7,
2012-04,118.1,
2012-05,119.2,
2012-06,118.6,
2012-07,121.5,
2012-08,119.6,
2012-09,119.4,
2012-10,122.3,
2012-11,122.3,
2012-12,123.2,
2013-01,124.3,
2013-02,123.3,
2013-03,121.8,
2013-04,126.3,
2013-05,120.9,
2013-06,124.6,
2013-07,126.2,
2013-08,127.2,
2013-09,126.4,
2013-10,125.4,
2013-11,126.3,
2013-12,125.8,
2014-01,124.4,
2014-02,125.4,
2014-03,126.6,
2014-04,121.4,
2014-05,124.6,
2014-06,124.9,
2014-07,128.5,
2014-08,122.9,
2014-09,127.7,
2014-10,130.9,Provisional value
2014-11,127.1,Provisional value
2014-12,133.4,Provisional value
