"",BBDE1.M.DE.Y.AEB5.N2C210000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C210000.F.C.I10.A_FLAGS
2004-03,75.5,
2004-04,85.1,
2004-05,83.3,
2004-06,73.2,
2004-07,82.9,
2004-08,78.5,
2004-09,78.3,
2004-10,80.4,
2004-11,84.3,
2004-12,85.3,
2005-01,90.7,
2005-02,90.1,
2005-03,87.5,
2005-04,86.8,
2005-05,88.4,
2005-06,87.8,
2005-07,89.7,
2005-08,93.4,
2005-09,93.4,
2005-10,93.1,
2005-11,88.1,
2005-12,94.8,
2006-01,93.9,
2006-02,88.2,
2006-03,93.0,
2006-04,94.8,
2006-05,91.8,
2006-06,92.4,
2006-07,100.8,
2006-08,97.8,
2006-09,101.1,
2006-10,98.7,
2006-11,105.5,
2006-12,95.3,
2007-01,98.9,
2007-02,104.2,
2007-03,102.2,
2007-04,100.2,
2007-05,106.8,
2007-06,110.3,
2007-07,101.6,
2007-08,111.8,
2007-09,113.7,
2007-10,109.2,
2007-11,109.7,
2007-12,108.8,
2008-01,101.2,
2008-02,104.3,
2008-03,102.4,
2008-04,99.8,
2008-05,97.2,
2008-06,98.7,
2008-07,93.9,
2008-08,101.5,
2008-09,102.3,
2008-10,101.7,
2008-11,97.2,
2008-12,97.5,
2009-01,95.7,
2009-02,100.6,
2009-03,94.1,
2009-04,94.5,
2009-05,99.4,
2009-06,97.8,
2009-07,93.5,
2009-08,94.6,
2009-09,100.0,
2009-10,103.9,
2009-11,104.8,
2009-12,93.9,
2010-01,101.2,
2010-02,94.2,
2010-03,100.9,
2010-04,94.4,
2010-05,100.1,
2010-06,100.8,
2010-07,96.9,
2010-08,102.4,
2010-09,101.1,
2010-10,103.5,
2010-11,99.1,
2010-12,99.7,
2011-01,100.2,
2011-02,111.9,
2011-03,105.0,
2011-04,107.9,
2011-05,104.2,
2011-06,99.8,
2011-07,111.7,
2011-08,103.4,
2011-09,105.1,
2011-10,104.4,
2011-11,107.3,
2011-12,111.0,
2012-01,106.8,
2012-02,102.8,
2012-03,119.7,
2012-04,99.3,
2012-05,110.9,
2012-06,115.1,
2012-07,117.8,
2012-08,117.9,
2012-09,118.2,
2012-10,118.1,
2012-11,116.6,
2012-12,120.8,
2013-01,105.6,
2013-02,110.6,
2013-03,110.4,
2013-04,118.5,
2013-05,113.9,
2013-06,111.3,
2013-07,118.9,
2013-08,115.7,
2013-09,133.7,
2013-10,123.7,
2013-11,132.5,
2013-12,119.4,
2014-01,130.1,
2014-02,132.8,
2014-03,110.2,
2014-04,119.3,
2014-05,128.0,
2014-06,123.7,
2014-07,120.1,
2014-08,131.0,
2014-09,131.4,
2014-10,122.7,
2014-11,135.0,
2014-12,115.8,Provisional value
