"",BBEX3.D.THB.EUR.BB.AC.000,BBEX3.D.THB.EUR.BB.AC.000_FLAGS
1999-06-03,38.500,
1999-06-04,38.278,
1999-06-05,.,No value available
1999-06-06,.,No value available
1999-06-07,38.260,
1999-06-08,38.356,
1999-06-09,38.689,
1999-06-10,38.697,
1999-06-11,38.642,
1999-06-12,.,No value available
1999-06-13,.,No value available
1999-06-14,38.618,
1999-06-15,38.418,
1999-06-16,38.183,
1999-06-17,38.080,
1999-06-18,38.328,
1999-06-19,.,No value available
1999-06-20,.,No value available
1999-06-21,38.147,
1999-06-22,37.755,
1999-06-23,37.801,
1999-06-24,37.869,
1999-06-25,38.387,
1999-06-26,.,No value available
1999-06-27,.,No value available
1999-06-28,38.321,
1999-06-29,38.206,
1999-06-30,38.064,
1999-07-01,37.766,
1999-07-02,37.777,
1999-07-03,.,No value available
1999-07-04,.,No value available
1999-07-05,37.764,
1999-07-06,37.603,
1999-07-07,37.726,
1999-07-08,37.726,
1999-07-09,37.849,
1999-07-10,.,No value available
1999-07-11,.,No value available
1999-07-12,37.579,
1999-07-13,37.811,
1999-07-14,37.811,
1999-07-15,37.859,
1999-07-16,37.998,
1999-07-17,.,No value available
1999-07-18,.,No value available
1999-07-19,37.675,
1999-07-20,38.645,
1999-07-21,38.877,
1999-07-22,39.228,
1999-07-23,39.231,
1999-07-24,.,No value available
1999-07-25,.,No value available
1999-07-26,39.920,
1999-07-27,39.616,
1999-07-28,39.276,
1999-07-29,39.584,
1999-07-30,39.836,
1999-07-31,.,No value available
1999-08-01,.,No value available
1999-08-02,39.807,
1999-08-03,39.707,
1999-08-04,40.190,
1999-08-05,40.459,
1999-08-06,40.479,
1999-08-07,.,No value available
1999-08-08,.,No value available
1999-08-09,40.490,
1999-08-10,40.637,
1999-08-11,40.620,
1999-08-12,40.595,
1999-08-13,40.529,
1999-08-14,.,No value available
1999-08-15,.,No value available
1999-08-16,40.046,
1999-08-17,40.304,
1999-08-18,40.376,
1999-08-19,40.314,
1999-08-20,40.314,
1999-08-21,.,No value available
1999-08-22,.,No value available
1999-08-23,40.593,
1999-08-24,40.322,
1999-08-25,39.951,
1999-08-26,40.073,
1999-08-27,40.034,
1999-08-28,.,No value available
1999-08-29,.,No value available
1999-08-30,40.040,
1999-08-31,40.536,
1999-09-01,41.197,
1999-09-02,41.387,
1999-09-03,41.450,
1999-09-04,.,No value available
1999-09-05,.,No value available
1999-09-06,41.016,
1999-09-07,41.250,
1999-09-08,41.805,
1999-09-09,41.899,
1999-09-10,41.614,
1999-09-11,.,No value available
1999-09-12,.,No value available
1999-09-13,40.769,
1999-09-14,41.078,
1999-09-15,40.926,
1999-09-16,41.528,
1999-09-17,41.608,
1999-09-18,.,No value available
1999-09-19,.,No value available
1999-09-20,41.870,
1999-09-21,41.784,
1999-09-22,42.495,
1999-09-23,43.137,
1999-09-24,42.999,
1999-09-25,.,No value available
1999-09-26,.,No value available
1999-09-27,42.603,
1999-09-28,43.522,
1999-09-29,43.609,
1999-09-30,43.819,
1999-10-01,43.461,
1999-10-02,.,No value available
1999-10-03,.,No value available
1999-10-04,43.461,
1999-10-05,41.888,
1999-10-06,42.217,
1999-10-07,42.615,
1999-10-08,42.970,
1999-10-09,.,No value available
1999-10-10,.,No value available
1999-10-11,42.269,
1999-10-12,42.309,
1999-10-13,42.937,
1999-10-14,42.489,
1999-10-15,42.577,
1999-10-16,.,No value available
1999-10-17,.,No value available
1999-10-18,42.935,
1999-10-19,42.637,
1999-10-20,42.404,
1999-10-21,42.270,
1999-10-22,41.963,
1999-10-23,.,No value available
1999-10-24,.,No value available
1999-10-25,41.582,
1999-10-26,41.152,
1999-10-27,40.981,
1999-10-28,40.889,
1999-10-29,40.457,
1999-10-30,.,No value available
1999-10-31,.,No value available
1999-11-01,40.739,
1999-11-02,40.628,
1999-11-03,40.574,
1999-11-04,40.487,
1999-11-05,40.098,
1999-11-06,.,No value available
1999-11-07,.,No value available
1999-11-08,40.274,
1999-11-09,40.530,
1999-11-10,40.488,
1999-11-11,40.548,
1999-11-12,39.940,
1999-11-13,.,No value available
1999-11-14,.,No value available
1999-11-15,39.728,
1999-11-16,40.103,
1999-11-17,40.375,
1999-11-18,40.118,
1999-11-19,39.904,
1999-11-20,.,No value available
1999-11-21,.,No value available
1999-11-22,39.906,
1999-11-23,39.939,
1999-11-24,39.553,
1999-11-25,39.462,
1999-11-26,39.212,
1999-11-27,.,No value available
1999-11-28,.,No value available
1999-11-29,39.330,
1999-11-30,39.380,
1999-12-01,39.340,
1999-12-02,39.254,
1999-12-03,39.030,
1999-12-04,.,No value available
1999-12-05,.,No value available
1999-12-06,39.587,
1999-12-07,39.633,
1999-12-08,39.468,
1999-12-09,39.216,
1999-12-10,39.173,
1999-12-11,.,No value available
1999-12-12,.,No value available
1999-12-13,39.036,
1999-12-14,38.732,
1999-12-15,38.508,
1999-12-16,38.619,
1999-12-17,38.938,
1999-12-18,.,No value available
1999-12-19,.,No value available
1999-12-20,38.273,
1999-12-21,38.217,
1999-12-22,37.755,
1999-12-23,37.796,
1999-12-24,38.121,
1999-12-25,.,No value available
1999-12-26,.,No value available
1999-12-27,38.237,
1999-12-28,37.995,
1999-12-29,37.806,
1999-12-30,37.598,
1999-12-31,.,No value available
2000-01-01,.,No value available
2000-01-02,.,No value available
2000-01-03,37.279,
2000-01-04,38.208,
2000-01-05,38.538,
2000-01-06,39.073,
2000-01-07,38.430,
2000-01-08,.,No value available
2000-01-09,.,No value available
2000-01-10,38.033,
2000-01-11,38.659,
2000-01-12,38.646,
2000-01-13,38.491,
2000-01-14,38.273,
2000-01-15,.,No value available
2000-01-16,.,No value available
2000-01-17,37.815,
2000-01-18,37.659,
2000-01-19,37.833,
2000-01-20,37.554,
2000-01-21,37.502,
2000-01-22,.,No value available
2000-01-23,.,No value available
2000-01-24,37.358,
2000-01-25,37.302,
2000-01-26,37.521,
2000-01-27,37.209,
2000-01-28,37.010,
2000-01-29,.,No value available
2000-01-30,.,No value available
2000-01-31,36.709,
2000-02-01,36.389,
2000-02-02,36.577,
2000-02-03,36.741,
2000-02-04,36.957,
2000-02-05,.,No value available
2000-02-06,.,No value available
2000-02-07,36.788,
2000-02-08,37.268,
2000-02-09,37.219,
2000-02-10,36.900,
2000-02-11,36.753,
2000-02-12,.,No value available
2000-02-13,.,No value available
2000-02-14,36.952,
2000-02-15,36.706,
2000-02-16,36.923,
2000-02-17,37.463,
2000-02-18,37.488,
2000-02-19,.,No value available
2000-02-20,.,No value available
2000-02-21,37.636,
2000-02-22,38.211,
2000-02-23,38.324,
2000-02-24,37.762,
2000-02-25,37.159,
2000-02-26,.,No value available
2000-02-27,.,No value available
2000-02-28,36.520,
2000-02-29,37.029,
2000-03-01,36.805,
2000-03-02,36.878,
2000-03-03,36.659,
2000-03-04,.,No value available
2000-03-05,.,No value available
2000-03-06,36.739,
2000-03-07,36.558,
2000-03-08,36.200,
2000-03-09,36.490,
2000-03-10,36.335,
2000-03-11,.,No value available
2000-03-12,.,No value available
2000-03-13,36.763,
2000-03-14,36.436,
2000-03-15,36.664,
2000-03-16,36.719,
2000-03-17,36.742,
2000-03-18,.,No value available
2000-03-19,.,No value available
2000-03-20,36.914,
2000-03-21,36.748,
2000-03-22,36.325,
2000-03-23,36.267,
2000-03-24,36.686,
2000-03-25,.,No value available
2000-03-26,.,No value available
2000-03-27,36.697,
2000-03-28,36.496,
2000-03-29,36.149,
2000-03-30,36.125,
2000-03-31,36.150,
2000-04-01,.,No value available
2000-04-02,.,No value available
2000-04-03,36.072,
2000-04-04,36.102,
2000-04-05,36.757,
2000-04-06,36.644,
2000-04-07,36.361,
2000-04-08,.,No value available
2000-04-09,.,No value available
2000-04-10,36.407,
2000-04-11,36.516,
2000-04-12,36.369,
2000-04-13,36.171,
2000-04-14,36.142,
2000-04-15,.,No value available
2000-04-16,.,No value available
2000-04-17,36.399,
2000-04-18,36.040,
2000-04-19,35.972,
2000-04-20,35.581,
2000-04-21,.,No value available
2000-04-22,.,No value available
2000-04-23,.,No value available
2000-04-24,.,No value available
2000-04-25,35.382,
2000-04-26,35.030,
2000-04-27,34.927,
2000-04-28,34.547,
2000-04-29,.,No value available
2000-04-30,.,No value available
2000-05-01,.,No value available
2000-05-02,34.923,
2000-05-03,34.258,
2000-05-04,34.456,
2000-05-05,34.599,
2000-05-06,.,No value available
2000-05-07,.,No value available
2000-05-08,34.384,
2000-05-09,34.611,
2000-05-10,35.148,
2000-05-11,35.363,
2000-05-12,35.170,
2000-05-13,.,No value available
2000-05-14,.,No value available
2000-05-15,35.911,
2000-05-16,35.689,
2000-05-17,35.067,
2000-05-18,35.185,
2000-05-19,34.584,
2000-05-20,.,No value available
2000-05-21,.,No value available
2000-05-22,35.113,
2000-05-23,35.763,
2000-05-24,35.815,
2000-05-25,35.223,
2000-05-26,35.747,
2000-05-27,.,No value available
2000-05-28,.,No value available
2000-05-29,36.352,
2000-05-30,36.778,
2000-05-31,36.407,
2000-06-01,36.513,
2000-06-02,36.476,
2000-06-03,.,No value available
2000-06-04,.,No value available
2000-06-05,36.656,
2000-06-06,36.865,
2000-06-07,37.230,
2000-06-08,37.717,
2000-06-09,37.155,
2000-06-10,.,No value available
2000-06-11,.,No value available
2000-06-12,37.189,
2000-06-13,37.286,
2000-06-14,37.554,
2000-06-15,37.166,
2000-06-16,37.462,
2000-06-17,.,No value available
2000-06-18,.,No value available
2000-06-19,37.765,
2000-06-20,37.331,
2000-06-21,37.095,
2000-06-22,36.946,
2000-06-23,36.783,
2000-06-24,.,No value available
2000-06-25,.,No value available
2000-06-26,36.515,
2000-06-27,36.811,
2000-06-28,36.823,
2000-06-29,37.265,
2000-06-30,37.445,
2000-07-01,.,No value available
2000-07-02,.,No value available
2000-07-03,37.393,
2000-07-04,37.348,
2000-07-05,37.818,
2000-07-06,37.825,
2000-07-07,37.697,
2000-07-08,.,No value available
2000-07-09,.,No value available
2000-07-10,38.009,
2000-07-11,38.116,
2000-07-12,38.066,
2000-07-13,37.383,
2000-07-14,37.480,
2000-07-15,.,No value available
2000-07-16,.,No value available
2000-07-17,37.780,
2000-07-18,37.693,
2000-07-19,37.032,
2000-07-20,37.061,
2000-07-21,37.711,
2000-07-22,.,No value available
2000-07-23,.,No value available
2000-07-24,38.024,
2000-07-25,38.510,
2000-07-26,38.583,
2000-07-27,38.464,
2000-07-28,38.247,
2000-07-29,.,No value available
2000-07-30,.,No value available
2000-07-31,38.248,
2000-08-01,38.086,
2000-08-02,37.292,
2000-08-03,36.795,
2000-08-04,36.748,
2000-08-05,.,No value available
2000-08-06,.,No value available
2000-08-07,37.429,
2000-08-08,37.143,
2000-08-09,36.742,
2000-08-10,36.887,
2000-08-11,37.234,
2000-08-12,.,No value available
2000-08-13,.,No value available
2000-08-14,36.631,
2000-08-15,37.328,
2000-08-16,37.013,
2000-08-17,37.269,
2000-08-18,37.454,
2000-08-19,.,No value available
2000-08-20,.,No value available
2000-08-21,36.884,
2000-08-22,36.607,
2000-08-23,36.343,
2000-08-24,36.960,
2000-08-25,36.878,
2000-08-26,.,No value available
2000-08-27,.,No value available
2000-08-28,36.737,
2000-08-29,36.740,
2000-08-30,36.587,
2000-08-31,36.392,
2000-09-01,36.455,
2000-09-02,.,No value available
2000-09-03,.,No value available
2000-09-04,37.014,
2000-09-05,36.609,
2000-09-06,36.439,
2000-09-07,35.913,
2000-09-08,36.288,
2000-09-09,.,No value available
2000-09-10,.,No value available
2000-09-11,35.592,
2000-09-12,35.798,
2000-09-13,35.991,
2000-09-14,36.381,
2000-09-15,36.152,
2000-09-16,.,No value available
2000-09-17,.,No value available
2000-09-18,36.003,
2000-09-19,36.158,
2000-09-20,36.139,
2000-09-21,36.306,
2000-09-22,37.988,
2000-09-23,.,No value available
2000-09-24,.,No value available
2000-09-25,37.426,
2000-09-26,36.949,
2000-09-27,37.382,
2000-09-28,37.513,
2000-09-29,36.919,
2000-09-30,.,No value available
2000-10-01,.,No value available
2000-10-02,37.248,
2000-10-03,37.127,
2000-10-04,37.313,
2000-10-05,37.287,
2000-10-06,36.976,
2000-10-07,.,No value available
2000-10-08,.,No value available
2000-10-09,37.006,
2000-10-10,37.380,
2000-10-11,37.507,
2000-10-12,37.517,
2000-10-13,37.666,
2000-10-14,.,No value available
2000-10-15,.,No value available
2000-10-16,36.855,
2000-10-17,36.855,
2000-10-18,37.385,
2000-10-19,36.515,
2000-10-20,36.968,
2000-10-21,.,No value available
2000-10-22,.,No value available
2000-10-23,36.871,
2000-10-24,36.674,
2000-10-25,36.247,
2000-10-26,36.368,
2000-10-27,36.424,
2000-10-28,.,No value available
2000-10-29,.,No value available
2000-10-30,37.086,
2000-10-31,36.996,
2000-11-01,37.375,
2000-11-02,37.694,
2000-11-03,37.886,
2000-11-04,.,No value available
2000-11-05,.,No value available
2000-11-06,37.587,
2000-11-07,37.545,
2000-11-08,37.318,
2000-11-09,37.163,
2000-11-10,37.716,
2000-11-11,.,No value available
2000-11-12,.,No value available
2000-11-13,37.661,
2000-11-14,37.480,
2000-11-15,37.528,
2000-11-16,37.779,
2000-11-17,37.716,
2000-11-18,.,No value available
2000-11-19,.,No value available
2000-11-20,37.608,
2000-11-21,37.423,
2000-11-22,36.696,
2000-11-23,36.944,
2000-11-24,36.956,
2000-11-25,.,No value available
2000-11-26,.,No value available
2000-11-27,36.523,
2000-11-28,37.478,
2000-11-29,37.810,
2000-11-30,37.959,
2000-12-01,38.255,
2000-12-02,.,No value available
2000-12-03,.,No value available
2000-12-04,38.983,
2000-12-05,38.599,
2000-12-06,38.523,
2000-12-07,38.909,
2000-12-08,38.648,
2000-12-09,.,No value available
2000-12-10,.,No value available
2000-12-11,38.236,
2000-12-12,38.165,
2000-12-13,38.154,
2000-12-14,38.416,
2000-12-15,38.999,
2000-12-16,.,No value available
2000-12-17,.,No value available
2000-12-18,38.774,
2000-12-19,38.288,
2000-12-20,38.679,
2000-12-21,38.767,
2000-12-22,38.846,
2000-12-23,.,No value available
2000-12-24,.,No value available
2000-12-25,.,No value available
2000-12-26,.,No value available
2000-12-27,39.783,
2000-12-28,40.118,
2000-12-29,40.291,
2000-12-30,.,No value available
2000-12-31,.,No value available
2001-01-01,.,No value available
2001-01-02,41.342,
2001-01-03,41.482,
2001-01-04,41.031,
2001-01-05,41.224,
2001-01-06,.,No value available
2001-01-07,.,No value available
2001-01-08,40.885,
2001-01-09,40.589,
2001-01-10,40.722,
2001-01-11,41.477,
2001-01-12,41.419,
2001-01-13,.,No value available
2001-01-14,.,No value available
2001-01-15,40.973,
2001-01-16,40.641,
2001-01-17,40.539,
2001-01-18,40.705,
2001-01-19,40.499,
2001-01-20,.,No value available
2001-01-21,.,No value available
2001-01-22,40.092,
2001-01-23,40.521,
2001-01-24,40.010,
2001-01-25,39.292,
2001-01-26,39.520,
2001-01-27,.,No value available
2001-01-28,.,No value available
2001-01-29,39.208,
2001-01-30,39.255,
2001-01-31,39.495,
2001-02-01,39.764,
2001-02-02,39.799,
2001-02-03,.,No value available
2001-02-04,.,No value available
2001-02-05,40.136,
2001-02-06,39.575,
2001-02-07,39.674,
2001-02-08,39.263,
2001-02-09,39.310,
2001-02-10,.,No value available
2001-02-11,.,No value available
2001-02-12,39.550,
2001-02-13,39.360,
2001-02-14,38.937,
2001-02-15,38.459,
2001-02-16,38.743,
2001-02-17,.,No value available
2001-02-18,.,No value available
2001-02-19,39.294,
2001-02-20,38.742,
2001-02-21,39.199,
2001-02-22,39.049,
2001-02-23,38.985,
2001-02-24,.,No value available
2001-02-25,.,No value available
2001-02-26,39.056,
2001-02-27,39.245,
2001-02-28,39.870,
2001-03-01,40.090,
2001-03-02,40.597,
2001-03-03,.,No value available
2001-03-04,.,No value available
2001-03-05,40.475,
2001-03-06,40.320,
2001-03-07,40.626,
2001-03-08,40.541,
2001-03-09,40.730,
2001-03-10,.,No value available
2001-03-11,.,No value available
2001-03-12,40.565,
2001-03-13,40.102,
2001-03-14,40.068,
2001-03-15,39.841,
2001-03-16,39.389,
2001-03-17,.,No value available
2001-03-18,.,No value available
2001-03-19,39.408,
2001-03-20,39.659,
2001-03-21,39.763,
2001-03-22,39.549,
2001-03-23,39.484,
2001-03-24,.,No value available
2001-03-25,.,No value available
2001-03-26,39.596,
2001-03-27,39.772,
2001-03-28,39.376,
2001-03-29,39.537,
2001-03-30,39.668,
2001-03-31,.,No value available
2001-04-01,.,No value available
2001-04-02,39.641,
2001-04-03,39.908,
2001-04-04,41.007,
2001-04-05,40.824,
2001-04-06,40.753,
2001-04-07,.,No value available
2001-04-08,.,No value available
2001-04-09,41.190,
2001-04-10,40.803,
2001-04-11,40.160,
2001-04-12,40.149,
2001-04-13,.,No value available
2001-04-14,.,No value available
2001-04-15,.,No value available
2001-04-16,.,No value available
2001-04-17,40.020,
2001-04-18,39.957,
2001-04-19,39.981,
2001-04-20,41.042,
2001-04-21,.,No value available
2001-04-22,.,No value available
2001-04-23,41.008,
2001-04-24,40.834,
2001-04-25,40.851,
2001-04-26,41.146,
2001-04-27,41.247,
2001-04-28,.,No value available
2001-04-29,.,No value available
2001-04-30,40.504,
2001-05-01,.,No value available
2001-05-02,40.507,
2001-05-03,40.444,
2001-05-04,40.804,
2001-05-05,.,No value available
2001-05-06,.,No value available
2001-05-07,40.707,
2001-05-08,40.441,
2001-05-09,40.143,
2001-05-10,40.484,
2001-05-11,39.882,
2001-05-12,.,No value available
2001-05-13,.,No value available
2001-05-14,39.801,
2001-05-15,39.962,
2001-05-16,40.114,
2001-05-17,39.944,
2001-05-18,39.926,
2001-05-19,.,No value available
2001-05-20,.,No value available
2001-05-21,39.938,
2001-05-22,39.605,
2001-05-23,39.046,
2001-05-24,39.080,
2001-05-25,39.153,
2001-05-26,.,No value available
2001-05-27,.,No value available
2001-05-28,39.191,
2001-05-29,38.833,
2001-05-30,38.820,
2001-05-31,38.485,
2001-06-01,38.448,
2001-06-02,.,No value available
2001-06-03,.,No value available
2001-06-04,38.718,
2001-06-05,38.162,
2001-06-06,38.712,
2001-06-07,38.196,
2001-06-08,38.287,
2001-06-09,.,No value available
2001-06-10,.,No value available
2001-06-11,38.419,
2001-06-12,38.386,
2001-06-13,38.802,
2001-06-14,38.535,
2001-06-15,39.211,
2001-06-16,.,No value available
2001-06-17,.,No value available
2001-06-18,38.895,
2001-06-19,38.705,
2001-06-20,38.539,
2001-06-21,38.715,
2001-06-22,38.583,
2001-06-23,.,No value available
2001-06-24,.,No value available
2001-06-25,38.894,
2001-06-26,38.979,
2001-06-27,39.014,
2001-06-28,38.563,
2001-06-29,38.391,
2001-06-30,.,No value available
2001-07-01,.,No value available
2001-07-02,38.361,
2001-07-03,38.586,
2001-07-04,38.402,
2001-07-05,38.200,
2001-07-06,38.085,
2001-07-07,.,No value available
2001-07-08,.,No value available
2001-07-09,38.442,
2001-07-10,38.895,
2001-07-11,39.229,
2001-07-12,38.901,
2001-07-13,38.978,
2001-07-14,.,No value available
2001-07-15,.,No value available
2001-07-16,39.265,
2001-07-17,38.945,
2001-07-18,39.517,
2001-07-19,39.875,
2001-07-20,40.115,
2001-07-21,.,No value available
2001-07-22,.,No value available
2001-07-23,39.666,
2001-07-24,39.806,
2001-07-25,40.231,
2001-07-26,40.032,
2001-07-27,40.006,
2001-07-28,.,No value available
2001-07-29,.,No value available
2001-07-30,39.980,
2001-07-31,40.030,
2001-08-01,40.336,
2001-08-02,40.120,
2001-08-03,39.995,
2001-08-04,.,No value available
2001-08-05,.,No value available
2001-08-06,39.963,
2001-08-07,39.932,
2001-08-08,39.808,
2001-08-09,40.228,
2001-08-10,40.451,
2001-08-11,.,No value available
2001-08-12,.,No value available
2001-08-13,40.581,
2001-08-14,40.331,
2001-08-15,40.845,
2001-08-16,40.802,
2001-08-17,41.040,
2001-08-18,.,No value available
2001-08-19,.,No value available
2001-08-20,41.082,
2001-08-21,40.786,
2001-08-22,41.037,
2001-08-23,40.660,
2001-08-24,40.458,
2001-08-25,.,No value available
2001-08-26,.,No value available
2001-08-27,40.226,
2001-08-28,40.067,
2001-08-29,40.306,
2001-08-30,40.275,
2001-08-31,40.351,
2001-09-01,.,No value available
2001-09-02,.,No value available
2001-09-03,39.971,
2001-09-04,39.640,
2001-09-05,39.403,
2001-09-06,39.403,
2001-09-07,39.973,
2001-09-08,.,No value available
2001-09-09,.,No value available
2001-09-10,40.375,
2001-09-11,40.154,
2001-09-12,40.264,
2001-09-13,40.131,
2001-09-14,40.754,
2001-09-15,.,No value available
2001-09-16,.,No value available
2001-09-17,40.769,
2001-09-18,40.855,
2001-09-19,40.854,
2001-09-20,40.847,
2001-09-21,40.619,
2001-09-22,.,No value available
2001-09-23,.,No value available
2001-09-24,40.690,
2001-09-25,40.787,
2001-09-26,40.830,
2001-09-27,40.882,
2001-09-28,40.629,
2001-09-29,.,No value available
2001-09-30,.,No value available
2001-10-01,40.623,
2001-10-02,41.041,
2001-10-03,41.268,
2001-10-04,40.683,
2001-10-05,41.020,
2001-10-06,.,No value available
2001-10-07,.,No value available
2001-10-08,41.272,
2001-10-09,41.187,
2001-10-10,40.833,
2001-10-11,40.622,
2001-10-12,40.465,
2001-10-13,.,No value available
2001-10-14,.,No value available
2001-10-15,40.534,
2001-10-16,40.383,
2001-10-17,40.380,
2001-10-18,40.376,
2001-10-19,40.291,
2001-10-20,.,No value available
2001-10-21,.,No value available
2001-10-22,40.148,
2001-10-23,39.834,
2001-10-24,39.930,
2001-10-25,39.903,
2001-10-26,39.990,
2001-10-27,.,No value available
2001-10-28,.,No value available
2001-10-29,40.347,
2001-10-30,40.473,
2001-10-31,40.416,
2001-11-01,40.684,
2001-11-02,40.503,
2001-11-03,.,No value available
2001-11-04,.,No value available
2001-11-05,40.018,
2001-11-06,40.013,
2001-11-07,40.241,
2001-11-08,39.892,
2001-11-09,39.714,
2001-11-10,.,No value available
2001-11-11,.,No value available
2001-11-12,39.560,
2001-11-13,39.311,
2001-11-14,39.116,
2001-11-15,39.223,
2001-11-16,39.340,
2001-11-17,.,No value available
2001-11-18,.,No value available
2001-11-19,39.102,
2001-11-20,39.159,
2001-11-21,38.999,
2001-11-22,38.937,
2001-11-23,38.958,
2001-11-24,.,No value available
2001-11-25,.,No value available
2001-11-26,38.927,
2001-11-27,38.740,
2001-11-28,38.943,
2001-11-29,39.141,
2001-11-30,39.073,
2001-12-01,.,No value available
2001-12-02,.,No value available
2001-12-03,39.274,
2001-12-04,39.260,
2001-12-05,39.197,
2001-12-06,39.016,
2001-12-07,39.024,
2001-12-08,.,No value available
2001-12-09,.,No value available
2001-12-10,38.867,
2001-12-11,38.999,
2001-12-12,39.102,
2001-12-13,39.207,
2001-12-14,39.503,
2001-12-15,.,No value available
2001-12-16,.,No value available
2001-12-17,39.687,
2001-12-18,39.558,
2001-12-19,39.386,
2001-12-20,39.418,
2001-12-21,39.336,
2001-12-22,.,No value available
2001-12-23,.,No value available
2001-12-24,38.685,
2001-12-25,.,No value available
2001-12-26,.,No value available
2001-12-27,39.026,
2001-12-28,38.945,
2001-12-29,.,No value available
2001-12-30,.,No value available
2001-12-31,.,No value available
2002-01-01,.,No value available
2002-01-02,39.956,
2002-01-03,39.799,
2002-01-04,39.335,
2002-01-05,.,No value available
2002-01-06,.,No value available
2002-01-07,39.055,
2002-01-08,39.289,
2002-01-09,39.313,
2002-01-10,39.302,
2002-01-11,39.268,
2002-01-12,.,No value available
2002-01-13,.,No value available
2002-01-14,39.176,
2002-01-15,39.119,
2002-01-16,38.698,
2002-01-17,38.696,
2002-01-18,38.738,
2002-01-19,.,No value available
2002-01-20,.,No value available
2002-01-21,38.881,
2002-01-22,39.018,
2002-01-23,39.133,
2002-01-24,38.726,
2002-01-25,38.202,
2002-01-26,.,No value available
