"",BBEX3.D.THB.EUR.BB.AC.000,BBEX3.D.THB.EUR.BB.AC.000_FLAGS
2005-03-06,.,No value available
2005-03-07,50.663,
2005-03-08,50.790,
2005-03-09,51.088,
2005-03-10,51.395,
2005-03-11,51.363,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,51.305,
2005-03-15,51.416,
2005-03-16,51.410,
2005-03-17,51.513,
2005-03-18,51.164,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,50.932,
2005-03-22,50.910,
2005-03-23,50.456,
2005-03-24,50.497,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,50.713,
2005-03-30,50.962,
2005-03-31,50.650,
2005-04-01,50.745,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,50.939,
2005-04-05,50.790,
2005-04-06,50.872,
2005-04-07,51.196,
2005-04-08,50.896,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,51.365,
2005-04-12,51.511,
2005-04-13,51.042,
2005-04-14,50.943,
2005-04-15,51.075,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,51.317,
2005-04-19,51.395,
2005-04-20,51.402,
2005-04-21,51.716,
2005-04-22,51.595,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,51.093,
2005-04-26,51.257,
2005-04-27,51.143,
2005-04-28,51.060,
2005-04-29,51.110,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,50.830,
2005-05-03,50.827,
2005-05-04,51.138,
2005-05-05,51.124,
2005-05-06,51.033,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,50.704,
2005-05-10,50.767,
2005-05-11,50.699,
2005-05-12,50.367,
2005-05-13,49.948,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,50.312,
2005-05-17,50.371,
2005-05-18,50.326,
2005-05-19,50.456,
2005-05-20,50.372,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,50.303,
2005-05-24,50.487,
2005-05-25,50.486,
2005-05-26,50.599,
2005-05-27,50.779,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,50.370,
2005-05-31,50.058,
2005-06-01,49.864,
2005-06-02,49.894,
2005-06-03,50.035,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,49.790,
2005-06-07,49.765,
2005-06-08,49.995,
2005-06-09,49.821,
2005-06-10,49.701,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,49.345,
2005-06-14,49.562,
2005-06-15,49.423,
2005-06-16,49.599,
2005-06-17,50.058,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,50.195,
2005-06-21,49.837,
2005-06-22,49.883,
2005-06-23,49.485,
2005-06-24,49.595,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,49.976,
2005-06-28,49.892,
2005-06-29,49.803,
2005-06-30,49.938,
2005-07-01,49.923,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,49.296,
2005-07-05,49.386,
2005-07-06,49.572,
2005-07-07,49.843,
2005-07-08,50.161,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,50.483,
2005-07-12,50.815,
2005-07-13,50.925,
2005-07-14,50.498,
2005-07-15,50.428,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,50.398,
2005-07-19,50.225,
2005-07-20,50.737,
2005-07-21,50.474,
2005-07-22,50.238,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,49.975,
2005-07-26,49.818,
2005-07-27,49.990,
2005-07-28,50.600,
2005-07-29,50.385,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,50.780,
2005-08-02,50.536,
2005-08-03,50.803,
2005-08-04,50.787,
2005-08-05,51.028,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,50.890,
2005-08-09,50.969,
2005-08-10,50.682,
2005-08-11,50.747,
2005-08-12,50.849,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,50.733,
2005-08-16,50.721,
2005-08-17,50.727,
2005-08-18,50.411,
2005-08-19,50.265,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,50.174,
2005-08-23,50.155,
2005-08-24,50.265,
2005-08-25,50.409,
2005-08-26,50.481,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,50.655,
2005-08-30,50.379,
2005-08-31,50.441,
2005-09-01,50.927,
2005-09-02,51.491,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,51.335,
2005-09-06,51.303,
2005-09-07,51.030,
2005-09-08,50.934,
2005-09-09,50.908,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,50.290,
2005-09-13,50.293,
2005-09-14,50.375,
2005-09-15,50.059,
2005-09-16,50.178,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,49.895,
2005-09-20,49.900,
2005-09-21,50.171,
2005-09-22,50.163,
2005-09-23,49.750,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,49.646,
2005-09-27,49.529,
2005-09-28,49.554,
2005-09-29,49.529,
2005-09-30,49.440,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,49.120,
2005-10-04,49.081,
2005-10-05,49.032,
2005-10-06,49.428,
2005-10-07,49.586,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,49.353,
2005-10-11,49.162,
2005-10-12,49.175,
2005-10-13,49.056,
2005-10-14,49.078,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,49.124,
2005-10-18,48.800,
2005-10-19,48.961,
2005-10-20,48.874,
2005-10-21,49.115,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,48.913,
2005-10-25,49.103,
2005-10-26,49.257,
2005-10-27,49.452,
2005-10-28,49.507,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,49.038,
2005-11-01,48.975,
2005-11-02,48.969,
2005-11-03,49.163,
2005-11-04,48.907,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,48.524,
2005-11-08,48.367,
2005-11-09,48.366,
2005-11-10,48.399,
2005-11-11,48.114,
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,48.228,
2005-11-15,48.070,
2005-11-16,48.094,
2005-11-17,48.146,
2005-11-18,48.129,
2005-11-19,.,No value available
2005-11-20,.,No value available
2005-11-21,48.640,
2005-11-22,48.241,
2005-11-23,48.488,
2005-11-24,48.544,
2005-11-25,48.462,
2005-11-26,.,No value available
2005-11-27,.,No value available
2005-11-28,48.387,
2005-11-29,48.589,
2005-11-30,48.522,
2005-12-01,48.442,
2005-12-02,48.451,
2005-12-03,.,No value available
2005-12-04,.,No value available
2005-12-05,48.682,
2005-12-06,48.744,
2005-12-07,48.384,
2005-12-08,48.548,
2005-12-09,48.674,
2005-12-10,.,No value available
2005-12-11,.,No value available
2005-12-12,49.177,
2005-12-13,49.071,
2005-12-14,49.332,
2005-12-15,49.072,
2005-12-16,49.086,
2005-12-17,.,No value available
2005-12-18,.,No value available
2005-12-19,49.016,
2005-12-20,48.896,
2005-12-21,48.632,
2005-12-22,48.413,
2005-12-23,48.527,
2005-12-24,.,No value available
2005-12-25,.,No value available
2005-12-26,.,No value available
2005-12-27,48.522,
2005-12-28,48.818,
2005-12-29,48.431,
2005-12-30,48.437,
2005-12-31,.,No value available
2006-01-01,.,No value available
2006-01-02,48.516,
2006-01-03,48.488,
2006-01-04,48.918,
2006-01-05,48.820,
2006-01-06,48.451,
2006-01-07,.,No value available
2006-01-08,.,No value available
2006-01-09,48.060,
2006-01-10,48.025,
2006-01-11,48.100,
2006-01-12,47.671,
2006-01-13,47.643,
2006-01-14,.,No value available
2006-01-15,.,No value available
2006-01-16,48.054,
2006-01-17,47.984,
2006-01-18,47.869,
2006-01-19,47.543,
2006-01-20,47.248,
2006-01-21,.,No value available
2006-01-22,.,No value available
2006-01-23,48.011,
2006-01-24,48.180,
2006-01-25,47.891,
2006-01-26,47.664,
2006-01-27,47.531,
2006-01-28,.,No value available
2006-01-29,.,No value available
2006-01-30,47.291,
2006-01-31,47.271,
2006-02-01,47.389,
2006-02-02,47.480,
2006-02-03,47.506,
2006-02-04,.,No value available
2006-02-05,.,No value available
2006-02-06,47.247,
2006-02-07,47.359,
2006-02-08,47.491,
2006-02-09,47.379,
2006-02-10,46.904,
2006-02-11,.,No value available
2006-02-12,.,No value available
2006-02-13,46.754,
2006-02-14,46.793,
2006-02-15,46.865,
2006-02-16,46.738,
2006-02-17,46.663,
2006-02-18,.,No value available
2006-02-19,.,No value available
2006-02-20,46.958,
2006-02-21,46.916,
2006-02-22,46.926,
2006-02-23,47.017,
2006-02-24,46.852,
2006-02-25,.,No value available
2006-02-26,.,No value available
2006-02-27,46.517,
2006-02-28,46.526,
2006-03-01,46.587,
2006-03-02,46.011,
2006-03-03,46.658,
2006-03-04,.,No value available
2006-03-05,.,No value available
2006-03-06,46.606,
2006-03-07,46.580,
2006-03-08,46.705,
2006-03-09,46.568,
2006-03-10,46.562,
2006-03-11,.,No value available
2006-03-12,.,No value available
2006-03-13,46.707,
2006-03-14,46.836,
2006-03-15,47.102,
2006-03-16,47.176,
2006-03-17,47.491,
2006-03-18,.,No value available
2006-03-19,.,No value available
2006-03-20,47.085,
2006-03-21,47.131,
2006-03-22,47.041,
2006-03-23,47.075,
2006-03-24,46.765,
2006-03-25,.,No value available
2006-03-26,.,No value available
2006-03-27,46.807,
2006-03-28,46.952,
2006-03-29,46.789,
2006-03-30,46.991,
2006-03-31,47.008,
2006-04-01,.,No value available
2006-04-02,.,No value available
2006-04-03,46.867,
2006-04-04,47.233,
2006-04-05,46.978,
2006-04-06,46.976,
2006-04-07,46.436,
2006-04-08,.,No value available
2006-04-09,.,No value available
2006-04-10,46.144,
2006-04-11,46.082,
2006-04-12,46.235,
2006-04-13,46.127,
2006-04-14,.,No value available
2006-04-15,.,No value available
2006-04-16,.,No value available
2006-04-17,.,No value available
2006-04-18,46.482,
2006-04-19,46.567,
2006-04-20,46.608,
2006-04-21,46.600,
2006-04-22,.,No value available
2006-04-23,.,No value available
2006-04-24,46.437,
2006-04-25,46.745,
2006-04-26,46.863,
2006-04-27,46.717,
2006-04-28,47.045,
2006-04-29,.,No value available
2006-04-30,.,No value available
2006-05-01,.,No value available
2006-05-02,47.569,
2006-05-03,47.526,
2006-05-04,47.598,
2006-05-05,48.037,
2006-05-06,.,No value available
2006-05-07,.,No value available
2006-05-08,47.822,
2006-05-09,47.787,
2006-05-10,48.068,
2006-05-11,48.090,
2006-05-12,48.861,
2006-05-13,.,No value available
2006-05-14,.,No value available
2006-05-15,49.036,
2006-05-16,48.893,
2006-05-17,48.835,
2006-05-18,48.770,
2006-05-19,48.753,
2006-05-20,.,No value available
2006-05-21,.,No value available
2006-05-22,48.966,
2006-05-23,49.098,
2006-05-24,49.425,
2006-05-25,48.907,
2006-05-26,48.934,
2006-05-27,.,No value available
2006-05-28,.,No value available
2006-05-29,48.744,
2006-05-30,48.981,
2006-05-31,49.051,
2006-06-01,48.711,
2006-06-02,48.962,
2006-06-03,.,No value available
2006-06-04,.,No value available
2006-06-05,49.420,
2006-06-06,49.071,
2006-06-07,48.965,
2006-06-08,49.030,
2006-06-09,48.532,
2006-06-10,.,No value available
2006-06-11,.,No value available
2006-06-12,48.323,
2006-06-13,48.438,
2006-06-14,48.217,
2006-06-15,48.431,
2006-06-16,48.510,
2006-06-17,.,No value available
2006-06-18,.,No value available
2006-06-19,48.435,
2006-06-20,48.154,
2006-06-21,48.488,
2006-06-22,48.355,
2006-06-23,48.118,
2006-06-24,.,No value available
2006-06-25,.,No value available
2006-06-26,48.320,
2006-06-27,48.339,
2006-06-28,48.319,
2006-06-29,48.199,
2006-06-30,48.575,
2006-07-01,.,No value available
2006-07-02,.,No value available
2006-07-03,48.685,
2006-07-04,48.454,
2006-07-05,48.798,
2006-07-06,48.697,
2006-07-07,48.586,
2006-07-08,.,No value available
2006-07-09,.,No value available
2006-07-10,48.273,
2006-07-11,48.182,
2006-07-12,48.208,
2006-07-13,48.151,
2006-07-14,48.099,
2006-07-15,.,No value available
2006-07-16,.,No value available
2006-07-17,47.955,
2006-07-18,47.777,
2006-07-19,47.708,
2006-07-20,48.090,
2006-07-21,48.116,
2006-07-22,.,No value available
2006-07-23,.,No value available
2006-07-24,48.030,
2006-07-25,47.990,
2006-07-26,47.793,
2006-07-27,48.156,
2006-07-28,48.064,
2006-07-29,.,No value available
2006-07-30,.,No value available
2006-07-31,48.315,
2006-08-01,48.327,
2006-08-02,48.555,
2006-08-03,48.401,
2006-08-04,48.418,
2006-08-05,.,No value available
2006-08-06,.,No value available
2006-08-07,48.496,
2006-08-08,48.386,
2006-08-09,48.393,
2006-08-10,48.147,
2006-08-11,47.793,
2006-08-12,.,No value available
2006-08-13,.,No value available
2006-08-14,47.567,
2006-08-15,47.685,
2006-08-16,47.878,
2006-08-17,48.444,
2006-08-18,48.084,
2006-08-19,.,No value available
2006-08-20,.,No value available
2006-08-21,48.389,
2006-08-22,48.192,
2006-08-23,48.184,
2006-08-24,48.337,
2006-08-25,48.072,
2006-08-26,.,No value available
2006-08-27,.,No value available
2006-08-28,48.196,
2006-08-29,48.068,
2006-08-30,48.170,
2006-08-31,48.241,
2006-09-01,48.077,
2006-09-02,.,No value available
2006-09-03,.,No value available
2006-09-04,48.002,
2006-09-05,47.845,
2006-09-06,47.769,
2006-09-07,47.548,
2006-09-08,47.610,
2006-09-09,.,No value available
2006-09-10,.,No value available
2006-09-11,47.622,
2006-09-12,47.614,
2006-09-13,47.389,
2006-09-14,47.518,
2006-09-15,47.225,
2006-09-16,.,No value available
2006-09-17,.,No value available
2006-09-18,47.297,
2006-09-19,47.142,
2006-09-20,47.824,
2006-09-21,47.638,
2006-09-22,47.957,
2006-09-23,.,No value available
2006-09-24,.,No value available
2006-09-25,47.850,
2006-09-26,47.606,
2006-09-27,47.603,
2006-09-28,47.722,
2006-09-29,47.572,
2006-09-30,.,No value available
2006-10-01,.,No value available
2006-10-02,47.708,
2006-10-03,47.847,
2006-10-04,47.692,
2006-10-05,47.816,
2006-10-06,47.482,
2006-10-07,.,No value available
2006-10-08,.,No value available
2006-10-09,47.356,
2006-10-10,47.049,
2006-10-11,47.034,
2006-10-12,47.010,
2006-10-13,46.985,
2006-10-14,.,No value available
2006-10-15,.,No value available
2006-10-16,46.875,
2006-10-17,46.825,
2006-10-18,46.884,
2006-10-19,46.873,
2006-10-20,46.987,
2006-10-21,.,No value available
2006-10-22,.,No value available
2006-10-23,46.761,
2006-10-24,46.676,
2006-10-25,46.691,
2006-10-26,46.835,
2006-10-27,46.764,
2006-10-28,.,No value available
2006-10-29,.,No value available
2006-10-30,46.707,
2006-10-31,46.639,
2006-11-01,46.763,
2006-11-02,46.827,
2006-11-03,46.825,
2006-11-04,.,No value available
2006-11-05,.,No value available
2006-11-06,46.648,
2006-11-07,46.770,
2006-11-08,46.871,
2006-11-09,47.002,
2006-11-10,47.110,
2006-11-11,.,No value available
2006-11-12,.,No value available
2006-11-13,46.847,
2006-11-14,46.684,
2006-11-15,46.738,
2006-11-16,46.726,
2006-11-17,46.812,
2006-11-18,.,No value available
2006-11-19,.,No value available
2006-11-20,47.000,
2006-11-21,46.886,
2006-11-22,47.133,
2006-11-23,47.319,
2006-11-24,47.728,
2006-11-25,.,No value available
2006-11-26,.,No value available
2006-11-27,47.750,
2006-11-28,47.772,
2006-11-29,47.477,
2006-11-30,47.399,
2006-12-01,47.577,
2006-12-02,.,No value available
2006-12-03,.,No value available
2006-12-04,47.739,
2006-12-05,47.489,
2006-12-06,47.342,
2006-12-07,47.293,
2006-12-08,47.207,
2006-12-09,.,No value available
2006-12-10,.,No value available
2006-12-11,46.882,
2006-12-12,46.714,
2006-12-13,46.783,
2006-12-14,46.515,
2006-12-15,46.253,
2006-12-16,.,No value available
2006-12-17,.,No value available
2006-12-18,47.022,
2006-12-19,47.073,
2006-12-20,47.400,
2006-12-21,48.159,
2006-12-22,48.019,
2006-12-23,.,No value available
2006-12-24,.,No value available
2006-12-25,.,No value available
2006-12-26,.,No value available
2006-12-27,47.776,
2006-12-28,47.252,
2006-12-29,46.770,
2006-12-30,.,No value available
2006-12-31,.,No value available
2007-01-01,.,No value available
2007-01-02,47.462,
2007-01-03,47.043,
2007-01-04,46.625,
2007-01-05,46.841,
2007-01-06,.,No value available
2007-01-07,.,No value available
2007-01-08,46.371,
2007-01-09,46.754,
2007-01-10,46.837,
2007-01-11,46.639,
2007-01-12,46.337,
2007-01-13,.,No value available
2007-01-14,.,No value available
2007-01-15,46.503,
2007-01-16,46.486,
2007-01-17,46.255,
2007-01-18,45.507,
2007-01-19,45.645,
2007-01-20,.,No value available
2007-01-21,.,No value available
2007-01-22,45.610,
2007-01-23,45.523,
2007-01-24,45.723,
2007-01-25,44.320,
2007-01-26,43.057,
2007-01-27,.,No value available
2007-01-28,.,No value available
2007-01-29,43.953,
2007-01-30,44.450,
2007-01-31,44.756,
2007-02-01,45.765,
2007-02-02,45.524,
2007-02-03,.,No value available
2007-02-04,.,No value available
2007-02-05,44.656,
2007-02-06,44.330,
2007-02-07,44.543,
2007-02-08,44.401,
2007-02-09,44.158,
2007-02-10,.,No value available
2007-02-11,.,No value available
2007-02-12,43.727,
2007-02-13,44.050,
2007-02-14,43.572,
2007-02-15,43.870,
2007-02-16,43.817,
2007-02-17,.,No value available
2007-02-18,.,No value available
2007-02-19,44.910,
2007-02-20,43.840,
2007-02-21,44.470,
2007-02-22,44.460,
2007-02-23,44.060,
2007-02-24,.,No value available
2007-02-25,.,No value available
2007-02-26,44.516,
2007-02-27,45.114,
2007-02-28,44.900,
2007-03-01,44.678,
2007-03-02,44.290,
2007-03-03,.,No value available
2007-03-04,.,No value available
2007-03-05,43.370,
2007-03-06,42.597,
2007-03-07,43.037,
2007-03-08,43.248,
2007-03-09,42.969,
2007-03-10,.,No value available
2007-03-11,.,No value available
2007-03-12,43.259,
2007-03-13,43.708,
2007-03-14,43.400,
2007-03-15,43.690,
2007-03-16,43.850,
2007-03-17,.,No value available
2007-03-18,.,No value available
2007-03-19,43.970,
2007-03-20,43.677,
2007-03-21,42.560,
2007-03-22,42.652,
2007-03-23,42.402,
2007-03-24,.,No value available
2007-03-25,.,No value available
2007-03-26,43.550,
2007-03-27,43.200,
2007-03-28,42.711,
2007-03-29,43.160,
2007-03-30,43.057,
2007-03-31,.,No value available
2007-04-01,.,No value available
2007-04-02,43.348,
2007-04-03,43.422,
2007-04-04,43.305,
2007-04-05,43.574,
2007-04-06,.,No value available
2007-04-07,.,No value available
2007-04-08,.,No value available
2007-04-09,.,No value available
2007-04-10,43.834,
2007-04-11,43.875,
2007-04-12,43.687,
2007-04-13,44.182,
2007-04-14,.,No value available
2007-04-15,.,No value available
2007-04-16,44.218,
2007-04-17,44.192,
2007-04-18,44.100,
2007-04-19,44.200,
2007-04-20,44.149,
2007-04-21,.,No value available
2007-04-22,.,No value available
2007-04-23,43.983,
2007-04-24,44.191,
2007-04-25,44.200,
2007-04-26,44.470,
2007-04-27,44.610,
2007-04-28,.,No value available
2007-04-29,.,No value available
2007-04-30,44.645,
2007-05-01,.,No value available
2007-05-02,44.374,
2007-05-03,44.741,
2007-05-04,44.229,
2007-05-05,.,No value available
2007-05-06,.,No value available
2007-05-07,44.335,
2007-05-08,44.340,
2007-05-09,44.228,
2007-05-10,44.188,
2007-05-11,44.830,
2007-05-12,.,No value available
2007-05-13,.,No value available
2007-05-14,45.240,
2007-05-15,45.023,
2007-05-16,45.278,
2007-05-17,45.179,
2007-05-18,44.732,
2007-05-19,.,No value available
2007-05-20,.,No value available
2007-05-21,44.491,
2007-05-22,44.127,
2007-05-23,44.517,
2007-05-24,44.222,
2007-05-25,44.057,
2007-05-26,.,No value available
2007-05-27,.,No value available
2007-05-28,44.171,
2007-05-29,44.492,
2007-05-30,44.015,
2007-05-31,44.337,
2007-06-01,44.213,
2007-06-02,.,No value available
2007-06-03,.,No value available
2007-06-04,44.345,
2007-06-05,44.529,
2007-06-06,44.208,
2007-06-07,43.977,
2007-06-08,43.527,
2007-06-09,.,No value available
2007-06-10,.,No value available
2007-06-11,43.200,
2007-06-12,43.471,
2007-06-13,43.269,
2007-06-14,43.313,
2007-06-15,43.279,
2007-06-16,.,No value available
2007-06-17,.,No value available
2007-06-18,43.620,
2007-06-19,43.254,
2007-06-20,43.396,
2007-06-21,43.404,
2007-06-22,43.341,
2007-06-23,.,No value available
2007-06-24,.,No value available
2007-06-25,43.466,
2007-06-26,43.207,
2007-06-27,42.834,
2007-06-28,42.859,
2007-06-29,42.615,
2007-06-30,.,No value available
2007-07-01,.,No value available
2007-07-02,43.264,
2007-07-03,43.258,
2007-07-04,42.965,
2007-07-05,42.284,
2007-07-06,42.981,
2007-07-07,.,No value available
2007-07-08,.,No value available
2007-07-09,43.240,
2007-07-10,42.836,
2007-07-11,42.153,
2007-07-12,42.743,
2007-07-13,41.996,
2007-07-14,.,No value available
2007-07-15,.,No value available
2007-07-16,41.550,
2007-07-17,41.588,
2007-07-18,41.668,
2007-07-19,41.384,
2007-07-20,41.057,
2007-07-21,.,No value available
2007-07-22,.,No value available
2007-07-23,40.772,
2007-07-24,41.084,
2007-07-25,41.195,
2007-07-26,40.651,
2007-07-27,40.650,
2007-07-28,.,No value available
2007-07-29,.,No value available
2007-07-30,40.704,
2007-07-31,41.121,
2007-08-01,40.777,
2007-08-02,40.787,
2007-08-03,40.826,
2007-08-04,.,No value available
2007-08-05,.,No value available
2007-08-06,41.385,
2007-08-07,41.888,
2007-08-08,42.853,
2007-08-09,42.896,
2007-08-10,42.809,
2007-08-11,.,No value available
2007-08-12,.,No value available
2007-08-13,42.910,
2007-08-14,43.079,
2007-08-15,43.728,
2007-08-16,44.169,
2007-08-17,44.903,
2007-08-18,.,No value available
2007-08-19,.,No value available
2007-08-20,44.220,
2007-08-21,44.385,
2007-08-22,43.908,
2007-08-23,44.206,
2007-08-24,44.156,
2007-08-25,.,No value available
2007-08-26,.,No value available
2007-08-27,44.753,
2007-08-28,44.652,
2007-08-29,44.594,
2007-08-30,44.344,
2007-08-31,44.528,
2007-09-01,.,No value available
2007-09-02,.,No value available
2007-09-03,44.065,
2007-09-04,44.101,
2007-09-05,44.222,
2007-09-06,44.486,
2007-09-07,44.546,
2007-09-08,.,No value available
2007-09-09,.,No value available
2007-09-10,44.774,
2007-09-11,44.709,
2007-09-12,44.608,
2007-09-13,44.535,
2007-09-14,44.269,
2007-09-15,.,No value available
2007-09-16,.,No value available
2007-09-17,44.376,
2007-09-18,44.259,
2007-09-19,44.606,
2007-09-20,44.447,
2007-09-21,44.554,
2007-09-22,.,No value available
2007-09-23,.,No value available
2007-09-24,44.806,
2007-09-25,45.066,
2007-09-26,44.990,
2007-09-27,44.920,
2007-09-28,45.063,
2007-09-29,.,No value available
2007-09-30,.,No value available
2007-10-01,45.300,
2007-10-02,44.969,
2007-10-03,44.950,
2007-10-04,44.655,
2007-10-05,44.691,
2007-10-06,.,No value available
2007-10-07,.,No value available
2007-10-08,44.228,
2007-10-09,44.104,
2007-10-10,44.489,
2007-10-11,44.696,
2007-10-12,44.510,
2007-10-13,.,No value available
2007-10-14,.,No value available
2007-10-15,44.855,
2007-10-16,44.424,
2007-10-17,44.597,
2007-10-18,45.105,
2007-10-19,44.901,
2007-10-20,.,No value available
2007-10-21,.,No value available
2007-10-22,44.608,
2007-10-23,44.880,
2007-10-24,44.974,
2007-10-25,45.145,
2007-10-26,45.626,
2007-10-27,.,No value available
2007-10-28,.,No value available
2007-10-29,45.591,
2007-10-30,45.572,
2007-10-31,45.787,
2007-11-01,45.560,
2007-11-02,45.995,
2007-11-03,.,No value available
2007-11-04,.,No value available
2007-11-05,45.869,
2007-11-06,45.820,
2007-11-07,46.571,
2007-11-08,46.271,
2007-11-09,46.316,
2007-11-10,.,No value available
2007-11-11,.,No value available
2007-11-12,46.079,
2007-11-13,46.221,
2007-11-14,46.268,
2007-11-15,46.210,
2007-11-16,46.214,
2007-11-17,.,No value available
2007-11-18,.,No value available
2007-11-19,46.165,
2007-11-20,46.548,
2007-11-21,46.615,
2007-11-22,46.568,
2007-11-23,46.229,
2007-11-24,.,No value available
2007-11-25,.,No value available
2007-11-26,46.326,
2007-11-27,46.370,
2007-11-28,45.627,
2007-11-29,45.430,
2007-11-30,45.365,
2007-12-01,.,No value available
2007-12-02,.,No value available
2007-12-03,45.010,
2007-12-04,45.134,
2007-12-05,44.440,
2007-12-06,44.239,
2007-12-07,44.399,
2007-12-08,.,No value available
2007-12-09,.,No value available
2007-12-10,44.588,
2007-12-11,44.419,
2007-12-12,44.363,
2007-12-13,44.372,
2007-12-14,43.740,
2007-12-15,.,No value available
2007-12-16,.,No value available
2007-12-17,43.740,
2007-12-18,44.075,
2007-12-19,44.160,
2007-12-20,43.980,
2007-12-21,43.620,
2007-12-22,.,No value available
2007-12-23,.,No value available
2007-12-24,43.320,
2007-12-25,.,No value available
2007-12-26,.,No value available
2007-12-27,43.460,
2007-12-28,44.040,
2007-12-29,.,No value available
2007-12-30,.,No value available
2007-12-31,43.800,
2008-01-01,.,No value available
2008-01-02,44.013,
2008-01-03,44.062,
2008-01-04,43.874,
2008-01-05,.,No value available
2008-01-06,.,No value available
2008-01-07,43.801,
2008-01-08,43.772,
2008-01-09,43.420,
2008-01-10,43.121,
2008-01-11,43.725,
2008-01-12,.,No value available
2008-01-13,.,No value available
2008-01-14,44.180,
2008-01-15,44.256,
2008-01-16,43.930,
2008-01-17,44.217,
2008-01-18,45.450,
2008-01-19,.,No value available
2008-01-20,.,No value available
2008-01-21,44.988,
2008-01-22,44.775,
2008-01-23,45.200,
2008-01-24,45.900,
2008-01-25,46.140,
2008-01-26,.,No value available
2008-01-27,.,No value available
2008-01-28,46.404,
2008-01-29,46.300,
2008-01-30,46.689,
2008-01-31,46.450,
2008-02-01,46.305,
2008-02-02,.,No value available
2008-02-03,.,No value available
2008-02-04,46.120,
2008-02-05,45.552,
2008-02-06,45.303,
2008-02-07,45.750,
2008-02-08,45.730,
2008-02-09,.,No value available
2008-02-10,.,No value available
2008-02-11,46.500,
2008-02-12,46.805,
2008-02-13,46.748,
2008-02-14,46.803,
2008-02-15,46.663,
2008-02-16,.,No value available
2008-02-17,.,No value available
2008-02-18,46.400,
2008-02-19,46.658,
2008-02-20,46.313,
2008-02-21,46.271,
2008-02-22,46.450,
2008-02-23,.,No value available
2008-02-24,.,No value available
2008-02-25,45.520,
2008-02-26,45.291,
2008-02-27,44.900,
2008-02-28,44.910,
2008-02-29,46.790,
2008-03-01,.,No value available
2008-03-02,.,No value available
2008-03-03,48.117,
2008-03-04,48.089,
2008-03-05,48.019,
2008-03-06,48.354,
2008-03-07,48.618,
2008-03-08,.,No value available
2008-03-09,.,No value available
2008-03-10,48.344,
2008-03-11,48.521,
2008-03-12,48.830,
2008-03-13,48.959,
2008-03-14,48.893,
2008-03-15,.,No value available
2008-03-16,.,No value available
2008-03-17,49.518,
2008-03-18,49.218,
2008-03-19,48.881,
2008-03-20,48.313,
2008-03-21,.,No value available
2008-03-22,.,No value available
2008-03-23,.,No value available
2008-03-24,.,No value available
2008-03-25,49.042,
2008-03-26,49.400,
2008-03-27,49.544,
2008-03-28,49.667,
2008-03-29,.,No value available
2008-03-30,.,No value available
2008-03-31,49.784,
2008-04-01,49.310,
2008-04-02,49.288,
2008-04-03,49.093,
2008-04-04,49.823,
2008-04-05,.,No value available
2008-04-06,.,No value available
2008-04-07,49.692,
2008-04-08,49.758,
2008-04-09,49.940,
2008-04-10,50.100,
2008-04-11,49.980,
