"",BBFB1.M.N.DE.W1.S1.S1.T.B.IN1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.B.IN1._Z._Z._Z._T._X.N_FLAGS
1999-03,-788.648,
1999-04,26.218,
1999-05,-3134.149,
1999-06,-1370.656,
1999-07,-1636.476,
1999-08,-1873.820,
1999-09,-1768.254,
1999-10,-1723.147,
1999-11,-1898.510,
1999-12,852.421,
2000-01,-428.834,
2000-02,-2119.616,
2000-03,730.981,
2000-04,-1844.144,
2000-05,-1854.652,
2000-06,-1779.819,
2000-07,-1909.070,
2000-08,-2906.868,
2000-09,-1875.425,
2000-10,-1292.232,
2000-11,-2899.503,
2000-12,5432.581,
2001-01,-1317.269,
2001-02,-2024.242,
2001-03,-882.537,
2001-04,-2296.172,
2001-05,-2870.588,
2001-06,-1283.993,
2001-07,-2008.745,
2001-08,-1689.310,
2001-09,-1425.935,
2001-10,-1535.985,
2001-11,-1812.358,
2001-12,1951.964,
2002-01,-2165.833,
2002-02,-1843.333,
2002-03,-1496.354,
2002-04,-2740.303,
2002-05,-3960.925,
2002-06,-2291.479,
2002-07,-2570.966,
2002-08,-2508.000,
2002-09,-2070.944,
2002-10,-2537.961,
2002-11,-2192.647,
2002-12,779.212,
2003-01,-1941.517,
2003-02,-1652.058,
2003-03,-783.920,
2003-04,-3362.972,
2003-05,-3455.358,
2003-06,-2099.723,
2003-07,-1661.627,
2003-08,-1667.577,
2003-09,-1661.417,
2003-10,-1480.979,
2003-11,-1571.215,
2003-12,2825.455,
2004-01,486.852,
2004-02,1334.004,
2004-03,1031.691,
2004-04,-900.004,
2004-05,-91.396,
2004-06,1212.248,
2004-07,1390.413,
2004-08,1650.024,
2004-09,1809.963,
2004-10,1591.974,
2004-11,1993.501,
2004-12,6147.474,
2005-01,1380.209,
2005-02,1527.005,
2005-03,2145.536,
2005-04,-672.074,
2005-05,-304.277,
2005-06,1709.366,
2005-07,1503.246,
2005-08,1727.717,
2005-09,2105.802,
2005-10,2164.535,
2005-11,2245.582,
2005-12,6639.961,
2006-01,3141.427,
2006-02,3507.638,
2006-03,3293.226,
2006-04,2770.780,
2006-05,-2272.030,
2006-06,4019.306,
2006-07,3789.474,
2006-08,3775.963,
2006-09,3864.020,
2006-10,3890.308,
2006-11,3837.505,
2006-12,10009.817,
2007-01,3445.833,
2007-02,4823.086,
2007-03,5288.581,
2007-04,868.324,
2007-05,-4305.675,
2007-06,3855.731,
2007-07,3222.148,
2007-08,3494.127,
2007-09,3737.211,
2007-10,4053.823,
2007-11,3846.002,
2007-12,9505.914,
2008-01,2109.469,
2008-02,3656.395,
2008-03,3581.726,
2008-04,-2150.557,
2008-05,-4004.305,
2008-06,2401.530,
2008-07,2409.334,
2008-08,2955.760,
2008-09,3407.025,
2008-10,3170.001,
2008-11,3423.797,
2008-12,8714.466,
2009-01,4000.828,
2009-02,5224.939,
2009-03,5679.833,
2009-04,751.576,
2009-05,-1583.267,
2009-06,5590.289,
2009-07,5606.413,
2009-08,5594.642,
2009-09,5289.851,
2009-10,5680.899,
2009-11,5545.543,
2009-12,10983.854,
2010-01,4803.781,
2010-02,4841.979,
2010-03,5106.469,
2010-04,1126.088,
2010-05,-1889.913,
2010-06,4556.192,
2010-07,4486.034,
2010-08,4409.219,
2010-09,4617.865,
2010-10,4855.058,
2010-11,5274.166,
2010-12,11861.919,
2011-01,4650.444,
2011-02,6282.506,
2011-03,6662.597,
2011-04,3326.242,
2011-05,-3998.736,
2011-06,6505.225,
2011-07,6417.201,
2011-08,6536.483,
2011-09,6748.919,
2011-10,7176.718,
2011-11,6700.038,
2011-12,12196.494,
2012-01,5519.742,
2012-02,6850.430,
2012-03,7064.591,
2012-04,2042.799,
2012-05,-18.863,
2012-06,6305.036,
2012-07,6453.399,
2012-08,6508.463,
2012-09,6768.663,
2012-10,7295.681,
2012-11,7111.855,
2012-12,12765.807,
2013-01,5836.865,
2013-02,6623.330,
2013-03,6822.832,
2013-04,1675.474,
2013-05,2818.829,
2013-06,5410.715,
2013-07,6026.721,
2013-08,5851.235,
2013-09,5309.548,
2013-10,6427.147,
2013-11,6831.462,
2013-12,13112.488,
2014-01,5059.879,
2014-02,6198.593,Provisional value
2014-03,6960.956,Provisional value
2014-04,3788.818,Provisional value
2014-05,-2009.740,Provisional value
2014-06,4776.851,Provisional value
2014-07,5590.553,Provisional value
2014-08,5743.838,Provisional value
2014-09,7012.492,
2014-10,6829.885,
2014-11,6756.105,
2014-12,11658.690,Provisional value
