"",BBFB1.M.N.DE.W1.S13.S1.T.C.D5._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.C.D5._Z._Z._Z._T._X.N_FLAGS
2000-06,307.409,
2000-07,251.177,
2000-08,174.103,
2000-09,169.977,
2000-10,-190.117,
2000-11,35.921,
2000-12,423.028,
2001-01,36.036,
2001-02,141.222,
2001-03,178.807,
2001-04,412.109,
2001-05,597.889,
2001-06,261.574,
2001-07,242.393,
2001-08,74.884,
2001-09,52.717,
2001-10,-13.664,
2001-11,-19.757,
2001-12,240.310,
2002-01,105.051,
2002-02,4.773,
2002-03,144.214,
2002-04,198.355,
2002-05,597.834,
2002-06,384.821,
2002-07,123.258,
2002-08,1.365,
2002-09,177.817,
2002-10,72.925,
2002-11,-37.724,
2002-12,128.592,
2003-01,83.741,
2003-02,8.943,
2003-03,124.368,
2003-04,327.857,
2003-05,553.620,
2003-06,387.221,
2003-07,-49.975,
2003-08,-116.586,
2003-09,169.814,
2003-10,-33.367,
2003-11,-71.765,
2003-12,125.197,
2004-01,241.319,
2004-02,19.187,
2004-03,178.704,
2004-04,643.644,
2004-05,448.846,
2004-06,397.330,
2004-07,46.716,
2004-08,1.949,
2004-09,101.153,
2004-10,-23.243,
2004-11,8.872,
2004-12,178.808,
2005-01,183.801,
2005-02,53.636,
2005-03,180.668,
2005-04,878.782,
2005-05,650.830,
2005-06,169.331,
2005-07,88.139,
2005-08,62.476,
2005-09,239.170,
2005-10,-51.396,
2005-11,22.855,
2005-12,306.863,
2006-01,226.196,
2006-02,16.406,
2006-03,422.774,
2006-04,443.651,
2006-05,1953.403,
2006-06,427.441,
2006-07,79.901,
2006-08,87.263,
2006-09,239.428,
2006-10,3.242,
2006-11,31.693,
2006-12,339.013,
2007-01,318.854,
2007-02,-2.558,
2007-03,202.691,
2007-04,1264.755,
2007-05,2844.764,
2007-06,528.147,
2007-07,23.197,
2007-08,67.461,
2007-09,260.983,
2007-10,-8.000,
2007-11,-17.211,
2007-12,387.059,
2008-01,387.156,
2008-02,5.622,
2008-03,509.072,
2008-04,1717.383,
2008-05,2296.692,
2008-06,631.289,
2008-07,113.862,
2008-08,-55.323,
2008-09,202.305,
2008-10,-84.188,
2008-11,-121.550,
2008-12,323.147,
2009-01,355.925,
2009-02,-1.445,
2009-03,312.508,
2009-04,1446.294,
2009-05,1975.269,
2009-06,236.233,
2009-07,50.734,
2009-08,-84.849,
2009-09,101.765,
2009-10,-138.743,
2009-11,-152.830,
2009-12,228.555,
2010-01,209.297,
2010-02,-17.618,
2010-03,166.101,
2010-04,1091.409,
2010-05,1871.022,
2010-06,428.394,
2010-07,30.525,
2010-08,-23.741,
2010-09,255.872,
2010-10,-77.595,
2010-11,-174.782,
2010-12,397.569,
2011-01,365.936,
2011-02,-16.074,
2011-03,274.320,
2011-04,1500.762,
2011-05,3216.100,
2011-06,549.232,
2011-07,-11.444,
2011-08,65.430,
2011-09,371.587,
2011-10,-22.532,
2011-11,-42.187,
2011-12,463.767,
2012-01,265.032,
2012-02,54.914,
2012-03,337.990,
2012-04,1370.040,
2012-05,2080.221,
2012-06,596.977,
2012-07,71.145,
2012-08,35.026,
2012-09,374.496,
2012-10,-1.379,
2012-11,-204.083,
2012-12,289.798,
2013-01,337.853,
2013-02,165.983,
2013-03,534.274,
2013-04,1475.810,
2013-05,1307.090,
2013-06,804.852,
2013-07,195.528,
2013-08,84.350,
2013-09,883.631,
2013-10,219.150,
2013-11,98.778,
2013-12,717.511,
2014-01,590.834,
2014-02,305.040,Provisional value
2014-03,412.616,Provisional value
2014-04,935.732,Provisional value
2014-05,2664.620,Provisional value
2014-06,1414.033,Provisional value
2014-07,237.201,Provisional value
2014-08,258.593,Provisional value
2014-09,446.963,
2014-10,141.780,
2014-11,14.474,
2014-12,616.099,Provisional value
