"",BBEX3.D.TRY.USD.CA.AC.000,BBEX3.D.TRY.USD.CA.AC.000_FLAGS
2010-11-05,1.39175,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,1.39535,
2010-11-09,1.40660,
2010-11-10,1.40650,
2010-11-11,1.41040,
2010-11-12,1.41760,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,1.43145,
2010-11-16,.,No value available
2010-11-17,.,No value available
2010-11-18,.,No value available
2010-11-19,.,No value available
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,.,No value available
2010-11-23,1.43945,
2010-11-24,1.45950,
2010-11-25,1.47985,
2010-11-26,1.47285,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,1.48555,
2010-11-30,1.48990,
2010-12-01,1.50270,
2010-12-02,1.49240,
2010-12-03,1.48465,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,1.47685,
2010-12-07,1.48025,
2010-12-08,1.47175,
2010-12-09,1.48650,
2010-12-10,1.49400,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,1.49760,
2010-12-14,1.50140,
2010-12-15,1.49730,
2010-12-16,1.51455,
2010-12-17,1.51935,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,1.52365,
2010-12-21,1.54985,
2010-12-22,1.55345,
2010-12-23,1.54935,
2010-12-24,1.54830,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,1.54290,
2010-12-28,1.54400,
2010-12-29,1.54530,
2010-12-30,1.56045,
2010-12-31,1.54975,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,1.54130,
2011-01-04,1.55135,
2011-01-05,1.54820,
2011-01-06,1.54370,
2011-01-07,1.54390,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,1.56085,
2011-01-11,1.58160,
2011-01-12,1.57400,
2011-01-13,1.56565,
2011-01-14,1.55515,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,1.54660,
2011-01-18,1.54630,
2011-01-19,1.53000,
2011-01-20,1.53570,
2011-01-21,1.55705,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,1.57310,
2011-01-25,1.56735,
2011-01-26,1.55895,
2011-01-27,1.56980,
2011-01-28,1.57120,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,1.58710,
2011-02-01,1.60295,
2011-02-02,1.58520,
2011-02-03,1.57450,
2011-02-04,1.57980,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,1.59655,
2011-02-08,1.57320,
2011-02-09,1.57080,
2011-02-10,1.58350,
2011-02-11,1.59505,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,1.59245,
2011-02-15,1.58780,
2011-02-16,1.59215,
2011-02-17,1.58450,
2011-02-18,1.57400,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,1.57690,
2011-02-22,1.57790,
2011-02-23,1.59725,
2011-02-24,1.58950,
2011-02-25,1.60465,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,1.59435,
2011-03-01,1.59665,
2011-03-02,1.60185,
2011-03-03,1.61310,
2011-03-04,1.60795,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,1.59575,
2011-03-08,1.59805,
2011-03-09,1.58930,
2011-03-10,1.58380,
2011-03-11,1.57970,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,1.58240,
2011-03-15,1.57670,
2011-03-16,1.57920,
2011-03-17,1.58000,
2011-03-18,1.58260,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,1.57950,
2011-03-22,1.57310,
2011-03-23,1.56635,
2011-03-24,1.55805,
2011-03-25,1.55075,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,1.54700,
2011-03-29,1.55225,
2011-03-30,1.55865,
2011-03-31,1.55205,
2011-04-01,1.54000,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,1.53970,
2011-04-05,1.53160,
2011-04-06,1.53100,
2011-04-07,1.51935,
2011-04-08,1.51215,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,1.49910,
2011-04-12,1.50895,
2011-04-13,1.51475,
2011-04-14,1.51115,
2011-04-15,1.51825,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,1.51555,
2011-04-19,1.52015,
2011-04-20,1.53080,
2011-04-21,1.51605,
2011-04-22,1.51165,
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,1.51335,
2011-04-26,1.51595,
2011-04-27,1.52425,
2011-04-28,1.51825,
2011-04-29,1.51285,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,1.51775,
2011-05-03,1.51635,
2011-05-04,1.52635,
2011-05-05,1.53430,
2011-05-06,1.54040,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,1.53980,
2011-05-10,1.53750,
2011-05-11,1.55315,
2011-05-12,1.57050,
2011-05-13,1.58400,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,1.57860,
2011-05-17,1.59075,
2011-05-18,1.58200,
2011-05-19,.,No value available
2011-05-20,1.57810,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,1.57740,
2011-05-24,1.60395,
2011-05-25,1.59725,
2011-05-26,1.60105,
2011-05-27,1.59545,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,1.60415,
2011-05-31,1.59775,
2011-06-01,1.58970,
2011-06-02,1.58640,
2011-06-03,1.58790,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,1.58110,
2011-06-07,1.57560,
2011-06-08,1.57730,
2011-06-09,1.58290,
2011-06-10,1.57660,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,1.57350,
2011-06-14,1.56905,
2011-06-15,1.57330,
2011-06-16,1.59175,
2011-06-17,1.61140,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,1.60055,
2011-06-21,1.60645,
2011-06-22,1.59945,
2011-06-23,1.61065,
2011-06-24,1.62220,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,1.62720,
2011-06-28,1.63935,
2011-06-29,1.63635,
2011-06-30,1.63415,
2011-07-01,1.61960,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,1.61120,
2011-07-05,1.60975,
2011-07-06,1.62200,
2011-07-07,1.62920,
2011-07-08,1.63175,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,1.61890,
2011-07-12,1.63825,
2011-07-13,1.65025,
2011-07-14,1.64585,
2011-07-15,1.64185,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,1.64465,
2011-07-19,1.66040,
2011-07-20,1.65330,
2011-07-21,1.65370,
2011-07-22,1.66900,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,1.67090,
2011-07-26,1.71515,
2011-07-27,1.71350,
2011-07-28,1.69095,
2011-07-29,1.67425,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,1.67735,
2011-08-02,1.67090,
2011-08-03,1.69580,
2011-08-04,1.70150,
2011-08-05,1.71150,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,1.73315,
2011-08-09,1.74200,
2011-08-10,1.76835,
2011-08-11,1.74510,
2011-08-12,1.77115,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,1.77940,
2011-08-16,1.76735,
2011-08-17,1.77565,
2011-08-18,1.76635,
2011-08-19,1.77185,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,1.78550,
2011-08-23,1.78570,
2011-08-24,1.77930,
2011-08-25,1.77405,
2011-08-26,1.76575,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,1.74960,
2011-08-30,.,No value available
2011-08-31,.,No value available
2011-09-01,.,No value available
2011-09-02,.,No value available
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,1.74050,
2011-09-06,1.75875,
2011-09-07,1.76555,
2011-09-08,1.75020,
2011-09-09,1.76345,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,1.77135,
2011-09-13,1.78820,
2011-09-14,1.77880,
2011-09-15,1.76795,
2011-09-16,1.77770,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,1.77930,
2011-09-20,1.79150,
2011-09-21,1.79360,
2011-09-22,1.79360,
2011-09-23,1.82270,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,1.83060,
2011-09-27,1.84695,
2011-09-28,1.84545,
2011-09-29,1.84195,
2011-09-30,1.84975,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,1.85565,
2011-10-04,1.86130,
2011-10-05,1.89155,
2011-10-06,1.87090,
2011-10-07,1.84185,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,1.83870,
2011-10-11,1.83100,
2011-10-12,1.83480,
2011-10-13,1.82520,
2011-10-14,1.82730,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,1.83280,
2011-10-18,1.83965,
2011-10-19,1.86230,
2011-10-20,1.84635,
2011-10-21,1.86270,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,1.84785,
2011-10-25,1.82170,
2011-10-26,1.79710,
2011-10-27,1.76095,
2011-10-28,1.75580,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,.,No value available
2011-11-01,1.75000,
2011-11-02,1.79050,
2011-11-03,1.77565,
2011-11-04,1.77235,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,1.74840,
2011-11-08,.,No value available
2011-11-09,.,No value available
2011-11-10,.,No value available
2011-11-11,1.78300,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,1.77435,
2011-11-15,1.77575,
2011-11-16,1.78720,
2011-11-17,1.79785,
2011-11-18,1.80635,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,1.81155,
2011-11-22,1.83800,
2011-11-23,1.83730,
2011-11-24,1.85955,
2011-11-25,1.85925,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,1.87970,
2011-11-29,1.85925,
2011-11-30,1.84835,
2011-12-01,1.84535,
2011-12-02,1.82870,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,1.81860,
2011-12-06,1.82580,
2011-12-07,1.83410,
2011-12-08,1.82690,
2011-12-09,1.82680,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,1.84355,
2011-12-13,1.85245,
2011-12-14,1.86330,
2011-12-15,1.87710,
2011-12-16,1.87390,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,1.87400,
2011-12-20,1.88425,
2011-12-21,1.89385,
2011-12-22,1.87440,
2011-12-23,1.88245,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,1.88545,
2011-12-27,1.88785,
2011-12-28,1.88925,
2011-12-29,1.89425,
2011-12-30,1.91110,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,1.89345,
2012-01-03,1.88135,
2012-01-04,1.88225,
2012-01-05,1.86640,
2012-01-06,1.87810,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,1.87410,
2012-01-10,1.86730,
2012-01-11,1.86690,
2012-01-12,1.85825,
2012-01-13,1.84245,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,1.84715,
2012-01-17,1.84915,
2012-01-18,1.83570,
2012-01-19,1.83500,
2012-01-20,1.82700,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,1.82530,
2012-01-24,1.82470,
2012-01-25,1.81960,
2012-01-26,1.82110,
2012-01-27,1.79280,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,1.78000,
2012-01-31,1.78620,
2012-02-01,1.76825,
2012-02-02,1.76385,
2012-02-03,1.75735,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,1.74990,
2012-02-07,1.75995,
2012-02-08,1.75270,
2012-02-09,1.74210,
2012-02-10,1.74890,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,1.75835,
2012-02-14,1.75180,
2012-02-15,1.76435,
2012-02-16,1.75610,
2012-02-17,1.77185,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,1.75470,
2012-02-21,1.73820,
2012-02-22,1.74350,
2012-02-23,1.74660,
2012-02-24,1.75500,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,1.75755,
2012-02-28,1.76785,
2012-02-29,1.75270,
2012-03-01,1.74170,
2012-03-02,1.74800,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,1.75795,
2012-03-06,1.76775,
2012-03-07,1.78050,
2012-03-08,1.78270,
2012-03-09,1.77025,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,1.77780,
2012-03-13,1.79180,
2012-03-14,1.78720,
2012-03-15,1.78920,
2012-03-16,1.79975,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,1.79430,
2012-03-20,1.80145,
2012-03-21,1.81185,
2012-03-22,1.80975,
2012-03-23,1.80615,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,1.79610,
2012-03-27,1.79020,
2012-03-28,1.78050,
2012-03-29,1.77810,
2012-03-30,1.77595,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,1.77720,
2012-04-03,1.77655,
2012-04-04,1.77365,
2012-04-05,1.78590,
2012-04-06,1.79070,
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,1.78800,
2012-04-10,1.79300,
2012-04-11,1.79640,
2012-04-12,1.80245,
2012-04-13,1.79590,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,1.78750,
2012-04-17,1.79680,
2012-04-18,1.78670,
2012-04-19,1.78700,
2012-04-20,1.78430,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,1.78720,
2012-04-24,.,No value available
2012-04-25,1.78410,
2012-04-26,1.77035,
2012-04-27,1.76115,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,1.75775,
2012-05-01,.,No value available
2012-05-02,1.75310,
2012-05-03,1.75570,
2012-05-04,1.75530,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,1.75250,
2012-05-08,1.76095,
2012-05-09,1.75975,
2012-05-10,1.78430,
2012-05-11,1.78310,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,1.78400,
2012-05-15,1.80285,
2012-05-16,1.80135,
2012-05-17,1.82130,
2012-05-18,1.82040,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,1.82800,
2012-05-22,1.82510,
2012-05-23,1.82140,
2012-05-24,1.84315,
2012-05-25,1.84345,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,1.83630,
2012-05-29,1.83000,
2012-05-30,1.83130,
2012-05-31,1.83510,
2012-06-01,1.84485,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,1.86340,
2012-06-05,1.84745,
2012-06-06,1.84635,
2012-06-07,1.83550,
2012-06-08,1.82370,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,1.83130,
2012-06-12,1.81265,
2012-06-13,1.82420,
2012-06-14,1.82080,
2012-06-15,1.81845,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,1.81095,
2012-06-19,1.80585,
2012-06-20,1.80205,
2012-06-21,1.78880,
2012-06-22,1.79380,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,1.80215,
2012-06-26,1.81665,
2012-06-27,1.81545,
2012-06-28,1.80545,
2012-06-29,1.81970,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,1.81085,
2012-07-03,1.80355,
2012-07-04,1.79680,
2012-07-05,1.79760,
2012-07-06,1.80515,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,1.81385,
2012-07-10,1.81775,
2012-07-11,1.81495,
2012-07-12,1.80555,
2012-07-13,1.81205,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,1.81405,
2012-07-17,1.80915,
2012-07-18,1.80465,
2012-07-19,1.80405,
2012-07-20,1.79825,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,1.80105,
2012-07-24,1.81445,
2012-07-25,1.82060,
2012-07-26,1.82050,
2012-07-27,1.81860,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,1.81435,
2012-07-31,1.80545,
2012-08-01,1.79070,
2012-08-02,1.78990,
2012-08-03,1.79390,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,1.78380,
2012-08-07,1.77505,
2012-08-08,1.77760,
2012-08-09,1.78510,
2012-08-10,1.78010,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,1.78550,
2012-08-14,1.78630,
2012-08-15,1.79030,
2012-08-16,1.79760,
2012-08-17,1.79390,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,.,No value available
2012-08-21,.,No value available
2012-08-22,1.79430,
2012-08-23,1.79110,
2012-08-24,1.78870,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,1.79460,
2012-08-28,1.79590,
2012-08-29,1.79710,
2012-08-30,.,No value available
2012-08-31,1.81135,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,1.81545,
2012-09-04,1.81625,
2012-09-05,1.81355,
2012-09-06,1.81960,
2012-09-07,1.81405,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,1.80245,
2012-09-11,1.79640,
2012-09-12,1.79925,
2012-09-13,1.79750,
2012-09-14,1.80545,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,1.79050,
2012-09-18,1.79310,
2012-09-19,1.79760,
2012-09-20,1.78810,
2012-09-21,1.79710,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,1.79090,
2012-09-25,1.79580,
2012-09-26,1.79020,
2012-09-27,1.78950,
2012-09-28,1.78630,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,1.78900,
2012-10-02,1.79240,
2012-10-03,1.78860,
2012-10-04,1.78880,
2012-10-05,1.80165,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,1.79360,
2012-10-09,1.80545,
2012-10-10,1.81055,
2012-10-11,1.81255,
2012-10-12,1.80825,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,1.80325,
2012-10-16,1.80515,
2012-10-17,1.80475,
2012-10-18,1.79700,
2012-10-19,1.79560,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,1.79330,
2012-10-23,1.79060,
2012-10-24,1.79580,
2012-10-25,.,No value available
2012-10-26,.,No value available
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,.,No value available
2012-10-30,.,No value available
2012-10-31,1.79710,
2012-11-01,1.78960,
2012-11-02,1.78850,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,1.78620,
2012-11-06,1.78450,
2012-11-07,1.77245,
2012-11-08,1.77235,
2012-11-09,1.78040,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,1.78510,
2012-11-13,1.79260,
2012-11-14,1.80115,
2012-11-15,1.79795,
2012-11-16,1.79620,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,1.79710,
2012-11-20,1.79750,
2012-11-21,1.79510,
2012-11-22,1.79480,
2012-11-23,1.79520,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,1.79450,
2012-11-27,1.79070,
2012-11-28,1.78990,
2012-11-29,1.78870,
2012-11-30,1.78400,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,1.78170,
2012-12-04,1.78340,
2012-12-05,1.78160,
2012-12-06,1.78070,
2012-12-07,1.78520,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,1.78720,
2012-12-11,1.78710,
2012-12-12,1.78140,
2012-12-13,1.77505,
2012-12-14,1.77485,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,1.77810,
2012-12-18,1.77900,
2012-12-19,1.77880,
2012-12-20,1.77635,
2012-12-21,1.78060,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,1.79120,
2012-12-25,1.79360,
2012-12-26,1.79200,
2012-12-27,1.78910,
2012-12-28,1.78720,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,1.78690,
2013-01-01,.,No value available
2013-01-02,1.78190,
2013-01-03,1.77505,
2013-01-04,1.77720,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,1.78430,
2013-01-08,1.77790,
2013-01-09,1.77475,
2013-01-10,1.77345,
2013-01-11,1.77105,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,1.76665,
2013-01-15,1.76545,
2013-01-16,1.76715,
2013-01-17,1.76625,
2013-01-18,1.75520,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,1.75380,
2013-01-22,1.75825,
2013-01-23,1.76145,
2013-01-24,1.76645,
2013-01-25,1.76675,
2013-01-26,.,No value available
2013-01-27,.,No value available
2013-01-28,1.76135,
2013-01-29,1.76395,
2013-01-30,1.76715,
2013-01-31,1.76305,
2013-02-01,1.75905,
2013-02-02,.,No value available
2013-02-03,.,No value available
2013-02-04,1.75040,
2013-02-05,1.75010,
2013-02-06,1.75510,
2013-02-07,1.76115,
2013-02-08,1.76435,
2013-02-09,.,No value available
2013-02-10,.,No value available
2013-02-11,1.76775,
2013-02-12,1.76895,
2013-02-13,1.77095,
2013-02-14,1.76325,
2013-02-15,1.76615,
2013-02-16,.,No value available
2013-02-17,.,No value available
2013-02-18,1.76910,
2013-02-19,1.76670,
2013-02-20,1.77140,
2013-02-21,1.77760,
2013-02-22,1.79270,
2013-02-23,.,No value available
2013-02-24,.,No value available
2013-02-25,1.79200,
2013-02-26,1.79775,
2013-02-27,1.80855,
2013-02-28,1.80660,
2013-03-01,1.79715,
2013-03-02,.,No value available
2013-03-03,.,No value available
2013-03-04,1.80260,
2013-03-05,1.80375,
2013-03-06,1.79650,
2013-03-07,1.79300,
2013-03-08,1.79855,
2013-03-09,.,No value available
2013-03-10,.,No value available
2013-03-11,1.79650,
2013-03-12,1.80445,
2013-03-13,1.80375,
2013-03-14,1.80760,
2013-03-15,1.81455,
2013-03-16,.,No value available
2013-03-17,.,No value available
2013-03-18,1.81010,
2013-03-19,1.81535,
2013-03-20,1.81675,
2013-03-21,1.82035,
2013-03-22,1.81675,
2013-03-23,.,No value available
2013-03-24,.,No value available
2013-03-25,1.81905,
2013-03-26,1.81560,
2013-03-27,1.81840,
2013-03-28,1.81925,
2013-03-29,1.81535,
2013-03-30,.,No value available
2013-03-31,.,No value available
2013-04-01,.,No value available
2013-04-02,1.81150,
2013-04-03,1.80650,
2013-04-04,1.80770,
2013-04-05,1.80915,
2013-04-06,.,No value available
2013-04-07,.,No value available
2013-04-08,1.80230,
2013-04-09,1.78970,
2013-04-10,1.78460,
2013-04-11,1.78500,
2013-04-12,1.78650,
2013-04-13,.,No value available
2013-04-14,.,No value available
2013-04-15,1.78990,
2013-04-16,1.79060,
2013-04-17,1.79375,
2013-04-18,1.79035,
2013-04-19,1.79600,
2013-04-20,.,No value available
2013-04-21,.,No value available
2013-04-22,1.79810,
2013-04-23,1.80320,
2013-04-24,1.80320,
2013-04-25,1.80500,
2013-04-26,1.80060,
2013-04-27,.,No value available
2013-04-28,.,No value available
2013-04-29,1.80200,
2013-04-30,1.79690,
2013-05-01,.,No value available
2013-05-02,1.79790,
2013-05-03,1.79430,
2013-05-04,.,No value available
2013-05-05,.,No value available
2013-05-06,1.79580,
2013-05-07,1.79630,
2013-05-08,1.80070,
2013-05-09,1.79540,
2013-05-10,1.79155,
2013-05-11,.,No value available
2013-05-12,.,No value available
2013-05-13,1.80170,
2013-05-14,1.80755,
2013-05-15,1.81180,
2013-05-16,1.82175,
2013-05-17,1.82435,
2013-05-18,.,No value available
2013-05-19,.,No value available
2013-05-20,1.83595,
2013-05-21,1.84445,
2013-05-22,1.84915,
2013-05-23,1.84175,
2013-05-24,1.85185,
2013-05-25,.,No value available
2013-05-26,.,No value available
2013-05-27,1.84495,
2013-05-28,1.84585,
2013-05-29,1.85035,
2013-05-30,1.86590,
2013-05-31,1.86780,
2013-06-01,.,No value available
2013-06-02,.,No value available
2013-06-03,1.88590,
2013-06-04,1.89190,
2013-06-05,1.87620,
2013-06-06,1.88130,
2013-06-07,1.88770,
2013-06-08,.,No value available
2013-06-09,.,No value available
2013-06-10,1.88790,
2013-06-11,1.89580,
2013-06-12,1.89600,
2013-06-13,1.87750,
2013-06-14,1.86965,
2013-06-15,.,No value available
2013-06-16,.,No value available
2013-06-17,1.85505,
2013-06-18,1.86710,
2013-06-19,1.87750,
2013-06-20,1.88280,
2013-06-21,1.91830,
2013-06-22,.,No value available
2013-06-23,.,No value available
2013-06-24,1.93295,
2013-06-25,1.94245,
2013-06-26,1.93560,
2013-06-27,1.93375,
2013-06-28,1.92890,
2013-06-29,.,No value available
2013-06-30,.,No value available
2013-07-01,1.92650,
2013-07-02,1.92520,
2013-07-03,1.92330,
2013-07-04,1.94945,
2013-07-05,1.94995,
2013-07-06,.,No value available
2013-07-07,.,No value available
2013-07-08,1.94915,
2013-07-09,1.95275,
2013-07-10,1.94035,
2013-07-11,1.94535,
2013-07-12,1.94175,
2013-07-13,.,No value available
2013-07-14,.,No value available
2013-07-15,1.95905,
2013-07-16,1.94265,
2013-07-17,1.92935,
2013-07-18,1.92695,
2013-07-19,1.91815,
2013-07-20,.,No value available
2013-07-21,.,No value available
2013-07-22,1.92300,
2013-07-23,1.91685,
2013-07-24,1.91345,
2013-07-25,1.90855,
2013-07-26,1.92645,
2013-07-27,.,No value available
2013-07-28,.,No value available
2013-07-29,1.92185,
2013-07-30,1.92525,
2013-07-31,1.92585,
2013-08-01,1.93260,
2013-08-02,1.93665,
2013-08-03,.,No value available
2013-08-04,.,No value available
2013-08-05,1.94705,
2013-08-06,1.92990,
2013-08-07,1.93095,
2013-08-08,.,No value available
2013-08-09,.,No value available
2013-08-10,.,No value available
2013-08-11,.,No value available
2013-08-12,.,No value available
2013-08-13,1.92480,
2013-08-14,1.92725,
2013-08-15,1.93750,
2013-08-16,1.93035,
2013-08-17,.,No value available
2013-08-18,.,No value available
2013-08-19,1.93595,
2013-08-20,1.94855,
2013-08-21,1.94975,
2013-08-22,1.95975,
2013-08-23,1.98530,
2013-08-24,.,No value available
2013-08-25,.,No value available
2013-08-26,1.98670,
2013-08-27,1.99690,
2013-08-28,2.02435,
2013-08-29,2.05755,
2013-08-30,2.03295,
2013-08-31,.,No value available
2013-09-01,.,No value available
2013-09-02,.,No value available
2013-09-03,2.01785,
2013-09-04,2.04335,
2013-09-05,2.05585,
2013-09-06,2.07510,
2013-09-07,.,No value available
2013-09-08,.,No value available
2013-09-09,2.06490,
2013-09-10,2.04015,
2013-09-11,2.03030,
2013-09-12,2.01550,
2013-09-13,2.02315,
2013-09-14,.,No value available
2013-09-15,.,No value available
2013-09-16,2.02755,
2013-09-17,1.99450,
2013-09-18,2.00630,
2013-09-19,2.00410,
2013-09-20,1.95395,
2013-09-21,.,No value available
2013-09-22,.,No value available
2013-09-23,1.97375,
2013-09-24,1.98740,
2013-09-25,1.99635,
2013-09-26,2.00520,
2013-09-27,2.01410,
2013-09-28,.,No value available
2013-09-29,.,No value available
2013-09-30,2.03600,
2013-10-01,2.03835,
2013-10-02,2.01200,
2013-10-03,2.02050,
2013-10-04,2.00070,
2013-10-05,.,No value available
2013-10-06,.,No value available
2013-10-07,1.99820,
2013-10-08,1.99790,
2013-10-09,1.98930,
2013-10-10,1.98890,
2013-10-11,1.97930,
