"",BBK01.OUO007,BBK01.OUO007_FLAGS
1995-06,7.349,
1995-07,6.814,
1995-08,7.463,
1995-09,7.418,
1995-10,7.852,
1995-11,7.644,
1995-12,8.144,
1996-01,8.585,
1996-02,8.485,
1996-03,7.923,
1996-04,7.993,
1996-05,7.836,
1996-06,7.460,
1996-07,6.985,
1996-08,6.892,
1996-09,6.837,
1996-10,6.215,
1996-11,6.036,
1996-12,5.784,
1997-01,5.760,
1997-02,5.897,
1997-03,6.279,
1997-04,6.006,
1997-05,4.846,
1997-06,5.886,
1997-07,5.910,
1997-08,5.799,
1997-09,5.806,
1997-10,5.696,
1997-11,5.953,
1997-12,5.056,
1998-01,5.293,
1998-02,5.476,
1998-03,5.500,
1998-04,5.746,
1998-05,6.478,
1998-06,6.469,
1998-07,7.330,
1998-08,8.611,
1998-09,7.410,
1998-10,6.705,
1998-11,6.645,
1998-12,5.561,
1999-01,12.717,
1999-02,12.476,
1999-03,12.242,
1999-04,12.372,
1999-05,12.537,
1999-06,12.160,
1999-07,11.763,
1999-08,12.037,
1999-09,11.929,
1999-10,12.065,
1999-11,12.321,
1999-12,12.103,
2000-01,13.211,
2000-02,13.782,
2000-03,13.618,
2000-04,14.651,
2000-05,14.327,
2000-06,12.718,
2000-07,13.238,
2000-08,13.541,
2000-09,13.684,
2000-10,14.755,
2000-11,14.922,
2000-12,13.322,
2001-01,13.888,
2001-02,13.814,
2001-03,14.051,
2001-04,15.041,
2001-05,17.038,
2001-06,14.185,
2001-07,13.352,
2001-08,13.123,
2001-09,12.876,
2001-10,12.784,
2001-11,12.809,
2001-12,12.477,
2002-01,12.259,
2002-02,11.669,
2002-03,11.031,
2002-04,11.082,
2002-05,16.894,
2002-06,13.807,
2002-07,14.629,
2002-08,14.811,
2002-09,15.700,
2002-10,14.424,
2002-11,15.142,
2002-12,13.338,
2003-01,12.919,
2003-02,14.762,
2003-03,14.886,
2003-04,10.746,
2003-05,11.013,
2003-06,10.200,
2003-07,9.705,
2003-08,9.354,
2003-09,11.901,
2003-10,12.514,
2003-11,12.774,
2003-12,11.949,
2004-01,11.913,
2004-02,11.764,
2004-03,10.148,
2004-04,9.721,
2004-05,10.329,
2004-06,9.866,
2004-07,9.419,
2004-08,9.631,
2004-09,9.521,
2004-10,10.246,
2004-11,10.368,
2004-12,10.955,
2005-01,9.683,
2005-02,9.859,
2005-03,9.278,
2005-04,9.659,
2005-05,11.076,
2005-06,9.909,
2005-07,9.618,
2005-08,8.709,
2005-09,9.695,
2005-10,9.561,
2005-11,10.040,
2005-12,21.004,
2006-01,20.643,
2006-02,19.498,
2006-03,20.095,
2006-04,20.286,
2006-05,19.607,
2006-06,20.087,
2006-07,19.292,
2006-08,19.560,
2006-09,20.064,
2006-10,20.408,
2006-11,21.371,
2006-12,20.570,
2007-01,21.770,
2007-02,22.559,
2007-03,21.845,
2007-04,22.096,
2007-05,22.854,
2007-06,23.068,
2007-07,20.612,
2007-08,25.071,
2007-09,24.890,
2007-10,25.337,
2007-11,26.803,
2007-12,25.172,
2008-01,25.448,
2008-02,27.778,
2008-03,27.544,
2008-04,28.854,
2008-05,28.720,
2008-06,27.880,
2008-07,28.657,
2008-08,28.637,
2008-09,28.892,
2008-10,30.465,
2008-11,30.590,
2008-12,28.403,
2009-01,30.548,
2009-02,32.632,
2009-03,30.218,
2009-04,31.018,
2009-05,30.522,
2009-06,29.220,
2009-07,29.706,
2009-08,29.978,
2009-09,28.701,
2009-10,28.734,
2009-11,28.042,
2009-12,24.411,
2010-01,27.319,
2010-02,27.364,
2010-03,23.053,
2010-04,24.003,
2010-05,25.105,
2010-06,31.359,
2010-07,38.723,
2010-08,33.469,
2010-09,26.914,
2010-10,29.695,
2010-11,30.614,
2010-12,100.477,
2011-01,97.103,
2011-02,92.218,
2011-03,86.229,
2011-04,89.927,
2011-05,94.592,
2011-06,91.328,
2011-07,102.937,
2011-08,108.183,
2011-09,116.686,
2011-10,112.102,
2011-11,114.886,
2011-12,115.334,
2012-01,107.578,
2012-02,109.846,
2012-03,106.383,
2012-04,108.294,
2012-05,131.400,
2012-06,114.790,
2012-07,120.586,
2012-08,119.003,
2012-09,113.948,
2012-10,109.125,
2012-11,103.455,
2012-12,99.038,
2013-01,92.616,
2013-02,92.757,
2013-03,97.632,
2013-04,94.274,
2013-05,87.705,
2013-06,82.018,
2013-07,81.518,
2013-08,79.207,
2013-09,80.556,
2013-10,77.929,
2013-11,78.553,
2013-12,73.276,
2014-01,76.907,
2014-02,77.658,
2014-03,76.737,
2014-04,75.508,
2014-05,78.850,
2014-06,78.587,
2014-07,83.450,
2014-08,90.713,
2014-09,93.091,
2014-10,93.301,
2014-11,96.340,
2014-12,99.580,Provisional value
"","General: Balance sheet item ""Other assets"" as well as own debt securities, securities held in trust, other fiduciary assets, fixed assets, deposits outstanding in the subscribed capital and own equities or shares. Owing to the treatment of statistical breaks and revisions in the time series, see the section headed ""Data interpretation"" in the ""General notes"". Owing to the Act Modernising Accounting Law (Gesetz zur Modernisierung des Bilanzrechts) of 25 May 2009, derivative financial instruments in the trading portfolio (trading portfolio derivatives) within the meaning of section 340e (3) sentence 1 of the German Commercial Code (HGB) read in conjunction with section 35 (1) No 1a of the Credit Institution Accounting Regulation (RechKredV) are classified under ""Other assets and liabilities"" as of december 2010 reporting date.",
