"",BBDE1.M.DE.Y.AEA1.N2C260000.F.V.I10.A,BBDE1.M.DE.Y.AEA1.N2C260000.F.V.I10.A_FLAGS
2005-04,107.8,
2005-05,109.8,
2005-06,112.4,
2005-07,112.0,
2005-08,114.9,
2005-09,115.2,
2005-10,115.7,
2005-11,119.6,
2005-12,118.2,
2006-01,119.2,
2006-02,125.0,
2006-03,125.4,
2006-04,123.4,
2006-05,121.6,
2006-06,121.3,
2006-07,122.3,
2006-08,124.2,
2006-09,126.6,
2006-10,123.6,
2006-11,123.0,
2006-12,125.5,
2007-01,122.2,
2007-02,122.4,
2007-03,123.5,
2007-04,123.1,
2007-05,126.1,
2007-06,121.5,
2007-07,124.9,
2007-08,122.9,
2007-09,125.3,
2007-10,135.1,
2007-11,122.3,
2007-12,122.9,
2008-01,124.9,
2008-02,120.5,
2008-03,119.3,
2008-04,116.9,
2008-05,116.8,
2008-06,111.4,
2008-07,111.4,
2008-08,114.4,
2008-09,106.2,
2008-10,107.5,
2008-11,98.3,
2008-12,99.5,
2009-01,78.6,
2009-02,77.0,
2009-03,74.0,
2009-04,76.4,
2009-05,75.6,
2009-06,78.4,
2009-07,81.6,
2009-08,82.6,
2009-09,87.3,
2009-10,83.9,
2009-11,88.9,
2009-12,93.1,
2010-01,88.8,
2010-02,89.3,
2010-03,93.4,
2010-04,95.1,
2010-05,101.7,
2010-06,101.2,
2010-07,101.3,
2010-08,100.7,
2010-09,100.1,
2010-10,103.1,
2010-11,121.4,
2010-12,100.0,
2011-01,101.5,
2011-02,100.4,
2011-03,96.1,
2011-04,98.8,
2011-05,97.6,
2011-06,93.2,
2011-07,100.9,
2011-08,94.8,
2011-09,95.5,
2011-10,96.1,
2011-11,90.5,
2011-12,88.3,
2012-01,88.7,
2012-02,95.9,
2012-03,92.4,
2012-04,88.2,
2012-05,92.4,
2012-06,93.2,
2012-07,93.6,
2012-08,90.6,
2012-09,88.3,
2012-10,87.1,
2012-11,89.7,
2012-12,86.9,
2013-01,93.4,
2013-02,89.7,
2013-03,97.9,
2013-04,93.0,
2013-05,90.0,
2013-06,92.7,
2013-07,90.5,
2013-08,92.2,
2013-09,90.6,
2013-10,92.6,
2013-11,94.0,
2013-12,95.8,
2014-01,96.3,
2014-02,94.9,
2014-03,97.6,
2014-04,100.8,
2014-05,95.5,
2014-06,95.9,
2014-07,98.2,
2014-08,96.5,
2014-09,96.5,
2014-10,100.0,
2014-11,98.2,
2014-12,98.7,Provisional value
