"",BBFN1.M.DE.N.1.L.W1.S1P.H1.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W1.S1P.H1.T.N000.Z01.BGA.X001.D_FLAGS
1989-06,26.958,
1989-07,25.684,
1989-08,25.019,
1989-09,26.576,
1989-10,26.969,
1989-11,27.555,
1989-12,28.118,
1990-01,26.490,
1990-02,26.401,
1990-03,26.819,
1990-04,26.789,
1990-05,26.870,
1990-06,27.573,
1990-07,27.591,
1990-08,27.287,
1990-09,28.981,
1990-10,29.674,
1990-11,30.130,
1990-12,31.255,
1991-01,30.464,
1991-02,30.413,
1991-03,31.283,
1991-04,31.420,
1991-05,30.807,
1991-06,32.499,
1991-07,31.323,
1991-08,29.402,
1991-09,31.476,
1991-10,32.643,
1991-11,32.725,
1991-12,33.066,
1992-01,30.960,
1992-02,31.103,
1992-03,32.773,
1992-04,31.968,
1992-05,31.735,
1992-06,32.295,
1992-07,30.810,
1992-08,29.012,
1992-09,31.255,
1992-10,31.931,
1992-11,32.287,
1992-12,32.347,
1993-01,30.749,
1993-02,30.819,
1993-03,31.622,
1993-04,30.569,
1993-05,30.191,
1993-06,31.098,
1993-07,29.930,
1993-08,28.703,
1993-09,31.065,
1993-10,30.803,
1993-11,30.933,
1993-12,32.129,
1994-01,30.103,
1994-02,30.816,
1994-03,32.103,
1994-04,32.193,
1994-05,32.286,
1994-06,32.817,
1994-07,32.455,
1994-08,31.395,
1994-09,33.992,
1994-10,34.781,
1994-11,35.580,
1994-12,36.706,
1995-01,35.050,
1995-02,34.846,
1995-03,36.604,
1995-04,35.770,
1995-05,36.502,
1995-06,37.270,
1995-07,35.770,
1995-08,34.765,
1995-09,37.222,
1995-10,37.697,
1995-11,38.546,
1995-12,37.485,
1996-01,35.743,
1996-02,35.443,
1996-03,36.597,
1996-04,36.042,
1996-05,36.121,
1996-06,36.523,
1996-07,35.961,
1996-08,33.698,
1996-09,36.280,
1996-10,36.471,
1996-11,36.877,
1996-12,38.716,
1997-01,37.135,
1997-02,37.004,
1997-03,38.497,
1997-04,39.222,
1997-05,38.617,
1997-06,39.876,
1997-07,39.177,
1997-08,36.891,
1997-09,40.545,
1997-10,41.144,
1997-11,42.940,
1997-12,43.841,
1998-01,41.613,
1998-02,42.010,
1998-03,44.451,
1998-04,43.217,
1998-05,43.009,
1998-06,44.842,
1998-07,43.132,
1998-08,40.576,
1998-09,45.352,
1998-10,44.723,
1998-11,44.278,
1998-12,44.777,
1999-01,42.350,
1999-02,42.370,
1999-03,45.210,
1999-04,45.416,
1999-05,44.431,
1999-06,45.965,
1999-07,45.564,
1999-08,44.084,
1999-09,46.845,
1999-10,47.919,
1999-11,48.779,
1999-12,52.047,
2000-01,50.639,
2000-02,52.084,
2000-03,54.730,
2000-04,53.545,
2000-05,53.926,
2000-06,56.491,
2000-07,55.911,
2000-08,55.258,
2000-09,59.202,
2000-10,60.387,
2000-11,62.802,
2000-12,63.093,
2001-01,60.841,
2001-02,60.374,
2001-03,62.428,
2001-04,59.694,
2001-05,59.943,
2001-06,62.320,
2001-07,59.365,
2001-08,57.229,
2001-09,60.521,
2001-10,61.806,
2001-11,62.083,
2001-12,65.988,
2002-01,59.253,
2002-02,58.844,
2002-03,58.642,
2002-04,57.487,
2002-05,56.528,
2002-06,58.568,
2002-07,57.388,
2002-08,55.162,
2002-09,59.295,
2002-10,59.850,
2002-11,61.309,
2002-12,62.622,
2003-01,58.414,
2003-02,58.736,
2003-03,61.438,
2003-04,58.492,
2003-05,56.369,
2003-06,58.953,
2003-07,57.438,
2003-08,54.984,
2003-09,58.702,
2003-10,59.983,
2003-11,59.168,
2003-12,60.464,
2004-01,56.451,
2004-02,55.887,
2004-03,60.912,
2004-04,57.028,
2004-05,57.967,
2004-06,60.242,
2004-07,58.787,
2004-08,56.170,
2004-09,61.985,
2004-10,62.145,
2004-11,63.123,
2004-12,63.762,
2005-01,58.810,
2005-02,58.674,
2005-03,62.334,
2005-04,61.957,
2005-05,60.741,
2005-06,65.458,
2005-07,64.644,
2005-08,63.087,
2005-09,68.079,
2005-10,68.261,
2005-11,69.998,
2005-12,73.270,
2006-01,68.362,
2006-02,69.063,
2006-03,73.055,
2006-04,70.879,
2006-05,70.352,
2006-06,72.827,
2006-07,69.899,
2006-08,67.259,
2006-09,73.094,
2006-10,74.574,
2006-11,76.128,
2006-12,79.900,
2007-01,75.811,
2007-02,74.896,
2007-03,79.961,
2007-04,76.207,
2007-05,75.276,
2007-06,79.184,
2007-07,75.865,
2007-08,73.322,
2007-09,80.153,
2007-10,80.845,
2007-11,81.850,
2007-12,82.979,
2008-01,79.880,
2008-02,81.728,
2008-03,83.242,
2008-04,83.879,
2008-05,83.587,
2008-06,84.705,
2008-07,83.564,
2008-08,79.984,
2008-09,84.372,
2008-10,83.611,
2008-11,83.132,
2008-12,79.980,
2009-01,72.659,
2009-02,71.648,
2009-03,76.318,
2009-04,67.204,
2009-05,68.567,
2009-06,78.288,
2009-07,77.377,
2009-08,71.347,
2009-09,77.293,
2009-10,78.438,
2009-11,80.756,
2009-12,80.759,
2010-01,70.475,
2010-02,72.228,
2010-03,78.321,
2010-04,75.994,
2010-05,79.522,
2010-06,83.707,
2010-07,81.203,
2010-08,77.825,
2010-09,85.380,
2010-10,85.057,
2010-11,84.471,
2010-12,88.288,
2011-01,84.387,
2011-02,85.043,
2011-03,88.337,
2011-04,86.431,
2011-05,85.337,
2011-06,86.973,
2011-07,86.505,
2011-08,80.839,
2011-09,89.610,
2011-10,89.188,
2011-11,90.016,
2011-12,95.131,
2012-01,85.822,
2012-02,89.400,
2012-03,91.478,
2012-04,87.799,
2012-05,87.470,
2012-06,90.635,
2012-07,87.239,
2012-08,82.229,
2012-09,89.422,
2012-10,91.058,
2012-11,93.697,
2012-12,94.292,
2013-01,89.420,
2013-02,90.907,
2013-03,93.334,
2013-04,88.182,
2013-05,87.331,
2013-06,90.193,
2013-07,86.281,
2013-08,85.434,
2013-09,95.287,
2013-10,94.412,
2013-11,95.801,
2013-12,94.646,
2014-01,87.484,
2014-02,89.601,
2014-03,94.748,
2014-04,90.976,
2014-05,90.535,
2014-06,94.165,
2014-07,92.783,
2014-08,89.413,
2014-09,97.919,
2014-10,96.542,
2014-11,98.315,
2014-12,97.641,
"","General: Statistical breaks have not been eliminated; the changes in stocks are thus not comparable with the transactions recorded under ""Capital transactions with non-residents"".",
