"",BBFN1.M.DE.N.1.A.W1.S1P.H2.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.H2.T.N000.Z01.BGA.X001.D_FLAGS
1982-06,3.818,
1982-07,4.074,
1982-08,4.100,
1982-09,4.074,
1982-10,4.039,
1982-11,3.974,
1982-12,3.791,
1983-01,3.692,
1983-02,3.701,
1983-03,3.836,
1983-04,3.939,
1983-05,4.029,
1983-06,4.092,
1983-07,3.917,
1983-08,3.945,
1983-09,3.965,
1983-10,4.034,
1983-11,4.031,
1983-12,3.860,
1984-01,3.984,
1984-02,4.037,
1984-03,4.018,
1984-04,4.078,
1984-05,4.070,
1984-06,4.128,
1984-07,3.980,
1984-08,3.897,
1984-09,3.842,
1984-10,3.998,
1984-11,3.984,
1984-12,3.766,
1985-01,3.764,
1985-02,3.825,
1985-03,3.830,
1985-04,3.970,
1985-05,4.142,
1985-06,3.982,
1985-07,4.017,
1985-08,4.092,
1985-09,4.046,
1985-10,4.177,
1985-11,4.141,
1985-12,4.177,
1986-01,4.143,
1986-02,4.026,
1986-03,4.071,
1986-04,4.196,
1986-05,4.139,
1986-06,4.045,
1986-07,4.142,
1986-08,4.185,
1986-09,4.139,
1986-10,4.434,
1986-11,4.297,
1986-12,4.296,
1987-01,4.401,
1987-02,4.443,
1987-03,4.501,
1987-04,4.679,
1987-05,4.699,
1987-06,4.671,
1987-07,4.729,
1987-08,4.657,
1987-09,4.671,
1987-10,4.717,
1987-11,4.704,
1987-12,4.403,
1988-01,4.531,
1988-02,4.524,
1988-03,4.601,
1988-04,4.886,
1988-05,5.279,
1988-06,5.295,
1988-07,5.284,
1988-08,5.317,
1988-09,5.272,
1988-10,5.315,
1988-11,5.488,
1988-12,5.845,
1989-01,5.998,
1989-02,6.045,
1989-03,6.134,
1989-04,6.193,
1989-05,6.348,
1989-06,6.119,
1989-07,6.427,
1989-08,6.571,
1989-09,6.519,
1989-10,6.328,
1989-11,6.410,
1989-12,6.245,
1990-01,6.126,
1990-02,6.330,
1990-03,6.207,
1990-04,6.320,
1990-05,6.325,
1990-06,6.328,
1990-07,6.491,
1990-08,6.642,
1990-09,6.670,
1990-10,6.773,
1990-11,6.621,
1990-12,6.492,
1991-01,6.663,
1991-02,6.542,
1991-03,6.765,
1991-04,6.686,
1991-05,6.831,
1991-06,6.717,
1991-07,6.823,
1991-08,6.853,
1991-09,6.677,
1991-10,6.661,
1991-11,6.893,
1991-12,6.694,
1992-01,6.446,
1992-02,6.599,
1992-03,6.654,
1992-04,6.729,
1992-05,6.679,
1992-06,6.674,
1992-07,6.780,
1992-08,6.657,
1992-09,6.603,
1992-10,6.597,
1992-11,6.807,
1992-12,6.510,
1993-01,6.588,
1993-02,6.561,
1993-03,6.645,
1993-04,6.760,
1993-05,6.754,
1993-06,6.649,
1993-07,6.676,
1993-08,6.806,
1993-09,6.847,
1993-10,6.846,
1993-11,6.958,
1993-12,6.762,
1994-01,6.832,
1994-02,7.029,
1994-03,7.162,
1994-04,7.298,
1994-05,7.464,
1994-06,7.138,
1994-07,7.091,
1994-08,6.970,
1994-09,6.664,
1994-10,6.670,
1994-11,6.939,
1994-12,7.064,
1995-01,7.069,
1995-02,6.988,
1995-03,7.204,
1995-04,7.128,
1995-05,7.256,
1995-06,7.225,
1995-07,7.445,
1995-08,7.628,
1995-09,7.512,
1995-10,7.589,
1995-11,7.672,
1995-12,7.462,
1996-01,7.495,
1996-02,7.676,
1996-03,7.891,
1996-04,8.035,
1996-05,8.157,
1996-06,7.957,
1996-07,7.961,
1996-08,7.923,
1996-09,7.906,
1996-10,7.941,
1996-11,7.899,
1996-12,8.073,
1997-01,8.297,
1997-02,8.394,
1997-03,8.423,
1997-04,8.605,
1997-05,8.763,
1997-06,8.415,
1997-07,8.464,
1997-08,8.297,
1997-09,8.304,
1997-10,8.251,
1997-11,7.965,
1997-12,7.579,
1998-01,7.850,
1998-02,8.055,
1998-03,7.706,
1998-04,7.876,
1998-05,7.912,
1998-06,7.781,
1998-07,7.989,
1998-08,8.159,
1998-09,8.169,
1998-10,8.419,
1998-11,8.101,
1998-12,7.929,
1999-01,7.983,
1999-02,8.242,
1999-03,8.245,
1999-04,8.512,
1999-05,8.509,
1999-06,8.232,
1999-07,8.549,
1999-08,8.425,
1999-09,8.362,
1999-10,8.342,
1999-11,8.617,
1999-12,8.216,
2000-01,8.403,
2000-02,8.406,
2000-03,8.656,
2000-04,8.408,
2000-05,8.613,
2000-06,8.070,
2000-07,8.231,
2000-08,8.304,
2000-09,8.188,
2000-10,8.275,
2000-11,8.173,
2000-12,7.689,
2001-01,7.840,
2001-02,7.998,
2001-03,8.076,
2001-04,8.209,
2001-05,8.147,
2001-06,8.126,
2001-07,8.252,
2001-08,9.141,
2001-09,8.739,
2001-10,9.036,
2001-11,9.188,
2001-12,8.890,
2002-01,8.453,
2002-02,8.784,
2002-03,8.822,
2002-04,9.063,
2002-05,8.628,
2002-06,8.592,
2002-07,8.948,
2002-08,8.807,
2002-09,8.284,
2002-10,8.762,
2002-11,8.092,
2002-12,7.535,
2003-01,7.696,
2003-02,7.879,
2003-03,8.188,
2003-04,8.459,
2003-05,8.348,
2003-06,8.166,
2003-07,8.777,
2003-08,8.544,
2003-09,8.416,
2003-10,8.605,
2003-11,7.833,
2003-12,7.304,
2004-01,7.415,
2004-02,7.800,
2004-03,7.391,
2004-04,7.651,
2004-05,7.657,
2004-06,7.525,
2004-07,7.579,
2004-08,7.520,
2004-09,7.385,
2004-10,7.295,
2004-11,7.273,
2004-12,6.802,
2005-01,7.116,
2005-02,7.187,
2005-03,7.211,
2005-04,7.343,
2005-05,7.538,
2005-06,7.281,
2005-07,7.273,
2005-08,7.209,
2005-09,7.275,
2005-10,7.226,
2005-11,7.174,
2005-12,6.925,
2006-01,7.134,
2006-02,7.226,
2006-03,7.375,
2006-04,7.558,
2006-05,7.625,
2006-06,7.535,
2006-07,7.797,
2006-08,7.761,
2006-09,7.655,
2006-10,7.877,
2006-11,7.955,
2006-12,8.148,
2007-01,8.498,
2007-02,8.602,
2007-03,8.881,
2007-04,9.069,
2007-05,9.460,
2007-06,9.557,
2007-07,9.868,
2007-08,10.084,
2007-09,10.061,
2007-10,10.005,
2007-11,10.506,
2007-12,10.504,
2008-01,10.902,
2008-02,11.173,
2008-03,11.134,
2008-04,11.358,
2008-05,11.657,
2008-06,12.100,
2008-07,12.587,
2008-08,12.889,
2008-09,12.789,
2008-10,13.088,
2008-11,13.151,
2008-12,12.635,
2009-01,12.896,
2009-02,13.052,
2009-03,12.743,
2009-04,12.861,
2009-05,12.997,
2009-06,12.969,
2009-07,12.839,
2009-08,12.765,
2009-09,12.490,
2009-10,12.722,
2009-11,12.547,
2009-12,12.530,
2010-01,12.564,
2010-02,12.620,
2010-03,12.770,
2010-04,12.844,
2010-05,12.973,
2010-06,12.900,
2010-07,12.913,
2010-08,12.947,
2010-09,12.883,
2010-10,12.962,
2010-11,13.274,
2010-12,13.209,
2011-01,15.551,
2011-02,15.567,
2011-03,15.305,
2011-04,15.508,
2011-05,15.745,
2011-06,15.671,
2011-07,15.643,
2011-08,15.972,
2011-09,15.763,
2011-10,16.137,
2011-11,16.002,
2011-12,15.697,
2012-01,15.686,
2012-02,15.567,
2012-03,15.269,
2012-04,15.416,
2012-05,15.575,
2012-06,15.596,
2012-07,15.990,
2012-08,16.761,
2012-09,16.850,
2012-10,16.489,
2012-11,16.306,
2012-12,15.772,
2013-01,15.972,
2013-02,16.014,
2013-03,15.818,
2013-04,16.141,
2013-05,16.410,
2013-06,17.832,
2013-07,14.637,
2013-08,13.688,
2013-09,15.119,
2013-10,15.500,
2013-11,15.567,
2013-12,15.088,
2014-01,14.895,
2014-02,14.606,
2014-03,14.709,
2014-04,14.698,
2014-05,15.230,
2014-06,14.836,
2014-07,15.009,
2014-08,15.012,
2014-09,14.730,
2014-10,15.080,
2014-11,14.892,
2014-12,14.799,
"","General: Statistical breaks have not been eliminated; the changes in stocks are thus not comparable with the transactions recorded under ""Capital transactions with non-residents"".",
