"",BBK01.TYI320,BBK01.TYI320_FLAGS
1993-04,-668,
1993-05,221,
1993-06,2228,
1993-07,502,
1993-08,2041,
1993-09,1516,
1993-10,1310,
1993-11,1448,
1993-12,9936,
1994-01,-1253,
1994-02,4,
1994-03,191,
1994-04,-87,
1994-05,700,
1994-06,527,
1994-07,281,
1994-08,421,
1994-09,667,
1994-10,87,
1994-11,627,
1994-12,8320,
1995-01,-6438,
1995-02,-264,
1995-03,1042,
1995-04,-34,
1995-05,244,
1995-06,209,
1995-07,1122,
1995-08,5,
1995-09,51,
1995-10,-230,
1995-11,252,
1995-12,6694,
1996-01,-1955,
1996-02,-291,
1996-03,-447,
1996-04,-1743,
1996-05,-945,
1996-06,-1110,
1996-07,-1398,
1996-08,-1003,
1996-09,-303,
1996-10,-502,
1996-11,89,
1996-12,5066,
1997-01,-3055,
1997-02,-530,
1997-03,262,
1997-04,-2263,
1997-05,-1341,
1997-06,-796,
1997-07,-956,
1997-08,-1220,
1997-09,-667,
1997-10,-649,
1997-11,64,
1997-12,5580,
1998-01,-1912,
1998-02,-72,
1998-03,-775,
1998-04,-2137,
1998-05,-1684,
1998-06,-876,
1998-07,-1143,
1998-08,-965,
1998-09,-606,
1998-10,-217,
1998-11,240,
1998-12,5403,
1999-01,-1306,
1999-02,-1701,
1999-03,-523,
1999-04,-2281,
1999-05,-3495,
1999-06,-1631,
1999-07,-2102,
1999-08,-855,
1999-09,725,
1999-10,-625,
1999-11,141,
1999-12,2090,
2000-01,-863,
2000-02,1012,
2000-03,820,
2000-04,-438,
2000-05,1293,
2000-06,1505,
2000-07,1303,
2000-08,1657,
2000-09,2167,
2000-10,717,
2000-11,1616,
2000-12,2595,
2001-01,-11,
2001-02,-18,
2001-03,-412,
2001-04,-2010,
2001-05,-1104,
2001-06,-915,
2001-07,-1252,
2001-08,-1260,
2001-09,-760,
2001-10,-1821,
2001-11,-983,
2001-12,63,
2002-01,-3633,
2002-02,-1007,
2002-03,-1146,
2002-04,-1933,
2002-05,-1132,
2002-06,-215,
2002-07,67,
2002-08,149,
2002-09,-469,
2002-10,-832,
2002-11,-597,
2002-12,240,
2003-01,-2005,
2003-02,-1205,
2003-03,-1643,
2003-04,-2534,
2003-05,-1546,
2003-06,-1400,
2003-07,-2068,
2003-08,-1547,
2003-09,-717,
2003-10,98,
2003-11,227,
2003-12,1033,
2004-01,-1059,
2004-02,-351,
2004-03,-194,
2004-04,-1150,
2004-05,-885,
2004-06,-345,
2004-07,105,
2004-08,-45,
2004-09,-292,
2004-10,565,
2004-11,838,
2004-12,1121,
2005-01,-255,
2005-02,489,
2005-03,-49,
2005-04,-481,
2005-05,-500,
2005-06,-642,
2005-07,-720,
2005-08,-989,
2005-09,-1547,
2005-10,-479,
2005-11,235,
2005-12,743,
2006-01,672,
2006-02,267,
2006-03,788,
2006-04,231,
2006-05,1124,
2006-06,1323,
2006-07,1055,
2006-08,1526,
2006-09,1219,
2006-10,2118,
2006-11,2594,
2006-12,2007,
2007-01,1791,
2007-02,2026,
2007-03,1504,
2007-04,203,
2007-05,-228,
2007-06,619,
2007-07,624,
2007-08,186,
2007-09,573,
2007-10,1115,
2007-11,954,
2007-12,1027,
2008-01,-109,
2008-02,-888,
2008-03,-2114,
2008-04,-1361,
2008-05,-1409,
2008-06,-781,
2008-07,-504,
2008-08,-1115,
2008-09,-1086,
2008-10,2967,
2008-11,3718,
2008-12,3757,
2009-01,7,
2009-02,-16,
2009-03,774,
2009-04,211,
2009-05,1481,
2009-06,1001,
2009-07,1199,
2009-08,763,
2009-09,1239,
2009-10,2433,
2009-11,863,
2009-12,-1063,
2010-01,-1574,
2010-02,-672,
2010-03,65,
2010-04,-1890,
2010-05,-1773,
2010-06,-1276,
2010-07,-2155,
2010-08,-1768,
2010-09,-2370,
2010-10,-1398,
2010-11,533,
2010-12,-13,
2011-01,-477,
2011-02,43,
2011-03,189,
2011-04,-795,
2011-05,-100,
2011-06,-196,
2011-07,36,
2011-08,-142,
2011-09,-505,
2011-10,-150,
2011-11,-858,
2011-12,-772,
2012-01,-921,
2012-02,-1240,
2012-03,-795,
2012-04,-333,
2012-05,-767,
2012-06,-960,
2012-07,-849,
2012-08,-1392,
2012-09,-1579,
2012-10,-736,
2012-11,-1278,
2012-12,-1569,
2013-01,-1829,
2013-02,-1538,
2013-03,-819,
2013-04,-1531,
2013-05,-1998,
2013-06,-868,
2013-07,-1016,
2013-08,-928,
2013-09,-759,
2013-10,-68,
2013-11,-4,
2013-12,-180,
2014-01,-476,
2014-02,251,
2014-03,-29,
2014-04,-268,
2014-05,-164,
2014-06,-1100,
2014-07,655,
2014-08,918,
2014-09,521,
2014-10,-195,
2014-11,-383,
2014-12,180,
2015-01,24,
