"",BBDE1.M.DE.Y.GUA1.A2P310000.F.V.I10.A,BBDE1.M.DE.Y.GUA1.A2P310000.F.V.I10.A_FLAGS
1998-03,74.8,
1998-04,74.1,
1998-05,73.9,
1998-06,73.2,
1998-07,73.3,
1998-08,72.2,
1998-09,71.6,
1998-10,70.8,
1998-11,69.6,
1998-12,69.4,
1999-01,71.8,
1999-02,68.6,
1999-03,70.9,
1999-04,70.3,
1999-05,70.4,
1999-06,71.4,
1999-07,72.7,
1999-08,72.9,
1999-09,74.7,
1999-10,75.1,
1999-11,75.6,
1999-12,79.3,
2000-01,76.2,
2000-02,78.6,
2000-03,79.0,
2000-04,79.3,
2000-05,81.1,
2000-06,81.7,
2000-07,82.6,
2000-08,84.3,
2000-09,83.9,
2000-10,84.3,
2000-11,84.5,
2000-12,84.8,
2001-01,83.4,
2001-02,84.3,
2001-03,82.9,
2001-04,81.3,
2001-05,81.7,
2001-06,81.8,
2001-07,80.0,
2001-08,81.1,
2001-09,80.1,
2001-10,78.7,
2001-11,77.2,
2001-12,77.7,
2002-01,77.5,
2002-02,79.2,
2002-03,79.3,
2002-04,79.3,
2002-05,79.5,
2002-06,79.0,
2002-07,78.8,
2002-08,80.4,
2002-09,80.5,
2002-10,78.6,
2002-11,80.5,
2002-12,79.1,
2003-01,79.2,
2003-02,79.2,
2003-03,79.9,
2003-04,79.7,
2003-05,78.7,
2003-06,78.0,
2003-07,79.3,
2003-08,78.0,
2003-09,78.9,
2003-10,80.6,
2003-11,80.7,
2003-12,82.0,
2004-01,81.4,
2004-02,81.9,
2004-03,82.2,
2004-04,83.9,
2004-05,83.5,
2004-06,84.8,
2004-07,85.4,
2004-08,85.2,
2004-09,85.5,
2004-10,85.5,
2004-11,85.5,
2004-12,87.4,
2005-01,88.3,
2005-02,86.3,
2005-03,86.5,
2005-04,86.9,
2005-05,86.7,
2005-06,86.9,
2005-07,88.4,
2005-08,87.0,
2005-09,89.0,
2005-10,91.1,
2005-11,91.4,
2005-12,91.9,
2006-01,93.0,
2006-02,93.5,
2006-03,93.6,
2006-04,95.6,
2006-05,97.6,
2006-06,98.9,
2006-07,99.1,
2006-08,100.6,
2006-09,102.0,
2006-10,102.6,
2006-11,104.4,
2006-12,105.7,
2007-01,106.0,
2007-02,106.5,
2007-03,106.5,
2007-04,107.0,
2007-05,107.7,
2007-06,107.8,
2007-07,107.7,
2007-08,108.4,
2007-09,109.0,
2007-10,108.7,
2007-11,109.4,
2007-12,110.4,
2008-01,112.1,
2008-02,112.3,
2008-03,111.8,
2008-04,111.7,
2008-05,112.1,
2008-06,111.7,
2008-07,110.1,
2008-08,112.7,
2008-09,110.7,
2008-10,107.7,
2008-11,100.4,
2008-12,93.7,
2009-01,83.2,
2009-02,80.3,
2009-03,78.8,
2009-04,79.0,
2009-05,80.2,
2009-06,82.6,
2009-07,82.8,
2009-08,84.9,
2009-09,86.6,
2009-10,88.4,
2009-11,89.3,
2009-12,88.9,
2010-01,89.7,
2010-02,90.0,
2010-03,93.4,
2010-04,97.0,
2010-05,99.4,
2010-06,100.6,
2010-07,100.9,
2010-08,102.6,
2010-09,103.6,
2010-10,105.0,
2010-11,106.3,
2010-12,106.2,
2011-01,109.0,
2011-02,111.6,
2011-03,112.6,
2011-04,112.9,
2011-05,113.3,
2011-06,112.8,
2011-07,114.5,
2011-08,113.1,
2011-09,112.2,
2011-10,110.4,
2011-11,109.9,
2011-12,109.4,
2012-01,109.6,
2012-02,109.0,
2012-03,110.0,
2012-04,110.4,
2012-05,111.4,
2012-06,110.5,
2012-07,110.5,
2012-08,109.7,
2012-09,108.4,
2012-10,107.7,
2012-11,107.1,
2012-12,105.7,
2013-01,107.2,
2013-02,106.1,
2013-03,106.9,
2013-04,106.9,
2013-05,108.3,
2013-06,106.6,
2013-07,106.9,
2013-08,106.6,
2013-09,107.1,
2013-10,108.3,
2013-11,108.2,
2013-12,108.0,
2014-01,109.0,
2014-02,109.3,
2014-03,108.4,
2014-04,109.0,
2014-05,106.6,
2014-06,107.8,
2014-07,108.5,
2014-08,107.0,
2014-09,107.5,
2014-10,108.4,
2014-11,107.0,
2014-12,110.5,Provisional value
