"",BBFB1.M.N.DE.W1.S1.S1.T.C.SC2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SC2._Z._Z._Z._T._X.N_FLAGS
2007-03,1140.627,
2007-04,1248.535,
2007-05,1036.157,
2007-06,1154.305,
2007-07,1237.533,
2007-08,1212.404,
2007-09,1107.611,
2007-10,1207.588,
2007-11,1140.245,
2007-12,1046.838,
2008-01,859.158,
2008-02,1091.092,
2008-03,990.870,
2008-04,1128.434,
2008-05,1119.549,
2008-06,1119.820,
2008-07,1221.526,
2008-08,1090.601,
2008-09,1192.046,
2008-10,1206.815,
2008-11,1133.197,
2008-12,1102.973,
2009-01,861.346,
2009-02,1092.658,
2009-03,1139.449,
2009-04,1090.551,
2009-05,1119.203,
2009-06,1151.216,
2009-07,1188.404,
2009-08,1045.787,
2009-09,1159.772,
2009-10,1196.807,
2009-11,1124.288,
2009-12,1009.641,
2010-01,976.108,
2010-02,1059.390,
2010-03,1259.793,
2010-04,1294.340,
2010-05,1330.702,
2010-06,1375.954,
2010-07,1436.313,
2010-08,1300.526,
2010-09,1385.634,
2010-10,1396.507,
2010-11,1295.392,
2010-12,1166.079,
2011-01,1104.950,
2011-02,1187.837,
2011-03,1427.214,
2011-04,1204.719,
2011-05,1335.562,
2011-06,1263.105,
2011-07,1299.209,
2011-08,1191.551,
2011-09,1303.446,
2011-10,1247.445,
2011-11,1257.535,
2011-12,1097.257,
2012-01,1055.146,
2012-02,1155.052,
2012-03,1316.937,
2012-04,1304.380,
2012-05,1419.092,
2012-06,1401.518,
2012-07,1388.407,
2012-08,1280.283,
2012-09,1360.991,
2012-10,1396.313,
2012-11,1274.853,
2012-12,1088.251,
2013-01,963.113,
2013-02,1013.984,
2013-03,1108.278,
2013-04,1135.531,
2013-05,1221.546,
2013-06,1271.940,
2013-07,1198.288,
2013-08,1326.595,
2013-09,1243.558,
2013-10,1195.351,
2013-11,1091.263,
2013-12,932.529,
2014-01,945.270,
2014-02,970.290,Provisional value
2014-03,1008.366,Provisional value
2014-04,1022.095,Provisional value
2014-05,1123.967,Provisional value
2014-06,1110.350,Provisional value
2014-07,1164.711,Provisional value
2014-08,1070.457,Provisional value
2014-09,1120.071,
2014-10,1151.181,
2014-11,1001.179,
2014-12,866.660,Provisional value
