"",BBFB1.M.N.DE.W1.S1.S1.T.C.IN1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.IN1._Z._Z._Z._T._X.N_FLAGS
2000-09,9378.906,
2000-10,9669.631,
2000-11,8913.872,
2000-12,18809.849,
2001-01,8889.474,
2001-02,8721.624,
2001-03,9209.765,
2001-04,8831.191,
2001-05,8888.757,
2001-06,9126.948,
2001-07,8029.466,
2001-08,8091.249,
2001-09,8150.575,
2001-10,7977.218,
2001-11,7850.447,
2001-12,11882.740,
2002-01,8555.981,
2002-02,8689.041,
2002-03,8959.015,
2002-04,8476.553,
2002-05,8912.595,
2002-06,9221.407,
2002-07,8557.380,
2002-08,8539.177,
2002-09,8902.884,
2002-10,8121.727,
2002-11,8741.021,
2002-12,11909.244,
2003-01,8737.205,
2003-02,8553.154,
2003-03,9168.012,
2003-04,8979.941,
2003-05,8936.758,
2003-06,9218.899,
2003-07,8965.719,
2003-08,8915.067,
2003-09,8972.224,
2003-10,8605.786,
2003-11,8964.847,
2003-12,13809.817,
2004-01,10864.219,
2004-02,11169.277,
2004-03,10892.064,
2004-04,11233.864,
2004-05,11151.371,
2004-06,12126.523,
2004-07,11166.408,
2004-08,11480.506,
2004-09,12056.990,
2004-10,11273.391,
2004-11,12306.549,
2004-12,16912.105,
2005-01,12731.712,
2005-02,12510.220,
2005-03,13249.019,
2005-04,13728.921,
2005-05,13315.502,
2005-06,13773.637,
2005-07,13304.331,
2005-08,13593.295,
2005-09,14161.345,
2005-10,13779.951,
2005-11,14394.582,
2005-12,19225.518,
2006-01,15437.009,
2006-02,15331.166,
2006-03,16071.225,
2006-04,16515.374,
2006-05,17106.413,
2006-06,17724.506,
2006-07,16837.629,
2006-08,17086.624,
2006-09,17315.635,
2006-10,17276.009,
2006-11,17841.748,
2006-12,24682.313,
2007-01,20201.047,
2007-02,20444.644,
2007-03,21044.975,
2007-04,21197.682,
2007-05,21950.534,
2007-06,20688.512,
2007-07,20011.284,
2007-08,19659.275,
2007-09,19276.845,
2007-10,19301.310,
2007-11,19340.269,
2007-12,24669.403,
2008-01,17993.994,
2008-02,17505.566,
2008-03,17384.189,
2008-04,17100.660,
2008-05,17622.824,
2008-06,16007.366,
2008-07,15351.077,
2008-08,14931.398,
2008-09,15130.830,
2008-10,14345.070,
2008-11,14754.345,
2008-12,20220.478,
2009-01,15572.072,
2009-02,14806.138,
2009-03,14983.279,
2009-04,15290.684,
2009-05,15315.370,
2009-06,14946.474,
2009-07,14811.292,
2009-08,14653.737,
2009-09,14423.156,
2009-10,14701.577,
2009-11,14772.594,
2009-12,20990.043,
2010-01,15342.016,
2010-02,15240.245,
2010-03,15854.448,
2010-04,16125.342,
2010-05,16666.314,
2010-06,16976.222,
2010-07,16150.330,
2010-08,15929.080,
2010-09,16257.669,
2010-10,16350.718,
2010-11,16867.970,
2010-12,24308.698,
2011-01,16970.322,
2011-02,17048.534,
2011-03,17547.999,
2011-04,17590.342,
2011-05,18921.433,
2011-06,18320.753,
2011-07,17761.827,
2011-08,17507.870,
2011-09,17818.893,
2011-10,17942.732,
2011-11,17710.734,
2011-12,23645.276,
2012-01,17638.143,
2012-02,17050.680,
2012-03,17628.715,
2012-04,17740.342,
2012-05,18125.343,
2012-06,17529.604,
2012-07,17418.203,
2012-08,16890.421,
2012-09,17355.355,
2012-10,17646.833,
2012-11,17412.469,
2012-12,23502.580,
2013-01,17199.030,
2013-02,16604.638,
2013-03,17042.842,
2013-04,17278.682,
2013-05,17641.712,
2013-06,16877.497,
2013-07,16647.734,
2013-08,15987.599,
2013-09,16428.587,
2013-10,16494.292,
2013-11,16666.591,
2013-12,23424.161,
2014-01,16000.344,
2014-02,15741.294,Provisional value
2014-03,16562.141,Provisional value
2014-04,17204.631,Provisional value
2014-05,17589.146,Provisional value
2014-06,16733.512,Provisional value
2014-07,16133.901,Provisional value
2014-08,15699.654,Provisional value
2014-09,16774.027,
2014-10,16434.143,
2014-11,16237.083,
2014-12,21725.676,Provisional value
