"",BBDE1.M.DE.Y.AEB5.N2C140000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C140000.F.V.I10.A_FLAGS
2009-12,102.6,
2010-01,96.7,
2010-02,99.8,
2010-03,100.5,
2010-04,95.8,
2010-05,99.6,
2010-06,100.7,
2010-07,100.3,
2010-08,92.8,
2010-09,96.4,
2010-10,103.2,
2010-11,121.1,
2010-12,102.6,
2011-01,102.5,
2011-02,108.2,
2011-03,105.8,
2011-04,108.9,
2011-05,103.4,
2011-06,105.9,
2011-07,106.7,
2011-08,103.0,
2011-09,99.0,
2011-10,109.1,
2011-11,118.9,
2011-12,103.9,
2012-01,105.4,
2012-02,105.3,
2012-03,97.9,
2012-04,107.2,
2012-05,113.8,
2012-06,115.9,
2012-07,93.0,
2012-08,103.6,
2012-09,103.0,
2012-10,119.0,
2012-11,102.2,
2012-12,103.2,
2013-01,102.7,
2013-02,100.9,
2013-03,88.8,
2013-04,109.1,
2013-05,105.1,
2013-06,96.5,
2013-07,99.9,
2013-08,92.5,
2013-09,99.2,
2013-10,112.9,
2013-11,94.4,
2013-12,103.3,
2014-01,113.5,
2014-02,100.1,
2014-03,100.8,
2014-04,123.0,
2014-05,111.9,
2014-06,158.8,
2014-07,99.6,
2014-08,104.9,
2014-09,123.1,
2014-10,91.1,
2014-11,99.0,
2014-12,105.0,Provisional value
