"",BBFB1.M.N.DE.W1.S13.S1.T.L.FA.O.F._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.L.FA.O.F._Z._T._X.N_FLAGS
1997-12,-1038.739,
1998-01,23.308,
1998-02,62.380,
1998-03,-423.044,
1998-04,272.824,
1998-05,76.916,
1998-06,-730.202,
1998-07,-383.753,
1998-08,-195.633,
1998-09,516.202,
1998-10,1262.953,
1998-11,838.548,
1998-12,-1292.259,
1999-01,-4176.208,
1999-02,-1336.538,
1999-03,-1401.786,
1999-04,216.838,
1999-05,-704.947,
1999-06,-757.702,
1999-07,-386.292,
1999-08,-230.086,
1999-09,291.189,
1999-10,-851.196,
1999-11,-2121.373,
1999-12,201.553,
2000-01,-998.142,
2000-02,-669.667,
2000-03,-181.836,
2000-04,39.123,
2000-05,-140.642,
2000-06,407.696,
2000-07,408.298,
2000-08,815.310,
2000-09,-372.118,
2000-10,601.599,
2000-11,1207.976,
2000-12,-590.521,
2001-01,-2410.711,
2001-02,-1027.111,
2001-03,747.567,
2001-04,-612.247,
2001-05,1510.295,
2001-06,496.981,
2001-07,752.088,
2001-08,-888.833,
2001-09,374.172,
2001-10,1541.176,
2001-11,730.943,
2001-12,-338.011,
2002-01,-3999.877,
2002-02,-132.845,
2002-03,742.458,
2002-04,742.797,
2002-05,487.993,
2002-06,945.227,
2002-07,154.440,
2002-08,-1025.972,
2002-09,381.375,
2002-10,730.627,
2002-11,-382.377,
2002-12,-281.453,
2003-01,-2321.479,
2003-02,1830.632,
2003-03,1349.727,
2003-04,1245.976,
2003-05,461.385,
2003-06,0.735,
2003-07,675.151,
2003-08,267.560,
2003-09,1347.692,
2003-10,-349.796,
2003-11,113.832,
2003-12,-951.011,
2004-01,-1471.085,
2004-02,135.475,
2004-03,-2329.299,
2004-04,1224.965,
2004-05,753.569,
2004-06,-243.496,
2004-07,-430.644,
2004-08,750.216,
2004-09,-618.145,
2004-10,1292.960,
2004-11,-961.457,
2004-12,-2434.064,
2005-01,2828.258,
2005-02,3979.477,
2005-03,-1687.549,
2005-04,-1229.670,
2005-05,626.161,
2005-06,1470.009,
2005-07,-3202.947,
2005-08,1423.834,
2005-09,-1679.690,
2005-10,293.619,
2005-11,435.464,
2005-12,295.397,
2006-01,-565.865,
2006-02,380.877,
2006-03,-785.724,
2006-04,1992.021,
2006-05,-4443.179,
2006-06,270.926,
2006-07,1678.078,
2006-08,1241.917,
2006-09,2122.029,
2006-10,283.296,
2006-11,-498.110,
2006-12,-1888.047,
2007-01,-533.561,
2007-02,4713.119,
2007-03,-1337.151,
2007-04,1443.922,
2007-05,162.902,
2007-06,-1148.758,
2007-07,-1406.927,
2007-08,5988.397,
2007-09,-2997.001,
2007-10,885.892,
2007-11,1096.786,
2007-12,-10327.877,
2008-01,1121.224,
2008-02,6697.726,
2008-03,-544.568,
2008-04,5060.911,
2008-05,-2906.400,
2008-06,2532.513,
2008-07,4188.240,
2008-08,-4593.674,
2008-09,2087.228,
2008-10,-3389.746,
2008-11,-2631.916,
2008-12,-1386.723,
2009-01,4344.998,
2009-02,9961.713,
2009-03,-2554.282,
2009-04,5850.951,
2009-05,-7593.736,
2009-06,-2037.680,
2009-07,-1903.629,
2009-08,4518.475,
2009-09,-1914.626,
2009-10,2602.454,
2009-11,-2510.808,
2009-12,-14054.601,
2010-01,686.291,
2010-02,4301.887,
2010-03,-3556.514,
2010-04,2509.985,
2010-05,14210.469,
2010-06,-15470.195,
2010-07,5561.206,
2010-08,-474.031,
2010-09,-857.565,
2010-10,82529.695,
2010-11,-13892.397,
2010-12,18491.337,
2011-01,-24557.541,
2011-02,13773.473,
2011-03,2575.699,
2011-04,-4262.273,
2011-05,-312.226,
2011-06,4168.914,
2011-07,2412.681,
2011-08,-1500.189,
2011-09,4490.975,
2011-10,14116.716,
2011-11,2675.379,
2011-12,4957.673,
2012-01,-4141.695,
2012-02,-11685.313,
2012-03,-4848.142,
2012-04,8940.392,
2012-05,625.626,
2012-06,-5093.687,
2012-07,418.867,
2012-08,-10905.263,
2012-09,-6546.726,
2012-10,1390.521,
2012-11,3668.322,
2012-12,-2597.604,
2013-01,-3349.658,
2013-02,3515.366,
2013-03,-57.431,
2013-04,2515.294,
2013-05,149.074,
2013-06,6231.514,
2013-07,-1720.920,
2013-08,-6045.890,
2013-09,167.000,
2013-10,4250.378,
2013-11,-6506.067,
2013-12,-1214.803,
2014-01,-1325.074,
2014-02,-2161.316,Provisional value
2014-03,-465.634,Provisional value
2014-04,14131.575,Provisional value
2014-05,-12600.262,Provisional value
2014-06,3675.458,Provisional value
2014-07,3458.935,Provisional value
2014-08,-7491.145,Provisional value
2014-09,338.642,
2014-10,-4626.110,
2014-11,1622.377,
2014-12,-924.157,Provisional value
