"",BBDE1.M.DE.Y.AEA1.P2XF10000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF10000.B2.V.I10.A_FLAGS
2008-10,107.6,
2008-11,103.3,
2008-12,103.4,
2009-01,97.1,
2009-02,83.5,
2009-03,90.4,
2009-04,90.6,
2009-05,96.9,
2009-06,91.4,
2009-07,94.8,
2009-08,100.5,
2009-09,96.0,
2009-10,97.5,
2009-11,95.1,
2009-12,98.1,
2010-01,91.3,
2010-02,96.4,
2010-03,105.1,
2010-04,96.0,
2010-05,97.8,
2010-06,103.3,
2010-07,104.0,
2010-08,102.7,
2010-09,96.6,
2010-10,111.7,
2010-11,95.9,
2010-12,92.2,
2011-01,107.9,
2011-02,121.4,
2011-03,118.6,
2011-04,111.5,
2011-05,109.8,
2011-06,108.0,
2011-07,108.6,
2011-08,112.7,
2011-09,112.7,
2011-10,114.4,
2011-11,115.9,
2011-12,114.8,
2012-01,117.8,
2012-02,116.5,
2012-03,126.1,
2012-04,121.6,
2012-05,116.4,
2012-06,109.3,
2012-07,113.1,
2012-08,126.2,
2012-09,118.9,
2012-10,136.9,
2012-11,104.0,
2012-12,114.6,
2013-01,109.4,
2013-02,122.1,
2013-03,115.6,
2013-04,116.9,
2013-05,124.0,
2013-06,129.8,
2013-07,123.7,
2013-08,112.8,
2013-09,122.6,
2013-10,124.2,
2013-11,136.1,
2013-12,124.5,
2014-01,139.4,
2014-02,124.2,
2014-03,125.5,
2014-04,123.8,
2014-05,117.2,
2014-06,113.2,
2014-07,129.8,
2014-08,117.9,
2014-09,116.1,
2014-10,117.9,
2014-11,120.5,
2014-12,120.1,
