"",BBK01.DU7804,BBK01.DU7804_FLAGS
2005-05,85.0,
2005-06,85.1,
2005-07,110.6,
2005-08,85.2,
2005-09,85.2,
2005-10,85.3,
2005-11,134.2,
2005-12,85.6,
2006-01,85.3,
2006-02,85.3,
2006-03,85.4,
2006-04,85.9,
2006-05,85.8,
2006-06,85.9,
2006-07,109.8,
2006-08,85.9,
2006-09,86.0,
2006-10,86.1,
2006-11,135.9,
2006-12,87.2,
2007-01,86.2,
2007-02,86.3,
2007-03,86.3,
2007-04,87.4,
2007-05,86.7,
2007-06,87.1,
2007-07,111.5,
2007-08,87.4,
2007-09,87.4,
2007-10,87.6,
2007-11,137.0,
2007-12,89.9,
2008-01,88.6,
2008-02,88.7,
2008-03,88.8,
2008-04,90.2,
2008-05,90.0,
2008-06,89.8,
2008-07,114.6,
2008-08,90.1,
2008-09,90.2,
2008-10,90.2,
2008-11,140.7,
2008-12,92.4,
2009-01,90.5,
2009-02,90.8,
2009-03,91.4,
2009-04,92.4,
2009-05,92.3,
2009-06,92.0,
2009-07,117.0,
2009-08,92.1,
2009-09,92.3,
2009-10,92.4,
2009-11,143.0,
2009-12,94.2,
2010-01,92.9,
2010-02,92.9,
2010-03,93.1,
2010-04,94.3,
2010-05,93.6,
2010-06,93.6,
2010-07,118.3,
2010-08,93.6,
2010-09,93.7,
2010-10,93.7,
2010-11,144.7,
2010-12,95.7,
2011-01,94.0,
2011-02,94.0,
2011-03,94.5,
2011-04,95.7,
2011-05,95.6,
2011-06,95.2,
2011-07,120.4,
2011-08,95.6,
2011-09,95.7,
2011-10,95.8,
2011-11,147.7,
2011-12,97.9,
2012-01,96.4,
2012-02,96.4,
2012-03,96.9,
2012-04,98.1,
2012-05,99.0,
2012-06,98.0,
2012-07,123.8,
2012-08,98.4,
2012-09,98.5,
2012-10,98.6,
2012-11,152.1,
2012-12,100.9,
2013-01,99.4,
2013-02,99.4,
2013-03,99.4,
2013-04,100.5,
2013-05,100.9,
2013-06,99.8,
2013-07,126.4,
2013-08,100.9,
2013-09,100.9,
2013-10,101.0,
2013-11,155.7,
2013-12,103.6,
2014-01,101.8,
2014-02,101.9,
2014-03,102.4,
2014-04,103.6,
2014-05,104.2,
2014-06,103.4,
2014-07,130.0,
2014-08,103.6,
2014-09,103.7,
2014-10,103.8,
2014-11,160.0,
2014-12,106.4,
