"",BBDE1.M.DE.Y.AEA1.P2XF20000.B2.C.I10.A,BBDE1.M.DE.Y.AEA1.P2XF20000.B2.C.I10.A_FLAGS
1999-04,164.7,
1999-05,167.6,
1999-06,168.2,
1999-07,153.2,
1999-08,148.9,
1999-09,153.1,
1999-10,169.7,
1999-11,144.4,
1999-12,139.3,
2000-01,150.9,
2000-02,145.3,
2000-03,156.8,
2000-04,150.7,
2000-05,161.4,
2000-06,145.3,
2000-07,146.3,
2000-08,129.9,
2000-09,157.7,
2000-10,141.6,
2000-11,147.0,
2000-12,161.9,
2001-01,154.9,
2001-02,135.0,
2001-03,146.3,
2001-04,156.3,
2001-05,153.5,
2001-06,154.1,
2001-07,144.9,
2001-08,146.5,
2001-09,143.3,
2001-10,138.8,
2001-11,149.5,
2001-12,135.2,
2002-01,126.6,
2002-02,140.6,
2002-03,176.9,
2002-04,131.1,
2002-05,125.3,
2002-06,132.0,
2002-07,130.6,
2002-08,118.9,
2002-09,128.3,
2002-10,107.5,
2002-11,110.9,
2002-12,131.3,
2003-01,117.4,
2003-02,117.4,
2003-03,109.1,
2003-04,114.3,
2003-05,107.3,
2003-06,105.8,
2003-07,113.9,
2003-08,106.4,
2003-09,109.2,
2003-10,106.1,
2003-11,109.9,
2003-12,99.1,
2004-01,123.3,
2004-02,140.2,
2004-03,96.8,
2004-04,103.9,
2004-05,89.8,
2004-06,100.9,
2004-07,102.3,
2004-08,100.9,
2004-09,97.1,
2004-10,104.1,
2004-11,92.8,
2004-12,111.7,
2005-01,91.6,
2005-02,94.6,
2005-03,110.4,
2005-04,93.9,
2005-05,97.9,
2005-06,104.3,
2005-07,98.5,
2005-08,90.1,
2005-09,115.4,
2005-10,102.3,
2005-11,112.3,
2005-12,124.6,
2006-01,98.7,
2006-02,113.6,
2006-03,110.0,
2006-04,113.0,
2006-05,113.2,
2006-06,102.5,
2006-07,107.8,
2006-08,109.2,
2006-09,110.1,
2006-10,110.2,
2006-11,111.8,
2006-12,110.1,
2007-01,118.0,
2007-02,111.3,
2007-03,127.3,
2007-04,119.4,
2007-05,121.1,
2007-06,110.4,
2007-07,130.9,
2007-08,100.8,
2007-09,105.8,
2007-10,130.6,
2007-11,106.6,
2007-12,113.8,
2008-01,144.3,
2008-02,114.0,
2008-03,120.6,
2008-04,138.4,
2008-05,109.0,
2008-06,120.4,
2008-07,112.5,
2008-08,107.7,
2008-09,122.9,
2008-10,107.9,
2008-11,103.7,
2008-12,108.4,
2009-01,99.2,
2009-02,85.6,
2009-03,95.3,
2009-04,91.1,
2009-05,99.4,
2009-06,88.0,
2009-07,96.1,
2009-08,103.7,
2009-09,100.2,
2009-10,96.5,
2009-11,100.6,
2009-12,104.2,
2010-01,95.7,
2010-02,104.3,
2010-03,103.8,
2010-04,102.3,
2010-05,94.9,
2010-06,103.5,
2010-07,102.6,
2010-08,107.1,
2010-09,94.3,
2010-10,102.5,
2010-11,95.6,
2010-12,91.4,
2011-01,104.7,
2011-02,111.8,
2011-03,102.7,
2011-04,98.4,
2011-05,109.4,
2011-06,108.6,
2011-07,98.8,
2011-08,102.7,
2011-09,104.6,
2011-10,105.6,
2011-11,110.4,
2011-12,102.9,
2012-01,108.1,
2012-02,110.3,
2012-03,124.5,
2012-04,113.4,
2012-05,103.2,
2012-06,100.6,
2012-07,102.8,
2012-08,127.3,
2012-09,109.4,
2012-10,121.0,
2012-11,96.5,
2012-12,103.2,
2013-01,103.3,
2013-02,108.4,
2013-03,103.4,
2013-04,115.1,
2013-05,118.6,
2013-06,116.5,
2013-07,115.9,
2013-08,100.1,
2013-09,110.0,
2013-10,112.3,
2013-11,123.2,
2013-12,112.8,
2014-01,123.5,
2014-02,112.2,
2014-03,112.4,
2014-04,106.4,
2014-05,104.5,
2014-06,101.5,
2014-07,117.7,
2014-08,104.2,
2014-09,103.2,
2014-10,106.8,
2014-11,107.7,
2014-12,105.7,
