"",BBK01.TU2018,BBK01.TU2018_FLAGS
2008-05,517.078,
2008-06,518.698,
2008-07,507.032,
2008-08,509.302,
2008-09,575.624,
2008-10,614.832,
2008-11,572.812,
2008-12,554.273,
2009-01,534.725,
2009-02,530.228,
2009-03,515.308,
2009-04,526.240,
2009-05,522.290,
2009-06,516.989,
2009-07,479.496,
2009-08,465.536,
2009-09,446.339,
2009-10,441.069,
2009-11,434.055,
2009-12,449.573,
2010-01,444.186,
2010-02,431.351,
2010-03,437.824,
2010-04,440.412,
2010-05,446.337,
2010-06,425.286,
2010-07,404.463,
2010-08,406.952,
2010-09,392.458,
2010-10,390.137,
2010-11,395.947,
2010-12,398.196,
2011-01,400.847,
2011-02,387.718,
2011-03,379.730,
2011-04,397.310,
2011-05,394.744,
2011-06,384.044,
2011-07,386.434,
2011-08,404.154,
2011-09,413.914,
2011-10,392.625,
2011-11,403.273,
2011-12,406.583,
2012-01,439.040,
2012-02,413.397,
2012-03,397.539,
2012-04,384.713,
2012-05,383.953,
2012-06,366.540,
2012-07,375.077,
2012-08,373.278,
2012-09,382.363,
2012-10,379.869,
2012-11,364.324,
2012-12,371.242,
2013-01,351.635,
2013-02,347.380,
2013-03,340.092,
2013-04,331.971,
2013-05,338.819,
2013-06,351.855,
2013-07,323.605,
2013-08,324.238,
2013-09,315.443,
2013-10,329.395,
2013-11,347.702,
2013-12,326.992,
2014-01,342.400,
2014-02,336.000,
2014-03,340.910,
2014-04,341.131,
2014-05,349.095,
2014-06,351.093,
2014-07,371.202,
2014-08,370.247,
2014-09,364.678,
2014-10,390.902,
2014-11,411.658,
