"",BBDE1.M.DE.Y.AEB5.N2C300000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C300000.F.C.I10.A_FLAGS
2009-07,70.9,
2009-08,45.4,
2009-09,81.2,
2009-10,39.8,
2009-11,56.7,
2009-12,47.1,
2010-01,73.8,
2010-02,41.4,
2010-03,111.5,
2010-04,63.5,
2010-05,71.7,
2010-06,153.2,
2010-07,84.3,
2010-08,160.8,
2010-09,94.8,
2010-10,85.8,
2010-11,142.7,
2010-12,92.4,
2011-01,112.7,
2011-02,129.1,
2011-03,84.4,
2011-04,180.2,
2011-05,100.4,
2011-06,226.8,
2011-07,112.5,
2011-08,150.7,
2011-09,76.0,
2011-10,150.8,
2011-11,83.9,
2011-12,131.7,
2012-01,71.6,
2012-02,81.4,
2012-03,161.3,
2012-04,96.1,
2012-05,101.0,
2012-06,99.5,
2012-07,82.0,
2012-08,108.4,
2012-09,56.2,
2012-10,177.9,
2012-11,92.6,
2012-12,95.8,
2013-01,121.4,
2013-02,153.8,
2013-03,143.7,
2013-04,115.8,
2013-05,72.1,
2013-06,206.4,
2013-07,167.6,
2013-08,62.2,
2013-09,223.3,
2013-10,215.4,
2013-11,180.8,
2013-12,162.0,
2014-01,136.2,
2014-02,190.2,
2014-03,89.6,
2014-04,218.0,
2014-05,263.5,
2014-06,80.2,
2014-07,262.7,
2014-08,107.2,
2014-09,116.3,
2014-10,108.4,
2014-11,122.9,
2014-12,162.1,Provisional value
