"",BBFB1.M.N.DE.W1.S1.S1.T.AI.FA.P.F51._Z._T.M.N,BBFB1.M.N.DE.W1.S1.S1.T.AI.FA.P.F51._Z._T.M.N_FLAGS
2010-10,38650.945,
2010-11,64837.200,
2010-12,54979.532,
2011-01,42393.984,
2011-02,42225.951,
2011-03,57786.431,
2011-04,46128.985,
2011-05,65080.057,
2011-06,52482.691,
2011-07,33156.030,
2011-08,42812.602,
2011-09,50047.625,
2011-10,34496.712,
2011-11,41527.897,
2011-12,57896.213,
2012-01,30347.215,
2012-02,33091.669,
2012-03,50910.737,
2012-04,43468.774,
2012-05,54248.469,
2012-06,39885.142,
2012-07,32814.222,
2012-08,27285.204,
2012-09,39100.840,
2012-10,36608.519,
2012-11,32611.337,
2012-12,46770.249,
2013-01,31856.260,
2013-02,37436.210,
2013-03,53346.615,
2013-04,44560.652,
2013-05,50767.669,
2013-06,38020.855,
2013-07,38517.968,
2013-08,30181.634,
2013-09,40157.385,
2013-10,36321.539,
2013-11,41138.443,
2013-12,42014.582,
2014-01,33573.444,
2014-02,35817.654,Provisional value
2014-03,69501.402,Provisional value
2014-04,52614.745,Provisional value
2014-05,47819.497,Provisional value
2014-06,43254.595,Provisional value
2014-07,36042.409,Provisional value
2014-08,39276.631,Provisional value
2014-09,61980.203,
2014-10,46043.806,
2014-11,41224.803,
2014-12,61370.454,Provisional value
