"",BBFB1.M.N.DE.W1.S1W.S1.T.D.D9._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1W.S1.T.D.D9._Z._Z._Z._T._X.N_FLAGS
2010-08,108.960,
2010-09,168.738,
2010-10,121.032,
2010-11,171.842,
2010-12,822.043,
2011-01,119.965,
2011-02,94.907,
2011-03,247.368,
2011-04,117.671,
2011-05,101.394,
2011-06,122.966,
2011-07,110.175,
2011-08,116.920,
2011-09,120.135,
2011-10,126.395,
2011-11,111.663,
2011-12,160.957,
2012-01,246.588,
2012-02,138.299,
2012-03,99.214,
2012-04,93.531,
2012-05,139.936,
2012-06,106.152,
2012-07,124.409,
2012-08,111.259,
2012-09,100.413,
2012-10,125.935,
2012-11,117.760,
2012-12,149.538,
2013-01,200.614,
2013-02,134.203,
2013-03,136.065,
2013-04,136.234,
2013-05,137.327,
2013-06,169.920,
2013-07,115.775,
2013-08,112.529,
2013-09,139.507,
2013-10,119.076,
2013-11,78.419,
2013-12,295.060,
2014-01,84.688,
2014-02,87.882,Provisional value
2014-03,76.147,Provisional value
2014-04,98.487,Provisional value
2014-05,78.810,Provisional value
2014-06,93.196,Provisional value
2014-07,117.069,Provisional value
2014-08,79.241,Provisional value
2014-09,84.543,
2014-10,103.315,
2014-11,104.710,
2014-12,177.609,Provisional value
