"",BBDE1.M.DE.Y.AEA1.P2XF22000.B2.V.I10.A,BBDE1.M.DE.Y.AEA1.P2XF22000.B2.V.I10.A_FLAGS
2004-10,100.6,
2004-11,97.7,
2004-12,98.4,
2005-01,92.5,
2005-02,93.8,
2005-03,98.3,
2005-04,89.7,
2005-05,99.8,
2005-06,96.0,
2005-07,95.1,
2005-08,95.4,
2005-09,94.5,
2005-10,98.3,
2005-11,97.4,
2005-12,104.6,
2006-01,101.3,
2006-02,97.7,
2006-03,95.1,
2006-04,102.7,
2006-05,102.2,
2006-06,102.9,
2006-07,109.4,
2006-08,99.6,
2006-09,99.2,
2006-10,99.0,
2006-11,96.4,
2006-12,103.2,
2007-01,100.4,
2007-02,95.2,
2007-03,91.7,
2007-04,99.0,
2007-05,97.7,
2007-06,96.3,
2007-07,94.5,
2007-08,97.4,
2007-09,94.3,
2007-10,95.7,
2007-11,86.7,
2007-12,98.2,
2008-01,96.5,
2008-02,95.3,
2008-03,93.9,
2008-04,82.2,
2008-05,89.7,
2008-06,91.2,
2008-07,91.9,
2008-08,90.0,
2008-09,97.1,
2008-10,90.0,
2008-11,96.5,
2008-12,82.6,
2009-01,77.5,
2009-02,83.1,
2009-03,83.0,
2009-04,94.4,
2009-05,89.4,
2009-06,89.7,
2009-07,95.2,
2009-08,93.1,
2009-09,94.9,
2009-10,98.4,
2009-11,96.8,
2009-12,91.0,
2010-01,75.9,
2010-02,90.2,
2010-03,98.6,
2010-04,101.2,
2010-05,100.9,
2010-06,90.9,
2010-07,101.3,
2010-08,107.0,
2010-09,113.3,
2010-10,102.6,
2010-11,103.7,
2010-12,101.8,
2011-01,104.2,
2011-02,114.2,
2011-03,122.6,
2011-04,121.6,
2011-05,136.1,
2011-06,107.6,
2011-07,120.4,
2011-08,122.8,
2011-09,111.9,
2011-10,121.7,
2011-11,133.4,
2011-12,129.2,
2012-01,137.5,
2012-02,135.3,
2012-03,131.2,
2012-04,130.4,
2012-05,124.5,
2012-06,139.0,
2012-07,128.7,
2012-08,134.0,
2012-09,127.3,
2012-10,134.6,
2012-11,137.1,
2012-12,132.8,
2013-01,140.0,
2013-02,129.8,
2013-03,134.2,
2013-04,132.2,
2013-05,136.5,
2013-06,155.8,
2013-07,147.3,
2013-08,141.9,
2013-09,141.6,
2013-10,139.7,
2013-11,138.0,
2013-12,148.9,
2014-01,154.9,
2014-02,159.3,
2014-03,146.0,
2014-04,154.5,
2014-05,150.9,
2014-06,139.5,
2014-07,134.8,
2014-08,124.3,
2014-09,139.7,
2014-10,149.8,
2014-11,145.6,
2014-12,168.5,
