"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC2._Z._Z._Z._T._X.N_FLAGS
2000-05,610.515,
2000-06,604.291,
2000-07,666.918,
2000-08,649.725,
2000-09,648.895,
2000-10,652.137,
2000-11,652.894,
2000-12,775.536,
2001-01,366.822,
2001-02,477.641,
2001-03,460.044,
2001-04,634.813,
2001-05,603.379,
2001-06,613.112,
2001-07,672.313,
2001-08,680.603,
2001-09,594.538,
2001-10,623.257,
2001-11,631.964,
2001-12,741.939,
2002-01,451.900,
2002-02,749.970,
2002-03,756.768,
2002-04,835.248,
2002-05,830.051,
2002-06,755.897,
2002-07,877.753,
2002-08,971.530,
2002-09,818.339,
2002-10,857.921,
2002-11,910.317,
2002-12,786.639,
2003-01,779.985,
2003-02,627.819,
2003-03,653.203,
2003-04,784.824,
2003-05,692.581,
2003-06,662.766,
2003-07,966.289,
2003-08,765.583,
2003-09,964.816,
2003-10,813.818,
2003-11,736.726,
2003-12,765.172,
2004-01,788.175,
2004-02,706.900,
2004-03,841.786,
2004-04,687.710,
2004-05,775.625,
2004-06,775.240,
2004-07,929.874,
2004-08,752.446,
2004-09,981.096,
2004-10,883.203,
2004-11,857.736,
2004-12,778.816,
2005-01,850.305,
2005-02,864.391,
2005-03,968.873,
2005-04,1017.086,
2005-05,987.853,
2005-06,1231.508,
2005-07,1125.150,
2005-08,1142.993,
2005-09,1170.016,
2005-10,1060.219,
2005-11,1097.635,
2005-12,1230.705,
2006-01,935.674,
2006-02,990.813,
2006-03,1368.852,
2006-04,1156.871,
2006-05,1173.552,
2006-06,1279.363,
2006-07,1216.002,
2006-08,1317.887,
2006-09,1186.130,
2006-10,1195.134,
2006-11,1276.877,
2006-12,1241.332,
2007-01,1027.622,
2007-02,1088.723,
2007-03,1198.131,
2007-04,1076.858,
2007-05,1246.708,
2007-06,1268.029,
2007-07,1376.902,
2007-08,1417.859,
2007-09,1087.930,
2007-10,1319.832,
2007-11,1266.668,
2007-12,1192.377,
2008-01,1131.444,
2008-02,1223.469,
2008-03,1245.556,
2008-04,1256.876,
2008-05,1341.806,
2008-06,1294.955,
2008-07,1383.104,
2008-08,1435.999,
2008-09,1445.774,
2008-10,1498.778,
2008-11,1543.712,
2008-12,1220.024,
2009-01,1004.082,
2009-02,1076.422,
2009-03,1150.937,
2009-04,1061.516,
2009-05,1043.916,
2009-06,1137.660,
2009-07,1147.763,
2009-08,1008.613,
2009-09,1160.964,
2009-10,1224.036,
2009-11,1124.137,
2009-12,1095.040,
2010-01,1096.305,
2010-02,1153.044,
2010-03,1402.679,
2010-04,1328.898,
2010-05,1333.223,
2010-06,1461.561,
2010-07,1459.680,
2010-08,1368.684,
2010-09,1532.201,
2010-10,1502.871,
2010-11,1519.015,
2010-12,1369.312,
2011-01,1414.475,
2011-02,1462.515,
2011-03,1617.789,
2011-04,1334.869,
2011-05,1469.924,
2011-06,1460.996,
2011-07,1432.602,
2011-08,1524.605,
2011-09,1543.991,
2011-10,1496.832,
2011-11,1551.064,
2011-12,1294.595,
2012-01,1476.997,
2012-02,1455.875,
2012-03,1558.656,
2012-04,1407.577,
2012-05,1580.929,
2012-06,1522.090,
2012-07,1553.425,
2012-08,1663.698,
2012-09,1584.861,
2012-10,1726.580,
2012-11,1592.415,
2012-12,1309.666,
2013-01,1790.787,
2013-02,1593.896,
2013-03,1803.426,
2013-04,1721.631,
2013-05,1867.851,
2013-06,1785.189,
2013-07,1954.472,
2013-08,1718.621,
2013-09,1752.108,
2013-10,1977.302,
2013-11,1812.414,
2013-12,1549.222,
2014-01,1755.844,
2014-02,1627.243,Provisional value
2014-03,1644.441,Provisional value
2014-04,1739.696,Provisional value
2014-05,1680.406,Provisional value
2014-06,1717.599,Provisional value
2014-07,1896.330,Provisional value
2014-08,1659.093,Provisional value
2014-09,1890.277,
2014-10,2001.591,
2014-11,1659.157,
2014-12,1604.731,Provisional value
