"",BBFB1.M.N.DE.W1.S13.S1.T.B.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.B.IN2._Z._Z._Z._T._X.N_FLAGS
2010-07,-2091.868,
2010-08,-2178.557,
2010-09,-2015.613,
2010-10,-2463.046,
2010-11,-2497.277,
2010-12,-2325.964,
2011-01,-2712.324,
2011-02,-5174.532,
2011-03,-1390.660,
2011-04,-132.685,
2011-05,1522.074,
2011-06,-1072.832,
2011-07,-2119.830,
2011-08,-1747.836,
2011-09,-1799.699,
2011-10,-2238.683,
2011-11,-2211.028,
2011-12,-2185.481,
2012-01,-2745.604,
2012-02,-5909.763,
2012-03,-2109.994,
2012-04,-1296.735,
2012-05,-10.164,
2012-06,-842.383,
2012-07,-1061.146,
2012-08,-2169.797,
2012-09,-1830.163,
2012-10,-1987.330,
2012-11,-1795.301,
2012-12,-3033.986,
2013-01,-4308.188,
2013-02,-5700.224,
2013-03,-1857.571,
2013-04,-1205.215,
2013-05,-979.553,
2013-06,-1751.917,
2013-07,-2150.287,
2013-08,-2499.263,
2013-09,-1560.988,
2013-10,-1621.921,
2013-11,-1423.953,
2013-12,-3918.667,
2014-01,-3442.357,
2014-02,-6253.852,Provisional value
2014-03,-2220.664,Provisional value
2014-04,-1756.552,Provisional value
2014-05,-75.321,Provisional value
2014-06,-1021.206,Provisional value
2014-07,-2044.778,Provisional value
2014-08,-1617.421,Provisional value
2014-09,-1009.144,
2014-10,-1720.503,
2014-11,-2860.841,
2014-12,-4291.486,Provisional value
