"",BBK01.TYI318,BBK01.TYI318_FLAGS
2007-06,9567,
2007-07,9792,
2007-08,-10694,
2007-09,-355,
2007-10,4203,
2007-11,-15004,
2007-12,-2094,
2008-01,2301,
2008-02,-8372,
2008-03,4071,
2008-04,169,
2008-05,-12362,
2008-06,3598,
2008-07,5745,
2008-08,-1667,
2008-09,-7500,
2008-10,-14173,
2008-11,-3947,
2008-12,26522,
2009-01,491,
2009-02,-13692,
2009-03,-3074,
2009-04,-8291,
2009-05,2896,
2009-06,34515,
2009-07,-7111,
2009-08,1453,
2009-09,-11966,
2009-10,-536,
2009-11,-912,
2009-12,-12512,
2010-01,-6129,
2010-02,-6795,
2010-03,2930,
2010-04,-3697,
2010-05,-16999,
2010-06,-4871,
2010-07,-6470,
2010-08,-3420,
2010-09,-426,
2010-10,2278,
2010-11,4242,
2010-12,-486,
2011-01,5821,
2011-02,2215,
2011-03,-3672,
2011-04,2250,
2011-05,-10274,
2011-06,4829,
2011-07,-4637,
2011-08,76,
2011-09,-8166,
2011-10,2449,
2011-11,-7269,
2011-12,-8044,
2012-01,-26157,
2012-02,9104,
2012-03,-6752,
2012-04,1384,
2012-05,-12585,
2012-06,1676,
2012-07,-5474,
2012-08,-5037,
2012-09,-5676,
2012-10,-14012,
2012-11,-12475,
2012-12,-12451,
2013-01,-7941,
2013-02,-2771,
2013-03,-7234,
2013-04,-5248,
2013-05,-11000,
2013-06,-2372,
2013-07,-13955,
2013-08,-10093,
2013-09,-1140,
2013-10,-4154,
2013-11,-1520,
2013-12,-6492,
2014-01,-8637,
2014-02,-2702,
2014-03,-5028,
2014-04,-15742,
2014-05,12060,
2014-06,5464,
2014-07,-1244,
2014-08,-2745,
2014-09,-3151,
2014-10,-1660,
2014-11,92,
2014-12,-17497,
2015-01,-750,
