"",BBFB1.M.N.DE.W1.S1.S1.T.B.SC4._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.B.SC4._Z._Z._Z._T._X.N_FLAGS
2001-04,7.808,
2001-05,-5.977,
2001-06,12.988,
2001-07,7.096,
2001-08,-6.288,
2001-09,-22.425,
2001-10,-20.870,
2001-11,-5.450,
2001-12,-97.014,
2002-01,-36.186,
2002-02,-14.129,
2002-03,-14.619,
2002-04,-16.598,
2002-05,-10.972,
2002-06,-12.756,
2002-07,-20.435,
2002-08,38.336,
2002-09,9.959,
2002-10,-24.082,
2002-11,-19.487,
2002-12,-177.646,
2003-01,15.081,
2003-02,-43.144,
2003-03,-23.112,
2003-04,-14.075,
2003-05,-23.600,
2003-06,-18.335,
2003-07,-40.676,
2003-08,-9.360,
2003-09,-22.559,
2003-10,-40.328,
2003-11,-37.439,
2003-12,-51.354,
2004-01,-33.627,
2004-02,-50.788,
2004-03,-43.708,
2004-04,-70.049,
2004-05,-41.951,
2004-06,-17.640,
2004-07,-47.485,
2004-08,-23.801,
2004-09,-50.245,
2004-10,-49.073,
2004-11,-24.898,
2004-12,-25.322,
2005-01,-58.311,
2005-02,-30.989,
2005-03,-24.595,
2005-04,-51.983,
2005-05,-27.538,
2005-06,-35.259,
2005-07,-18.252,
2005-08,-40.309,
2005-09,-42.702,
2005-10,-49.419,
2005-11,-35.084,
2005-12,-18.064,
2006-01,-23.944,
2006-02,-10.988,
2006-03,-31.186,
2006-04,-28.697,
2006-05,-34.045,
2006-06,-45.013,
2006-07,-4.424,
2006-08,-65.869,
2006-09,-38.337,
2006-10,-30.655,
2006-11,-44.614,
2006-12,-31.013,
2007-01,-40.375,
2007-02,-36.013,
2007-03,-42.325,
2007-04,-31.062,
2007-05,-51.514,
2007-06,-32.218,
2007-07,-35.949,
2007-08,-60.060,
2007-09,-28.864,
2007-10,-34.443,
2007-11,-41.641,
2007-12,0.655,
2008-01,-29.481,
2008-02,-50.877,
2008-03,-26.324,
2008-04,-33.219,
2008-05,-28.197,
2008-06,-41.398,
2008-07,-21.268,
2008-08,-74.390,
2008-09,-46.661,
2008-10,-7.166,
2008-11,-43.540,
2008-12,-6.589,
2009-01,-14.547,
2009-02,-25.953,
2009-03,-36.781,
2009-04,-68.169,
2009-05,-32.336,
2009-06,-26.960,
2009-07,-97.431,
2009-08,-36.166,
2009-09,-19.175,
2009-10,-37.663,
2009-11,-27.179,
2009-12,-1.620,
2010-01,-6.351,
2010-02,-32.042,
2010-03,-27.588,
2010-04,-78.569,
2010-05,-8.729,
2010-06,-9.343,
2010-07,-54.852,
2010-08,-7.573,
2010-09,-13.231,
2010-10,-19.374,
2010-11,9.179,
2010-12,-16.898,
2011-01,24.327,
2011-02,49.135,
2011-03,11.379,
2011-04,-12.289,
2011-05,-2.363,
2011-06,7.662,
2011-07,-23.218,
2011-08,-46.336,
2011-09,9.906,
2011-10,14.508,
2011-11,3.309,
2011-12,13.881,
2012-01,-0.591,
2012-02,56.015,
2012-03,15.437,
2012-04,-24.217,
2012-05,20.412,
2012-06,10.231,
2012-07,-17.093,
2012-08,-55.341,
2012-09,11.079,
2012-10,-14.129,
2012-11,-15.653,
2012-12,3.143,
2013-01,-35.758,
2013-02,-6.115,
2013-03,-18.626,
2013-04,-44.781,
2013-05,-26.739,
2013-06,-23.706,
2013-07,-69.057,
2013-08,31.398,
2013-09,-22.061,
2013-10,-54.355,
2013-11,-42.270,
2013-12,-91.972,
2014-01,-52.389,
2014-02,-36.360,Provisional value
2014-03,-42.936,Provisional value
2014-04,-32.375,Provisional value
2014-05,-56.811,Provisional value
2014-06,-49.006,Provisional value
2014-07,-51.090,Provisional value
2014-08,-46.744,Provisional value
2014-09,-55.498,
2014-10,-22.343,
2014-11,-7.497,
2014-12,-6.824,Provisional value
