"",BBEX3.M.BDT.USD.CA.AA.A01,BBEX3.M.BDT.USD.CA.AA.A01_FLAGS
2001-08,56.5000,
2001-09,56.5000,
2001-10,56.5000,
2001-11,56.5000,
2001-12,56.5000,
2002-01,57.4000,
2002-02,57.4000,
2002-03,57.4000,
2002-04,57.4000,
2002-05,57.4000,
2002-06,57.4000,
2002-07,57.4000,
2002-08,57.4000,
2002-09,57.4000,
2002-10,57.4000,
2002-11,57.4000,
2002-12,57.4000,
2003-01,57.4000,
2003-02,57.4000,
2003-03,57.4000,
2003-04,57.4000,
2003-05,57.4000,
2003-06,57.8700,
2003-07,57.8200,
2003-08,57.8200,
2003-09,57.8500,
2003-10,57.8700,
2003-11,57.8700,
2003-12,58.2550,
2004-01,58.2550,
2004-02,58.3550,
2004-03,58.4050,
2004-04,58.5500,
2004-05,60.1500,
2004-06,60.0550,
2004-07,58.7550,
2004-08,58.5050,
2004-09,58.6050,
2004-10,59.0550,
2004-11,59.3550,
2004-12,60.8050,
2005-01,62.4550,
2005-02,62.8050,
2005-03,62.8050,
2005-04,63.1250,
2005-05,63.3150,
2005-06,63.9500,
2005-07,65.9000,
2005-08,65.7900,
2005-09,65.7000,
2005-10,65.5300,
2005-11,66.1500,
2005-12,66.9500,
2006-01,68.2000,
2006-02,70.2300,
2006-03,70.8500,
2006-04,69.1500,
2006-05,69.4000,
2006-06,69.3000,
2006-07,69.1000,
2006-08,69.0500,
2006-09,66.8800,
2006-10,67.8300,
2006-11,67.7000,
2006-12,68.3000,
2007-01,68.2500,
2007-02,68.0500,
2007-03,68.1000,
2007-04,68.7500,
2007-05,68.2500,
2007-06,68.2000,
2007-07,67.7000,
2007-08,68.2300,
2007-09,68.6000,
2007-10,68.4000,
2007-11,68.2000,
2007-12,68.0000,
2008-01,68.5000,
2008-02,68.2000,
2008-03,68.2000,
2008-04,68.1000,
2008-05,67.9000,
2008-06,68.1500,
2008-07,68.0500,
2008-08,68.2000,
2008-09,67.9500,
2008-10,68.5000,
2008-11,68.3500,
2008-12,68.4500,
2009-01,68.3500,
2009-02,68.3500,
2009-03,68.5000,
2009-04,68.5000,
2009-05,68.4500,
2009-06,68.4500,
2009-07,68.4200,
2009-08,68.4200,
2009-09,68.4200,
2009-10,68.6000,
2009-11,68.5000,
2009-12,68.6500,
2010-01,68.5500,
2010-02,68.6000,
2010-03,68.6200,
2010-04,68.6500,
2010-05,68.6700,
2010-06,68.8000,
2010-07,68.7500,
2010-08,68.9195,
2010-09,69.8595,
2010-10,70.1370,
2010-11,69.8590,
2010-12,70.4050,
2011-01,72.4400,
2011-02,72.2500,
2011-03,72.3224,
2011-04,73.3000,
2011-05,73.5500,
2011-06,74.3000,
2011-07,74.0000,
2011-08,73.4000,
2011-09,75.1000,
2011-10,75.3500,
2011-11,78.0500,
2011-12,81.4000,
2012-01,84.6000,
2012-02,81.7500,
2012-03,81.2500,
2012-04,81.2500,
2012-05,81.3500,
2012-06,81.3000,
2012-07,81.2000,
2012-08,81.3000,
2012-09,81.2500,
2012-10,80.7500,
2012-11,81.1000,
2012-12,79.3500,
2013-01,78.7000,
2013-02,78.4000,
2013-03,77.6000,
2013-04,77.0500,
2013-05,77.1000,
2013-06,77.0000,
2013-07,77.0500,
2013-08,77.1500,
2013-09,77.3000,
2013-10,77.2500,
2013-11,77.1500,
2013-12,77.2500,
2014-01,77.2500,
2014-02,77.2000,
2014-03,77.2000,
2014-04,77.1000,
2014-05,77.1000,
2014-06,77.1000,
2014-07,77.1000,
2014-08,76.9000,
2014-09,76.7500,
2014-10,76.7500,
2014-11,78.1000,
2014-12,77.9500,
2015-01,77.3000,
"","General: Units of account for larger amounts: 1 lakh (in digits: 1,00,000) = 100,000 taka; 1 crore (in digits: 1,00,00,000) = 100 lakh = 10,000,000 taka.",
"","Source: Since August 2010: The Hongkong and Shanghai Banking Corporation Limited, Dhaka. June 2003 - July 2010: Standard Chartered Bank, Dhaka. January 1990 - May 2003: Bangladesh Bank, Dhaka.",
