"",BBK01.DU7504,BBK01.DU7504_FLAGS
2007-09,88.0,
2007-10,87.4,
2007-11,136.7,
2007-12,90.0,
2008-01,88.4,
2008-02,88.6,
2008-03,88.6,
2008-04,90.0,
2008-05,89.8,
2008-06,89.7,
2008-07,114.7,
2008-08,91.2,
2008-09,90.3,
2008-10,90.0,
2008-11,140.2,
2008-12,94.8,
2009-01,91.4,
2009-02,90.6,
2009-03,91.1,
2009-04,92.2,
2009-05,92.2,
2009-06,91.9,
2009-07,116.7,
2009-08,91.9,
2009-09,92.8,
2009-10,92.2,
2009-11,142.7,
2009-12,94.1,
2010-01,92.6,
2010-02,92.8,
2010-03,93.0,
2010-04,94.4,
2010-05,94.1,
2010-06,94.0,
2010-07,118.0,
2010-08,93.5,
2010-09,93.5,
2010-10,93.6,
2010-11,144.3,
2010-12,96.2,
2011-01,95.0,
2011-02,93.8,
2011-03,94.3,
2011-04,96.3,
2011-05,95.5,
2011-06,95.0,
2011-07,120.1,
2011-08,95.6,
2011-09,95.6,
2011-10,95.5,
2011-11,147.3,
2011-12,97.8,
2012-01,96.2,
2012-02,96.2,
2012-03,96.6,
2012-04,97.8,
2012-05,98.8,
2012-06,97.7,
2012-07,123.6,
2012-08,98.1,
2012-09,98.2,
2012-10,98.3,
2012-11,151.6,
2012-12,100.8,
2013-01,99.1,
2013-02,99.1,
2013-03,99.2,
2013-04,100.5,
2013-05,100.6,
2013-06,99.6,
2013-07,126.0,
2013-08,100.6,
2013-09,100.6,
2013-10,100.6,
2013-11,155.3,
2013-12,103.3,
2014-01,103.1,
2014-02,101.6,
2014-03,102.1,
2014-04,103.4,
2014-05,104.0,
2014-06,103.1,
2014-07,129.6,
2014-08,103.3,
2014-09,103.4,
2014-10,103.5,
2014-11,159.5,
2014-12,106.2,
