"",BBFB1.M.N.DE.W1.S13.S1.T.D.D74._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.D.D74._Z._Z._Z._T._X.N_FLAGS
2013-02,563.492,
2013-03,103.407,
2013-04,513.300,
2013-05,173.075,
2013-06,307.896,
2013-07,440.089,
2013-08,480.932,
2013-09,177.459,
2013-10,230.016,
2013-11,221.867,
2013-12,736.826,
2014-01,1144.969,
2014-02,371.631,Provisional value
2014-03,129.836,Provisional value
2014-04,242.490,Provisional value
2014-05,318.196,Provisional value
2014-06,304.334,Provisional value
2014-07,488.506,Provisional value
2014-08,408.380,Provisional value
2014-09,251.334,
2014-10,376.683,
2014-11,524.632,
2014-12,879.493,Provisional value
