"",BBFN1.M.DE.N.1.A.W1.S1P.H1.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.H1.T.N000.Z01.BGA.X001.D_FLAGS
1987-09,56.412,
1987-10,57.547,
1987-11,57.825,
1987-12,56.080,
1988-01,55.746,
1988-02,57.155,
1988-03,58.719,
1988-04,59.348,
1988-05,58.787,
1988-06,60.173,
1988-07,59.583,
1988-08,58.620,
1988-09,61.012,
1988-10,62.639,
1988-11,62.974,
1988-12,61.762,
1989-01,61.455,
1989-02,62.789,
1989-03,63.640,
1989-04,64.824,
1989-05,64.800,
1989-06,66.588,
1989-07,64.939,
1989-08,63.622,
1989-09,66.143,
1989-10,67.347,
1989-11,68.441,
1989-12,66.291,
1990-01,65.917,
1990-02,66.698,
1990-03,68.362,
1990-04,68.479,
1990-05,68.842,
1990-06,68.849,
1990-07,68.955,
1990-08,68.068,
1990-09,69.836,
1990-10,71.252,
1990-11,71.021,
1990-12,68.435,
1991-01,68.268,
1991-02,68.947,
1991-03,70.100,
1991-04,71.107,
1991-05,69.982,
1991-06,71.936,
1991-07,70.408,
1991-08,69.049,
1991-09,71.357,
1991-10,71.841,
1991-11,71.869,
1991-12,68.964,
1992-01,68.973,
1992-02,70.042,
1992-03,71.953,
1992-04,72.720,
1992-05,72.131,
1992-06,72.709,
1992-07,71.602,
1992-08,69.763,
1992-09,71.802,
1992-10,72.293,
1992-11,71.309,
1992-12,69.237,
1993-01,66.932,
1993-02,68.862,
1993-03,70.764,
1993-04,70.493,
1993-05,69.733,
1993-06,70.814,
1993-07,68.560,
1993-08,67.500,
1993-09,69.530,
1993-10,69.962,
1993-11,69.724,
1993-12,68.961,
1994-01,68.511,
1994-02,70.150,
1994-03,71.775,
1994-04,72.090,
1994-05,72.668,
1994-06,73.012,
1994-07,72.433,
1994-08,71.286,
1994-09,73.606,
1994-10,74.600,
1994-11,76.467,
1994-12,75.587,
1995-01,75.799,
1995-02,75.656,
1995-03,77.879,
1995-04,78.059,
1995-05,78.751,
1995-06,80.062,
1995-07,78.671,
1995-08,77.305,
1995-09,78.512,
1995-10,77.351,
1995-11,79.132,
1995-12,75.114,
1996-01,73.856,
1996-02,74.779,
1996-03,76.809,
1996-04,76.708,
1996-05,77.009,
1996-06,78.307,
1996-07,77.603,
1996-08,75.330,
1996-09,77.742,
1996-10,79.006,
1996-11,81.102,
1996-12,79.619,
1997-01,78.852,
1997-02,79.992,
1997-03,82.829,
1997-04,84.249,
1997-05,83.362,
1997-06,85.572,
1997-07,84.855,
1997-08,82.945,
1997-09,86.364,
1997-10,88.915,
1997-11,90.291,
1997-12,88.373,
1998-01,87.652,
1998-02,90.872,
1998-03,92.894,
1998-04,93.734,
1998-05,93.697,
1998-06,93.112,
1998-07,92.490,
1998-08,89.303,
1998-09,91.624,
1998-10,92.630,
1998-11,93.338,
1998-12,90.235,
1999-01,88.413,
1999-02,89.841,
1999-03,93.377,
1999-04,91.279,
1999-05,93.311,
1999-06,96.468,
1999-07,95.336,
1999-08,94.369,
1999-09,97.318,
1999-10,100.941,
1999-11,103.186,
1999-12,100.777,
2000-01,101.495,
2000-02,103.654,
2000-03,108.689,
2000-04,108.548,
2000-05,110.164,
2000-06,111.239,
2000-07,111.153,
2000-08,110.622,
2000-09,114.715,
2000-10,117.015,
2000-11,119.480,
2000-12,116.971,
2001-01,115.851,
2001-02,116.042,
2001-03,119.371,
2001-04,117.685,
2001-05,117.926,
2001-06,121.006,
2001-07,117.265,
2001-08,114.716,
2001-09,118.621,
2001-10,119.922,
2001-11,119.750,
2001-12,114.857,
2002-01,112.021,
2002-02,111.841,
2002-03,109.906,
2002-04,111.428,
2002-05,111.396,
2002-06,114.626,
2002-07,112.163,
2002-08,108.148,
2002-09,111.998,
2002-10,114.073,
2002-11,115.369,
2002-12,111.406,
2003-01,110.372,
2003-02,109.921,
2003-03,112.073,
2003-04,112.026,
2003-05,108.883,
2003-06,109.957,
2003-07,108.783,
2003-08,105.949,
2003-09,108.083,
2003-10,109.782,
2003-11,112.489,
2003-12,108.515,
2004-01,105.352,
2004-02,106.933,
2004-03,112.036,
2004-04,110.603,
2004-05,111.809,
2004-06,115.754,
2004-07,112.958,
2004-08,109.048,
2004-09,113.937,
2004-10,116.361,
2004-11,118.880,
2004-12,112.342,
2005-01,110.265,
2005-02,111.224,
2005-03,116.685,
2005-04,116.057,
2005-05,116.096,
2005-06,120.921,
2005-07,119.394,
2005-08,116.235,
2005-09,123.222,
2005-10,124.035,
2005-11,127.707,
2005-12,125.497,
2006-01,126.013,
2006-02,127.142,
2006-03,132.265,
2006-04,129.853,
2006-05,130.536,
2006-06,133.422,
2006-07,129.774,
2006-08,126.493,
2006-09,133.037,
2006-10,133.652,
2006-11,138.211,
2006-12,134.057,
2007-01,134.295,
2007-02,136.618,
2007-03,141.090,
2007-04,137.514,
2007-05,137.838,
2007-06,141.687,
2007-07,138.101,
2007-08,135.114,
2007-09,141.180,
2007-10,143.174,
2007-11,146.534,
2007-12,139.842,
2008-01,138.554,
2008-02,142.866,
2008-03,146.498,
2008-04,148.817,
2008-05,149.192,
2008-06,151.864,
2008-07,149.373,
2008-08,145.090,
2008-09,148.634,
2008-10,149.469,
2008-11,148.878,
2008-12,140.520,
2009-01,132.722,
2009-02,132.564,
2009-03,133.508,
2009-04,126.864,
2009-05,128.808,
2009-06,133.025,
2009-07,131.664,
2009-08,126.358,
2009-09,130.654,
2009-10,132.995,
2009-11,137.175,
2009-12,130.605,
2010-01,122.038,
2010-02,124.929,
2010-03,134.605,
2010-04,133.565,
2010-05,136.999,
2010-06,142.332,
2010-07,139.343,
2010-08,135.959,
2010-09,143.109,
2010-10,145.453,
2010-11,146.465,
2010-12,143.032,
2011-01,140.978,
2011-02,148.044,
2011-03,151.699,
2011-04,150.763,
2011-05,152.515,
2011-06,153.825,
2011-07,151.778,
2011-08,147.577,
2011-09,156.096,
2011-10,157.245,
2011-11,159.064,
2011-12,155.392,
2012-01,153.191,
2012-02,157.289,
2012-03,164.554,
2012-04,159.782,
2012-05,159.925,
2012-06,167.572,
2012-07,164.845,
2012-08,158.872,
2012-09,163.837,
2012-10,163.677,
2012-11,167.817,
2012-12,158.825,
2013-01,154.914,
2013-02,158.127,
2013-03,164.909,
2013-04,162.506,
2013-05,157.048,
2013-06,162.690,
2013-07,155.820,
2013-08,156.051,
2013-09,164.071,
2013-10,164.277,
2013-11,169.867,
2013-12,163.734,
2014-01,158.795,
2014-02,161.184,
2014-03,167.427,
2014-04,165.232,
2014-05,162.818,
2014-06,169.088,
2014-07,166.524,
2014-08,163.514,
2014-09,171.498,
2014-10,172.163,
2014-11,174.558,
2014-12,170.423,
"","General: Statistical breaks have not been eliminated; the changes in stocks are thus not comparable with the transactions recorded under ""Capital transactions with non-residents"".",
