"",BBEE1.D.I8.AAA.XZE012.A.AABAN.M00,BBEE1.D.I8.AAA.XZE012.A.AABAN.M00_FLAGS
1998-08-09,.,No value available
1998-08-10,100.6618,
1998-08-11,100.6727,
1998-08-12,101.0163,
1998-08-13,100.5338,
1998-08-14,100.2703,
1998-08-15,.,No value available
1998-08-16,.,No value available
1998-08-17,100.3759,
1998-08-18,100.2690,
1998-08-19,99.9573,
1998-08-20,100.0562,
1998-08-21,100.1739,
1998-08-22,.,No value available
1998-08-23,.,No value available
1998-08-24,100.1816,
1998-08-25,100.2486,
1998-08-26,100.0125,
1998-08-27,99.7840,
1998-08-28,100.6253,
1998-08-29,.,No value available
1998-08-30,.,No value available
1998-08-31,100.9201,
1998-09-01,101.1628,
1998-09-02,100.9364,
1998-09-03,101.9960,
1998-09-04,101.4857,
1998-09-05,.,No value available
1998-09-06,.,No value available
1998-09-07,.,No value available
1998-09-08,101.7699,
1998-09-09,101.9117,
1998-09-10,103.1299,
1998-09-11,103.3715,
1998-09-12,.,No value available
1998-09-13,.,No value available
1998-09-14,102.8642,
1998-09-15,103.5951,
1998-09-16,103.3887,
1998-09-17,103.8517,
1998-09-18,103.2760,
1998-09-19,.,No value available
1998-09-20,.,No value available
1998-09-21,104.0880,
1998-09-22,103.8493,
1998-09-23,103.8376,
1998-09-24,104.3496,
1998-09-25,104.3780,
1998-09-26,.,No value available
1998-09-27,.,No value available
1998-09-28,103.8767,
1998-09-29,103.8317,
1998-09-30,104.2176,
1998-10-01,105.4619,
1998-10-02,106.1652,
1998-10-03,.,No value available
1998-10-04,.,No value available
1998-10-05,106.5224,
1998-10-06,106.1274,
1998-10-07,106.2652,
1998-10-08,105.1297,
1998-10-09,104.3990,
1998-10-10,.,No value available
1998-10-11,.,No value available
1998-10-12,.,No value available
1998-10-13,104.0436,
1998-10-14,104.2093,
1998-10-15,104.5472,
1998-10-16,104.8868,
1998-10-17,.,No value available
1998-10-18,.,No value available
1998-10-19,104.3826,
1998-10-20,104.0186,
1998-10-21,103.5429,
1998-10-22,103.5675,
1998-10-23,103.9336,
1998-10-24,.,No value available
1998-10-25,.,No value available
1998-10-26,103.5697,
1998-10-27,103.4685,
1998-10-28,103.6019,
1998-10-29,103.4880,
1998-10-30,103.3446,
1998-10-31,.,No value available
1998-11-01,.,No value available
1998-11-02,103.3713,
1998-11-03,102.9302,
1998-11-04,102.8489,
1998-11-05,103.3588,
1998-11-06,103.2681,
1998-11-07,.,No value available
1998-11-08,.,No value available
1998-11-09,102.5733,
1998-11-10,102.7219,
1998-11-11,.,No value available
1998-11-12,102.8237,
1998-11-13,102.5288,
1998-11-14,.,No value available
1998-11-15,.,No value available
1998-11-16,103.3753,
1998-11-17,103.1749,
1998-11-18,103.2717,
1998-11-19,102.7146,
1998-11-20,102.3519,
1998-11-21,.,No value available
1998-11-22,.,No value available
1998-11-23,101.5592,
1998-11-24,101.4379,
1998-11-25,101.7608,
1998-11-26,.,No value available
1998-11-27,101.8539,
1998-11-28,.,No value available
1998-11-29,.,No value available
1998-11-30,102.1984,
1998-12-01,102.8657,
1998-12-02,102.9946,
1998-12-03,102.6219,
1998-12-04,102.6659,
1998-12-05,.,No value available
1998-12-06,.,No value available
1998-12-07,102.8941,
1998-12-08,103.2701,
1998-12-09,103.1049,
1998-12-10,103.3259,
1998-12-11,103.5032,
1998-12-12,.,No value available
1998-12-13,.,No value available
1998-12-14,103.3344,
1998-12-15,103.1299,
1998-12-16,102.7917,
1998-12-17,102.8484,
1998-12-18,102.7878,
1998-12-19,.,No value available
1998-12-20,.,No value available
1998-12-21,102.4285,
1998-12-22,102.3699,
1998-12-23,102.3154,
1998-12-24,102.0659,
1998-12-25,.,No value available
1998-12-26,.,No value available
1998-12-27,.,No value available
1998-12-28,102.1854,
1998-12-29,102.3208,
1998-12-30,102.5785,
1998-12-31,102.5357,
1999-01-01,.,No value available
1999-01-02,.,No value available
1999-01-03,.,No value available
1999-01-04,103.1198,
1999-01-05,102.7235,
1999-01-06,.,No value available
1999-01-07,101.6155,
1999-01-08,101.9399,
1999-01-09,.,No value available
1999-01-10,.,No value available
1999-01-11,101.0761,
1999-01-12,101.2577,
1999-01-13,102.6405,
1999-01-14,102.1939,
1999-01-15,102.0534,
1999-01-16,.,No value available
1999-01-17,.,No value available
1999-01-18,.,No value available
1999-01-19,101.6857,
1999-01-20,101.4530,
1999-01-21,101.4364,
1999-01-22,101.5961,
1999-01-23,.,No value available
1999-01-24,.,No value available
1999-01-25,101.5826,
1999-01-26,101.5690,
1999-01-27,101.3244,
1999-01-28,100.7914,
1999-01-29,100.6764,
1999-01-30,.,No value available
1999-01-31,.,No value available
1999-02-01,100.4379,
1999-02-02,100.1007,
1999-02-03,100.1363,
1999-02-04,99.8015,
1999-02-05,99.8975,
1999-02-06,.,No value available
1999-02-07,.,No value available
1999-02-08,99.7691,
1999-02-09,100.4887,
1999-02-10,100.7164,
1999-02-11,100.5135,
1999-02-12,100.0396,
1999-02-13,.,No value available
1999-02-14,.,No value available
1999-02-15,.,No value available
1999-02-16,99.8797,
1999-02-17,100.4145,
1999-02-18,100.4543,
1999-02-19,100.0691,
1999-02-20,.,No value available
1999-02-21,.,No value available
1999-02-22,99.2821,
1999-02-23,99.1523,
1999-02-24,99.8597,
1999-02-25,99.8608,
1999-02-26,99.7066,
1999-02-27,.,No value available
1999-02-28,.,No value available
1999-03-01,99.3766,
1999-03-02,98.8443,
1999-03-03,98.8868,
1999-03-04,99.0071,
1999-03-05,98.6581,
1999-03-06,.,No value available
1999-03-07,.,No value available
1999-03-08,98.9922,
1999-03-09,98.7753,
1999-03-10,99.1040,
1999-03-11,98.5872,
1999-03-12,98.7330,
1999-03-13,.,No value available
1999-03-14,.,No value available
1999-03-15,98.8318,
1999-03-16,98.6363,
1999-03-17,99.2385,
1999-03-18,99.3833,
1999-03-19,98.5386,
1999-03-20,.,No value available
1999-03-21,.,No value available
1999-03-22,98.2828,
1999-03-23,98.5878,
1999-03-24,98.5681,
1999-03-25,98.5096,
1999-03-26,98.0816,
1999-03-27,.,No value available
1999-03-28,.,No value available
1999-03-29,97.5456,
1999-03-30,97.7209,
1999-03-31,97.7949,
1999-04-01,98.0803,
1999-04-02,98.2570,
1999-04-03,.,No value available
1999-04-04,.,No value available
1999-04-05,.,No value available
1999-04-06,98.1754,
1999-04-07,98.6471,
1999-04-08,98.4763,
1999-04-09,98.2997,
1999-04-10,.,No value available
1999-04-11,.,No value available
1999-04-12,98.6778,
1999-04-13,98.0276,
1999-04-14,97.9467,
1999-04-15,97.9096,
1999-04-16,97.1197,
1999-04-17,.,No value available
1999-04-18,.,No value available
1999-04-19,96.7227,
1999-04-20,96.7837,
1999-04-21,96.5571,
1999-04-22,96.6014,
1999-04-23,96.8010,
1999-04-24,.,No value available
1999-04-25,.,No value available
1999-04-26,96.5406,
1999-04-27,96.7737,
1999-04-28,96.8886,
1999-04-29,96.5270,
1999-04-30,96.5211,
1999-05-01,.,No value available
1999-05-02,.,No value available
1999-05-03,96.4660,
1999-05-04,96.4308,
1999-05-05,96.8917,
1999-05-06,97.7321,
1999-05-07,97.6773,
1999-05-08,.,No value available
1999-05-09,.,No value available
1999-05-10,97.3971,
1999-05-11,97.4172,
1999-05-12,96.8717,
1999-05-13,96.8022,
1999-05-14,97.2486,
1999-05-15,.,No value available
1999-05-16,.,No value available
1999-05-17,97.3840,
1999-05-18,97.3829,
1999-05-19,97.1905,
1999-05-20,97.2739,
1999-05-21,96.8597,
1999-05-22,.,No value available
1999-05-23,.,No value available
1999-05-24,96.9933,
1999-05-25,97.1777,
1999-05-26,96.5357,
1999-05-27,96.1236,
1999-05-28,96.0253,
1999-05-29,.,No value available
1999-05-30,.,No value available
1999-05-31,.,No value available
1999-06-01,95.6645,
1999-06-02,95.2030,
1999-06-03,95.2439,
1999-06-04,94.7522,
1999-06-05,.,No value available
1999-06-06,.,No value available
1999-06-07,94.6512,
1999-06-08,95.2611,
1999-06-09,95.5415,
1999-06-10,95.6044,
1999-06-11,95.4410,
1999-06-12,.,No value available
1999-06-13,.,No value available
1999-06-14,95.2713,
1999-06-15,95.1608,
1999-06-16,94.8693,
1999-06-17,94.7150,
1999-06-18,95.0092,
1999-06-19,.,No value available
1999-06-20,.,No value available
1999-06-21,94.9345,
1999-06-22,.,No value available
1999-06-23,94.6434,
1999-06-24,94.9210,
1999-06-25,95.6489,
1999-06-26,.,No value available
1999-06-27,.,No value available
1999-06-28,95.3127,
1999-06-29,95.0986,
1999-06-30,94.9513,
1999-07-01,94.3844,
1999-07-02,94.2745,
1999-07-03,.,No value available
1999-07-04,.,No value available
1999-07-05,.,No value available
1999-07-06,94.3073,
1999-07-07,94.4633,
1999-07-08,94.2438,
1999-07-09,94.4915,
1999-07-10,.,No value available
1999-07-11,.,No value available
1999-07-12,93.9674,
1999-07-13,94.2387,
1999-07-14,94.1120,
1999-07-15,94.2456,
1999-07-16,94.2195,
1999-07-17,.,No value available
1999-07-18,.,No value available
1999-07-19,93.8684,
1999-07-20,95.4010,
1999-07-21,95.9270,
1999-07-22,96.0702,
1999-07-23,95.8227,
1999-07-24,.,No value available
1999-07-25,.,No value available
1999-07-26,97.1413,
1999-07-27,96.6849,
1999-07-28,96.5158,
1999-07-29,96.7629,
1999-07-30,96.6121,
1999-07-31,.,No value available
1999-08-01,.,No value available
1999-08-02,96.3549,
1999-08-03,96.3822,
1999-08-04,96.9932,
1999-08-05,.,No value available
1999-08-06,97.0077,
1999-08-07,.,No value available
1999-08-08,.,No value available
1999-08-09,96.9038,
1999-08-10,97.0147,
1999-08-11,96.5952,
1999-08-12,96.4490,
1999-08-13,96.5247,
1999-08-14,.,No value available
1999-08-15,.,No value available
1999-08-16,95.8221,
1999-08-17,95.6312,
1999-08-18,95.3958,
1999-08-19,95.2521,
1999-08-20,96.0784,
1999-08-21,.,No value available
1999-08-22,.,No value available
1999-08-23,95.7946,
1999-08-24,95.3432,
1999-08-25,94.8335,
1999-08-26,95.0374,
1999-08-27,95.0589,
1999-08-28,.,No value available
1999-08-29,.,No value available
1999-08-30,95.0251,
1999-08-31,95.4196,
1999-09-01,95.6762,
1999-09-02,96.0715,
1999-09-03,96.2822,
1999-09-04,.,No value available
1999-09-05,.,No value available
1999-09-06,.,No value available
1999-09-07,95.6357,
1999-09-08,95.7044,
1999-09-09,95.2878,
1999-09-10,94.7695,
1999-09-11,.,No value available
1999-09-12,.,No value available
1999-09-13,93.4241,
1999-09-14,93.7876,
1999-09-15,93.6356,
1999-09-16,93.5390,
1999-09-17,93.8817,
1999-09-18,.,No value available
1999-09-19,.,No value available
1999-09-20,93.9667,
1999-09-21,93.5032,
1999-09-22,94.2226,
1999-09-23,93.6845,
1999-09-24,93.8977,
1999-09-25,.,No value available
1999-09-26,.,No value available
1999-09-27,93.5030,
1999-09-28,94.0943,
1999-09-29,94.7760,
1999-09-30,95.3461,
1999-10-01,95.6936,
1999-10-02,.,No value available
1999-10-03,.,No value available
1999-10-04,95.6001,
1999-10-05,95.4226,
1999-10-06,95.8669,
1999-10-07,95.8439,
1999-10-08,95.3960,
1999-10-09,.,No value available
1999-10-10,.,No value available
1999-10-11,.,No value available
1999-10-12,95.3244,
1999-10-13,96.2799,
1999-10-14,96.0541,
1999-10-15,96.5763,
1999-10-16,.,No value available
1999-10-17,.,No value available
1999-10-18,96.5347,
1999-10-19,96.2401,
1999-10-20,95.9961,
1999-10-21,96.0486,
1999-10-22,95.7037,
1999-10-23,.,No value available
1999-10-24,.,No value available
1999-10-25,95.3037,
1999-10-26,94.9394,
1999-10-27,94.4014,
1999-10-28,94.4336,
1999-10-29,94.0469,
1999-10-30,.,No value available
1999-10-31,.,No value available
1999-11-01,.,No value available
1999-11-02,94.2949,
1999-11-03,94.0773,
1999-11-04,94.3784,
1999-11-05,93.9921,
1999-11-06,.,No value available
1999-11-07,.,No value available
1999-11-08,93.9749,
1999-11-09,93.9692,
1999-11-10,93.8985,
1999-11-11,.,No value available
1999-11-12,93.2692,
1999-11-13,.,No value available
1999-11-14,.,No value available
1999-11-15,93.1792,
1999-11-16,93.4420,
1999-11-17,93.8427,
1999-11-18,93.6618,
1999-11-19,93.1020,
1999-11-20,.,No value available
1999-11-21,.,No value available
1999-11-22,93.1501,
1999-11-23,93.0567,
1999-11-24,92.4364,
1999-11-25,.,No value available
1999-11-26,91.7349,
1999-11-27,.,No value available
1999-11-28,.,No value available
1999-11-29,91.5070,
1999-11-30,91.6684,
1999-12-01,91.6051,
1999-12-02,91.4059,
1999-12-03,91.0340,
1999-12-04,.,No value available
1999-12-05,.,No value available
1999-12-06,92.0548,
1999-12-07,92.2817,
1999-12-08,92.2057,
1999-12-09,91.7180,
1999-12-10,91.4738,
1999-12-11,.,No value available
1999-12-12,.,No value available
1999-12-13,91.4219,
1999-12-14,91.0530,
1999-12-15,91.0538,
1999-12-16,91.7539,
1999-12-17,91.7135,
1999-12-18,.,No value available
1999-12-19,.,No value available
1999-12-20,91.4180,
1999-12-21,91.3009,
1999-12-22,91.0730,
1999-12-23,91.1905,
1999-12-24,91.6052,
1999-12-25,.,No value available
1999-12-26,.,No value available
1999-12-27,91.5277,
1999-12-28,91.2727,
1999-12-29,91.0919,
1999-12-30,90.8877,
1999-12-31,.,No value available
2000-01-01,.,No value available
2000-01-02,.,No value available
2000-01-03,91.1267,
2000-01-04,92.4868,
2000-01-05,93.0138,
2000-01-06,.,No value available
2000-01-07,92.5294,
2000-01-08,.,No value available
2000-01-09,.,No value available
2000-01-10,92.1626,
2000-01-11,92.5024,
2000-01-12,92.7150,
2000-01-13,92.5444,
2000-01-14,92.1214,
2000-01-15,.,No value available
2000-01-16,.,No value available
2000-01-17,91.2292,
2000-01-18,91.2598,
2000-01-19,91.3996,
2000-01-20,91.1237,
2000-01-21,91.0031,
2000-01-22,.,No value available
2000-01-23,.,No value available
2000-01-24,90.5646,
2000-01-25,90.5700,
2000-01-26,90.6923,
2000-01-27,90.4233,
2000-01-28,89.6702,
2000-01-29,.,No value available
2000-01-30,.,No value available
2000-01-31,89.6086,
2000-02-01,89.2034,
2000-02-02,89.4078,
2000-02-03,89.5857,
2000-02-04,90.2978,
2000-02-05,.,No value available
2000-02-06,.,No value available
2000-02-07,89.8119,
2000-02-08,90.6790,
2000-02-09,90.7626,
2000-02-10,90.2762,
2000-02-11,90.0201,
2000-02-12,.,No value available
2000-02-13,.,No value available
2000-02-14,90.5014,
2000-02-15,89.9978,
2000-02-16,90.0698,
2000-02-17,90.8631,
2000-02-18,90.5336,
2000-02-19,.,No value available
2000-02-20,.,No value available
2000-02-21,90.6735,
2000-02-22,91.7040,
2000-02-23,92.0744,
2000-02-24,90.9930,
2000-02-25,90.4226,
2000-02-26,.,No value available
2000-02-27,.,No value available
2000-02-28,89.0738,
2000-02-29,89.7207,
2000-03-01,89.2873,
2000-03-02,89.5252,
2000-03-03,89.1916,
2000-03-04,.,No value available
2000-03-05,.,No value available
2000-03-06,89.0085,
2000-03-07,88.7369,
2000-03-08,88.2820,
2000-03-09,88.7419,
2000-03-10,88.7000,
2000-03-11,.,No value available
2000-03-12,.,No value available
2000-03-13,89.2933,
2000-03-14,88.7037,
2000-03-15,88.9663,
2000-03-16,89.0897,
2000-03-17,89.1508,
2000-03-18,.,No value available
2000-03-19,.,No value available
2000-03-20,89.6240,
2000-03-21,89.4367,
2000-03-22,88.7863,
2000-03-23,88.9775,
2000-03-24,89.2504,
2000-03-25,.,No value available
2000-03-26,.,No value available
2000-03-27,89.0807,
2000-03-28,88.6803,
2000-03-29,88.0154,
2000-03-30,87.8821,
2000-03-31,87.6996,
2000-04-01,.,No value available
2000-04-02,.,No value available
2000-04-03,87.9544,
2000-04-04,87.8435,
2000-04-05,88.8605,
2000-04-06,88.5160,
2000-04-07,88.1325,
2000-04-08,.,No value available
2000-04-09,.,No value available
2000-04-10,88.3833,
2000-04-11,88.4676,
2000-04-12,88.1869,
2000-04-13,87.9281,
2000-04-14,88.0101,
2000-04-15,.,No value available
2000-04-16,.,No value available
2000-04-17,88.1527,
2000-04-18,87.6853,
2000-04-19,87.4567,
2000-04-20,86.8812,
2000-04-21,.,No value available
2000-04-22,.,No value available
2000-04-23,.,No value available
2000-04-24,.,No value available
2000-04-25,86.4249,
2000-04-26,85.6952,
2000-04-27,85.6016,
2000-04-28,85.2229,
2000-04-29,.,No value available
2000-04-30,.,No value available
2000-05-01,.,No value available
2000-05-02,85.5667,
2000-05-03,84.0991,
2000-05-04,84.6982,
2000-05-05,84.9685,
2000-05-06,.,No value available
2000-05-07,.,No value available
2000-05-08,84.8402,
2000-05-09,85.0396,
2000-05-10,86.1158,
2000-05-11,86.2448,
2000-05-12,85.6637,
2000-05-13,.,No value available
2000-05-14,.,No value available
2000-05-15,86.6357,
2000-05-16,86.1270,
2000-05-17,85.2500,
2000-05-18,85.5095,
2000-05-19,84.8766,
2000-05-20,.,No value available
2000-05-21,.,No value available
2000-05-22,85.7642,
2000-05-23,86.6928,
2000-05-24,86.7367,
2000-05-25,85.9529,
2000-05-26,87.1391,
2000-05-27,.,No value available
2000-05-28,.,No value available
2000-05-29,87.8350,
2000-05-30,88.2597,
2000-05-31,87.9585,
2000-06-01,88.2382,
2000-06-02,88.3557,
2000-06-03,.,No value available
2000-06-04,.,No value available
2000-06-05,88.4983,
2000-06-06,88.8376,
2000-06-07,89.0958,
2000-06-08,89.9767,
2000-06-09,89.0558,
2000-06-10,.,No value available
2000-06-11,.,No value available
2000-06-12,89.1168,
2000-06-13,89.4591,
2000-06-14,89.8957,
2000-06-15,89.0404,
2000-06-16,89.3417,
2000-06-17,.,No value available
2000-06-18,.,No value available
2000-06-19,89.8311,
2000-06-20,89.0809,
2000-06-21,88.6569,
2000-06-22,88.1283,
2000-06-23,88.1173,
2000-06-24,.,No value available
2000-06-25,.,No value available
2000-06-26,87.6854,
2000-06-27,88.2750,
2000-06-28,88.2706,
2000-06-29,88.6953,
2000-06-30,89.2014,
2000-07-01,.,No value available
2000-07-02,.,No value available
2000-07-03,88.7608,
2000-07-04,88.7102,
2000-07-05,89.1653,
2000-07-06,89.2693,
2000-07-07,88.8492,
2000-07-08,.,No value available
2000-07-09,.,No value available
2000-07-10,88.9910,
2000-07-11,89.0574,
2000-07-12,88.8836,
2000-07-13,87.9265,
2000-07-14,87.9780,
2000-07-15,.,No value available
2000-07-16,.,No value available
2000-07-17,88.2286,
2000-07-18,88.0971,
2000-07-19,87.1401,
2000-07-20,87.2246,
2000-07-21,87.9864,
2000-07-22,.,No value available
2000-07-23,.,No value available
2000-07-24,87.8067,
2000-07-25,88.3710,
2000-07-26,88.2140,
2000-07-27,88.2348,
2000-07-28,87.5521,
2000-07-29,.,No value available
2000-07-30,.,No value available
2000-07-31,87.5311,
2000-08-01,87.6339,
2000-08-02,86.8441,
2000-08-03,85.9593,
2000-08-04,85.7948,
2000-08-05,.,No value available
2000-08-06,.,No value available
2000-08-07,86.1514,
2000-08-08,85.7759,
2000-08-09,85.2487,
2000-08-10,85.7307,
2000-08-11,86.4483,
2000-08-12,.,No value available
2000-08-13,.,No value available
2000-08-14,85.6279,
2000-08-15,86.4724,
2000-08-16,86.1388,
2000-08-17,86.6163,
2000-08-18,86.5875,
2000-08-19,.,No value available
2000-08-20,.,No value available
2000-08-21,85.8420,
2000-08-22,85.5470,
2000-08-23,85.1276,
2000-08-24,85.8110,
2000-08-25,85.9548,
2000-08-26,.,No value available
2000-08-27,.,No value available
2000-08-28,85.8296,
2000-08-29,85.6782,
2000-08-30,85.4411,
2000-08-31,85.3498,
2000-09-01,85.3140,
2000-09-02,.,No value available
2000-09-03,.,No value available
2000-09-04,85.8279,
2000-09-05,85.1400,
2000-09-06,84.6902,
2000-09-07,83.7743,
2000-09-08,84.3794,
2000-09-09,.,No value available
2000-09-10,.,No value available
2000-09-11,83.5339,
2000-09-12,83.7876,
2000-09-13,84.1794,
2000-09-14,84.3692,
2000-09-15,83.9566,
2000-09-16,.,No value available
2000-09-17,.,No value available
2000-09-18,83.4175,
2000-09-19,83.4581,
2000-09-20,82.7312,
2000-09-21,83.0422,
2000-09-22,85.3815,
2000-09-23,.,No value available
2000-09-24,.,No value available
2000-09-25,84.5926,
2000-09-26,84.4832,
2000-09-27,85.1581,
2000-09-28,84.9368,
2000-09-29,84.4896,
2000-09-30,.,No value available
2000-10-01,.,No value available
2000-10-02,84.7763,
2000-10-03,84.6421,
2000-10-04,84.5134,
2000-10-05,84.8977,
2000-10-06,84.3823,
2000-10-07,.,No value available
2000-10-08,.,No value available
2000-10-09,84.3206,
2000-10-10,84.3717,
2000-10-11,84.2943,
2000-10-12,83.7509,
2000-10-13,83.5057,
2000-10-14,.,No value available
2000-10-15,.,No value available
2000-10-16,82.9757,
2000-10-17,82.9587,
2000-10-18,83.0483,
2000-10-19,82.1944,
2000-10-20,82.4890,
2000-10-21,.,No value available
2000-10-22,.,No value available
2000-10-23,81.8312,
2000-10-24,81.8403,
2000-10-25,81.4443,
2000-10-26,81.3164,
2000-10-27,81.7510,
2000-10-28,.,No value available
2000-10-29,.,No value available
2000-10-30,82.6581,
2000-10-31,82.3400,
2000-11-01,83.2889,
2000-11-02,83.9002,
2000-11-03,84.4173,
2000-11-04,.,No value available
2000-11-05,.,No value available
2000-11-06,84.0119,
2000-11-07,83.6869,
2000-11-08,83.5403,
2000-11-09,83.4052,
2000-11-10,84.3616,
2000-11-11,.,No value available
2000-11-12,.,No value available
2000-11-13,83.9847,
2000-11-14,83.7357,
2000-11-15,83.9570,
2000-11-16,83.8594,
2000-11-17,83.6345,
2000-11-18,.,No value available
2000-11-19,.,No value available
2000-11-20,83.3213,
2000-11-21,83.3817,
2000-11-22,83.0534,
2000-11-23,83.2380,
2000-11-24,83.3357,
2000-11-25,.,No value available
2000-11-26,.,No value available
2000-11-27,83.0420,
2000-11-28,83.9563,
2000-11-29,84.5730,
2000-11-30,85.0659,
2000-12-01,85.2745,
2000-12-02,.,No value available
2000-12-03,.,No value available
2000-12-04,86.2495,
2000-12-05,85.5143,
2000-12-06,85.7300,
2000-12-07,86.4675,
2000-12-08,86.0354,
2000-12-09,.,No value available
2000-12-10,.,No value available
2000-12-11,85.2097,
2000-12-12,85.1541,
2000-12-13,85.0352,
2000-12-14,85.5147,
2000-12-15,86.4210,
2000-12-16,.,No value available
2000-12-17,.,No value available
2000-12-18,86.2510,
2000-12-19,85.9922,
2000-12-20,87.1786,
2000-12-21,87.6590,
2000-12-22,88.4064,
2000-12-23,.,No value available
2000-12-24,.,No value available
2000-12-25,.,No value available
2000-12-26,.,No value available
2000-12-27,89.0091,
2000-12-28,88.8999,
2000-12-29,89.0274,
2000-12-30,.,No value available
2000-12-31,.,No value available
2001-01-01,.,No value available
2001-01-02,89.8939,
2001-01-03,90.4745,
2001-01-04,90.0596,
2001-01-05,90.7605,
2001-01-06,.,No value available
2001-01-07,.,No value available
2001-01-08,90.4432,
2001-01-09,89.9093,
2001-01-10,89.9561,
2001-01-11,90.7977,
2001-01-12,91.1058,
2001-01-13,.,No value available
2001-01-14,.,No value available
2001-01-15,90.5476,
2001-01-16,90.4833,
2001-01-17,90.2513,
2001-01-18,90.3707,
2001-01-19,90.2176,
2001-01-20,.,No value available
2001-01-21,.,No value available
2001-01-22,89.6637,
2001-01-23,90.3018,
2001-01-24,89.6053,
2001-01-25,88.6465,
2001-01-26,89.0727,
2001-01-27,.,No value available
2001-01-28,.,No value available
2001-01-29,88.7651,
2001-01-30,88.7455,
2001-01-31,89.3986,
2001-02-01,89.9960,
2001-02-02,89.9412,
2001-02-03,.,No value available
2001-02-04,.,No value available
2001-02-05,90.1646,
2001-02-06,89.5306,
2001-02-07,89.7198,
2001-02-08,89.0263,
2001-02-09,89.2833,
2001-02-10,.,No value available
2001-02-11,.,No value available
2001-02-12,89.6960,
2001-02-13,89.5345,
2001-02-14,88.7634,
2001-02-15,88.1977,
2001-02-16,88.2348,
2001-02-17,.,No value available
2001-02-18,.,No value available
2001-02-19,89.0470,
2001-02-20,88.1349,
2001-02-21,88.7529,
2001-02-22,88.1105,
2001-02-23,88.1614,
2001-02-24,.,No value available
2001-02-25,.,No value available
2001-02-26,88.3704,
2001-02-27,88.8432,
2001-02-28,89.5027,
2001-03-01,89.6481,
2001-03-02,90.1621,
2001-03-03,.,No value available
2001-03-04,.,No value available
2001-03-05,89.8495,
2001-03-06,89.5709,
2001-03-07,89.9374,
2001-03-08,89.9559,
2001-03-09,90.2518,
2001-03-10,.,No value available
2001-03-11,.,No value available
2001-03-12,89.8020,
2001-03-13,89.4979,
2001-03-14,89.2944,
2001-03-15,88.7701,
2001-03-16,88.1365,
2001-03-17,.,No value available
2001-03-18,.,No value available
2001-03-19,88.4678,
2001-03-20,88.6790,
2001-03-21,88.5826,
2001-03-22,88.0297,
2001-03-23,88.0616,
2001-03-24,.,No value available
2001-03-25,.,No value available
2001-03-26,88.0369,
2001-03-27,88.1380,
2001-03-28,87.4064,
2001-03-29,87.3171,
2001-03-30,87.5595,
2001-03-31,.,No value available
2001-04-01,.,No value available
2001-04-02,87.3019,
2001-04-03,87.7795,
2001-04-04,89.0862,
2001-04-05,88.8233,
2001-04-06,88.3113,
2001-04-07,.,No value available
2001-04-08,.,No value available
2001-04-09,88.6527,
2001-04-10,88.0724,
2001-04-11,87.3460,
2001-04-12,87.2111,
2001-04-13,.,No value available
2001-04-14,.,No value available
2001-04-15,.,No value available
2001-04-16,.,No value available
2001-04-17,86.8832,
2001-04-18,86.8364,
2001-04-19,87.0034,
2001-04-20,88.1938,
2001-04-21,.,No value available
2001-04-22,.,No value available
2001-04-23,88.3124,
2001-04-24,88.1055,
2001-04-25,88.0110,
2001-04-26,88.4257,
2001-04-27,88.6056,
2001-04-28,.,No value available
2001-04-29,.,No value available
2001-04-30,87.5583,
2001-05-01,.,No value available
2001-05-02,87.6977,
2001-05-03,87.5852,
2001-05-04,87.7100,
2001-05-05,.,No value available
2001-05-06,.,No value available
2001-05-07,87.5121,
2001-05-08,87.2152,
2001-05-09,87.0488,
2001-05-10,87.2484,
2001-05-11,86.5932,
2001-05-12,.,No value available
2001-05-13,.,No value available
2001-05-14,86.5207,
2001-05-15,86.7419,
2001-05-16,87.1377,
2001-05-17,86.8350,
2001-05-18,86.5655,
2001-05-19,.,No value available
2001-05-20,.,No value available
2001-05-21,86.2694,
2001-05-22,85.8215,
2001-05-23,85.0350,
2001-05-24,85.1633,
2001-05-25,85.0336,
2001-05-26,.,No value available
2001-05-27,.,No value available
2001-05-28,85.0935,
2001-05-29,84.7768,
2001-05-30,84.7628,
2001-05-31,84.1287,
2001-06-01,84.0906,
2001-06-02,.,No value available
2001-06-03,.,No value available
2001-06-04,84.4481,
2001-06-05,84.1331,
2001-06-06,84.8753,
2001-06-07,84.5427,
2001-06-08,84.5877,
2001-06-09,.,No value available
2001-06-10,.,No value available
2001-06-11,84.8073,
2001-06-12,84.7152,
2001-06-13,85.2746,
2001-06-14,84.7006,
2001-06-15,85.6362,
2001-06-16,.,No value available
2001-06-17,.,No value available
2001-06-18,85.2845,
2001-06-19,85.2030,
2001-06-20,84.8991,
2001-06-21,85.0334,
2001-06-22,84.7807,
2001-06-23,.,No value available
2001-06-24,.,No value available
2001-06-25,85.3217,
2001-06-26,85.3829,
2001-06-27,85.4581,
2001-06-28,84.7038,
2001-06-29,84.5395,
2001-06-30,.,No value available
2001-07-01,.,No value available
2001-07-02,84.2845,
2001-07-03,84.5544,
2001-07-04,84.3086,
2001-07-05,84.1632,
2001-07-06,84.2920,
2001-07-07,.,No value available
2001-07-08,.,No value available
2001-07-09,84.8934,
2001-07-10,85.4553,
2001-07-11,86.0017,
2001-07-12,85.4361,
2001-07-13,85.3707,
2001-07-14,.,No value available
