"",BBEE1.D.I8.AAA.XZE012.A.AABAN.M00,BBEE1.D.I8.AAA.XZE012.A.AABAN.M00_FLAGS
2009-11-01,.,No value available
2009-11-02,113.1219,
2009-11-03,112.7187,
2009-11-04,112.9250,
2009-11-05,113.2180,
2009-11-06,113.1189,
2009-11-07,.,No value available
2009-11-08,.,No value available
2009-11-09,113.2793,
2009-11-10,113.2464,
2009-11-11,113.2963,
2009-11-12,112.9693,
2009-11-13,112.4463,
2009-11-14,.,No value available
2009-11-15,.,No value available
2009-11-16,112.7633,
2009-11-17,112.2628,
2009-11-18,112.5684,
2009-11-19,112.5125,
2009-11-20,112.6205,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,113.0496,
2009-11-24,113.0757,
2009-11-25,113.4005,
2009-11-26,113.6437,
2009-11-27,113.1982,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,113.5339,
2009-12-01,113.5505,
2009-12-02,113.4283,
2009-12-03,113.6467,
2009-12-04,113.3968,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,112.5388,
2009-12-08,112.4974,
2009-12-09,112.4645,
2009-12-10,112.2641,
2009-12-11,112.4868,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,111.9318,
2009-12-15,111.7637,
2009-12-16,111.7759,
2009-12-17,110.9813,
2009-12-18,110.8743,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,111.0423,
2009-12-22,110.8057,
2009-12-23,110.8052,
2009-12-24,111.2999,
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,111.3106,
2009-12-29,111.3929,
2009-12-30,110.9954,
2009-12-31,110.8725,
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,110.7855,
2010-01-05,110.9286,
2010-01-06,110.5501,
2010-01-07,110.5483,
2010-01-08,110.2491,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,110.9798,
2010-01-12,110.8129,
2010-01-13,111.0018,
2010-01-14,110.6111,
2010-01-15,109.8156,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,109.7064,
2010-01-19,109.3453,
2010-01-20,108.7275,
2010-01-21,108.6370,
2010-01-22,109.1531,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,109.1420,
2010-01-26,108.9393,
2010-01-27,108.6969,
2010-01-28,108.3031,
2010-01-29,108.2636,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,108.1172,
2010-02-02,108.1031,
2010-02-03,108.2804,
2010-02-04,107.8466,
2010-02-05,107.4139,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,107.3412,
2010-02-09,107.6510,
2010-02-10,107.4508,
2010-02-11,107.1572,
2010-02-12,106.3845,
2010-02-13,.,No value available
2010-02-14,.,No value available
2010-02-15,106.4698,
2010-02-16,106.6695,
2010-02-17,106.8525,
2010-02-18,106.2684,
2010-02-19,106.4072,
2010-02-20,.,No value available
2010-02-21,.,No value available
2010-02-22,106.5848,
2010-02-23,106.3848,
2010-02-24,106.2565,
2010-02-25,106.0604,
2010-02-26,106.4990,
2010-02-27,.,No value available
2010-02-28,.,No value available
2010-03-01,106.5012,
2010-03-02,106.3790,
2010-03-03,106.6980,
2010-03-04,106.7368,
2010-03-05,106.3531,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,106.6161,
2010-03-09,106.3427,
2010-03-10,106.5814,
2010-03-11,106.8191,
2010-03-12,107.1703,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,106.9328,
2010-03-16,106.8962,
2010-03-17,106.7202,
2010-03-18,106.2494,
2010-03-19,105.7977,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,105.7411,
2010-03-23,105.8762,
2010-03-24,105.1099,
2010-03-25,105.2077,
2010-03-26,105.4133,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,105.8893,
2010-03-30,105.7564,
2010-03-31,105.6970,
2010-04-01,105.4706,
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,.,No value available
2010-04-06,105.1171,
2010-04-07,104.7849,
2010-04-08,104.5572,
2010-04-09,104.9491,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,105.9227,
2010-04-13,105.9011,
2010-04-14,105.8941,
2010-04-15,105.4734,
2010-04-16,105.4362,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,105.2187,
2010-04-20,105.3472,
2010-04-21,104.6323,
2010-04-22,104.4866,
2010-04-23,104.4783,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,104.3683,
2010-04-27,104.4684,
2010-04-28,104.5173,
2010-04-29,104.4243,
2010-04-30,104.6858,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,104.3930,
2010-05-04,103.8714,
2010-05-05,103.3742,
2010-05-06,102.4099,
2010-05-07,103.0899,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,103.4982,
2010-05-11,102.2512,
2010-05-12,101.8001,
2010-05-13,101.2927,
2010-05-14,101.0946,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,100.6802,
2010-05-18,100.9890,
2010-05-19,100.6082,
2010-05-20,101.4959,
2010-05-21,102.3750,
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,101.4506,
2010-05-25,100.9130,
2010-05-26,101.0071,
2010-05-27,100.5166,
2010-05-28,101.0761,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,100.7358,
2010-06-01,99.9509,
2010-06-02,100.2553,
2010-06-03,100.3389,
2010-06-04,99.6656,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,99.2121,
2010-06-08,99.0406,
2010-06-09,99.2290,
2010-06-10,99.3343,
2010-06-11,99.6747,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,100.1054,
2010-06-15,100.2295,
2010-06-16,100.2402,
2010-06-17,100.5393,
2010-06-18,100.4759,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,100.2550,
2010-06-22,99.7847,
2010-06-23,99.6194,
2010-06-24,99.5979,
2010-06-25,99.8961,
2010-06-26,.,No value available
2010-06-27,.,No value available
2010-06-28,99.9100,
2010-06-29,99.2006,
2010-06-30,99.5833,
2010-07-01,99.9569,
2010-07-02,100.8850,
2010-07-03,.,No value available
2010-07-04,.,No value available
2010-07-05,100.7767,
2010-07-06,100.9632,
2010-07-07,100.9097,
2010-07-08,101.1658,
2010-07-09,100.9784,
2010-07-10,.,No value available
2010-07-11,.,No value available
2010-07-12,100.7172,
2010-07-13,100.5776,
2010-07-14,101.2280,
2010-07-15,101.7366,
2010-07-16,102.6986,
2010-07-17,.,No value available
2010-07-18,.,No value available
2010-07-19,102.9470,
2010-07-20,102.3486,
2010-07-21,101.8299,
2010-07-22,101.9516,
2010-07-23,102.0733,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,102.0940,
2010-07-27,102.5408,
2010-07-28,102.3291,
2010-07-29,102.5417,
2010-07-30,102.2279,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,102.0926,
2010-08-03,102.7415,
2010-08-04,102.6539,
2010-08-05,102.5994,
2010-08-06,102.5306,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,102.8003,
2010-08-10,102.5950,
2010-08-11,101.9750,
2010-08-12,101.0093,
2010-08-13,101.0658,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,101.0230,
2010-08-17,101.0436,
2010-08-18,101.0674,
2010-08-19,100.7474,
2010-08-20,100.3443,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,100.2454,
2010-08-24,100.0379,
2010-08-25,100.0069,
2010-08-26,100.2263,
2010-08-27,100.3569,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,100.1991,
2010-08-31,100.3838,
2010-09-01,100.7963,
2010-09-02,100.7953,
2010-09-03,100.8724,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,100.9867,
2010-09-07,100.3163,
2010-09-08,99.9302,
2010-09-09,99.9124,
2010-09-10,99.9064,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,100.2945,
2010-09-14,100.3985,
2010-09-15,101.1667,
2010-09-16,101.6555,
2010-09-17,101.6250,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,101.6116,
2010-09-21,101.8230,
2010-09-22,102.8477,
2010-09-23,102.7106,
2010-09-24,103.0606,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,103.1228,
2010-09-28,103.1744,
2010-09-29,103.8303,
2010-09-30,103.9266,
2010-10-01,104.2993,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,104.1480,
2010-10-05,104.5719,
2010-10-06,104.8415,
2010-10-07,105.3081,
2010-10-08,105.0388,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,105.1123,
2010-10-12,104.6736,
2010-10-13,105.2173,
2010-10-14,105.4772,
2010-10-15,105.4187,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,104.7904,
2010-10-19,104.9173,
2010-10-20,104.9319,
2010-10-21,105.6498,
2010-10-22,105.4133,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,105.6268,
2010-10-26,105.0674,
2010-10-27,104.8167,
2010-10-28,104.9243,
2010-10-29,104.8461,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,105.0244,
2010-11-02,105.4602,
2010-11-03,105.3620,
2010-11-04,106.1187,
2010-11-05,105.3740,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,104.6598,
2010-11-09,104.5991,
2010-11-10,103.8863,
2010-11-11,103.5066,
2010-11-12,103.7467,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,103.5654,
2010-11-16,103.5542,
2010-11-17,103.1950,
2010-11-18,103.7223,
2010-11-19,104.0163,
2010-11-20,.,No value available
2010-11-21,.,No value available
2010-11-22,103.8264,
2010-11-23,103.2489,
2010-11-24,102.4431,
2010-11-25,102.4369,
2010-11-26,102.3141,
2010-11-27,.,No value available
2010-11-28,.,No value available
2010-11-29,101.9280,
2010-11-30,101.2031,
2010-12-01,101.6213,
2010-12-02,101.8296,
2010-12-03,102.0678,
2010-12-04,.,No value available
2010-12-05,.,No value available
2010-12-06,102.1010,
2010-12-07,102.3003,
2010-12-08,101.8750,
2010-12-09,101.8166,
2010-12-10,101.8538,
2010-12-11,.,No value available
2010-12-12,.,No value available
2010-12-13,102.1388,
2010-12-14,102.6342,
2010-12-15,102.4018,
2010-12-16,101.8734,
2010-12-17,101.9422,
2010-12-18,.,No value available
2010-12-19,.,No value available
2010-12-20,101.4404,
2010-12-21,101.4428,
2010-12-22,101.1569,
2010-12-23,100.9468,
2010-12-24,101.0232,
2010-12-25,.,No value available
2010-12-26,.,No value available
2010-12-27,101.2438,
2010-12-28,101.3287,
2010-12-29,101.0370,
2010-12-30,101.5502,
2010-12-31,101.7606,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,101.6360,
2011-01-04,102.0133,
2011-01-05,101.0009,
2011-01-06,100.4155,
2011-01-07,99.7847,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,99.5133,
2011-01-11,99.5746,
2011-01-12,99.4640,
2011-01-13,100.5675,
2011-01-14,101.4345,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,100.9887,
2011-01-18,101.1119,
2011-01-19,101.8067,
2011-01-20,101.9082,
2011-01-21,102.1769,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,102.4133,
2011-01-25,102.5882,
2011-01-26,102.8832,
2011-01-27,103.0542,
2011-01-28,103.0457,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,103.0324,
2011-02-01,102.9212,
2011-02-02,102.9938,
2011-02-03,102.7936,
2011-02-04,102.2153,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,101.7854,
2011-02-08,102.2784,
2011-02-09,102.5928,
2011-02-10,102.5605,
2011-02-11,102.2935,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,101.7874,
2011-02-15,101.9850,
2011-02-16,101.9920,
2011-02-17,102.0525,
2011-02-18,102.2240,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,102.5050,
2011-02-22,102.6846,
2011-02-23,102.8769,
2011-02-24,103.0976,
2011-02-25,103.0612,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,103.1634,
2011-03-01,103.0780,
2011-03-02,103.0021,
2011-03-03,103.1932,
2011-03-04,103.9727,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,104.1374,
2011-03-08,103.7317,
2011-03-09,103.7777,
2011-03-10,103.4407,
2011-03-11,103.3469,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,104.0905,
2011-03-15,103.9735,
2011-03-16,104.1374,
2011-03-17,104.1877,
2011-03-18,104.9291,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,105.0590,
2011-03-22,104.9811,
2011-03-23,104.6885,
2011-03-24,104.7123,
2011-03-25,104.7497,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,104.4992,
2011-03-29,104.7576,
2011-03-30,104.7527,
2011-03-31,105.2528,
2011-04-01,105.1222,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,105.4788,
2011-04-05,105.0196,
2011-04-06,105.6217,
2011-04-07,105.5695,
2011-04-08,106.0069,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,106.2084,
2011-04-12,106.4253,
2011-04-13,106.4000,
2011-04-14,105.7661,
2011-04-15,105.9017,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,105.0550,
2011-04-19,105.1261,
2011-04-20,106.0296,
2011-04-21,105.9171,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,106.2088,
2011-04-27,106.4121,
2011-04-28,106.8594,
2011-04-29,106.9985,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,106.8427,
2011-05-03,106.8126,
2011-05-04,107.3233,
2011-05-05,107.0248,
2011-05-06,105.5604,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,105.0225,
2011-05-10,104.7691,
2011-05-11,104.6273,
2011-05-12,103.9925,
2011-05-13,104.6789,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,104.1310,
2011-05-17,104.3469,
2011-05-18,104.6314,
2011-05-19,104.8152,
2011-05-20,104.4776,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,103.6735,
2011-05-24,103.9770,
2011-05-25,103.8404,
2011-05-26,104.1438,
2011-05-27,104.3157,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,104.1928,
2011-05-31,104.7918,
2011-06-01,104.8371,
2011-06-02,105.1960,
2011-06-03,105.3758,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,105.7888,
2011-06-07,106.0357,
2011-06-08,105.9084,
2011-06-09,105.8396,
2011-06-10,105.2878,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,104.6704,
2011-06-14,104.9866,
2011-06-15,104.5356,
2011-06-16,103.8090,
2011-06-17,104.5550,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,104.4090,
2011-06-21,104.9523,
2011-06-22,105.1436,
2011-06-23,104.4272,
2011-06-24,104.4019,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,104.4868,
2011-06-28,104.8128,
2011-06-29,105.4558,
2011-06-30,105.4793,
2011-07-01,105.6969,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,105.6052,
2011-07-05,105.4024,
2011-07-06,104.7249,
2011-07-07,104.3763,
2011-07-08,104.3286,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,103.2976,
2011-07-12,103.1197,
2011-07-13,103.5363,
2011-07-14,103.8322,
2011-07-15,103.6194,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,103.1833,
2011-07-19,103.7012,
2011-07-20,103.7437,
2011-07-21,103.6995,
2011-07-22,104.3131,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,104.2021,
2011-07-26,104.4788,
2011-07-27,104.3323,
2011-07-28,103.3926,
2011-07-29,103.3880,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,103.7311,
2011-08-02,102.7822,
2011-08-03,103.3361,
2011-08-04,103.4176,
2011-08-05,103.0459,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,103.2977,
2011-08-09,103.4369,
2011-08-10,103.6942,
2011-08-11,102.9632,
2011-08-12,103.5188,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,103.9898,
2011-08-16,104.0686,
2011-08-17,104.4417,
2011-08-18,104.0642,
2011-08-19,104.2003,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,104.3621,
2011-08-23,104.4795,
2011-08-24,104.4299,
2011-08-25,104.5000,
2011-08-26,104.4423,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,104.8408,
2011-08-30,104.5470,
2011-08-31,104.5487,
2011-09-01,103.7248,
2011-09-02,103.5190,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,103.1082,
2011-09-06,103.6854,
2011-09-07,103.3323,
2011-09-08,103.3757,
2011-09-09,102.5582,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,101.9502,
2011-09-13,102.1474,
2011-09-14,102.6686,
2011-09-15,102.9781,
2011-09-16,102.7428,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,102.4804,
2011-09-20,102.7963,
2011-09-21,102.8689,
2011-09-22,102.6121,
2011-09-23,102.4103,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,102.4309,
2011-09-27,102.5366,
2011-09-28,102.9159,
2011-09-29,102.9956,
2011-09-30,102.5290,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,101.6119,
2011-10-04,101.1389,
2011-10-05,101.8256,
2011-10-06,101.6255,
2011-10-07,102.1093,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,102.5488,
2011-10-11,102.7774,
2011-10-12,103.2945,
2011-10-13,103.2228,
2011-10-14,103.5461,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,103.3165,
2011-10-18,103.0897,
2011-10-19,103.5876,
2011-10-20,103.5589,
2011-10-21,103.4866,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,103.5177,
2011-10-25,103.6563,
2011-10-26,103.6920,
2011-10-27,104.0095,
2011-10-28,104.4112,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,104.0118,
2011-11-01,102.7380,
2011-11-02,103.3616,
2011-11-03,103.0088,
2011-11-04,103.1224,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,103.0654,
2011-11-08,103.2530,
2011-11-09,102.7062,
2011-11-10,102.6860,
2011-11-11,102.9641,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,103.0278,
2011-11-15,102.5258,
2011-11-16,102.3717,
2011-11-17,102.4044,
2011-11-18,102.6916,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,102.4588,
2011-11-22,102.8390,
2011-11-23,102.3223,
2011-11-24,102.3148,
2011-11-25,101.9293,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,102.3207,
2011-11-29,102.0001,
2011-11-30,102.1855,
2011-12-01,102.3832,
2011-12-02,102.3764,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,102.0548,
2011-12-06,101.7926,
2011-12-07,101.7915,
2011-12-08,101.8140,
2011-12-09,101.8989,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,101.4742,
2011-12-13,101.2259,
2011-12-14,100.4256,
2011-12-15,100.3293,
2011-12-16,100.3697,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,100.2399,
2011-12-20,100.2793,
2011-12-21,100.0963,
2011-12-22,100.1372,
2011-12-23,100.1755,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,100.1116,
2011-12-28,100.1005,
2011-12-29,99.5419,
2011-12-30,99.6641,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,99.5474,
2012-01-03,99.8254,
2012-01-04,99.5802,
2012-01-05,99.1362,
2012-01-06,98.9197,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,98.5937,
2012-01-10,98.8453,
2012-01-11,98.4819,
2012-01-12,98.5111,
2012-01-13,98.6209,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,98.1132,
2012-01-17,98.5774,
2012-01-18,98.6858,
2012-01-19,98.8424,
2012-01-20,98.9291,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,99.1885,
2012-01-24,99.2336,
2012-01-25,98.9761,
2012-01-26,99.6019,
2012-01-27,99.5008,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,99.4689,
2012-01-31,99.5092,
2012-02-01,99.3556,
2012-02-02,98.9401,
2012-02-03,99.2533,
2012-02-04,.,No value available
2012-02-05,.,No value available
2012-02-06,98.7198,
2012-02-07,99.0466,
2012-02-08,99.6728,
2012-02-09,99.8588,
2012-02-10,99.6688,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,99.7913,
2012-02-14,99.5141,
2012-02-15,99.1625,
2012-02-16,98.8883,
2012-02-17,99.4328,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,99.8480,
2012-02-21,99.7734,
2012-02-22,100.0723,
2012-02-23,100.3467,
2012-02-24,100.7950,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,100.7497,
2012-02-28,100.8943,
2012-02-29,100.6133,
2012-03-01,100.0303,
2012-03-02,99.6273,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,99.7870,
2012-03-06,99.6326,
2012-03-07,99.6033,
2012-03-08,100.0202,
2012-03-09,99.7375,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,99.6547,
2012-03-13,99.4242,
2012-03-14,99.5297,
2012-03-15,99.4925,
2012-03-16,99.5624,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,99.6306,
2012-03-20,99.9480,
2012-03-21,100.2348,
2012-03-22,99.9642,
2012-03-23,100.2671,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,100.3147,
2012-03-27,100.4811,
2012-03-28,100.6196,
2012-03-29,100.3274,
2012-03-30,100.5274,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,100.3236,
2012-04-03,100.1929,
2012-04-04,99.5799,
2012-04-05,99.2433,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,99.5038,
2012-04-11,99.5911,
2012-04-12,99.6216,
2012-04-13,99.5333,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,99.0933,
2012-04-17,99.4524,
2012-04-18,99.2513,
2012-04-19,99.2391,
2012-04-20,99.6960,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,99.4802,
2012-04-24,99.5495,
2012-04-25,99.6142,
2012-04-26,99.4711,
2012-04-27,99.5075,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,99.3097,
2012-05-01,.,No value available
2012-05-02,98.9425,
2012-05-03,98.9111,
2012-05-04,99.1192,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,98.6338,
2012-05-08,98.6005,
2012-05-09,98.4761,
2012-05-10,98.4589,
2012-05-11,98.5508,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,98.3624,
2012-05-15,98.3686,
2012-05-16,98.1463,
2012-05-17,98.0032,
2012-05-18,98.0982,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,98.2586,
2012-05-22,98.3402,
2012-05-23,98.0197,
2012-05-24,97.4495,
2012-05-25,97.4691,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,97.4296,
2012-05-29,97.3073,
2012-05-30,97.0037,
2012-05-31,97.0054,
2012-06-01,96.8536,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,97.3127,
2012-06-05,97.2734,
2012-06-06,97.3818,
2012-06-07,97.6055,
2012-06-08,97.2519,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,97.3402,
2012-06-12,97.2747,
2012-06-13,97.3526,
2012-06-14,97.3735,
2012-06-15,97.6397,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,97.5057,
2012-06-19,97.3534,
2012-06-20,97.6587,
2012-06-21,97.7202,
2012-06-22,97.2283,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,96.9841,
2012-06-26,96.8199,
2012-06-27,96.8468,
2012-06-28,96.5962,
2012-06-29,97.2694,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,97.1172,
2012-07-03,96.9742,
2012-07-04,96.8776,
2012-07-05,96.2170,
2012-07-06,96.1704,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,95.7945,
2012-07-10,95.5773,
2012-07-11,95.2613,
2012-07-12,95.1805,
2012-07-13,95.1950,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,95.0261,
2012-07-17,95.3956,
2012-07-18,95.0690,
2012-07-19,95.1681,
2012-07-20,94.8026,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,94.5696,
2012-07-24,94.4906,
2012-07-25,94.7490,
2012-07-26,95.0814,
2012-07-27,95.2208,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,94.6981,
2012-07-31,94.8216,
2012-08-01,94.9721,
2012-08-02,95.2322,
2012-08-03,94.7420,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,95.2653,
2012-08-07,95.4511,
2012-08-08,95.0098,
2012-08-09,94.7543,
2012-08-10,94.6282,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,94.9085,
2012-08-14,94.9671,
2012-08-15,94.6232,
2012-08-16,94.6450,
2012-08-17,94.9856,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,94.7534,
2012-08-21,95.2621,
2012-08-22,95.4609,
2012-08-23,95.8287,
2012-08-24,95.6433,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,95.7549,
2012-08-28,95.8976,
2012-08-29,96.0041,
2012-08-30,96.0762,
2012-08-31,96.3316,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,96.1501,
2012-09-04,96.2287,
2012-09-05,96.2370,
2012-09-06,96.5074,
2012-09-07,96.7904,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,96.9785,
2012-09-11,96.9098,
2012-09-12,97.3222,
2012-09-13,97.4533,
2012-09-14,98.1572,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,98.3090,
2012-09-18,98.1870,
2012-09-19,97.9280,
2012-09-20,97.7027,
2012-09-21,97.7102,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,97.4870,
2012-09-25,97.4588,
2012-09-26,97.1680,
2012-09-27,97.1589,
2012-09-28,97.3873,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,97.2320,
2012-10-02,97.6386,
2012-10-03,97.6448,
2012-10-04,97.9212,
2012-10-05,97.9469,
2012-10-06,.,No value available
