"",BBDE1.M.DE.Y.AEB5.N2C280000.F.C.I10.A,BBDE1.M.DE.Y.AEB5.N2C280000.F.C.I10.A_FLAGS
2000-09,74.4,
2000-10,74.7,
2000-11,78.0,
2000-12,72.4,
2001-01,72.7,
2001-02,70.2,
2001-03,71.9,
2001-04,65.8,
2001-05,74.1,
2001-06,68.9,
2001-07,68.7,
2001-08,64.6,
2001-09,69.0,
2001-10,68.9,
2001-11,62.9,
2001-12,77.7,
2002-01,68.0,
2002-02,68.0,
2002-03,68.2,
2002-04,71.1,
2002-05,72.3,
2002-06,73.8,
2002-07,68.5,
2002-08,70.3,
2002-09,71.5,
2002-10,69.6,
2002-11,72.2,
2002-12,67.3,
2003-01,74.0,
2003-02,71.0,
2003-03,73.1,
2003-04,72.1,
2003-05,66.8,
2003-06,73.6,
2003-07,73.8,
2003-08,69.1,
2003-09,75.3,
2003-10,77.0,
2003-11,76.7,
2003-12,85.3,
2004-01,77.1,
2004-02,79.2,
2004-03,87.2,
2004-04,83.5,
2004-05,87.8,
2004-06,84.1,
2004-07,88.0,
2004-08,84.2,
2004-09,82.8,
2004-10,78.6,
2004-11,80.8,
2004-12,84.5,
2005-01,92.5,
2005-02,88.8,
2005-03,84.7,
2005-04,85.2,
2005-05,87.1,
2005-06,87.3,
2005-07,91.5,
2005-08,90.8,
2005-09,92.0,
2005-10,98.4,
2005-11,95.3,
2005-12,92.1,
2006-01,101.5,
2006-02,94.7,
2006-03,97.5,
2006-04,102.0,
2006-05,102.3,
2006-06,101.6,
2006-07,106.1,
2006-08,108.4,
2006-09,105.1,
2006-10,110.6,
2006-11,107.2,
2006-12,105.9,
2007-01,113.9,
2007-02,121.0,
2007-03,122.4,
2007-04,110.1,
2007-05,130.3,
2007-06,125.0,
2007-07,124.9,
2007-08,123.2,
2007-09,122.0,
2007-10,127.4,
2007-11,125.6,
2007-12,128.3,
2008-01,125.8,
2008-02,127.3,
2008-03,124.6,
2008-04,128.0,
2008-05,116.9,
2008-06,112.8,
2008-07,110.7,
2008-08,122.7,
2008-09,114.4,
2008-10,97.9,
2008-11,91.8,
2008-12,73.0,
2009-01,70.2,
2009-02,68.7,
2009-03,71.8,
2009-04,65.0,
2009-05,62.0,
2009-06,69.8,
2009-07,69.8,
2009-08,70.1,
2009-09,81.0,
2009-10,77.4,
2009-11,87.6,
2009-12,84.3,
2010-01,81.7,
2010-02,88.9,
2010-03,90.8,
2010-04,92.8,
2010-05,96.3,
2010-06,97.9,
2010-07,99.2,
2010-08,100.6,
2010-09,105.7,
2010-10,103.7,
2010-11,116.6,
2010-12,119.1,
2011-01,117.5,
2011-02,123.6,
2011-03,113.7,
2011-04,115.3,
2011-05,115.4,
2011-06,117.2,
2011-07,113.7,
2011-08,106.7,
2011-09,104.9,
2011-10,106.6,
2011-11,107.8,
2011-12,106.9,
2012-01,104.5,
2012-02,104.4,
2012-03,106.0,
2012-04,105.8,
2012-05,114.7,
2012-06,105.6,
2012-07,106.9,
2012-08,99.7,
2012-09,113.7,
2012-10,107.4,
2012-11,102.9,
2012-12,109.7,
2013-01,103.9,
2013-02,103.3,
2013-03,110.9,
2013-04,106.8,
2013-05,110.0,
2013-06,107.8,
2013-07,103.0,
2013-08,109.7,
2013-09,110.2,
2013-10,106.2,
2013-11,105.3,
2013-12,109.2,
2014-01,110.5,
2014-02,105.6,
2014-03,103.8,
2014-04,106.6,
2014-05,104.6,
2014-06,115.0,
2014-07,111.2,
2014-08,107.5,
2014-09,120.1,
2014-10,110.1,
2014-11,108.6,
2014-12,117.2,Provisional value
