"",BBDE1.M.DE.Y.BAA1.N2C260000.G.C.I10.A,BBDE1.M.DE.Y.BAA1.N2C260000.G.C.I10.A_FLAGS
2009-11,89.0,
2009-12,90.0,
2010-01,89.1,
2010-02,91.6,
2010-03,93.7,
2010-04,96.8,
2010-05,98.1,
2010-06,99.8,
2010-07,98.1,
2010-08,101.6,
2010-09,100.4,
2010-10,105.5,
2010-11,106.5,
2010-12,109.4,
2011-01,111.4,
2011-02,113.6,
2011-03,109.2,
2011-04,112.0,
2011-05,112.1,
2011-06,113.0,
2011-07,118.2,
2011-08,118.3,
2011-09,115.7,
2011-10,114.5,
2011-11,113.8,
2011-12,112.4,
2012-01,112.8,
2012-02,114.5,
2012-03,113.3,
2012-04,114.0,
2012-05,114.8,
2012-06,115.2,
2012-07,117.3,
2012-08,111.6,
2012-09,108.5,
2012-10,109.3,
2012-11,106.9,
2012-12,108.5,
2013-01,108.1,
2013-02,108.2,
2013-03,124.4,
2013-04,109.9,
2013-05,113.7,
2013-06,115.6,
2013-07,107.0,
2013-08,110.7,
2013-09,110.3,
2013-10,107.6,
2013-11,113.5,
2013-12,114.8,
2014-01,111.7,
2014-02,116.3,
2014-03,119.3,
2014-04,116.7,
2014-05,115.2,
2014-06,117.1,
2014-07,118.1,
2014-08,119.6,
2014-09,117.1,
2014-10,116.9,Provisional value
2014-11,111.6,Provisional value
2014-12,115.2,Provisional value
